l n nu dnu n_g
0 3 165.073 0.148 0 
0 4 195.589 0.141 0 
0 5 226.694 0.134 0 
0 6 257.410 0.128 0 
0 7 288.632 0.122 0 
0 8 320.033 0.058 0 
0 9 350.613 0.032 0 
0 10 380.569 0.035 0 
0 11 411.003 0.023 0 
0 12 442.558 0.022 0 
0 13 475.001 0.017 0 
0 14 507.394 0.016 0 
0 15 539.535 0.020 0 
0 16 571.405 0.031 0 
0 17 603.232 0.057 0 
0 18 635.703 0.159 0 
0 19 667.937 0.198 0 
0 20 700.631 0.208 0 
0 21 733.790 0.219 0 
0 22 766.610 0.230 0 
0 23 798.872 0.241 0 
0 24 831.362 0.253 0 
1 -16 149.900 0.250 19 
1 -15 157.819 0.239 18 
1 -6 165.743 0.227 9 
1 -13 169.549 0.216 16 
1 -10 177.073 0.206 15 
1 -9 182.860 0.196 13 
1 -10 194.505 0.187 14 
1 -9 203.014 0.178 13 
1 -8 209.588 0.170 13 
1 -7 224.910 0.161 12 
1 -2 233.889 0.154 7 
1 -5 245.290 0.146 11 
1 2 263.829 0.139 4 
1 -3 269.384 0.133 10 
1 2 293.289 0.127 5 
1 -1 299.505 0.120 8 
1 4 323.971 0.115 4 
1 1 333.908 0.109 8 
1 6 353.785 0.105 3 
1 5 371.367 0.052 5 
1 4 387.664 0.038 6 
1 9 406.580 0.029 2 
1 6 426.850 0.023 6 
1 7 448.691 0.017 5 
1 10 467.014 0.017 3 
1 9 491.849 0.015 5 
1 10 517.423 0.018 4 
1 13 535.349 0.025 2 
1 14 558.764 0.052 2 
1 13 587.848 0.106 4 
1 14 616.308 0.229 3 
1 15 637.154 0.240 3 
1 16 656.295 0.252 3 
1 17 685.519 0.265 3 
1 18 717.400 0.278 3 
1 19 749.007 0.292 3 
1 20 780.304 0.307 3 
1 21 808.033 0.322 2 
1 22 823.346 0.338 2 
2 -30 151.775 0.293 33 
2 -29 153.627 0.279 32 
2 -28 158.223 0.265 31 
2 -27 163.392 0.253 30 
2 -26 166.062 0.241 29 
2 -25 169.955 0.229 28 
2 -24 176.592 0.218 27 
2 -23 182.837 0.208 27 
2 -22 187.666 0.198 26 
2 -21 190.601 0.189 25 
2 -20 197.939 0.180 24 
2 -19 205.482 0.171 23 
2 -18 210.049 0.163 22 
2 -17 217.366 0.155 22 
2 -16 223.657 0.148 21 
2 -15 228.522 0.141 20 
2 -14 239.407 0.134 19 
2 -13 251.091 0.128 19 
2 -12 253.152 0.122 18 
2 -11 265.920 0.116 17 
2 -10 279.090 0.110 17 
2 -9 283.625 0.105 16 
2 -8 294.146 0.100 15 
2 -7 305.673 0.095 14 
2 -6 316.400 0.091 14 
2 -5 324.738 0.086 13 
2 -4 346.079 0.082 13 
2 -3 348.099 0.078 12 
2 -2 373.826 0.075 12 
2 -1 377.114 0.071 11 
2 0 405.074 0.068 11 
2 1 407.618 0.064 10 
2 2 438.921 0.043 10 
2 3 442.533 0.034 9 
2 4 471.586 0.028 9 
2 5 487.393 0.027 8 
2 6 504.174 0.041 8 
2 7 536.387 0.070 8 
2 8 542.649 0.183 7 
2 9 568.500 0.309 7 
2 10 600.431 0.324 7 
2 11 610.622 0.340 6 
2 12 632.164 0.357 6 
2 13 665.305 0.375 6 
2 14 690.726 0.394 5 
2 15 697.408 0.414 5 
2 16 730.557 0.434 5 
2 17 764.563 0.456 5 
2 18 792.781 0.479 5 
2 19 797.124 0.503 4 
2 20 829.927 0.528 4 
