l n nu dnu n_g
0 3 183.349 0.163 0 
0 4 217.428 0.155 0 
0 5 250.714 0.148 0 
0 6 283.916 0.141 0 
0 7 317.630 0.134 0 
0 8 352.225 0.064 0 
0 9 387.404 0.036 0 
0 10 422.448 0.039 0 
0 11 457.252 0.026 0 
0 12 491.642 0.025 0 
0 13 525.962 0.019 0 
0 14 560.860 0.018 0 
0 15 596.696 0.022 0 
0 16 633.177 0.035 0 
0 17 669.753 0.063 0 
0 18 706.347 0.176 0 
0 19 742.714 0.221 0 
0 20 778.732 0.232 0 
0 21 814.639 0.243 0 
0 22 850.503 0.255 0 
0 23 886.353 0.268 0 
0 24 922.006 0.282 0 
0 25 958.712 0.296 0 
1 -8 175.404 0.216 11 
1 -7 189.548 0.206 10 
1 -6 192.485 0.196 10 
1 -5 212.623 0.187 9 
1 -2 224.052 0.178 6 
1 -3 237.441 0.169 8 
1 2 257.150 0.161 3 
1 -1 269.653 0.154 7 
1 4 290.680 0.146 2 
1 1 310.669 0.139 6 
1 4 325.317 0.133 3 
1 5 352.212 0.126 3 
1 4 367.529 0.120 5 
1 7 392.676 0.117 2 
1 8 413.840 0.058 2 
1 7 437.972 0.043 4 
1 8 465.471 0.033 3 
1 9 486.626 0.027 3 
1 10 511.644 0.020 3 
1 11 542.596 0.020 3 
1 12 573.935 0.017 2 
1 13 595.951 0.021 2 
1 14 618.978 0.029 2 
1 15 652.369 0.061 2 
1 16 687.538 0.125 2 
1 17 722.918 0.269 2 
1 18 758.841 0.282 2 
1 19 793.276 0.296 1 
1 20 820.030 0.311 1 
1 21 836.700 0.327 1 
1 22 868.849 0.343 1 
1 23 904.282 0.360 1 
1 24 939.574 0.378 1 
2 -16 178.150 0.226 19 
2 -15 188.163 0.215 18 
2 -14 197.114 0.205 17 
2 -13 201.532 0.195 17 
2 -12 212.345 0.186 16 
2 -11 217.059 0.177 15 
2 -10 228.317 0.168 14 
2 -9 242.328 0.160 14 
2 -8 246.031 0.153 13 
2 -7 261.696 0.146 12 
2 -6 273.023 0.139 12 
2 -5 282.334 0.132 11 
2 -4 292.284 0.126 10 
2 -3 312.326 0.120 10 
2 -2 315.926 0.114 9 
2 -1 346.417 0.109 9 
2 0 348.334 0.103 8 
2 1 382.724 0.099 8 
2 2 387.115 0.094 7 
2 3 418.185 0.089 7 
2 4 434.883 0.085 6 
2 5 453.214 0.081 6 
2 6 487.891 0.077 6 
2 7 498.261 0.049 5 
2 8 522.365 0.040 5 
2 9 557.311 0.033 5 
2 10 581.576 0.032 4 
2 11 593.424 0.048 4 
2 12 629.674 0.083 4 
2 13 666.054 0.224 4 
2 14 683.371 0.371 3 
2 15 703.529 0.390 3 
2 16 739.244 0.409 3 
2 17 775.078 0.429 3 
2 18 810.430 0.451 3 
2 19 830.546 0.474 2 
2 20 847.828 0.497 2 
2 21 883.396 0.522 2 
2 22 919.510 0.548 2 
2 23 956.464 0.576 2 
