l n nu dnu n_g
0 3 165.622 0.148 0 
0 4 196.066 0.141 0 
0 5 227.180 0.135 0 
0 6 257.913 0.128 0 
0 7 289.377 0.122 0 
0 8 320.973 0.058 0 
0 9 351.749 0.032 0 
0 10 381.838 0.035 0 
0 11 412.340 0.023 0 
0 12 443.880 0.022 0 
0 13 476.377 0.017 0 
0 14 508.928 0.016 0 
0 15 541.221 0.020 0 
0 16 573.298 0.031 0 
0 17 605.215 0.057 0 
0 18 637.503 0.159 0 
0 19 670.011 0.199 0 
0 20 703.030 0.209 0 
0 21 735.862 0.219 0 
0 22 768.779 0.230 0 
0 23 801.679 0.242 0 
0 24 834.010 0.254 0 
1 -15 156.970 0.237 18 
1 -10 164.685 0.226 13 
1 -9 168.653 0.215 12 
1 -12 175.808 0.205 16 
1 -7 181.998 0.195 11 
1 -10 192.597 0.186 14 
1 -9 203.038 0.177 13 
1 -8 207.260 0.169 13 
1 -7 223.177 0.161 12 
1 0 233.919 0.153 5 
1 -5 242.841 0.146 11 
1 -4 263.915 0.139 10 
1 -3 267.526 0.132 9 
1 -2 292.494 0.126 9 
1 -1 297.804 0.120 8 
1 4 323.701 0.114 4 
1 1 332.134 0.109 7 
1 6 354.165 0.105 3 
1 3 369.932 0.052 7 
1 6 387.228 0.038 4 
1 9 406.005 0.029 2 
1 6 426.632 0.023 6 
1 9 447.654 0.017 3 
1 10 466.591 0.017 3 
1 9 492.312 0.015 5 
1 10 516.712 0.018 4 
1 13 534.522 0.025 2 
1 14 559.750 0.052 2 
1 13 589.056 0.107 4 
1 14 616.915 0.229 3 
1 15 634.443 0.241 3 
1 16 657.104 0.253 3 
1 17 687.276 0.265 3 
1 18 719.349 0.278 3 
1 19 751.341 0.292 3 
1 20 782.239 0.307 2 
1 21 805.449 0.322 2 
1 22 821.868 0.338 2 
2 -30 151.119 0.346 33 
2 -29 153.576 0.330 32 
2 -29 153.250 0.314 32 
2 -28 156.508 0.299 31 
2 -27 162.032 0.285 30 
2 -26 165.346 0.271 29 
2 -25 168.837 0.259 28 
2 -24 174.511 0.246 27 
2 -23 180.825 0.234 26 
2 -22 187.292 0.223 26 
2 -21 189.260 0.213 25 
2 -20 196.119 0.203 24 
2 -19 203.940 0.193 23 
2 -18 208.752 0.184 22 
2 -17 215.473 0.175 22 
2 -16 223.390 0.167 21 
2 -15 226.389 0.159 20 
2 -14 236.914 0.151 19 
2 -13 249.131 0.144 19 
2 -12 252.675 0.137 18 
2 -11 263.442 0.131 17 
2 -10 277.421 0.124 16 
2 -9 283.289 0.118 16 
2 -8 292.624 0.113 15 
2 -7 303.104 0.107 14 
2 -6 316.929 0.102 14 
2 -5 321.801 0.097 13 
2 -4 343.703 0.093 13 
2 -3 348.368 0.088 12 
2 -2 370.158 0.084 11 
2 -1 378.135 0.080 11 
2 0 400.962 0.076 10 
2 1 408.872 0.073 10 
2 2 437.635 0.069 10 
2 3 440.545 0.043 9 
2 4 473.004 0.036 9 
2 5 482.348 0.029 8 
2 6 505.686 0.028 8 
2 7 536.473 0.043 8 
2 8 538.446 0.071 7 
2 9 570.013 0.192 7 
2 10 601.833 0.327 7 
2 11 604.678 0.343 6 
2 12 634.541 0.360 6 
2 13 667.314 0.378 6 
2 14 685.037 0.397 5 
2 15 700.155 0.417 5 
2 16 733.252 0.438 5 
2 17 765.785 0.460 5 
2 18 785.867 0.483 4 
2 19 798.703 0.507 4 
2 20 831.571 0.532 4 
