l n nu dnu n_g
0 2 128.626 0.128 0 
0 3 158.799 0.122 0 
0 4 188.904 0.116 0 
0 5 218.986 0.110 0 
0 6 249.137 0.105 0 
0 7 279.536 0.051 0 
0 8 309.301 0.029 0 
0 9 338.138 0.031 0 
0 10 366.920 0.021 0 
0 11 397.075 0.020 0 
0 12 428.062 0.015 0 
0 13 459.106 0.015 0 
0 14 489.705 0.018 0 
0 15 520.161 0.028 0 
0 16 550.906 0.052 0 
0 17 581.985 0.145 0 
0 18 613.174 0.182 0 
0 19 645.170 0.191 0 
0 20 676.500 0.201 0 
0 21 708.087 0.211 0 
0 22 739.482 0.221 0 
0 23 770.992 0.233 0 
1 -21 135.067 0.304 23 
1 -20 138.868 0.290 23 
1 -19 145.017 0.276 22 
1 -18 152.915 0.263 21 
1 -17 159.867 0.250 20 
1 -6 163.227 0.238 9 
1 -15 169.180 0.227 19 
1 -6 177.157 0.216 10 
1 -5 182.929 0.206 9 
1 -12 191.840 0.196 16 
1 -11 197.957 0.187 15 
1 -10 205.312 0.178 15 
1 -9 219.116 0.169 14 
1 -8 226.266 0.161 13 
1 -7 235.984 0.154 13 
1 -6 253.451 0.146 12 
1 -5 257.387 0.139 11 
1 -4 276.376 0.133 11 
1 3 286.639 0.126 4 
1 -2 302.937 0.120 10 
1 5 315.285 0.115 3 
1 2 333.774 0.109 7 
1 5 344.152 0.102 4 
1 6 364.401 0.051 4 
1 3 378.502 0.038 7 
1 8 395.947 0.028 3 
1 9 415.442 0.023 3 
1 6 435.516 0.017 6 
1 11 452.030 0.017 3 
1 8 475.207 0.014 6 
1 9 498.031 0.018 5 
1 12 514.223 0.024 3 
1 13 537.744 0.050 3 
1 12 565.032 0.102 5 
1 13 586.674 0.218 4 
1 16 603.955 0.229 2 
1 17 631.652 0.240 2 
1 16 661.299 0.252 4 
1 17 690.913 0.265 4 
1 18 712.640 0.278 3 
1 19 729.038 0.292 3 
1 20 756.205 0.307 3 
1 21 786.487 0.322 3 
2 -38 137.944 0.361 40 
2 -36 144.547 0.344 39 
2 -35 149.223 0.327 38 
2 -34 150.198 0.312 37 
2 -33 153.251 0.297 36 
2 -32 157.171 0.283 35 
2 -31 162.205 0.269 34 
2 -30 164.778 0.257 33 
2 -29 168.025 0.244 32 
2 -28 173.357 0.233 31 
2 -27 178.816 0.222 31 
2 -26 183.230 0.211 30 
2 -25 185.585 0.201 29 
2 -24 192.333 0.191 28 
2 -23 199.268 0.182 27 
2 -22 205.125 0.174 26 
2 -21 208.987 0.165 26 
2 -20 215.258 0.158 25 
2 -19 219.540 0.150 24 
2 -18 225.782 0.143 23 
2 -17 235.285 0.136 22 
2 -16 243.967 0.130 22 
2 -15 246.329 0.123 21 
2 -14 257.729 0.118 20 
2 -13 270.239 0.112 20 
2 -12 274.567 0.107 19 
2 -11 284.305 0.102 18 
2 -10 296.356 0.097 17 
2 -9 304.261 0.092 17 
2 -8 309.818 0.088 16 
2 -7 323.406 0.084 15 
2 -6 334.853 0.080 15 
2 -5 343.279 0.076 14 
2 -4 363.257 0.072 14 
2 -3 366.281 0.069 13 
2 -2 392.183 0.065 13 
2 -1 393.940 0.062 12 
2 0 422.669 0.041 12 
2 1 424.917 0.032 11 
2 2 455.756 0.027 11 
2 3 458.394 0.025 10 
2 4 486.737 0.039 10 
2 5 500.182 0.066 9 
2 6 517.014 0.174 9 
2 7 547.836 0.297 9 
2 8 551.161 0.312 8 
2 9 579.325 0.328 8 
2 10 609.624 0.344 8 
2 11 612.787 0.362 7 
2 12 642.195 0.380 7 
2 13 673.235 0.399 7 
2 14 686.821 0.419 6 
2 15 706.284 0.440 6 
2 16 737.110 0.461 6 
2 17 767.205 0.485 6 
2 18 776.032 0.509 5 
