l n nu dnu n_g
0 3 148.562 0.137 0 
0 4 179.270 0.131 0 
0 5 209.735 0.125 0 
0 6 239.463 0.119 0 
0 7 267.823 0.113 0 
0 8 295.555 0.053 0 
0 9 324.250 0.030 0 
0 10 352.762 0.033 0 
0 11 380.710 0.021 0 
0 12 409.033 0.020 0 
0 13 437.910 0.016 0 
0 14 467.021 0.015 0 
0 15 496.055 0.018 0 
0 16 525.304 0.029 0 
0 17 554.636 0.052 0 
0 18 584.194 0.146 0 
0 19 613.489 0.182 0 
0 20 643.271 0.191 0 
0 21 672.805 0.201 0 
0 22 702.502 0.211 0 
0 23 732.495 0.222 0 
0 24 761.717 0.233 0 
1 -21 152.421 0.465 24 
1 -10 156.267 0.443 13 
1 -33 158.059 0.421 36 
1 -32 162.349 0.401 36 
1 -31 166.610 0.382 35 
1 -14 171.762 0.364 18 
1 -3 176.283 0.347 7 
1 -2 179.169 0.330 6 
1 -15 183.199 0.314 19 
1 -26 188.837 0.300 30 
1 -9 194.926 0.285 14 
1 -2 198.927 0.272 7 
1 -5 203.599 0.259 10 
1 -14 210.300 0.246 19 
1 -21 217.970 0.235 26 
1 -10 222.969 0.224 16 
1 -7 227.847 0.213 13 
1 -12 236.424 0.203 18 
1 -11 245.529 0.193 17 
1 -16 250.750 0.184 22 
1 -9 258.112 0.175 17 
1 -2 268.865 0.167 9 
1 -3 275.229 0.159 10 
1 -12 284.013 0.151 20 
1 3 294.203 0.144 5 
1 -6 302.429 0.137 14 
1 1 313.635 0.131 8 
1 4 322.569 0.124 5 
1 -7 335.176 0.119 16 
1 6 344.849 0.113 4 
1 -5 357.114 0.106 15 
1 8 370.210 0.052 3 
1 -3 380.925 0.038 14 
1 8 396.895 0.028 4 
1 -1 407.558 0.022 13 
1 10 425.059 0.016 3 
1 1 437.761 0.016 12 
1 10 454.233 0.014 4 
1 3 471.844 0.017 11 
1 12 483.949 0.023 3 
1 5 508.560 0.047 11 
1 6 516.809 0.094 10 
1 13 540.522 0.201 4 
1 8 561.268 0.211 9 
1 11 571.821 0.221 7 
1 12 598.535 0.232 7 
1 11 620.888 0.244 8 
1 12 631.573 0.256 8 
1 15 657.983 0.269 6 
1 14 684.446 0.282 7 
1 15 699.528 0.297 7 
1 16 719.067 0.311 7 
1 17 745.941 0.327 7 
2 -64 150.433 0.813 67 
2 -63 152.735 0.775 66 
2 -62 152.562 0.738 65 
2 -61 156.041 0.703 64 
2 -60 159.262 0.669 63 
2 -59 162.471 0.637 62 
2 -57 166.868 0.607 60 
2 -56 169.107 0.578 59 
2 -55 171.162 0.551 59 
2 -54 174.320 0.524 58 
2 -53 176.016 0.499 57 
2 -52 178.016 0.476 56 
2 -51 180.232 0.453 55 
2 -50 183.308 0.431 54 
2 -49 187.453 0.411 53 
2 -48 191.240 0.391 52 
2 -47 194.704 0.373 51 
2 -46 197.713 0.355 50 
2 -45 201.970 0.338 50 
2 -44 205.951 0.322 49 
2 -43 205.944 0.307 48 
2 -42 210.988 0.292 47 
2 -41 215.298 0.278 46 
2 -40 219.812 0.265 45 
2 -39 224.201 0.252 44 
2 -38 228.332 0.240 43 
2 -37 232.587 0.229 43 
2 -36 235.906 0.218 42 
2 -35 238.405 0.207 41 
2 -34 243.236 0.198 40 
2 -33 249.167 0.188 39 
2 -32 255.233 0.179 38 
2 -31 261.843 0.171 38 
2 -30 264.484 0.163 37 
2 -29 269.057 0.155 36 
2 -28 276.561 0.147 35 
2 -27 284.465 0.140 34 
2 -26 292.272 0.134 34 
2 -25 293.113 0.127 33 
2 -24 301.932 0.121 32 
2 -23 311.522 0.116 31 
2 -22 320.514 0.110 31 
2 -21 321.889 0.105 30 
2 -20 331.547 0.100 29 
2 -19 342.011 0.095 28 
2 -18 349.188 0.091 28 
2 -17 353.149 0.086 27 
2 -16 363.795 0.082 26 
2 -15 374.943 0.078 26 
2 -14 378.504 0.074 25 
2 -13 388.542 0.071 24 
2 -12 403.130 0.068 24 
2 -11 406.596 0.064 23 
2 -10 419.953 0.041 22 
2 -9 435.144 0.033 22 
2 -8 438.334 0.026 21 
2 -7 458.331 0.025 20 
2 -6 464.428 0.037 20 
2 -5 480.384 0.063 19 
2 -4 493.513 0.166 19 
2 -3 504.148 0.274 18 
2 -2 522.773 0.288 18 
2 -1 531.161 0.302 17 
2 0 551.985 0.317 17 
2 1 560.158 0.333 16 
2 2 581.392 0.350 16 
2 3 593.209 0.367 15 
2 4 610.605 0.386 15 
2 5 632.168 0.405 14 
2 6 640.491 0.425 14 
2 7 670.064 0.446 14 
2 8 673.556 0.469 13 
2 9 700.002 0.492 13 
2 10 721.498 0.517 12 
2 11 728.869 0.543 12 
2 12 759.284 0.570 12 
