l n nu dnu n_g
0 3 145.169 0.135 0 
0 4 175.633 0.129 0 
0 5 205.773 0.122 0 
0 6 235.210 0.117 0 
0 7 263.266 0.111 0 
0 8 290.600 0.053 0 
0 9 318.685 0.029 0 
0 10 346.564 0.032 0 
0 11 373.961 0.021 0 
0 12 401.750 0.020 0 
0 13 430.005 0.015 0 
0 14 458.403 0.015 0 
0 15 486.764 0.018 0 
0 16 515.285 0.028 0 
0 17 543.959 0.051 0 
0 18 572.879 0.143 0 
0 19 601.806 0.179 0 
0 20 630.706 0.188 0 
0 21 659.703 0.197 0 
0 22 688.971 0.207 0 
0 23 718.112 0.217 0 
0 24 747.120 0.228 0 
1 -12 152.947 0.588 15 
1 -31 154.606 0.560 34 
1 -38 157.602 0.533 42 
1 -27 161.502 0.508 31 
1 -14 165.002 0.484 18 
1 -3 169.087 0.461 7 
1 -4 171.900 0.439 8 
1 -9 175.536 0.418 13 
1 -22 179.791 0.398 26 
1 -31 184.671 0.379 35 
1 -30 189.598 0.361 35 
1 -1 193.039 0.344 6 
1 -8 196.944 0.327 13 
1 -17 201.809 0.312 22 
1 -26 208.914 0.297 31 
1 -25 214.612 0.283 30 
1 -6 219.998 0.269 12 
1 -9 223.572 0.256 15 
1 -16 229.947 0.244 22 
1 -19 238.958 0.233 25 
1 -20 245.405 0.222 26 
1 -13 249.603 0.211 20 
1 -6 257.710 0.201 13 
1 -3 265.966 0.191 10 
1 -16 272.861 0.182 23 
1 -3 280.222 0.174 11 
1 0 288.561 0.165 8 
1 -13 297.570 0.157 21 
1 -2 306.520 0.150 11 
1 1 314.033 0.143 8 
1 -10 325.260 0.136 19 
1 3 335.875 0.130 7 
1 -2 343.643 0.123 12 
1 -7 358.773 0.118 18 
1 4 365.079 0.108 7 
1 -5 381.439 0.054 16 
1 8 390.303 0.039 4 
1 -3 405.074 0.029 15 
1 8 417.483 0.023 5 
1 -1 431.518 0.016 14 
1 10 445.535 0.017 4 
1 1 461.310 0.014 13 
1 12 473.970 0.017 3 
1 3 494.753 0.024 12 
1 10 503.288 0.047 6 
1 5 528.300 0.096 12 
1 6 537.354 0.200 11 
1 11 558.646 0.210 7 
1 8 580.209 0.220 10 
1 13 590.125 0.231 6 
1 10 615.933 0.243 10 
1 11 635.368 0.255 9 
1 14 647.062 0.267 7 
1 13 673.873 0.281 9 
1 14 698.297 0.295 8 
1 15 709.198 0.310 8 
1 16 732.108 0.325 8 
2 -72 149.334 1.137 75 
2 -71 153.498 1.083 74 
2 -70 155.765 1.032 73 
2 -69 159.545 0.982 72 
2 -67 163.050 0.936 70 
2 -66 163.614 0.891 69 
2 -65 166.069 0.849 68 
2 -64 169.829 0.808 68 
2 -63 170.931 0.770 67 
2 -62 172.376 0.733 66 
2 -61 173.623 0.698 65 
2 -60 175.576 0.665 64 
2 -59 178.979 0.633 63 
2 -58 180.489 0.603 62 
2 -57 185.010 0.574 61 
2 -56 188.192 0.547 60 
2 -55 191.911 0.521 59 
2 -54 195.128 0.496 58 
2 -53 198.291 0.473 57 
2 -52 201.838 0.450 57 
2 -51 201.822 0.429 56 
2 -50 204.798 0.408 55 
2 -49 208.827 0.389 54 
2 -48 212.336 0.370 53 
2 -47 216.274 0.353 52 
2 -46 220.987 0.336 51 
2 -45 224.774 0.320 50 
2 -44 228.509 0.305 50 
2 -43 231.700 0.290 49 
2 -42 233.509 0.276 48 
2 -41 236.680 0.263 47 
2 -40 241.091 0.251 46 
2 -39 246.655 0.239 45 
2 -38 251.691 0.227 44 
2 -37 257.295 0.216 44 
2 -36 259.932 0.206 43 
2 -35 263.382 0.196 42 
2 -34 270.330 0.187 41 
2 -33 276.362 0.178 40 
2 -32 282.958 0.170 39 
2 -31 287.601 0.162 39 
2 -30 290.405 0.154 38 
2 -29 298.013 0.147 37 
2 -28 306.034 0.140 36 
2 -27 314.401 0.133 36 
2 -26 315.623 0.127 35 
2 -25 323.378 0.121 34 
2 -24 332.625 0.115 33 
2 -23 342.218 0.109 33 
2 -22 344.063 0.104 32 
2 -21 352.384 0.099 31 
2 -20 362.546 0.094 30 
2 -19 370.700 0.090 30 
2 -18 373.552 0.086 29 
2 -17 383.752 0.082 28 
2 -16 395.520 0.078 27 
2 -15 399.438 0.074 27 
2 -14 409.379 0.070 26 
2 -13 424.233 0.067 26 
2 -12 427.716 0.042 25 
2 -11 440.740 0.034 24 
2 -10 455.789 0.027 24 
2 -9 458.557 0.025 23 
2 -8 477.438 0.039 22 
2 -7 484.432 0.064 22 
2 -6 498.497 0.168 21 
2 -5 512.803 0.279 21 
2 -4 521.527 0.292 20 
2 -3 541.052 0.307 20 
2 -2 545.525 0.322 19 
2 -1 570.210 0.339 19 
2 0 573.008 0.355 18 
2 1 599.458 0.373 18 
2 2 602.995 0.392 17 
2 3 628.427 0.412 17 
2 4 638.016 0.432 16 
2 5 658.068 0.454 16 
2 6 674.165 0.476 15 
2 7 685.456 0.500 15 
2 8 714.536 0.525 15 
2 9 716.744 0.551 14 
2 10 743.613 0.579 14 
