l n nu dnu n_g
0 3 147.083 0.115 0 
0 4 176.396 0.109 0 
0 5 205.798 0.104 0 
0 6 235.068 0.099 0 
0 7 262.507 0.047 0 
0 8 289.133 0.027 0 
0 9 316.913 0.029 0 
0 10 345.132 0.019 0 
0 11 373.006 0.019 0 
0 12 400.641 0.014 0 
0 13 428.894 0.014 0 
0 14 457.746 0.017 0 
0 15 486.686 0.027 0 
0 16 515.465 0.048 0 
0 17 544.266 0.136 0 
0 18 572.972 0.170 0 
0 19 602.643 0.179 0 
0 20 631.896 0.188 0 
0 21 660.783 0.197 0 
0 22 690.322 0.207 0 
0 23 719.569 0.217 0 
1 -25 136.031 0.411 28 
1 -32 139.532 0.392 35 
1 -31 142.551 0.373 34 
1 -30 147.372 0.355 33 
1 -29 151.891 0.339 32 
1 -10 154.356 0.322 13 
1 -27 157.712 0.307 31 
1 -26 162.810 0.292 30 
1 -25 168.055 0.279 29 
1 -10 174.574 0.265 14 
1 -3 178.539 0.253 7 
1 -18 182.661 0.241 22 
1 -21 188.472 0.229 26 
1 -2 194.135 0.218 7 
1 -3 198.722 0.208 8 
1 -12 206.566 0.198 17 
1 -17 214.270 0.189 22 
1 -10 218.141 0.180 16 
1 -15 225.861 0.171 21 
1 -14 236.687 0.163 20 
1 -7 243.601 0.155 13 
1 -12 249.525 0.148 19 
1 -7 261.657 0.141 14 
1 2 269.430 0.134 5 
1 -9 278.200 0.128 17 
1 4 291.314 0.122 4 
1 -7 297.308 0.116 15 
1 4 312.372 0.110 5 
1 5 320.697 0.105 4 
1 2 335.216 0.099 8 
1 7 345.008 0.049 3 
1 -2 360.756 0.036 13 
1 7 370.407 0.026 4 
1 4 388.458 0.021 8 
1 7 398.274 0.015 5 
1 10 417.202 0.015 3 
1 3 430.726 0.013 10 
1 10 446.552 0.016 4 
1 5 468.517 0.022 9 
1 12 477.961 0.045 4 
1 13 501.965 0.091 3 
1 8 521.303 0.194 8 
1 13 533.556 0.203 4 
1 12 558.992 0.213 6 
1 11 581.149 0.224 7 
1 12 592.877 0.235 7 
1 15 617.881 0.247 5 
1 14 643.913 0.259 7 
1 15 660.610 0.272 6 
1 18 678.323 0.286 4 
1 17 705.288 0.300 6 
1 18 731.459 0.315 6 
2 -61 134.265 0.796 63 
2 -59 138.138 0.758 62 
2 -58 139.117 0.722 61 
2 -57 141.441 0.688 60 
2 -56 141.579 0.655 59 
2 -55 144.963 0.624 58 
2 -54 147.137 0.594 57 
2 -53 150.330 0.566 56 
2 -52 152.950 0.539 55 
2 -51 154.257 0.513 54 
2 -50 158.856 0.489 53 
2 -49 160.828 0.465 52 
2 -48 164.086 0.443 51 
2 -47 166.385 0.422 51 
2 -46 169.103 0.402 50 
2 -45 171.806 0.383 49 
2 -44 173.383 0.365 48 
2 -43 175.526 0.347 47 
2 -42 180.069 0.331 46 
2 -41 183.732 0.315 45 
2 -40 187.671 0.300 44 
2 -39 192.268 0.286 43 
2 -38 196.384 0.272 43 
2 -37 200.623 0.259 42 
2 -36 202.222 0.247 41 
2 -35 207.066 0.235 40 
2 -34 211.695 0.224 39 
2 -33 216.839 0.213 38 
2 -32 220.850 0.203 37 
2 -31 224.993 0.193 36 
2 -30 230.555 0.184 36 
2 -29 232.323 0.175 35 
2 -28 237.666 0.167 34 
2 -27 244.454 0.159 33 
2 -26 251.686 0.152 32 
2 -25 258.737 0.144 32 
2 -24 260.060 0.137 31 
2 -23 268.040 0.131 30 
2 -22 277.178 0.125 29 
2 -21 285.613 0.119 29 
2 -20 286.880 0.113 28 
2 -19 296.668 0.108 27 
2 -18 307.494 0.103 26 
2 -17 313.463 0.098 26 
2 -16 318.756 0.093 25 
2 -15 329.679 0.089 24 
2 -14 339.365 0.084 24 
2 -13 343.079 0.080 23 
2 -12 352.276 0.077 22 
2 -11 366.061 0.073 21 
2 -10 370.623 0.069 21 
2 -9 382.648 0.066 20 
2 -8 397.863 0.063 20 
2 -7 400.837 0.039 19 
2 -6 420.758 0.032 18 
2 -5 426.308 0.025 18 
2 -4 442.878 0.024 17 
2 -3 455.095 0.037 17 
2 -2 467.591 0.061 16 
2 -1 484.031 0.163 16 
2 0 495.289 0.269 15 
2 1 512.711 0.282 15 
2 2 526.574 0.297 14 
2 3 541.763 0.311 14 
2 4 562.016 0.327 13 
2 5 571.401 0.343 13 
2 6 599.693 0.361 13 
2 7 603.235 0.379 12 
2 8 628.680 0.397 12 
2 9 649.064 0.417 11 
2 10 658.680 0.438 11 
2 11 688.069 0.460 11 
2 12 703.152 0.483 10 
2 13 717.060 0.507 10 
