l n nu dnu n_g
0 3 163.678 0.147 0 
0 4 194.145 0.140 0 
0 5 224.984 0.133 0 
0 6 255.579 0.127 0 
0 7 286.517 0.121 0 
0 8 317.748 0.057 0 
0 9 347.786 0.032 0 
0 10 377.509 0.035 0 
0 11 407.753 0.023 0 
0 12 439.303 0.022 0 
0 13 471.441 0.017 0 
0 14 503.463 0.016 0 
0 15 535.260 0.019 0 
0 16 566.739 0.031 0 
0 17 598.361 0.056 0 
0 18 630.228 0.158 0 
0 19 662.764 0.197 0 
0 20 695.446 0.207 0 
0 21 728.060 0.217 0 
0 22 760.038 0.228 0 
0 23 792.998 0.239 0 
0 24 825.313 0.251 0 
1 -17 145.550 0.268 20 
1 -16 153.382 0.255 19 
1 -15 161.913 0.243 18 
1 -4 166.613 0.231 7 
1 -13 172.197 0.220 17 
1 -4 179.225 0.210 8 
1 -11 187.226 0.200 15 
1 -10 198.641 0.190 14 
1 -9 202.142 0.181 13 
1 -8 214.072 0.173 13 
1 -7 230.214 0.164 12 
1 -6 233.300 0.157 11 
1 -5 251.684 0.149 11 
1 2 262.501 0.142 4 
1 -3 275.940 0.135 10 
1 4 293.194 0.129 3 
1 -1 305.091 0.123 9 
1 6 323.219 0.117 2 
1 1 339.672 0.111 8 
1 6 353.439 0.105 3 
1 7 373.731 0.053 3 
1 4 389.553 0.039 7 
1 7 408.107 0.029 4 
1 8 427.405 0.023 4 
1 7 450.594 0.017 5 
1 10 469.260 0.017 3 
1 11 490.837 0.015 3 
1 10 517.514 0.018 5 
1 11 539.109 0.026 4 
1 14 557.362 0.052 2 
1 15 584.202 0.106 2 
1 14 613.736 0.228 4 
1 15 641.301 0.239 3 
1 16 657.860 0.251 3 
1 17 681.857 0.264 3 
1 18 712.942 0.277 3 
1 19 743.946 0.291 3 
1 20 775.422 0.305 3 
1 21 806.520 0.321 2 
2 -31 151.092 0.314 34 
2 -30 153.521 0.299 33 
2 -29 157.280 0.285 32 
2 -28 162.428 0.271 31 
2 -27 165.953 0.258 30 
2 -26 169.054 0.246 29 
2 -25 174.535 0.234 28 
2 -24 180.479 0.223 28 
2 -23 186.328 0.212 27 
2 -22 188.620 0.202 26 
2 -21 195.551 0.193 25 
2 -20 202.919 0.183 24 
2 -19 208.234 0.175 23 
2 -18 214.028 0.166 23 
2 -17 221.297 0.158 22 
2 -16 224.567 0.151 21 
2 -15 234.245 0.144 20 
2 -14 245.663 0.137 20 
2 -13 250.333 0.130 19 
2 -12 258.804 0.124 18 
2 -11 272.568 0.118 17 
2 -10 280.107 0.113 17 
2 -9 288.081 0.107 16 
2 -8 298.747 0.102 15 
2 -7 311.582 0.097 15 
2 -6 315.682 0.093 14 
2 -5 333.092 0.088 13 
2 -4 344.273 0.084 13 
2 -3 356.700 0.080 12 
2 -2 373.914 0.076 12 
2 -1 384.012 0.073 11 
2 0 404.107 0.069 11 
2 1 416.168 0.066 10 
2 2 435.779 0.042 10 
2 3 454.340 0.035 9 
2 4 468.113 0.028 9 
2 5 499.647 0.027 9 
2 6 501.076 0.040 8 
2 7 532.131 0.070 8 
2 8 556.965 0.188 7 
2 9 563.443 0.306 7 
2 10 595.749 0.322 7 
2 11 625.326 0.338 7 
2 12 628.116 0.355 6 
2 13 659.774 0.372 6 
2 14 692.314 0.391 6 
2 15 708.954 0.410 5 
2 16 725.265 0.431 5 
2 17 757.605 0.452 5 
2 18 789.493 0.475 5 
2 19 814.286 0.499 4 
