l n nu dnu n_g
0 3 143.988 0.134 0 
0 4 174.535 0.128 0 
0 5 204.654 0.122 0 
0 6 233.765 0.116 0 
0 7 261.732 0.110 0 
0 8 289.033 0.052 0 
0 9 316.738 0.029 0 
0 10 344.376 0.032 0 
0 11 371.641 0.021 0 
0 12 399.225 0.020 0 
0 13 427.373 0.015 0 
0 14 455.537 0.015 0 
0 15 483.718 0.018 0 
0 16 512.103 0.028 0 
0 17 540.658 0.051 0 
0 18 569.313 0.142 0 
0 19 598.087 0.178 0 
0 20 626.831 0.187 0 
0 21 655.950 0.196 0 
0 22 684.524 0.206 0 
0 23 713.054 0.216 0 
0 24 741.859 0.227 0 
1 -15 151.192 0.618 18 
1 -22 153.405 0.589 25 
1 -39 157.418 0.561 43 
1 -34 159.599 0.534 38 
1 -13 164.064 0.509 17 
1 -4 167.031 0.484 8 
1 -3 170.025 0.461 7 
1 -10 173.228 0.439 14 
1 -17 178.094 0.419 21 
1 -32 181.415 0.399 36 
1 -31 187.123 0.380 36 
1 -4 191.244 0.362 9 
1 -5 194.182 0.344 10 
1 -14 198.784 0.328 19 
1 -27 204.615 0.312 32 
1 -26 211.253 0.297 31 
1 -25 217.176 0.283 31 
1 -6 220.341 0.270 12 
1 -15 225.854 0.257 21 
1 -20 233.855 0.245 27 
1 -21 241.352 0.233 27 
1 -20 245.694 0.222 27 
1 -9 251.820 0.211 16 
1 -6 260.351 0.201 13 
1 -5 267.848 0.192 12 
1 -16 274.217 0.183 24 
1 -1 282.304 0.174 9 
1 0 290.543 0.166 8 
1 -13 299.848 0.158 21 
1 2 308.135 0.150 7 
1 -1 316.295 0.143 10 
1 -10 328.552 0.136 20 
1 5 335.491 0.130 5 
1 -8 347.226 0.124 18 
1 3 359.543 0.118 8 
1 -2 367.163 0.109 13 
1 -5 384.478 0.054 17 
1 4 390.034 0.039 8 
1 -3 409.369 0.029 15 
1 6 416.242 0.023 7 
1 -1 436.195 0.017 14 
1 8 443.941 0.016 6 
1 1 465.805 0.014 13 
1 8 472.617 0.017 7 
1 3 496.695 0.024 13 
1 4 504.675 0.047 12 
1 11 526.409 0.095 6 
1 6 542.863 0.202 11 
1 11 556.387 0.212 7 
1 8 581.789 0.222 11 
1 9 591.315 0.233 10 
1 14 613.060 0.245 6 
1 11 638.314 0.257 9 
1 12 648.279 0.270 9 
1 15 670.146 0.284 7 
1 14 696.822 0.298 9 
1 15 713.870 0.313 8 
1 16 728.995 0.328 8 
2 -73 152.673 1.009 76 
2 -71 156.892 0.961 74 
2 -70 157.577 0.915 73 
2 -69 160.825 0.871 72 
2 -68 164.156 0.830 71 
2 -67 165.591 0.790 70 
2 -66 166.551 0.753 70 
2 -65 169.108 0.717 69 
2 -64 170.432 0.683 68 
2 -63 171.158 0.650 67 
2 -62 173.701 0.619 66 
2 -61 175.445 0.590 65 
2 -60 179.112 0.562 64 
2 -59 181.778 0.535 63 
2 -58 184.612 0.509 62 
2 -56 190.363 0.485 60 
2 -55 193.832 0.462 59 
2 -54 197.077 0.440 58 
2 -52 200.063 0.419 57 
2 -51 203.908 0.399 56 
2 -50 207.862 0.380 55 
2 -49 211.902 0.362 54 
2 -48 215.120 0.345 53 
2 -47 219.456 0.328 52 
2 -46 222.999 0.313 51 
2 -45 227.207 0.298 51 
2 -44 230.179 0.284 50 
2 -43 231.188 0.270 49 
2 -42 235.041 0.257 48 
2 -41 239.432 0.245 47 
2 -40 244.639 0.233 46 
2 -39 249.893 0.222 45 
2 -38 255.168 0.212 45 
2 -37 258.657 0.202 44 
2 -36 261.063 0.192 43 
2 -35 267.041 0.183 42 
2 -34 273.697 0.174 41 
2 -33 279.979 0.166 40 
2 -32 285.571 0.158 40 
2 -31 287.348 0.150 39 
2 -30 294.535 0.143 38 
2 -29 302.105 0.136 37 
2 -28 310.095 0.130 36 
2 -27 313.894 0.124 36 
2 -26 318.769 0.118 35 
2 -25 327.709 0.112 34 
2 -24 337.009 0.107 33 
2 -23 341.526 0.102 33 
2 -22 346.890 0.097 32 
2 -21 356.930 0.092 31 
2 -20 366.382 0.088 31 
2 -19 369.331 0.084 30 
2 -18 377.520 0.080 29 
2 -17 388.291 0.076 28 
2 -16 396.706 0.072 28 
2 -15 401.177 0.069 27 
2 -14 414.781 0.066 26 
2 -13 424.894 0.041 26 
2 -12 430.260 0.033 25 
2 -11 446.687 0.027 24 
2 -10 453.172 0.025 24 
2 -9 464.716 0.037 23 
2 -8 481.157 0.063 23 
2 -7 484.305 0.163 22 
2 -6 504.753 0.274 21 
2 -5 509.493 0.288 21 
2 -4 527.939 0.302 20 
2 -3 538.156 0.318 20 
2 -2 552.887 0.333 19 
2 -1 566.908 0.350 19 
2 0 580.619 0.368 18 
2 1 595.849 0.386 18 
2 2 611.684 0.405 17 
2 3 624.672 0.425 17 
2 4 646.122 0.447 16 
2 5 653.683 0.469 16 
2 6 680.721 0.493 16 
2 7 684.560 0.517 15 
2 8 710.875 0.543 15 
2 9 725.868 0.570 14 
2 10 738.771 0.599 14 
