l n nu dnu n_g
0 3 166.728 0.149 0 
0 4 197.604 0.142 0 
0 5 228.610 0.135 0 
0 6 259.646 0.129 0 
0 7 290.963 0.123 0 
0 8 322.828 0.058 0 
0 9 353.987 0.033 0 
0 10 384.279 0.036 0 
0 11 414.927 0.023 0 
0 12 446.489 0.022 0 
0 13 479.082 0.017 0 
0 14 511.998 0.016 0 
0 15 544.548 0.020 0 
0 16 576.987 0.032 0 
0 17 609.134 0.057 0 
0 18 641.241 0.160 0 
0 19 674.016 0.200 0 
0 20 707.492 0.210 0 
0 21 740.294 0.221 0 
0 22 773.697 0.232 0 
0 23 806.420 0.243 0 
0 24 839.379 0.256 0 
1 -15 153.452 0.236 18 
1 -14 161.797 0.225 17 
1 -3 168.041 0.214 6 
1 -12 173.992 0.204 15 
1 -5 179.815 0.194 9 
1 -10 188.710 0.185 14 
1 -9 201.675 0.176 13 
1 -8 205.228 0.168 12 
1 -7 218.596 0.160 12 
1 -6 234.660 0.152 11 
1 -5 238.463 0.145 11 
1 -4 260.043 0.138 10 
1 1 267.169 0.131 5 
1 -2 287.951 0.125 9 
1 3 298.170 0.119 4 
1 0 320.571 0.114 8 
1 1 330.647 0.108 7 
1 6 353.904 0.105 3 
1 3 367.123 0.052 7 
1 6 386.558 0.038 4 
1 7 405.101 0.029 4 
1 6 426.094 0.023 5 
1 9 445.601 0.017 3 
1 10 466.418 0.017 3 
1 9 492.815 0.015 5 
1 10 514.389 0.018 4 
1 13 534.162 0.025 2 
1 12 561.984 0.052 4 
1 13 591.151 0.107 4 
1 14 615.054 0.228 3 
1 15 632.249 0.240 3 
1 16 659.264 0.252 3 
1 17 691.107 0.264 3 
1 18 722.958 0.278 3 
1 19 754.629 0.292 3 
1 20 782.969 0.306 2 
1 21 798.298 0.321 2 
1 22 824.647 0.337 2 
2 -29 152.576 0.323 32 
2 -28 154.202 0.308 31 
2 -28 154.506 0.293 31 
2 -27 159.009 0.279 30 
2 -26 164.245 0.266 29 
2 -25 167.416 0.253 28 
2 -24 171.721 0.241 27 
2 -23 177.590 0.230 26 
2 -22 184.147 0.219 26 
2 -21 189.110 0.208 25 
2 -20 192.464 0.199 24 
2 -19 200.232 0.189 23 
2 -18 207.410 0.180 22 
2 -17 211.742 0.171 21 
2 -16 220.712 0.163 21 
2 -15 225.511 0.156 20 
2 -14 232.321 0.148 19 
2 -13 244.601 0.141 18 
2 -12 253.809 0.134 18 
2 -11 258.326 0.128 17 
2 -10 272.790 0.122 16 
2 -9 282.953 0.116 16 
2 -8 289.434 0.111 15 
2 -7 298.939 0.105 14 
2 -6 314.532 0.100 14 
2 -5 319.592 0.095 13 
2 -4 336.984 0.091 12 
2 -3 350.175 0.087 12 
2 -2 362.638 0.082 11 
2 -1 380.490 0.079 11 
2 0 392.949 0.075 10 
2 1 411.228 0.071 10 
2 2 429.023 0.068 9 
2 3 443.019 0.043 9 
2 4 472.305 0.036 9 
2 5 475.783 0.028 8 
2 6 508.734 0.028 8 
2 7 525.965 0.042 7 
2 8 541.435 0.071 7 
2 9 573.688 0.193 7 
2 10 591.930 0.321 6 
2 11 605.882 0.338 6 
2 12 638.518 0.354 6 
2 13 669.755 0.372 6 
2 14 672.644 0.391 5 
2 15 704.363 0.410 5 
2 16 738.015 0.431 5 
2 17 769.406 0.452 5 
2 18 773.427 0.475 4 
2 19 803.799 0.499 4 
2 20 836.216 0.524 4 
