l n nu dnu n_g
0 2 120.706 0.122 0 
0 3 150.373 0.116 0 
0 4 179.682 0.111 0 
0 5 208.921 0.105 0 
0 6 237.683 0.100 0 
0 7 266.403 0.048 0 
0 8 293.516 0.027 0 
0 9 320.870 0.030 0 
0 10 349.290 0.020 0 
0 11 378.507 0.019 0 
0 12 407.073 0.014 0 
0 13 435.483 0.014 0 
0 14 464.276 0.017 0 
0 15 493.764 0.027 0 
0 16 523.479 0.049 0 
0 17 553.524 0.138 0 
0 18 582.907 0.173 0 
0 19 612.288 0.182 0 
0 20 642.170 0.191 0 
0 21 671.988 0.200 0 
0 22 701.435 0.210 0 
0 23 730.795 0.221 0 
1 -18 129.751 0.349 21 
1 -27 132.092 0.333 30 
1 -26 136.101 0.317 29 
1 -25 141.479 0.302 28 
1 -24 146.918 0.287 27 
1 -23 152.550 0.274 26 
1 -4 155.974 0.261 7 
1 -21 158.866 0.248 24 
1 -20 165.481 0.236 24 
1 -19 172.489 0.225 23 
1 -4 178.485 0.214 8 
1 -7 182.702 0.204 11 
1 -16 189.165 0.195 21 
1 -3 194.613 0.185 8 
1 -14 201.771 0.176 19 
1 -13 212.340 0.168 18 
1 -12 217.819 0.160 17 
1 -11 225.140 0.152 17 
1 -10 238.686 0.145 16 
1 -1 245.575 0.138 7 
1 -8 254.783 0.132 15 
1 -1 270.508 0.125 8 
1 -6 274.966 0.119 13 
1 -5 291.628 0.114 13 
1 4 299.367 0.108 4 
1 -3 315.327 0.103 12 
1 6 325.459 0.097 3 
1 5 341.651 0.048 5 
1 6 352.979 0.035 4 
1 7 370.832 0.026 4 
1 2 383.616 0.021 9 
1 9 400.022 0.015 3 
1 4 419.055 0.016 9 
1 9 431.293 0.013 4 
1 10 451.986 0.016 4 
1 7 472.786 0.022 7 
1 12 485.638 0.045 3 
1 13 509.722 0.092 3 
1 10 532.918 0.198 6 
1 13 546.420 0.208 4 
1 14 569.813 0.218 4 
1 13 596.537 0.229 6 
1 14 615.453 0.241 5 
1 17 631.977 0.253 3 
1 18 658.507 0.265 3 
1 17 686.012 0.278 5 
1 18 711.964 0.292 4 
1 19 726.886 0.307 4 
2 -52 128.499 0.593 54 
2 -51 129.512 0.565 53 
2 -50 131.535 0.538 52 
2 -50 133.390 0.512 52 
2 -49 133.032 0.488 51 
2 -47 138.595 0.465 50 
2 -46 141.723 0.443 49 
2 -45 145.012 0.422 48 
2 -44 145.427 0.401 47 
2 -43 148.047 0.382 46 
2 -42 151.734 0.364 45 
2 -41 154.312 0.347 44 
2 -40 158.396 0.330 43 
2 -39 162.178 0.315 42 
2 -38 164.557 0.300 41 
2 -37 167.336 0.285 41 
2 -36 171.169 0.272 40 
2 -35 175.231 0.259 39 
2 -34 176.687 0.246 38 
2 -33 181.090 0.235 37 
2 -32 185.199 0.224 36 
2 -31 191.236 0.213 35 
2 -30 196.407 0.203 34 
2 -29 201.434 0.193 34 
2 -28 203.119 0.184 33 
2 -27 209.067 0.175 32 
2 -26 214.265 0.167 31 
2 -25 218.334 0.159 30 
2 -24 224.428 0.151 29 
2 -23 231.532 0.144 29 
2 -22 234.480 0.137 28 
2 -21 240.253 0.131 27 
2 -20 249.272 0.124 26 
2 -19 258.750 0.119 26 
2 -18 262.356 0.113 25 
2 -17 269.241 0.108 24 
2 -16 280.197 0.102 23 
2 -15 289.166 0.098 23 
2 -14 292.246 0.093 22 
2 -13 303.761 0.088 21 
2 -12 314.052 0.084 21 
2 -11 318.476 0.080 20 
2 -10 327.056 0.076 19 
2 -9 340.905 0.073 18 
2 -8 346.474 0.069 18 
2 -7 358.523 0.066 17 
2 -6 375.480 0.063 17 
2 -5 378.502 0.060 16 
2 -4 400.770 0.039 16 
2 -3 404.263 0.031 15 
2 -2 426.244 0.025 14 
2 -1 432.673 0.024 14 
2 0 455.273 0.037 13 
2 1 461.417 0.061 13 
2 2 488.118 0.164 13 
2 3 490.339 0.267 12 
2 4 520.861 0.280 12 
2 5 525.983 0.294 11 
2 6 550.814 0.309 11 
2 7 570.061 0.324 10 
2 8 580.239 0.340 10 
2 9 610.294 0.357 10 
2 10 620.761 0.375 9 
2 11 640.226 0.394 9 
2 12 669.729 0.414 9 
2 13 683.852 0.434 8 
2 14 699.621 0.456 8 
2 15 729.302 0.479 8 
