l n nu dnu n_g
0 3 148.010 0.136 0 
0 4 178.199 0.130 0 
0 5 208.432 0.124 0 
0 6 237.533 0.118 0 
0 7 265.715 0.112 0 
0 8 292.970 0.053 0 
0 9 321.223 0.030 0 
0 10 349.606 0.032 0 
0 11 377.533 0.021 0 
0 12 405.514 0.020 0 
0 13 434.204 0.015 0 
0 14 463.279 0.015 0 
0 15 492.290 0.018 0 
0 16 521.190 0.029 0 
0 17 550.304 0.052 0 
0 18 579.915 0.145 0 
0 19 609.305 0.181 0 
0 20 638.640 0.190 0 
0 21 668.230 0.199 0 
0 22 698.060 0.209 0 
0 23 727.115 0.220 0 
0 24 756.305 0.231 0 
1 -34 145.910 0.462 37 
1 -33 151.540 0.440 36 
1 -12 154.528 0.419 15 
1 -17 156.614 0.399 20 
1 -30 159.577 0.380 34 
1 -29 164.840 0.362 33 
1 -18 169.170 0.345 22 
1 -7 174.760 0.328 11 
1 -2 178.373 0.313 6 
1 -7 182.421 0.298 11 
1 -24 188.010 0.284 28 
1 -9 193.809 0.270 14 
1 -2 197.718 0.257 7 
1 -5 203.431 0.245 10 
1 -20 211.277 0.233 25 
1 -19 218.636 0.222 24 
1 -6 222.564 0.212 12 
1 -11 229.600 0.202 17 
1 -12 239.330 0.192 18 
1 -11 246.666 0.183 17 
1 -14 251.876 0.174 21 
1 -5 262.999 0.166 12 
1 2 271.455 0.158 5 
1 -11 278.404 0.150 19 
1 0 290.310 0.143 8 
1 3 298.324 0.136 5 
1 -8 309.397 0.130 17 
1 5 319.736 0.124 4 
1 -6 330.491 0.118 15 
1 7 342.858 0.112 3 
1 -4 353.839 0.105 14 
1 7 367.865 0.052 4 
1 0 379.000 0.038 12 
1 9 394.500 0.028 3 
1 0 407.163 0.022 12 
1 9 422.624 0.016 4 
1 2 439.141 0.016 11 
1 11 451.817 0.014 3 
1 4 474.745 0.017 10 
1 11 482.974 0.023 5 
1 12 507.307 0.047 4 
1 7 524.142 0.095 9 
1 14 537.923 0.200 3 
1 9 564.162 0.210 9 
1 10 580.570 0.220 8 
1 15 596.115 0.231 4 
1 12 623.314 0.243 8 
1 13 645.505 0.255 7 
1 14 657.578 0.268 7 
1 15 683.149 0.281 7 
1 16 709.880 0.295 7 
1 17 729.886 0.310 6 
1 18 745.258 0.325 6 
2 -62 144.240 0.806 65 
2 -61 145.171 0.767 64 
2 -60 148.716 0.731 63 
2 -59 150.632 0.696 62 
2 -58 152.411 0.663 61 
2 -57 154.135 0.631 60 
2 -56 157.968 0.601 59 
2 -55 160.207 0.573 58 
2 -54 162.966 0.545 57 
2 -53 165.627 0.519 56 
2 -52 167.961 0.495 55 
2 -51 170.929 0.471 55 
2 -50 173.727 0.449 54 
2 -49 175.329 0.427 53 
2 -48 177.546 0.407 52 
2 -47 180.410 0.388 51 
2 -46 183.776 0.369 50 
2 -45 187.808 0.352 49 
2 -44 192.468 0.335 48 
2 -43 195.628 0.319 47 
2 -42 200.178 0.304 47 
2 -41 203.808 0.289 46 
2 -40 204.413 0.275 45 
2 -39 209.167 0.262 44 
2 -38 213.862 0.250 43 
2 -37 218.514 0.238 42 
2 -36 223.445 0.227 41 
2 -35 227.673 0.216 40 
2 -34 231.618 0.206 40 
2 -33 234.796 0.196 39 
2 -32 237.337 0.186 38 
2 -31 243.438 0.178 37 
2 -30 250.197 0.169 36 
2 -29 257.226 0.161 35 
2 -28 262.552 0.153 35 
2 -27 264.777 0.146 34 
2 -26 272.431 0.139 33 
2 -25 280.692 0.133 32 
2 -24 289.060 0.126 32 
2 -23 290.180 0.120 31 
2 -22 298.872 0.114 30 
2 -21 308.427 0.109 29 
2 -20 317.733 0.104 29 
2 -19 319.039 0.099 28 
2 -18 329.644 0.094 27 
2 -17 340.491 0.090 26 
2 -16 346.617 0.085 26 
2 -15 351.748 0.081 25 
2 -14 362.271 0.077 24 
2 -13 374.234 0.074 24 
2 -12 376.354 0.070 23 
2 -11 390.637 0.067 22 
2 -10 402.807 0.064 22 
2 -9 407.522 0.040 21 
2 -8 425.892 0.032 20 
2 -7 431.603 0.026 20 
2 -6 446.311 0.024 19 
2 -5 460.660 0.037 19 
2 -4 468.833 0.062 18 
2 -3 489.594 0.165 18 
2 -2 493.311 0.268 17 
2 -1 518.967 0.281 17 
2 0 520.814 0.296 16 
2 1 547.084 0.310 16 
2 2 551.829 0.326 15 
2 3 577.203 0.342 15 
2 4 586.677 0.359 14 
2 5 606.997 0.377 14 
2 6 625.807 0.396 13 
2 7 635.360 0.416 13 
2 8 665.704 0.437 13 
2 9 670.832 0.459 12 
2 10 695.004 0.481 12 
2 11 721.197 0.506 12 
2 12 724.974 0.531 11 
2 13 753.518 0.557 11 
