l n nu dnu n_g
0 3 176.052 0.157 0 
0 4 209.049 0.150 0 
0 5 241.069 0.142 0 
0 6 272.886 0.136 0 
0 7 306.044 0.129 0 
0 8 339.420 0.061 0 
0 9 372.924 0.034 0 
0 10 406.390 0.038 0 
0 11 439.005 0.025 0 
0 12 471.434 0.024 0 
0 13 504.965 0.018 0 
0 14 539.337 0.017 0 
0 15 574.181 0.021 0 
0 16 609.209 0.033 0 
0 17 644.036 0.061 0 
0 18 678.514 0.170 0 
0 19 712.944 0.212 0 
0 20 747.049 0.222 0 
0 21 782.140 0.233 0 
0 22 816.043 0.245 0 
0 23 851.474 0.257 0 
0 24 885.917 0.270 0 
1 -6 172.050 0.219 9 
1 -9 181.519 0.208 12 
1 -8 185.880 0.199 12 
1 -7 199.094 0.189 11 
1 -6 215.094 0.180 10 
1 -5 219.107 0.172 10 
1 -4 241.525 0.163 9 
1 -1 247.957 0.156 6 
1 -2 269.991 0.148 8 
1 3 280.571 0.141 3 
1 0 305.381 0.134 7 
1 1 314.521 0.128 6 
1 6 341.526 0.122 2 
1 3 354.567 0.116 6 
1 6 377.532 0.112 3 
1 7 397.378 0.056 3 
1 6 419.146 0.042 4 
1 9 442.171 0.031 2 
1 10 461.833 0.025 2 
1 9 487.826 0.019 4 
1 10 515.561 0.019 3 
1 11 535.744 0.016 3 
1 12 560.471 0.020 3 
1 13 592.282 0.028 3 
1 14 625.312 0.058 3 
1 15 655.768 0.119 2 
1 16 673.932 0.250 2 
1 17 697.900 0.263 2 
1 18 730.647 0.276 2 
1 19 763.676 0.290 2 
1 20 798.809 0.304 2 
1 21 831.942 0.319 2 
1 22 866.223 0.335 2 
1 23 900.088 0.352 1 
2 -20 171.841 0.225 23 
2 -19 175.591 0.214 22 
2 -18 183.574 0.204 21 
2 -17 192.355 0.194 20 
2 -16 196.671 0.185 20 
2 -15 203.770 0.176 19 
2 -14 211.249 0.168 18 
2 -13 216.787 0.160 17 
2 -12 228.688 0.152 17 
2 -11 235.409 0.145 16 
2 -10 243.517 0.138 15 
2 -9 259.219 0.131 14 
2 -8 265.625 0.125 14 
2 -7 276.675 0.119 13 
2 -6 287.793 0.114 12 
2 -5 300.806 0.108 12 
2 -4 306.531 0.103 11 
2 -3 328.682 0.098 11 
2 -2 335.283 0.093 10 
2 -1 359.012 0.089 9 
2 0 368.702 0.085 9 
2 1 395.808 0.081 8 
2 2 402.343 0.077 8 
2 3 435.185 0.073 8 
2 4 440.455 0.070 7 
2 5 467.842 0.046 7 
2 6 496.044 0.038 6 
2 7 501.529 0.030 6 
2 8 535.820 0.029 6 
2 9 567.026 0.046 6 
2 10 571.058 0.075 5 
2 11 606.045 0.204 5 
2 12 640.289 0.348 5 
2 13 655.943 0.365 4 
2 14 675.579 0.384 4 
2 15 709.633 0.403 4 
2 16 744.361 0.423 4 
2 17 768.446 0.444 3 
2 18 779.159 0.466 3 
2 19 814.431 0.490 3 
2 20 847.980 0.514 3 
2 21 883.762 0.540 3 
