l n nu dnu n_g
0 2 123.811 0.124 0 
0 3 153.453 0.118 0 
0 4 183.272 0.113 0 
0 5 212.279 0.107 0 
0 6 241.944 0.102 0 
0 7 271.136 0.049 0 
0 8 299.477 0.028 0 
0 9 326.841 0.030 0 
0 10 355.529 0.020 0 
0 11 385.117 0.019 0 
0 12 414.965 0.015 0 
0 13 444.149 0.014 0 
0 14 473.353 0.017 0 
0 15 502.953 0.028 0 
0 16 533.339 0.050 0 
0 17 563.514 0.141 0 
0 18 594.337 0.176 0 
0 19 624.793 0.185 0 
0 20 654.602 0.195 0 
0 21 684.815 0.204 0 
0 22 715.031 0.215 0 
0 23 745.419 0.225 0 
1 -24 134.339 0.301 27 
1 -23 139.617 0.287 26 
1 -22 144.710 0.273 25 
1 -21 151.306 0.260 24 
1 -20 157.138 0.248 23 
1 -19 159.224 0.236 22 
1 -18 165.294 0.225 22 
1 -17 172.578 0.214 21 
1 -4 179.188 0.204 8 
1 -7 184.362 0.194 11 
1 -14 191.550 0.185 18 
1 -7 196.607 0.176 12 
1 -12 205.796 0.168 17 
1 -11 217.390 0.160 16 
1 -10 221.403 0.152 15 
1 -9 232.517 0.145 15 
1 -8 247.395 0.138 14 
1 -7 250.712 0.131 13 
1 -6 267.187 0.125 13 
1 3 277.741 0.119 4 
1 -4 289.012 0.113 12 
1 5 304.276 0.108 3 
1 -2 314.178 0.103 11 
1 5 330.431 0.098 4 
1 0 343.669 0.048 10 
1 7 357.948 0.035 3 
1 6 375.878 0.027 5 
1 5 389.753 0.021 6 
1 10 407.299 0.016 2 
1 5 427.477 0.016 8 
1 10 441.700 0.013 3 
1 11 461.471 0.016 3 
1 8 484.703 0.023 6 
1 11 499.711 0.047 4 
1 12 520.753 0.094 4 
1 11 547.220 0.203 6 
1 12 566.280 0.213 5 
1 15 583.606 0.224 3 
1 16 610.818 0.235 3 
1 15 638.480 0.247 5 
1 16 659.755 0.259 4 
1 17 675.614 0.272 4 
1 20 701.206 0.286 2 
1 19 730.912 0.300 4 
1 20 760.210 0.315 4 
2 -45 133.424 0.434 47 
2 -44 135.691 0.413 46 
2 -42 142.311 0.393 45 
2 -41 145.633 0.374 44 
2 -40 146.623 0.357 43 
2 -39 148.785 0.340 42 
2 -38 152.277 0.323 41 
2 -37 155.687 0.308 40 
2 -36 159.607 0.293 39 
2 -35 162.897 0.279 38 
2 -34 165.619 0.266 37 
2 -32 174.242 0.253 36 
2 -31 178.427 0.241 35 
2 -30 180.126 0.230 34 
2 -29 185.081 0.219 33 
2 -28 190.763 0.209 32 
2 -27 196.851 0.199 31 
2 -26 202.688 0.189 31 
2 -25 204.997 0.180 30 
2 -24 210.433 0.172 29 
2 -23 215.318 0.163 28 
2 -22 220.172 0.156 27 
2 -21 227.935 0.148 26 
2 -20 236.055 0.141 26 
2 -19 238.210 0.134 25 
2 -18 246.074 0.128 24 
2 -17 255.747 0.122 23 
2 -16 266.038 0.116 23 
2 -15 267.468 0.111 22 
2 -14 278.845 0.105 21 
2 -13 290.886 0.100 21 
2 -12 295.279 0.096 20 
2 -11 304.076 0.091 19 
2 -10 314.506 0.087 18 
2 -9 323.567 0.083 18 
2 -8 328.805 0.079 17 
2 -7 345.675 0.075 16 
2 -6 352.308 0.071 16 
2 -5 365.959 0.068 15 
2 -4 381.818 0.065 15 
2 -3 389.281 0.062 14 
2 -2 411.842 0.040 14 
2 -1 415.640 0.032 13 
2 0 441.161 0.026 13 
2 1 445.775 0.024 12 
2 2 470.469 0.038 12 
2 3 480.210 0.063 11 
2 4 499.960 0.168 11 
2 5 520.012 0.283 10 
2 6 530.288 0.297 10 
2 7 560.395 0.311 10 
2 8 567.799 0.327 9 
2 9 590.871 0.343 9 
2 10 621.064 0.361 9 
2 11 624.909 0.379 8 
2 12 652.898 0.398 8 
2 13 682.219 0.417 8 
2 14 693.619 0.438 7 
2 15 712.582 0.460 7 
2 16 742.778 0.483 7 
