l n nu dnu n_g
0 3 172.676 0.154 0 
0 4 204.532 0.147 0 
0 5 235.783 0.140 0 
0 6 267.807 0.133 0 
0 7 300.101 0.127 0 
0 8 333.005 0.060 0 
0 9 365.803 0.034 0 
0 10 398.055 0.037 0 
0 11 429.490 0.024 0 
0 12 461.647 0.023 0 
0 13 494.782 0.018 0 
0 14 528.643 0.017 0 
0 15 562.875 0.020 0 
0 16 596.979 0.033 0 
0 17 630.634 0.059 0 
0 18 664.496 0.166 0 
0 19 697.479 0.207 0 
0 20 731.592 0.218 0 
0 21 765.541 0.229 0 
0 22 799.843 0.240 0 
0 23 834.484 0.252 0 
0 24 868.465 0.265 0 
1 -10 164.288 0.220 14 
1 -5 171.237 0.210 8 
1 -10 179.041 0.200 13 
1 -9 184.067 0.190 13 
1 -8 195.906 0.181 12 
1 -7 210.741 0.173 11 
1 -6 214.146 0.165 11 
1 -5 233.053 0.157 10 
1 0 243.037 0.149 5 
1 -3 258.610 0.142 9 
1 2 274.959 0.135 4 
1 -1 289.508 0.129 8 
1 4 306.769 0.123 3 
1 1 326.386 0.117 7 
1 4 340.201 0.111 4 
1 7 363.855 0.108 2 
1 4 379.510 0.053 6 
1 7 400.998 0.040 3 
1 8 420.002 0.030 3 
1 7 442.930 0.024 5 
1 8 465.916 0.018 4 
1 11 485.579 0.018 2 
1 10 512.495 0.015 4 
1 11 541.678 0.019 3 
1 12 562.720 0.027 3 
1 13 584.636 0.054 3 
1 14 614.845 0.111 3 
1 15 647.183 0.240 3 
1 16 678.840 0.252 3 
1 17 705.747 0.265 2 
1 18 722.280 0.278 2 
1 19 750.326 0.292 2 
1 20 783.666 0.307 2 
1 21 816.328 0.322 2 
1 22 849.914 0.338 2 
1 23 884.308 0.355 2 
2 -24 158.692 0.252 27 
2 -23 164.763 0.240 26 
2 -22 169.332 0.228 25 
2 -21 172.082 0.217 24 
2 -20 179.566 0.207 23 
2 -19 187.471 0.197 22 
2 -18 193.367 0.188 22 
2 -17 197.166 0.179 21 
2 -16 205.793 0.170 20 
2 -15 211.096 0.162 19 
2 -14 218.762 0.154 18 
2 -13 229.739 0.147 18 
2 -12 232.785 0.140 17 
2 -11 244.854 0.133 16 
2 -10 258.967 0.127 16 
2 -9 262.339 0.121 15 
2 -8 276.321 0.115 14 
2 -7 286.961 0.110 13 
2 -6 296.634 0.105 13 
2 -5 304.205 0.100 12 
2 -4 324.640 0.095 12 
2 -3 329.135 0.090 11 
2 -2 351.527 0.086 10 
2 -1 361.856 0.082 10 
2 0 384.068 0.078 9 
2 1 394.244 0.074 9 
2 2 422.995 0.071 9 
2 3 425.966 0.067 8 
2 4 458.068 0.045 8 
2 5 471.038 0.036 7 
2 6 491.271 0.029 7 
2 7 525.074 0.029 7 
2 8 530.740 0.043 6 
2 9 559.542 0.074 6 
2 10 593.495 0.200 6 
2 11 605.085 0.329 5 
2 12 626.803 0.345 5 
2 13 661.215 0.363 5 
2 14 693.924 0.381 5 
2 15 697.938 0.400 4 
2 16 728.034 0.420 4 
2 17 762.666 0.441 4 
2 18 797.036 0.463 4 
2 19 819.031 0.486 3 
2 20 830.607 0.510 3 
2 21 865.726 0.536 3 
