l n nu dnu n_g
0 2 127.518 0.127 0 
0 3 157.540 0.121 0 
0 4 187.716 0.115 0 
0 5 217.221 0.110 0 
0 6 247.445 0.104 0 
0 7 277.525 0.050 0 
0 8 306.785 0.028 0 
0 9 335.216 0.031 0 
0 10 363.848 0.020 0 
0 11 394.039 0.020 0 
0 12 424.716 0.015 0 
0 13 455.408 0.015 0 
0 14 485.542 0.018 0 
0 15 515.695 0.028 0 
0 16 546.257 0.051 0 
0 17 577.095 0.144 0 
0 18 608.627 0.181 0 
0 19 640.006 0.190 0 
0 20 671.324 0.199 0 
0 21 702.312 0.209 0 
0 22 733.087 0.220 0 
0 23 764.549 0.231 0 
1 -21 137.068 0.274 24 
1 -20 143.664 0.261 23 
1 -19 149.164 0.249 22 
1 -18 156.433 0.237 21 
1 -5 161.040 0.225 8 
1 -16 166.087 0.215 20 
1 -15 173.755 0.205 19 
1 -4 179.879 0.195 8 
1 -13 187.097 0.185 17 
1 -12 195.731 0.177 16 
1 -11 199.438 0.168 16 
1 -10 211.373 0.160 15 
1 -9 223.815 0.153 14 
1 -8 227.158 0.145 14 
1 -7 242.839 0.138 13 
1 2 254.509 0.132 4 
1 -5 262.721 0.126 12 
1 2 282.386 0.120 5 
1 -3 286.975 0.114 10 
1 4 309.333 0.108 4 
1 -1 315.614 0.103 9 
1 6 336.880 0.100 3 
1 1 347.390 0.049 9 
1 8 365.216 0.036 2 
1 7 382.672 0.027 4 
1 6 398.491 0.022 5 
1 9 416.464 0.016 3 
1 6 438.187 0.016 7 
1 9 455.405 0.014 4 
1 10 474.307 0.017 4 
1 9 499.002 0.024 6 
1 10 518.514 0.048 5 
1 13 536.268 0.097 3 
1 12 562.520 0.209 5 
1 13 589.894 0.219 4 
1 14 607.686 0.230 4 
1 17 627.799 0.242 2 
1 18 656.703 0.254 2 
1 17 686.416 0.267 4 
1 18 715.735 0.280 3 
1 19 735.554 0.294 3 
1 20 752.725 0.309 3 
1 21 780.747 0.324 3 
2 -40 135.265 0.389 42 
2 -37 145.048 0.371 40 
2 -36 148.912 0.353 39 
2 -35 149.252 0.336 38 
2 -34 153.897 0.320 37 
2 -33 157.963 0.305 36 
2 -32 162.147 0.291 35 
2 -31 164.774 0.277 34 
2 -30 168.526 0.264 33 
2 -29 173.284 0.251 32 
2 -28 178.566 0.239 32 
2 -27 182.317 0.228 31 
2 -26 184.920 0.217 30 
2 -25 191.217 0.206 29 
2 -24 198.150 0.197 28 
2 -23 204.051 0.187 27 
2 -22 207.664 0.178 27 
2 -21 213.634 0.170 26 
2 -20 217.768 0.162 25 
2 -19 223.619 0.154 24 
2 -18 232.356 0.147 23 
2 -17 241.419 0.140 23 
2 -16 243.526 0.133 22 
2 -15 253.250 0.127 21 
2 -14 265.141 0.121 20 
2 -13 272.130 0.115 20 
2 -12 278.672 0.109 19 
2 -11 291.676 0.104 18 
2 -10 300.316 0.099 18 
2 -9 306.053 0.095 17 
2 -8 315.952 0.090 16 
2 -7 331.303 0.086 16 
2 -6 333.706 0.082 15 
2 -5 353.415 0.078 14 
2 -4 360.650 0.074 14 
2 -3 377.275 0.071 13 
2 -2 390.611 0.067 13 
2 -1 404.652 0.064 12 
2 0 421.421 0.041 12 
2 1 435.959 0.033 11 
2 2 452.257 0.027 11 
2 3 472.348 0.026 10 
2 4 482.590 0.039 10 
2 5 512.617 0.067 10 
2 6 515.707 0.174 9 
2 7 543.378 0.295 9 
2 8 567.642 0.310 8 
2 9 574.045 0.325 8 
2 10 605.629 0.342 8 
2 11 631.082 0.359 7 
2 12 637.504 0.377 7 
2 13 668.005 0.395 7 
2 14 699.270 0.415 7 
2 15 707.318 0.436 6 
2 16 730.391 0.458 6 
2 17 761.174 0.481 6 
