l n nu dnu n_g
0 3 172.915 0.154 0 
0 4 205.216 0.147 0 
0 5 236.404 0.140 0 
0 6 268.458 0.133 0 
0 7 300.952 0.127 0 
0 8 333.808 0.060 0 
0 9 366.782 0.034 0 
0 10 399.135 0.037 0 
0 11 430.738 0.024 0 
0 12 462.968 0.023 0 
0 13 496.161 0.018 0 
0 14 530.076 0.017 0 
0 15 564.404 0.020 0 
0 16 598.626 0.033 0 
0 17 632.316 0.060 0 
0 18 666.201 0.166 0 
0 19 699.693 0.208 0 
0 20 733.584 0.218 0 
0 21 768.078 0.229 0 
0 22 802.178 0.241 0 
0 23 836.538 0.253 0 
0 24 870.988 0.265 0 
1 -12 163.158 0.221 15 
1 -5 170.767 0.210 8 
1 -10 178.292 0.200 13 
1 -9 183.364 0.191 13 
1 -8 194.656 0.181 12 
1 -7 210.077 0.173 11 
1 -6 212.923 0.165 10 
1 -5 231.288 0.157 10 
1 0 243.530 0.149 5 
1 -3 256.313 0.142 9 
1 2 275.266 0.135 4 
1 -1 286.849 0.129 8 
1 4 307.456 0.123 3 
1 1 324.240 0.117 7 
1 4 340.263 0.111 4 
1 5 362.978 0.108 4 
1 4 378.855 0.053 5 
1 7 400.623 0.040 3 
1 8 419.645 0.030 3 
1 7 443.056 0.024 4 
1 10 465.248 0.018 3 
1 11 485.528 0.018 2 
1 10 513.128 0.015 4 
1 11 541.651 0.019 3 
1 12 561.339 0.027 3 
1 13 585.377 0.055 3 
1 14 616.414 0.112 3 
1 15 648.692 0.241 3 
1 16 680.483 0.253 2 
1 17 704.519 0.266 2 
1 18 722.087 0.279 2 
1 19 751.002 0.293 2 
1 20 784.783 0.307 2 
1 21 818.222 0.323 2 
1 22 852.913 0.339 2 
1 23 885.973 0.356 2 
2 -23 163.452 0.271 26 
2 -22 168.450 0.258 25 
2 -21 170.976 0.246 24 
2 -20 177.911 0.234 23 
2 -19 185.958 0.223 22 
2 -18 192.744 0.213 22 
2 -17 196.077 0.202 21 
2 -16 204.040 0.193 20 
2 -15 210.635 0.184 19 
2 -14 217.248 0.175 18 
2 -13 228.434 0.167 18 
2 -12 232.522 0.159 17 
2 -11 242.640 0.151 16 
2 -10 257.319 0.144 16 
2 -9 262.305 0.137 15 
2 -8 274.256 0.130 14 
2 -7 285.703 0.124 13 
2 -6 296.179 0.118 13 
2 -5 302.452 0.113 12 
2 -4 321.841 0.107 11 
2 -3 329.825 0.102 11 
2 -2 348.538 0.097 10 
2 -1 362.707 0.093 10 
2 0 380.673 0.088 9 
2 1 395.168 0.084 9 
2 2 419.196 0.080 8 
2 3 427.169 0.076 8 
2 4 459.262 0.073 8 
2 5 466.745 0.045 7 
2 6 492.686 0.038 7 
2 7 525.203 0.031 7 
2 8 527.204 0.029 6 
2 9 561.041 0.045 6 
2 10 594.938 0.078 6 
2 11 600.530 0.202 5 
2 12 629.562 0.342 5 
2 13 662.457 0.359 5 
2 14 690.508 0.377 4 
2 15 697.566 0.396 4 
2 16 729.995 0.415 4 
2 17 764.263 0.436 4 
2 18 798.210 0.458 4 
2 19 811.912 0.481 3 
2 20 833.411 0.505 3 
2 21 868.188 0.530 3 
