l n nu dnu n_g
0 3 148.340 0.137 0 
0 4 179.299 0.131 0 
0 5 209.746 0.125 0 
0 6 239.775 0.119 0 
0 7 267.785 0.113 0 
0 8 295.516 0.053 0 
0 9 324.013 0.030 0 
0 10 352.441 0.033 0 
0 11 380.465 0.021 0 
0 12 408.746 0.020 0 
0 13 437.643 0.016 0 
0 14 466.764 0.015 0 
0 15 495.855 0.018 0 
0 16 524.956 0.029 0 
0 17 554.348 0.052 0 
0 18 583.726 0.146 0 
0 19 613.141 0.182 0 
0 20 643.059 0.191 0 
0 21 672.646 0.201 0 
0 22 702.333 0.211 0 
0 23 731.612 0.221 0 
0 24 761.283 0.233 0 
1 -25 151.557 0.463 28 
1 -12 155.247 0.441 15 
1 -17 157.060 0.420 20 
1 -32 161.026 0.400 36 
1 -31 165.313 0.381 35 
1 -18 170.208 0.363 22 
1 -5 174.938 0.346 9 
1 -2 179.485 0.329 6 
1 -7 182.593 0.314 12 
1 -26 188.131 0.299 30 
1 -25 193.592 0.285 30 
1 -2 197.810 0.271 7 
1 -5 201.941 0.258 10 
1 -12 208.915 0.246 17 
1 -21 216.271 0.234 26 
1 -20 222.425 0.223 26 
1 -7 226.375 0.212 13 
1 -12 234.688 0.202 18 
1 -11 243.985 0.193 17 
1 -16 249.745 0.183 22 
1 -15 256.476 0.175 22 
1 -2 266.854 0.166 9 
1 -1 274.363 0.158 8 
1 -12 282.040 0.151 20 
1 3 292.868 0.144 5 
1 0 300.823 0.137 8 
1 -3 311.831 0.130 12 
1 4 321.012 0.124 5 
1 -7 332.830 0.118 16 
1 6 343.972 0.113 4 
1 -1 354.955 0.105 11 
1 6 369.321 0.052 5 
1 3 378.449 0.038 8 
1 6 396.096 0.028 6 
1 3 405.025 0.022 9 
1 6 424.373 0.016 7 
1 1 434.832 0.016 12 
1 10 453.627 0.014 4 
1 3 468.714 0.017 11 
1 12 483.278 0.023 3 
1 5 506.552 0.047 10 
1 10 514.640 0.093 6 
1 11 539.875 0.200 6 
1 8 558.016 0.211 9 
1 15 570.758 0.221 3 
1 10 598.090 0.232 9 
1 11 617.690 0.244 8 
1 14 630.074 0.256 6 
1 13 657.039 0.269 8 
1 14 683.112 0.282 7 
1 15 695.441 0.296 7 
1 16 717.802 0.311 7 
1 17 745.621 0.327 7 
2 -64 149.654 0.896 67 
2 -63 151.700 0.853 66 
2 -63 150.286 0.813 66 
2 -62 152.511 0.774 65 
2 -61 156.449 0.737 64 
2 -60 157.880 0.702 63 
2 -59 161.325 0.669 62 
2 -58 163.014 0.637 61 
2 -57 165.300 0.606 60 
2 -56 167.238 0.578 59 
2 -55 170.237 0.550 59 
2 -54 172.793 0.524 58 
2 -53 174.124 0.499 57 
2 -52 176.664 0.475 56 
2 -51 178.825 0.453 55 
2 -50 182.247 0.431 54 
2 -49 185.257 0.410 53 
2 -48 189.423 0.391 52 
2 -47 192.365 0.372 51 
2 -46 195.908 0.355 50 
2 -45 200.729 0.338 49 
2 -44 204.678 0.322 49 
2 -43 205.339 0.306 48 
2 -42 209.029 0.292 47 
2 -41 213.890 0.278 46 
2 -40 218.564 0.265 45 
2 -39 222.335 0.252 44 
2 -38 226.755 0.240 43 
2 -37 231.164 0.229 42 
2 -36 235.278 0.218 42 
2 -35 236.847 0.207 41 
2 -34 241.687 0.197 40 
2 -33 246.929 0.188 39 
2 -32 253.131 0.179 38 
2 -31 259.453 0.171 37 
2 -30 264.382 0.162 37 
2 -29 266.896 0.155 36 
2 -28 274.241 0.147 35 
2 -27 282.318 0.140 34 
2 -26 290.733 0.134 34 
2 -25 292.418 0.127 33 
2 -24 299.534 0.121 32 
2 -23 308.993 0.115 31 
2 -22 318.788 0.110 31 
2 -21 320.947 0.105 30 
2 -20 329.107 0.100 29 
2 -19 339.369 0.095 28 
2 -18 348.621 0.090 28 
2 -17 351.109 0.086 27 
2 -16 361.105 0.082 26 
2 -15 372.292 0.078 25 
2 -14 378.068 0.074 25 
2 -13 385.564 0.071 24 
2 -12 400.095 0.067 23 
2 -11 406.198 0.064 23 
2 -10 416.536 0.041 22 
2 -9 434.319 0.033 22 
2 -8 435.495 0.026 21 
2 -7 454.682 0.025 20 
2 -6 464.214 0.037 20 
2 -5 476.644 0.063 19 
2 -4 493.216 0.166 19 
2 -3 499.885 0.272 18 
2 -2 521.900 0.285 18 
2 -1 526.535 0.300 17 
2 0 551.687 0.315 17 
2 1 556.219 0.330 16 
2 2 581.261 0.347 16 
2 3 589.453 0.364 15 
2 4 611.146 0.383 15 
2 5 626.338 0.402 14 
2 6 640.756 0.422 14 
2 7 667.214 0.443 14 
2 8 671.123 0.465 13 
2 9 699.298 0.488 13 
2 10 715.417 0.513 12 
2 11 730.175 0.538 12 
2 12 759.024 0.565 12 
