l n nu dnu n_g
0 3 148.329 0.138 0 
0 4 179.191 0.131 0 
0 5 210.086 0.125 0 
0 6 239.735 0.119 0 
0 7 268.244 0.113 0 
0 8 295.869 0.054 0 
0 9 324.650 0.030 0 
0 10 353.098 0.033 0 
0 11 381.047 0.021 0 
0 12 409.330 0.020 0 
0 13 438.321 0.016 0 
0 14 467.401 0.015 0 
0 15 496.424 0.018 0 
0 16 525.566 0.029 0 
0 17 554.952 0.052 0 
0 18 584.254 0.146 0 
0 19 614.000 0.182 0 
0 20 643.501 0.192 0 
0 21 673.277 0.201 0 
0 22 702.664 0.211 0 
0 23 732.724 0.222 0 
0 24 762.175 0.233 0 
1 -11 155.835 0.469 14 
1 -32 158.296 0.447 35 
1 -33 161.296 0.425 37 
1 -32 165.922 0.405 36 
1 -15 170.641 0.386 19 
1 -4 175.126 0.367 8 
1 -3 178.423 0.350 7 
1 -10 182.249 0.333 14 
1 -27 187.383 0.317 31 
1 -26 193.284 0.302 31 
1 -1 197.399 0.288 6 
1 -6 201.830 0.274 11 
1 -13 207.857 0.261 18 
1 -22 215.428 0.249 27 
1 -21 222.141 0.237 26 
1 -6 225.682 0.226 12 
1 -11 232.758 0.215 17 
1 -12 241.794 0.205 18 
1 -17 249.126 0.195 23 
1 -16 253.762 0.186 23 
1 -5 263.453 0.177 12 
1 -2 272.638 0.168 9 
1 -13 279.127 0.160 20 
1 0 288.980 0.153 8 
1 3 297.470 0.145 5 
1 -10 307.446 0.138 19 
1 5 317.578 0.132 4 
1 0 326.998 0.126 9 
1 -1 340.490 0.120 11 
1 6 348.122 0.114 4 
1 -5 363.940 0.108 15 
1 8 372.208 0.052 3 
1 -3 388.452 0.039 14 
1 8 398.664 0.028 4 
1 -1 415.815 0.023 13 
1 10 426.641 0.016 3 
1 1 446.526 0.017 12 
1 10 455.862 0.014 4 
1 3 479.684 0.017 12 
1 8 487.245 0.023 7 
1 9 511.303 0.048 7 
1 6 525.716 0.095 10 
1 13 541.624 0.201 4 
1 8 567.626 0.211 10 
1 9 578.229 0.222 9 
1 16 599.958 0.233 3 
1 11 626.701 0.245 9 
1 12 639.895 0.257 8 
1 15 658.795 0.270 6 
1 14 687.130 0.283 8 
1 15 709.376 0.297 7 
1 16 721.560 0.312 7 
1 17 747.797 0.328 7 
2 -65 150.917 0.867 68 
2 -64 153.567 0.826 67 
2 -63 155.795 0.787 66 
2 -62 158.901 0.749 65 
2 -61 160.489 0.714 64 
2 -60 162.554 0.680 63 
2 -59 164.824 0.647 62 
2 -58 168.560 0.616 61 
2 -57 170.724 0.587 60 
2 -56 172.568 0.559 60 
2 -55 174.157 0.533 59 
2 -54 176.385 0.507 58 
2 -53 178.293 0.483 57 
2 -52 181.855 0.460 56 
2 -51 184.714 0.438 55 
2 -50 187.752 0.417 54 
2 -48 194.694 0.397 52 
2 -47 199.394 0.378 51 
2 -46 202.741 0.360 51 
2 -45 205.963 0.343 50 
2 -44 207.061 0.327 49 
2 -43 211.432 0.311 48 
2 -42 215.938 0.297 47 
2 -41 220.712 0.282 46 
2 -40 224.993 0.269 45 
2 -39 229.007 0.256 44 
2 -38 233.273 0.244 44 
2 -37 236.317 0.232 43 
2 -36 238.141 0.221 42 
2 -35 242.838 0.211 41 
2 -34 249.019 0.201 40 
2 -33 255.096 0.191 39 
2 -32 261.287 0.182 39 
2 -31 265.097 0.173 38 
2 -30 268.247 0.165 37 
2 -29 275.387 0.157 36 
2 -28 283.347 0.150 35 
2 -27 291.207 0.143 35 
2 -26 293.198 0.136 34 
2 -25 300.064 0.129 33 
2 -24 309.181 0.123 32 
2 -23 318.774 0.117 32 
2 -22 321.534 0.112 31 
2 -21 329.064 0.106 30 
2 -20 339.172 0.101 29 
2 -19 348.715 0.097 29 
2 -18 351.041 0.092 28 
2 -17 360.350 0.088 27 
2 -16 371.246 0.083 26 
2 -15 378.595 0.079 26 
2 -14 384.105 0.076 25 
2 -13 397.567 0.072 24 
2 -12 406.742 0.069 24 
2 -11 413.075 0.065 23 
2 -10 429.910 0.042 22 
2 -9 435.753 0.033 22 
2 -8 448.716 0.027 21 
2 -7 464.697 0.025 21 
2 -6 469.449 0.038 20 
2 -5 491.857 0.065 20 
2 -4 494.121 0.166 19 
2 -3 516.396 0.281 18 
2 -2 523.173 0.295 18 
2 -1 543.959 0.309 17 
2 0 552.130 0.325 17 
2 1 574.227 0.341 16 
2 2 582.346 0.358 16 
2 3 607.876 0.376 15 
2 4 612.223 0.395 15 
2 5 640.557 0.415 15 
2 6 646.530 0.435 14 
2 7 671.167 0.457 14 
2 8 689.551 0.480 13 
2 9 701.130 0.504 13 
2 10 730.820 0.529 13 
2 11 738.520 0.556 12 
2 12 758.656 0.583 12 
