l n nu dnu n_g
0 3 169.255 0.151 0 
0 4 200.586 0.144 0 
0 5 231.682 0.137 0 
0 6 263.228 0.131 0 
0 7 294.954 0.125 0 
0 8 327.311 0.059 0 
0 9 359.324 0.033 0 
0 10 390.298 0.036 0 
0 11 421.248 0.024 0 
0 12 453.117 0.023 0 
0 13 485.934 0.017 0 
0 14 519.386 0.017 0 
0 15 552.753 0.020 0 
0 16 585.725 0.032 0 
0 17 618.719 0.058 0 
0 18 651.309 0.163 0 
0 19 684.720 0.203 0 
0 20 717.717 0.213 0 
0 21 751.300 0.224 0 
0 22 784.854 0.235 0 
0 23 818.913 0.247 0 
0 24 852.999 0.259 0 
1 -13 163.801 0.236 16 
1 -4 169.950 0.225 7 
1 -11 176.692 0.214 14 
1 -10 181.940 0.204 14 
1 -9 193.051 0.194 13 
1 -8 206.323 0.185 12 
1 -7 209.295 0.176 12 
1 -6 225.967 0.168 11 
1 1 238.888 0.160 4 
1 -4 248.288 0.152 10 
1 1 269.697 0.145 5 
1 -2 275.303 0.138 9 
1 3 300.432 0.131 4 
1 0 308.426 0.125 8 
1 5 332.120 0.119 3 
1 2 347.136 0.114 7 
1 5 364.613 0.108 4 
1 8 384.701 0.054 2 
1 5 402.871 0.040 6 
1 8 423.468 0.030 3 
1 9 442.641 0.024 3 
1 8 467.364 0.018 5 
1 9 490.444 0.018 4 
1 12 510.007 0.015 2 
1 11 537.462 0.019 4 
1 12 566.969 0.027 4 
1 13 589.816 0.055 3 
1 14 608.032 0.110 3 
1 15 636.599 0.236 3 
1 16 667.893 0.248 3 
1 17 700.022 0.261 3 
1 18 731.368 0.274 2 
1 19 753.994 0.287 2 
1 20 772.377 0.302 2 
1 21 803.143 0.317 2 
1 22 835.173 0.333 2 
2 -26 156.762 0.292 29 
2 -25 162.322 0.278 28 
2 -24 166.703 0.265 27 
2 -23 169.767 0.253 26 
2 -22 175.573 0.241 25 
2 -21 182.687 0.229 24 
2 -20 190.045 0.218 24 
2 -19 191.979 0.208 23 
2 -18 199.516 0.198 22 
2 -17 207.178 0.188 21 
2 -16 211.827 0.180 20 
2 -15 220.767 0.171 20 
2 -14 227.820 0.163 19 
2 -13 232.767 0.155 18 
2 -12 245.656 0.148 17 
2 -11 256.643 0.141 17 
2 -10 260.857 0.134 16 
2 -9 275.511 0.128 15 
2 -8 285.453 0.121 15 
2 -7 292.843 0.116 14 
2 -6 302.005 0.110 13 
2 -5 320.230 0.105 13 
2 -4 323.975 0.100 12 
2 -3 345.276 0.095 11 
2 -2 355.198 0.091 11 
2 -1 373.676 0.086 10 
2 0 386.636 0.082 10 
2 1 408.383 0.078 9 
2 2 417.527 0.075 9 
2 3 449.013 0.071 9 
2 4 450.359 0.044 8 
2 5 482.441 0.037 8 
2 6 500.653 0.030 7 
2 7 516.018 0.028 7 
2 8 549.559 0.044 7 
2 9 563.777 0.074 6 
2 10 582.449 0.196 6 
2 11 615.281 0.334 6 
2 12 641.669 0.351 5 
2 13 648.253 0.369 5 
2 14 681.090 0.387 5 
2 15 714.481 0.406 5 
2 16 737.045 0.427 4 
2 17 748.925 0.448 4 
2 18 781.952 0.470 4 
2 19 816.102 0.494 4 
2 20 848.179 0.519 4 
