l n nu dnu n_g
0 3 148.436 0.115 0 
0 4 177.181 0.109 0 
0 5 206.393 0.104 0 
0 6 235.020 0.099 0 
0 7 263.080 0.048 0 
0 8 289.782 0.027 0 
0 9 317.010 0.029 0 
0 10 345.519 0.019 0 
0 11 373.823 0.019 0 
0 12 401.752 0.014 0 
0 13 429.799 0.014 0 
0 14 458.552 0.017 0 
0 15 487.831 0.027 0 
0 16 517.051 0.049 0 
0 17 546.116 0.136 0 
0 18 575.141 0.171 0 
0 19 604.403 0.179 0 
0 20 633.830 0.188 0 
0 21 662.986 0.198 0 
0 22 692.593 0.208 0 
0 23 721.772 0.218 0 
1 -14 131.676 0.368 17 
1 -29 134.558 0.351 32 
1 -28 139.435 0.334 31 
1 -27 144.951 0.318 30 
1 -26 149.467 0.303 29 
1 -11 153.560 0.289 14 
1 -24 155.521 0.275 27 
1 -23 160.760 0.262 27 
1 -22 166.868 0.249 26 
1 -11 173.453 0.237 15 
1 -2 178.548 0.226 6 
1 -19 182.533 0.215 23 
1 -18 188.602 0.205 23 
1 -3 194.507 0.195 8 
1 -6 201.157 0.186 11 
1 -15 209.598 0.177 20 
1 -14 215.529 0.169 19 
1 -13 221.378 0.161 19 
1 -12 232.790 0.153 18 
1 -3 242.776 0.146 9 
1 -10 247.128 0.139 17 
1 -9 261.336 0.132 16 
1 2 269.562 0.126 5 
1 -7 278.712 0.120 15 
1 4 293.483 0.114 4 
1 -5 299.896 0.109 13 
1 4 316.487 0.104 5 
1 -3 324.189 0.096 12 
1 6 341.231 0.048 4 
1 -1 351.375 0.035 11 
1 8 367.750 0.026 3 
1 1 380.922 0.021 10 
1 10 395.229 0.015 2 
1 3 414.008 0.015 10 
1 10 424.903 0.013 3 
1 11 446.159 0.016 3 
1 6 463.755 0.022 8 
1 11 477.320 0.044 4 
1 8 502.387 0.091 8 
1 9 519.857 0.193 7 
1 14 534.680 0.203 3 
1 11 560.670 0.213 7 
1 12 583.373 0.224 6 
1 15 596.231 0.235 4 
1 16 620.474 0.246 4 
1 15 647.261 0.259 6 
1 16 668.829 0.272 5 
1 19 683.376 0.285 3 
1 20 708.911 0.300 3 
1 19 736.394 0.315 5 
2 -57 127.395 0.747 59 
2 -55 131.217 0.712 57 
2 -54 133.317 0.678 56 
2 -54 133.982 0.646 56 
2 -53 136.487 0.615 56 
2 -52 138.322 0.586 55 
2 -51 140.191 0.558 54 
2 -50 142.965 0.531 53 
2 -49 143.653 0.506 52 
2 -48 145.774 0.482 51 
2 -47 149.005 0.459 50 
2 -46 152.417 0.437 49 
2 -45 154.601 0.416 48 
2 -44 158.465 0.396 47 
2 -43 161.443 0.377 46 
2 -42 163.838 0.359 45 
2 -41 166.283 0.342 45 
2 -40 170.847 0.326 44 
2 -39 173.703 0.311 43 
2 -38 174.972 0.296 42 
2 -37 178.889 0.282 41 
2 -36 183.455 0.268 40 
2 -35 187.624 0.255 39 
2 -34 192.787 0.243 38 
2 -33 197.753 0.232 38 
2 -32 200.504 0.221 37 
2 -31 203.468 0.210 36 
2 -30 208.999 0.200 35 
2 -29 214.303 0.191 34 
2 -28 218.272 0.182 33 
2 -27 223.367 0.173 32 
2 -26 229.646 0.165 32 
2 -25 232.005 0.157 31 
2 -24 237.741 0.149 30 
2 -23 245.446 0.142 29 
2 -22 253.980 0.135 28 
2 -21 259.385 0.129 28 
2 -20 263.241 0.123 27 
2 -19 272.678 0.117 26 
2 -18 283.098 0.111 26 
2 -17 286.278 0.106 25 
2 -16 294.441 0.101 24 
2 -15 305.892 0.096 23 
2 -14 313.045 0.092 23 
2 -13 317.999 0.087 22 
2 -12 328.029 0.083 21 
2 -11 339.854 0.079 21 
2 -10 343.227 0.075 20 
2 -9 355.538 0.072 19 
2 -8 370.801 0.068 19 
2 -7 373.175 0.065 18 
2 -6 392.291 0.062 17 
2 -5 399.028 0.039 17 
2 -4 414.260 0.032 16 
2 -3 427.082 0.025 16 
2 -2 438.874 0.024 15 
2 -1 455.777 0.037 15 
2 0 466.915 0.061 14 
2 1 485.171 0.163 14 
2 2 498.814 0.271 13 
2 3 514.356 0.284 13 
2 4 534.669 0.299 12 
2 5 543.589 0.314 12 
2 6 572.625 0.329 12 
2 7 575.908 0.346 11 
2 8 601.585 0.363 11 
2 9 623.762 0.381 10 
2 10 631.351 0.400 10 
2 11 661.003 0.420 10 
2 12 680.849 0.441 9 
2 13 689.735 0.463 9 
2 14 718.798 0.486 9 
