l n nu dnu n_g
0 2 127.274 0.127 0 
0 3 157.376 0.121 0 
0 4 187.511 0.115 0 
0 5 216.929 0.109 0 
0 6 247.047 0.104 0 
0 7 277.007 0.050 0 
0 8 306.328 0.028 0 
0 9 334.706 0.031 0 
0 10 363.271 0.020 0 
0 11 393.431 0.020 0 
0 12 424.035 0.015 0 
0 13 454.636 0.015 0 
0 14 484.692 0.018 0 
0 15 514.730 0.028 0 
0 16 545.127 0.051 0 
0 17 576.343 0.144 0 
0 18 607.637 0.180 0 
0 19 638.847 0.189 0 
0 20 670.176 0.199 0 
0 21 701.431 0.209 0 
0 22 732.178 0.219 0 
0 23 763.133 0.230 0 
1 -22 134.042 0.289 24 
1 -21 138.273 0.275 24 
1 -20 144.276 0.262 23 
1 -19 150.634 0.249 22 
1 -18 157.897 0.237 21 
1 -5 161.507 0.226 8 
1 -16 166.660 0.215 20 
1 -15 174.310 0.205 19 
1 -4 181.082 0.195 8 
1 -13 188.102 0.186 17 
1 -12 195.280 0.177 16 
1 -11 200.323 0.169 16 
1 -10 212.514 0.161 15 
1 -9 223.751 0.153 14 
1 -8 227.746 0.146 14 
1 -7 244.338 0.139 13 
1 2 254.224 0.132 4 
1 -5 264.318 0.126 12 
1 2 282.549 0.120 5 
1 -3 288.028 0.114 11 
1 4 309.897 0.109 4 
1 -1 316.574 0.104 9 
1 6 337.073 0.100 3 
1 1 348.709 0.049 9 
1 8 365.183 0.036 2 
1 7 383.331 0.027 4 
1 4 399.191 0.022 7 
1 9 416.714 0.016 3 
1 6 438.474 0.016 7 
1 9 456.333 0.014 4 
1 12 474.239 0.017 2 
1 9 498.843 0.024 6 
1 10 519.558 0.048 5 
1 13 536.236 0.097 3 
1 14 562.286 0.209 3 
1 13 589.764 0.219 5 
1 14 609.661 0.230 4 
1 17 628.032 0.242 2 
1 18 655.804 0.254 2 
1 17 685.274 0.266 4 
1 18 715.146 0.280 4 
1 19 737.039 0.294 3 
1 20 753.105 0.308 3 
1 21 779.478 0.324 3 
2 -41 133.530 0.432 43 
2 -40 135.587 0.411 42 
2 -38 142.412 0.392 41 
2 -37 145.719 0.373 40 
2 -36 149.164 0.355 39 
2 -35 149.971 0.338 38 
2 -34 154.068 0.322 37 
2 -33 159.021 0.307 36 
2 -32 162.634 0.292 35 
2 -31 165.541 0.278 34 
2 -30 169.517 0.265 33 
2 -29 174.252 0.253 33 
2 -28 179.521 0.240 32 
2 -27 181.967 0.229 31 
2 -26 186.165 0.218 30 
2 -25 192.785 0.208 29 
2 -24 199.118 0.198 28 
2 -23 204.639 0.188 28 
2 -22 208.256 0.179 27 
2 -21 214.503 0.171 26 
2 -20 218.478 0.163 25 
2 -19 224.872 0.155 24 
2 -18 233.711 0.148 23 
2 -17 242.108 0.141 23 
2 -16 244.264 0.134 22 
2 -15 255.093 0.128 21 
2 -14 266.820 0.121 21 
2 -13 271.968 0.116 20 
2 -12 280.343 0.110 19 
2 -11 293.162 0.105 18 
2 -10 300.679 0.100 18 
2 -9 306.578 0.095 17 
2 -8 317.543 0.091 16 
2 -7 331.262 0.086 16 
2 -6 335.236 0.082 15 
2 -5 355.617 0.078 15 
2 -4 360.181 0.075 14 
2 -3 379.607 0.071 13 
2 -2 390.076 0.068 13 
2 -1 407.091 0.064 12 
2 0 420.826 0.041 12 
2 1 438.680 0.033 11 
2 2 451.565 0.027 11 
2 3 475.215 0.026 10 
2 4 481.731 0.039 10 
2 5 511.855 0.067 10 
2 6 518.554 0.175 9 
2 7 542.378 0.295 9 
2 8 571.028 0.309 9 
2 9 573.289 0.325 8 
2 10 604.681 0.341 8 
2 11 634.248 0.358 8 
2 12 636.620 0.376 7 
2 13 667.905 0.395 7 
2 14 698.681 0.414 7 
2 15 710.845 0.435 6 
2 16 729.262 0.457 6 
2 17 760.034 0.480 6 
