l n nu dnu n_g
0 3 165.609 0.148 0 
0 4 196.008 0.141 0 
0 5 226.793 0.134 0 
0 6 257.561 0.128 0 
0 7 288.988 0.122 0 
0 8 320.577 0.058 0 
0 9 351.172 0.032 0 
0 10 381.227 0.035 0 
0 11 411.660 0.023 0 
0 12 443.228 0.022 0 
0 13 475.680 0.017 0 
0 14 508.179 0.016 0 
0 15 540.391 0.020 0 
0 16 572.317 0.031 0 
0 17 604.296 0.057 0 
0 18 636.374 0.159 0 
0 19 668.955 0.199 0 
0 20 701.813 0.209 0 
0 21 734.822 0.219 0 
0 22 767.676 0.230 0 
0 23 800.625 0.242 0 
0 24 832.838 0.254 0 
1 -15 157.445 0.238 18 
1 -6 165.090 0.226 9 
1 -13 169.010 0.216 16 
1 -12 176.094 0.205 16 
1 -9 182.832 0.196 13 
1 -10 193.119 0.186 14 
1 -9 202.939 0.177 13 
1 -8 208.343 0.169 13 
1 -7 223.945 0.161 12 
1 0 233.947 0.153 5 
1 -5 243.869 0.146 11 
1 0 263.740 0.139 6 
1 -3 268.066 0.132 10 
1 0 293.141 0.126 7 
1 -1 298.406 0.120 8 
1 4 323.667 0.114 4 
1 1 332.680 0.109 8 
1 6 354.106 0.105 3 
1 5 370.572 0.052 5 
1 4 387.406 0.038 6 
1 9 406.297 0.029 2 
1 6 426.802 0.023 6 
1 7 448.158 0.017 5 
1 10 466.778 0.017 3 
1 9 492.124 0.015 5 
1 10 517.139 0.018 4 
1 13 534.860 0.025 2 
1 14 559.273 0.052 2 
1 13 588.365 0.107 4 
1 14 616.575 0.229 3 
1 15 635.841 0.241 3 
1 16 656.830 0.253 3 
1 17 686.379 0.265 3 
1 18 718.291 0.278 3 
1 19 750.014 0.292 3 
1 20 781.354 0.307 2 
1 21 807.222 0.322 2 
1 22 823.392 0.338 2 
2 -30 151.178 0.331 33 
2 -29 153.807 0.315 32 
2 -28 157.592 0.300 31 
2 -27 162.590 0.286 30 
2 -26 166.002 0.272 29 
2 -25 169.372 0.259 28 
2 -24 175.627 0.247 27 
2 -23 181.753 0.235 27 
2 -22 187.901 0.224 26 
2 -21 190.355 0.213 25 
2 -20 197.156 0.203 24 
2 -19 204.812 0.194 23 
2 -18 209.263 0.184 22 
2 -17 216.263 0.176 22 
2 -16 223.496 0.167 21 
2 -15 227.099 0.159 20 
2 -14 238.265 0.152 19 
2 -13 250.273 0.144 19 
2 -12 252.522 0.138 18 
2 -11 264.577 0.131 17 
2 -10 278.475 0.125 17 
2 -9 283.135 0.119 16 
2 -8 293.478 0.113 15 
2 -7 304.170 0.108 14 
2 -6 316.673 0.103 14 
2 -5 323.142 0.098 13 
2 -4 345.223 0.093 13 
2 -3 347.854 0.089 12 
2 -2 371.830 0.084 11 
2 -1 377.763 0.080 11 
2 0 402.971 0.077 10 
2 1 408.149 0.073 10 
2 2 439.218 0.069 10 
2 3 440.514 0.043 9 
2 4 472.281 0.036 9 
2 5 484.874 0.029 8 
2 6 504.969 0.028 8 
2 7 536.985 0.043 8 
2 8 539.891 0.071 7 
2 9 569.400 0.192 7 
2 10 600.564 0.326 7 
2 11 607.002 0.343 6 
2 12 633.183 0.360 6 
2 13 666.616 0.378 6 
2 14 688.752 0.397 5 
2 15 699.755 0.417 5 
2 16 731.553 0.437 5 
2 17 764.840 0.459 5 
2 18 789.458 0.482 4 
2 19 798.537 0.506 4 
2 20 829.656 0.532 4 
