l n nu dnu n_g
0 3 163.371 0.147 0 
0 4 194.086 0.140 0 
0 5 224.732 0.133 0 
0 6 254.874 0.127 0 
0 7 286.325 0.121 0 
0 8 317.266 0.057 0 
0 9 347.282 0.032 0 
0 10 377.011 0.035 0 
0 11 407.131 0.023 0 
0 12 438.601 0.022 0 
0 13 470.791 0.017 0 
0 14 502.707 0.016 0 
0 15 534.429 0.019 0 
0 16 565.763 0.031 0 
0 17 597.438 0.056 0 
0 18 629.487 0.157 0 
0 19 661.766 0.197 0 
0 20 694.101 0.206 0 
0 21 726.892 0.217 0 
0 22 759.334 0.228 0 
0 23 791.349 0.239 0 
0 24 823.930 0.251 0 
1 -17 146.378 0.269 20 
1 -16 154.105 0.256 19 
1 -15 162.576 0.244 18 
1 -4 166.705 0.232 7 
1 -13 172.960 0.221 17 
1 -4 179.200 0.210 8 
1 -11 187.908 0.200 15 
1 -10 198.789 0.191 14 
1 -9 202.588 0.182 14 
1 -8 215.291 0.173 13 
1 -7 230.839 0.165 12 
1 -6 233.711 0.157 11 
1 -5 252.842 0.150 11 
1 2 262.161 0.142 4 
1 -3 277.164 0.136 10 
1 4 292.982 0.129 3 
1 -1 306.804 0.123 9 
1 6 322.907 0.117 2 
1 3 340.801 0.112 6 
1 4 353.478 0.105 5 
1 7 374.016 0.053 3 
1 4 390.049 0.039 7 
1 7 408.493 0.029 4 
1 8 427.568 0.023 4 
1 7 450.797 0.017 5 
1 10 469.895 0.017 3 
1 11 490.643 0.015 3 
1 10 517.301 0.018 5 
1 11 539.827 0.026 4 
1 14 557.316 0.052 2 
1 15 583.616 0.106 2 
1 14 613.046 0.228 4 
1 15 641.515 0.239 3 
1 16 659.414 0.251 3 
1 17 681.278 0.264 3 
1 18 711.130 0.277 3 
1 19 743.217 0.291 3 
1 20 774.142 0.305 3 
1 21 805.365 0.320 3 
2 -32 147.533 0.331 35 
2 -31 152.184 0.315 34 
2 -30 154.053 0.300 33 
2 -29 157.691 0.286 32 
2 -28 163.184 0.272 31 
2 -27 166.268 0.260 30 
2 -26 169.922 0.247 29 
2 -25 175.426 0.235 28 
2 -24 182.135 0.224 28 
2 -23 186.700 0.214 27 
2 -22 189.620 0.203 26 
2 -21 196.347 0.194 25 
2 -20 203.648 0.184 24 
2 -19 208.473 0.176 23 
2 -18 214.743 0.167 23 
2 -17 221.864 0.159 22 
2 -16 225.360 0.152 21 
2 -15 235.354 0.145 20 
2 -14 246.794 0.138 20 
2 -13 249.987 0.131 19 
2 -12 260.206 0.125 18 
2 -11 274.116 0.119 17 
2 -10 280.136 0.113 17 
2 -9 289.273 0.108 16 
2 -8 299.719 0.103 15 
2 -7 312.329 0.098 15 
2 -6 316.052 0.093 14 
2 -5 334.731 0.089 13 
2 -4 343.886 0.084 13 
2 -3 358.613 0.080 12 
2 -2 373.456 0.077 12 
2 -1 386.212 0.073 11 
2 0 403.684 0.070 11 
2 1 418.514 0.066 10 
2 2 435.092 0.042 10 
2 3 456.750 0.035 9 
2 4 467.439 0.028 9 
2 5 499.342 0.027 9 
2 6 503.325 0.041 8 
2 7 531.300 0.070 8 
2 8 559.734 0.189 8 
2 9 563.241 0.306 7 
2 10 594.398 0.321 7 
2 11 625.827 0.337 7 
2 12 629.869 0.354 6 
2 13 658.924 0.372 6 
2 14 691.570 0.390 6 
2 15 712.397 0.410 5 
2 16 724.196 0.430 5 
2 17 756.014 0.452 5 
2 18 788.634 0.474 5 
2 19 818.081 0.498 4 
