l n nu dnu n_g
0 3 147.196 0.115 0 
0 4 176.476 0.109 0 
0 5 205.722 0.104 0 
0 6 234.570 0.099 0 
0 7 262.231 0.047 0 
0 8 288.903 0.027 0 
0 9 316.594 0.029 0 
0 10 344.854 0.019 0 
0 11 372.684 0.019 0 
0 12 400.333 0.014 0 
0 13 428.533 0.014 0 
0 14 457.394 0.017 0 
0 15 486.328 0.027 0 
0 16 515.215 0.048 0 
0 17 543.940 0.136 0 
0 18 572.997 0.170 0 
0 19 602.162 0.179 0 
0 20 631.321 0.188 0 
0 21 660.973 0.197 0 
0 22 689.911 0.207 0 
0 23 718.767 0.217 0 
1 -15 134.060 0.446 18 
1 -32 136.909 0.425 35 
1 -31 142.106 0.405 34 
1 -30 145.427 0.385 33 
1 -29 149.976 0.367 32 
1 -10 153.625 0.350 13 
1 -27 155.667 0.333 30 
1 -26 160.808 0.317 30 
1 -25 165.757 0.302 29 
1 -16 171.986 0.288 20 
1 -3 176.570 0.274 7 
1 -4 180.151 0.261 8 
1 -21 186.057 0.248 25 
1 -6 191.912 0.237 11 
1 -1 196.581 0.225 6 
1 -6 203.077 0.215 11 
1 -17 211.565 0.204 22 
1 -16 216.484 0.195 22 
1 -15 223.047 0.185 21 
1 -14 232.993 0.177 20 
1 -5 242.426 0.168 11 
1 -12 246.543 0.160 19 
1 -11 258.127 0.153 18 
1 2 268.359 0.145 5 
1 -9 274.013 0.138 17 
1 0 288.346 0.132 8 
1 3 295.170 0.125 5 
1 -4 308.587 0.120 13 
1 5 318.890 0.114 4 
1 -4 331.433 0.108 14 
1 7 343.047 0.102 3 
1 -2 357.040 0.050 13 
1 7 368.240 0.037 4 
1 0 385.193 0.027 12 
1 9 395.155 0.022 3 
1 2 415.348 0.016 11 
1 7 425.764 0.016 7 
1 10 445.335 0.013 4 
1 5 463.399 0.016 9 
1 12 475.650 0.023 3 
1 7 500.631 0.047 9 
1 8 515.129 0.093 8 
1 13 531.535 0.197 4 
1 10 557.684 0.207 8 
1 11 575.436 0.218 7 
1 16 589.938 0.229 3 
1 13 616.557 0.240 7 
1 14 640.660 0.252 6 
1 15 654.719 0.265 6 
1 18 676.758 0.278 4 
1 17 703.841 0.292 6 
1 18 729.196 0.306 5 
2 -60 133.320 0.751 62 
2 -58 136.651 0.715 61 
2 -57 140.048 0.681 60 
2 -56 142.270 0.649 59 
2 -55 141.510 0.618 58 
2 -54 144.808 0.588 57 
2 -53 146.529 0.560 56 
2 -52 150.334 0.534 55 
2 -51 152.589 0.508 54 
2 -50 155.300 0.484 53 
2 -49 158.126 0.461 52 
2 -48 161.814 0.439 51 
2 -47 164.268 0.418 50 
2 -46 166.343 0.398 50 
2 -45 168.864 0.379 49 
2 -44 172.079 0.361 48 
2 -43 173.839 0.344 47 
2 -42 176.419 0.328 46 
2 -41 180.693 0.312 45 
2 -40 185.052 0.297 44 
2 -39 188.463 0.283 43 
2 -38 193.899 0.270 42 
2 -37 198.172 0.257 42 
2 -36 201.162 0.244 41 
2 -35 203.533 0.233 40 
2 -34 208.475 0.222 39 
2 -33 213.600 0.211 38 
2 -32 218.125 0.201 37 
2 -31 221.987 0.192 36 
2 -30 227.394 0.182 36 
2 -29 231.094 0.174 35 
2 -28 234.250 0.165 34 
2 -27 240.630 0.158 33 
2 -26 247.578 0.150 32 
2 -25 255.036 0.143 32 
2 -24 258.958 0.136 31 
2 -23 263.682 0.130 30 
2 -22 272.485 0.123 29 
2 -21 282.050 0.118 29 
2 -20 285.440 0.112 28 
2 -19 292.101 0.107 27 
2 -18 302.573 0.102 26 
2 -17 312.610 0.097 26 
2 -16 314.429 0.092 25 
2 -15 324.851 0.088 24 
2 -14 335.213 0.084 23 
2 -13 341.959 0.080 23 
2 -12 347.230 0.076 22 
2 -11 360.415 0.072 21 
2 -10 370.064 0.069 21 
2 -9 376.418 0.065 20 
2 -8 394.166 0.062 20 
2 -7 397.807 0.039 19 
2 -6 413.898 0.032 18 
2 -5 425.837 0.025 18 
2 -4 435.702 0.024 17 
2 -3 454.658 0.037 17 
2 -2 460.064 0.060 16 
2 -1 483.540 0.163 16 
2 0 487.015 0.265 15 
2 1 512.609 0.278 15 
2 2 517.917 0.292 14 
2 3 541.347 0.306 14 
2 4 553.407 0.322 13 
2 5 571.115 0.338 13 
2 6 592.981 0.355 12 
2 7 599.472 0.372 12 
2 8 628.887 0.391 12 
2 9 639.335 0.411 11 
2 10 658.758 0.431 11 
2 11 686.484 0.453 11 
2 12 692.537 0.475 10 
2 13 716.057 0.499 10 
