l n nu dnu n_g
0 3 172.875 0.154 0 
0 4 205.006 0.147 0 
0 5 236.228 0.140 0 
0 6 268.210 0.133 0 
0 7 300.716 0.127 0 
0 8 333.316 0.060 0 
0 9 366.263 0.034 0 
0 10 398.581 0.037 0 
0 11 430.166 0.024 0 
0 12 462.279 0.023 0 
0 13 495.501 0.018 0 
0 14 529.387 0.017 0 
0 15 563.643 0.020 0 
0 16 597.785 0.033 0 
0 17 631.584 0.059 0 
0 18 665.281 0.166 0 
0 19 698.578 0.208 0 
0 20 732.514 0.218 0 
0 21 767.149 0.229 0 
0 22 800.566 0.240 0 
0 23 835.671 0.252 0 
0 24 869.465 0.265 0 
1 -12 163.980 0.221 15 
1 -5 170.443 0.210 8 
1 -10 178.607 0.200 13 
1 -9 183.696 0.190 13 
1 -8 195.031 0.181 12 
1 -7 210.353 0.173 11 
1 -6 213.092 0.165 10 
1 -5 232.338 0.157 10 
1 0 243.184 0.149 5 
1 -3 257.426 0.142 9 
1 2 275.088 0.135 4 
1 -1 288.118 0.129 8 
1 4 307.294 0.123 3 
1 1 325.222 0.117 7 
1 4 340.282 0.111 4 
1 5 363.624 0.108 4 
1 4 379.077 0.053 6 
1 7 400.847 0.040 3 
1 8 419.827 0.030 3 
1 7 442.980 0.024 4 
1 8 465.577 0.018 4 
1 11 485.536 0.018 2 
1 10 512.833 0.015 4 
1 11 541.702 0.019 3 
1 12 562.011 0.027 3 
1 13 584.897 0.055 3 
1 14 615.825 0.111 3 
1 15 647.816 0.241 3 
1 16 679.593 0.253 3 
1 17 704.923 0.265 2 
1 18 722.351 0.278 2 
1 19 751.169 0.292 2 
1 20 783.909 0.307 2 
1 21 817.210 0.322 2 
1 22 850.369 0.339 2 
1 23 885.212 0.355 2 
2 -23 164.003 0.240 26 
2 -22 169.067 0.229 25 
2 -21 171.485 0.218 24 
2 -20 178.660 0.207 23 
2 -19 186.513 0.197 22 
2 -18 193.217 0.188 22 
2 -17 196.412 0.179 21 
2 -16 205.323 0.171 20 
2 -15 210.518 0.162 19 
2 -14 218.035 0.155 18 
2 -13 229.242 0.147 18 
2 -12 232.508 0.140 17 
2 -11 243.809 0.134 16 
2 -10 258.134 0.127 16 
2 -9 262.158 0.121 15 
2 -8 275.290 0.115 14 
2 -7 286.244 0.110 13 
2 -6 296.586 0.105 13 
2 -5 303.588 0.100 12 
2 -4 323.252 0.095 12 
2 -3 329.475 0.090 11 
2 -2 349.992 0.086 10 
2 -1 362.102 0.082 10 
2 0 382.213 0.078 9 
2 1 394.828 0.074 9 
2 2 421.161 0.071 8 
2 3 426.597 0.067 8 
2 4 458.640 0.045 8 
2 5 468.938 0.036 7 
2 6 491.980 0.029 7 
2 7 525.625 0.029 7 
2 8 528.636 0.043 6 
2 9 560.360 0.074 6 
2 10 594.328 0.200 6 
2 11 602.710 0.327 5 
2 12 628.505 0.344 5 
2 13 661.757 0.361 5 
2 14 692.830 0.379 5 
2 15 697.271 0.398 4 
2 16 729.964 0.418 4 
2 17 763.435 0.439 4 
2 18 797.499 0.461 4 
2 19 815.891 0.484 3 
2 20 833.066 0.508 3 
2 21 866.444 0.533 3 
