l n nu dnu n_g
0 3 147.686 0.137 0 
0 4 178.778 0.131 0 
0 5 209.417 0.124 0 
0 6 239.347 0.118 0 
0 7 267.264 0.113 0 
0 8 295.192 0.053 0 
0 9 323.746 0.030 0 
0 10 352.147 0.033 0 
0 11 379.944 0.021 0 
0 12 408.105 0.020 0 
0 13 436.940 0.015 0 
0 14 465.896 0.015 0 
0 15 494.809 0.018 0 
0 16 523.782 0.029 0 
0 17 552.985 0.052 0 
0 18 582.557 0.146 0 
0 19 611.934 0.182 0 
0 20 641.366 0.191 0 
0 21 670.851 0.200 0 
0 22 700.140 0.210 0 
0 23 730.234 0.221 0 
0 24 759.463 0.232 0 
1 -11 155.241 0.535 14 
1 -24 155.918 0.509 27 
1 -35 160.647 0.485 39 
1 -34 164.340 0.462 38 
1 -13 168.679 0.440 17 
1 -4 173.544 0.419 8 
1 -3 175.399 0.399 7 
1 -10 179.488 0.380 14 
1 -29 184.393 0.362 33 
1 -28 190.157 0.345 32 
1 -7 195.609 0.328 12 
1 -2 198.150 0.313 7 
1 -13 203.082 0.298 18 
1 -24 210.698 0.283 29 
1 -23 217.633 0.270 28 
1 -14 222.396 0.257 20 
1 -7 226.580 0.245 13 
1 -12 234.253 0.233 18 
1 -11 242.649 0.222 17 
1 -18 249.694 0.212 24 
1 -11 254.194 0.201 18 
1 -6 263.383 0.192 13 
1 -1 272.271 0.183 8 
1 -14 278.721 0.174 22 
1 -1 288.372 0.166 9 
1 0 296.273 0.158 8 
1 -11 306.177 0.150 19 
1 4 315.620 0.143 5 
1 -1 324.796 0.136 10 
1 -8 338.117 0.130 18 
1 5 344.970 0.124 5 
1 -6 360.132 0.118 16 
1 7 369.360 0.110 4 
1 -4 382.579 0.054 15 
1 9 396.047 0.039 3 
1 -2 407.757 0.029 14 
1 9 424.029 0.023 4 
1 0 436.220 0.017 13 
1 11 452.703 0.017 3 
1 2 468.382 0.014 12 
1 11 481.901 0.017 4 
1 4 503.867 0.024 11 
1 9 512.399 0.048 7 
1 6 537.998 0.097 11 
1 7 550.410 0.204 10 
1 14 568.986 0.215 4 
1 9 594.862 0.225 10 
1 10 604.567 0.237 9 
1 15 626.841 0.248 5 
1 12 654.172 0.261 9 
1 13 667.658 0.274 8 
1 16 686.581 0.288 6 
1 15 713.809 0.302 8 
1 16 738.676 0.317 7 
1 17 750.872 0.333 7 
2 -67 152.403 0.964 70 
2 -66 154.750 0.918 69 
2 -65 158.525 0.874 68 
2 -65 158.245 0.832 68 
2 -64 159.613 0.793 67 
2 -63 164.458 0.755 66 
2 -62 164.963 0.719 65 
2 -61 167.525 0.685 64 
2 -60 169.688 0.652 63 
2 -59 172.280 0.621 63 
2 -58 173.651 0.592 62 
2 -57 175.181 0.563 61 
2 -56 177.617 0.537 60 
2 -55 179.739 0.511 59 
2 -54 182.443 0.487 58 
2 -53 187.051 0.464 57 
2 -51 193.577 0.441 55 
2 -50 197.058 0.420 54 
2 -49 201.005 0.400 53 
2 -48 204.291 0.381 53 
2 -47 205.292 0.363 52 
2 -46 208.474 0.346 51 
2 -45 212.560 0.329 50 
2 -44 217.026 0.314 49 
2 -43 221.087 0.299 48 
2 -42 225.544 0.285 47 
2 -41 229.498 0.271 46 
2 -40 232.858 0.258 46 
2 -39 235.799 0.246 45 
2 -38 238.117 0.234 44 
2 -37 242.811 0.223 43 
2 -36 248.369 0.212 42 
2 -35 254.516 0.202 41 
2 -34 260.901 0.193 40 
2 -33 264.388 0.183 40 
2 -32 266.996 0.175 39 
2 -31 273.862 0.166 38 
2 -30 281.028 0.158 37 
2 -29 288.899 0.151 36 
2 -28 292.167 0.144 36 
2 -27 296.418 0.137 35 
2 -26 305.025 0.130 34 
2 -25 314.014 0.124 33 
2 -24 320.340 0.118 33 
2 -23 323.542 0.113 32 
2 -22 333.384 0.107 31 
2 -21 343.643 0.102 30 
2 -20 349.008 0.097 30 
2 -19 354.624 0.093 29 
2 -18 364.377 0.088 28 
2 -17 374.518 0.084 28 
2 -16 377.903 0.080 27 
2 -15 387.452 0.076 26 
2 -14 401.008 0.073 25 
2 -13 405.744 0.069 25 
2 -12 416.122 0.066 24 
2 -11 432.198 0.042 24 
2 -10 434.646 0.033 23 
2 -9 450.138 0.027 22 
2 -8 463.314 0.025 22 
2 -7 469.783 0.038 21 
2 -6 490.938 0.064 21 
2 -5 492.608 0.166 20 
2 -4 514.636 0.280 19 
2 -3 521.250 0.294 19 
2 -2 541.042 0.308 18 
2 -1 551.043 0.324 18 
2 0 569.775 0.340 17 
2 1 580.520 0.357 17 
2 2 601.166 0.375 16 
2 3 609.711 0.393 16 
2 4 635.954 0.413 16 
2 5 639.054 0.434 15 
2 6 668.494 0.456 15 
2 7 676.215 0.478 14 
2 8 698.380 0.502 14 
2 9 720.475 0.527 13 
2 10 728.101 0.554 13 
2 11 756.954 0.581 13 
