l n nu dnu n_g
0 3 162.285 0.124 0 
0 4 192.760 0.118 0 
0 5 223.350 0.112 0 
0 6 253.468 0.107 0 
0 7 284.479 0.051 0 
0 8 315.321 0.029 0 
0 9 345.061 0.032 0 
0 10 374.451 0.021 0 
0 11 404.562 0.020 0 
0 12 436.049 0.015 0 
0 13 467.887 0.015 0 
0 14 499.549 0.018 0 
0 15 530.823 0.029 0 
0 16 562.001 0.053 0 
0 17 593.615 0.148 0 
0 18 625.350 0.186 0 
0 19 657.332 0.195 0 
0 20 689.782 0.205 0 
0 21 722.396 0.215 0 
0 22 754.863 0.226 0 
0 23 786.859 0.237 0 
0 24 817.708 0.249 0 
1 -18 142.103 0.285 21 
1 -17 149.828 0.271 20 
1 -16 157.645 0.258 19 
1 -5 164.695 0.246 8 
1 -14 167.726 0.234 17 
1 -11 175.560 0.223 15 
1 -4 181.933 0.212 8 
1 -11 191.692 0.202 15 
1 -10 200.318 0.193 14 
1 -9 205.759 0.184 14 
1 -8 219.973 0.175 13 
1 -1 230.548 0.166 6 
1 -6 237.942 0.159 12 
1 -5 257.324 0.151 11 
1 -4 261.685 0.144 10 
1 -3 282.853 0.137 10 
1 2 291.672 0.130 5 
1 -1 312.243 0.124 9 
1 4 322.037 0.118 4 
1 5 344.365 0.113 4 
1 2 354.946 0.105 7 
1 7 374.602 0.053 3 
1 6 392.032 0.039 6 
1 5 410.268 0.029 6 
1 10 428.464 0.024 2 
1 7 451.258 0.017 6 
1 8 472.650 0.018 5 
1 11 490.621 0.015 3 
1 10 516.018 0.018 5 
1 11 541.599 0.026 4 
1 12 558.985 0.052 4 
1 15 581.251 0.105 2 
1 14 609.502 0.227 4 
1 15 640.137 0.238 4 
1 16 664.855 0.250 3 
1 17 680.521 0.262 3 
1 18 708.077 0.275 3 
1 19 739.020 0.289 3 
1 20 770.049 0.304 3 
1 21 800.612 0.319 3 
2 -32 150.887 0.339 35 
2 -31 152.623 0.322 34 
2 -30 156.513 0.307 33 
2 -29 161.716 0.292 32 
2 -28 165.043 0.278 31 
2 -27 167.661 0.265 30 
2 -26 173.316 0.253 29 
2 -25 180.010 0.241 29 
2 -24 185.066 0.229 28 
2 -23 187.237 0.218 27 
2 -22 193.325 0.208 26 
2 -21 200.588 0.198 25 
2 -20 206.767 0.188 24 
2 -19 211.160 0.180 24 
2 -18 218.416 0.171 23 
2 -17 222.236 0.163 22 
2 -16 229.759 0.155 21 
2 -15 240.474 0.148 20 
2 -14 248.362 0.141 20 
2 -13 252.750 0.134 19 
2 -12 265.796 0.128 18 
2 -11 277.572 0.122 18 
2 -10 281.232 0.116 17 
2 -9 293.391 0.110 16 
2 -8 303.789 0.105 15 
2 -7 312.010 0.100 15 
2 -6 321.097 0.095 14 
2 -5 340.824 0.091 14 
2 -4 342.643 0.086 13 
2 -3 366.435 0.082 13 
2 -2 370.973 0.078 12 
2 -1 394.691 0.075 11 
2 0 401.043 0.071 11 
2 1 427.660 0.068 10 
2 2 432.658 0.042 10 
2 3 464.352 0.035 10 
2 4 467.093 0.028 9 
2 5 496.381 0.027 9 
2 6 514.292 0.041 8 
2 7 527.780 0.069 8 
2 8 559.084 0.188 8 
2 9 572.576 0.311 7 
2 10 590.707 0.326 7 
2 11 622.559 0.343 7 
2 12 643.365 0.360 6 
2 13 654.541 0.378 6 
2 14 688.305 0.397 6 
2 15 719.771 0.417 6 
2 16 727.400 0.437 5 
2 17 751.858 0.459 5 
2 18 783.510 0.482 5 
2 19 815.086 0.506 5 
