l n nu dnu n_g
0 2 121.259 0.122 0 
0 3 151.002 0.116 0 
0 4 180.205 0.111 0 
0 5 209.218 0.106 0 
0 6 238.364 0.101 0 
0 7 267.017 0.048 0 
0 8 294.291 0.027 0 
0 9 321.667 0.030 0 
0 10 350.132 0.020 0 
0 11 379.380 0.019 0 
0 12 408.178 0.014 0 
0 13 436.725 0.014 0 
0 14 465.479 0.017 0 
0 15 495.011 0.027 0 
0 16 524.888 0.049 0 
0 17 554.713 0.139 0 
0 18 584.467 0.174 0 
0 19 614.199 0.182 0 
0 20 643.843 0.191 0 
0 21 673.641 0.201 0 
0 22 703.592 0.211 0 
0 23 733.290 0.222 0 
1 -15 130.850 0.361 18 
1 -26 135.731 0.343 29 
1 -25 139.204 0.327 28 
1 -24 145.265 0.311 27 
1 -23 150.366 0.297 26 
1 -10 155.267 0.283 13 
1 -21 157.289 0.269 24 
1 -20 162.883 0.256 24 
1 -19 170.292 0.244 23 
1 -4 176.686 0.232 8 
1 -3 181.705 0.221 7 
1 -16 187.682 0.211 20 
1 -5 193.028 0.201 10 
1 -10 199.549 0.191 15 
1 -13 209.267 0.182 18 
1 -12 217.369 0.173 17 
1 -11 222.439 0.165 17 
1 -10 235.460 0.157 16 
1 1 245.572 0.150 5 
1 -8 251.618 0.143 15 
1 -7 268.088 0.136 14 
1 2 274.154 0.129 5 
1 -5 288.199 0.123 13 
1 4 299.608 0.117 4 
1 -3 311.651 0.112 12 
1 6 325.409 0.106 3 
1 -1 338.466 0.100 11 
1 6 352.175 0.050 4 
1 5 368.910 0.037 6 
1 8 381.435 0.027 3 
1 9 399.530 0.022 3 
1 4 416.455 0.016 8 
1 9 429.937 0.016 4 
1 8 451.910 0.014 6 
1 7 469.496 0.017 7 
1 12 484.657 0.023 3 
1 9 509.616 0.047 7 
1 10 529.994 0.096 6 
1 13 544.950 0.202 4 
1 12 570.299 0.213 6 
1 13 595.876 0.223 5 
1 14 612.012 0.234 5 
1 17 632.111 0.246 3 
1 18 659.766 0.258 3 
1 17 687.303 0.271 5 
1 18 709.715 0.285 4 
1 19 724.488 0.299 4 
2 -50 130.805 0.510 52 
2 -49 133.047 0.485 51 
2 -48 134.974 0.462 50 
2 -46 139.425 0.440 49 
2 -45 142.879 0.419 48 
2 -44 145.663 0.399 47 
2 -43 146.286 0.380 46 
2 -42 149.748 0.362 45 
2 -41 152.540 0.345 44 
2 -40 156.499 0.329 43 
2 -39 160.021 0.313 42 
2 -38 163.101 0.298 41 
2 -37 165.350 0.284 40 
2 -36 169.232 0.270 40 
2 -35 172.784 0.257 39 
2 -34 176.395 0.245 38 
2 -33 178.345 0.234 37 
2 -32 183.226 0.222 36 
2 -31 188.188 0.212 35 
2 -30 193.655 0.202 34 
2 -29 199.825 0.192 34 
2 -28 202.450 0.183 33 
2 -27 206.041 0.174 32 
2 -26 211.997 0.166 31 
2 -25 216.597 0.158 30 
2 -24 221.699 0.151 29 
2 -23 228.832 0.143 29 
2 -22 234.641 0.137 28 
2 -21 236.813 0.130 27 
2 -20 245.428 0.124 26 
2 -19 254.943 0.118 25 
2 -18 262.826 0.112 25 
2 -17 265.581 0.107 24 
2 -16 276.376 0.102 23 
2 -15 287.550 0.097 23 
2 -14 290.531 0.092 22 
2 -13 300.007 0.088 21 
2 -12 311.196 0.084 20 
2 -11 318.133 0.080 20 
2 -10 323.463 0.076 19 
2 -9 336.545 0.072 18 
2 -8 346.939 0.069 18 
2 -7 353.540 0.066 17 
2 -6 372.761 0.063 17 
2 -5 376.445 0.060 16 
2 -4 395.115 0.038 15 
2 -3 405.288 0.031 15 
2 -2 420.234 0.025 14 
2 -1 433.922 0.024 14 
2 0 448.706 0.036 13 
2 1 462.725 0.061 13 
2 2 481.288 0.162 12 
2 3 492.466 0.267 12 
2 4 518.068 0.281 12 
2 5 522.109 0.295 11 
2 6 552.359 0.309 11 
2 7 562.024 0.325 10 
2 8 581.853 0.341 10 
2 9 611.192 0.358 10 
2 10 613.299 0.376 9 
2 11 641.132 0.395 9 
2 12 669.948 0.415 9 
2 13 674.146 0.435 8 
2 14 701.820 0.457 8 
2 15 730.955 0.480 8 
