l n nu dnu n_g
0 3 171.659 0.153 0 
0 4 203.361 0.146 0 
0 5 234.548 0.139 0 
0 6 266.625 0.132 0 
0 7 298.550 0.126 0 
0 8 331.268 0.060 0 
0 9 363.849 0.034 0 
0 10 395.697 0.037 0 
0 11 426.938 0.024 0 
0 12 459.004 0.023 0 
0 13 492.054 0.017 0 
0 14 525.804 0.017 0 
0 15 559.852 0.020 0 
0 16 593.553 0.032 0 
0 17 626.825 0.059 0 
0 18 660.194 0.165 0 
0 19 693.527 0.206 0 
0 20 727.251 0.216 0 
0 21 761.295 0.227 0 
0 22 795.207 0.239 0 
0 23 829.233 0.250 0 
0 24 863.566 0.263 0 
1 -6 166.436 0.221 9 
1 -11 172.891 0.210 14 
1 -10 180.115 0.200 14 
1 -9 186.225 0.191 13 
1 -8 199.233 0.181 12 
1 -7 209.745 0.173 11 
1 -6 217.042 0.165 11 
1 -5 237.565 0.157 10 
1 -4 241.726 0.149 9 
1 -3 263.179 0.142 9 
1 2 273.550 0.135 4 
1 -1 294.233 0.129 8 
1 4 305.694 0.123 3 
1 3 330.136 0.117 5 
1 2 340.356 0.111 6 
1 7 364.581 0.108 2 
1 4 381.082 0.054 6 
1 7 401.537 0.040 3 
1 8 420.838 0.030 3 
1 7 442.617 0.024 5 
1 8 467.024 0.018 4 
1 11 486.384 0.018 2 
1 12 511.280 0.015 2 
1 11 540.921 0.019 4 
1 12 565.657 0.027 3 
1 13 584.075 0.054 3 
1 14 612.119 0.111 3 
1 15 643.849 0.239 3 
1 16 675.599 0.251 3 
1 17 706.623 0.264 2 
1 18 726.658 0.277 2 
1 19 747.408 0.291 2 
1 20 779.143 0.305 2 
1 21 812.101 0.320 2 
1 22 845.725 0.336 2 
2 -25 156.276 0.267 28 
2 -24 161.242 0.255 27 
2 -23 166.583 0.243 26 
2 -22 169.840 0.231 25 
2 -21 174.949 0.220 24 
2 -20 182.789 0.210 23 
2 -19 190.217 0.200 23 
2 -18 193.696 0.190 22 
2 -17 200.724 0.181 21 
2 -16 208.054 0.172 20 
2 -15 212.966 0.164 19 
2 -14 222.537 0.156 19 
2 -13 230.011 0.149 18 
2 -12 235.496 0.142 17 
2 -11 249.008 0.135 16 
2 -10 259.637 0.129 16 
2 -9 265.493 0.122 15 
2 -8 280.021 0.117 14 
2 -7 289.607 0.111 14 
2 -6 296.931 0.106 13 
2 -5 308.811 0.101 12 
2 -4 326.766 0.096 12 
2 -3 331.418 0.091 11 
2 -2 357.864 0.087 11 
2 -1 360.125 0.083 10 
2 0 390.653 0.079 10 
2 1 392.308 0.075 9 
2 2 423.183 0.072 9 
2 3 431.133 0.068 8 
2 4 455.474 0.044 8 
2 5 479.671 0.037 7 
2 6 488.595 0.029 7 
2 7 522.359 0.029 7 
2 8 540.496 0.044 6 
2 9 556.464 0.073 6 
2 10 590.321 0.199 6 
2 11 615.667 0.335 5 
2 12 623.637 0.351 5 
2 13 657.421 0.369 5 
2 14 691.044 0.387 5 
2 15 708.189 0.407 4 
2 16 725.475 0.427 4 
2 17 758.135 0.448 4 
2 18 792.821 0.471 4 
2 19 825.511 0.494 4 
2 20 834.270 0.519 3 
2 21 861.596 0.545 3 
