l n nu dnu n_g
0 3 160.190 0.123 0 
0 4 190.721 0.117 0 
0 5 220.689 0.111 0 
0 6 250.813 0.106 0 
0 7 281.603 0.051 0 
0 8 311.790 0.029 0 
0 9 341.061 0.032 0 
0 10 370.047 0.021 0 
0 11 400.195 0.020 0 
0 12 431.398 0.015 0 
0 13 462.748 0.015 0 
0 14 493.907 0.018 0 
0 15 524.568 0.029 0 
0 16 555.544 0.052 0 
0 17 586.640 0.147 0 
0 18 618.333 0.184 0 
0 19 650.168 0.193 0 
0 20 682.157 0.203 0 
0 21 714.486 0.213 0 
0 22 745.954 0.223 0 
0 23 777.140 0.234 0 
0 24 808.637 0.246 0 
1 -19 141.402 0.270 22 
1 -18 148.200 0.257 21 
1 -17 155.263 0.245 20 
1 -6 162.358 0.233 9 
1 -15 165.949 0.222 18 
1 -14 172.571 0.212 18 
1 -3 180.075 0.202 7 
1 -12 187.361 0.192 16 
1 -11 197.204 0.183 15 
1 -10 200.988 0.174 15 
1 -9 213.185 0.166 14 
1 -8 226.994 0.158 13 
1 -7 230.198 0.150 12 
1 -6 247.149 0.143 12 
1 1 258.106 0.136 5 
1 -4 269.212 0.130 11 
1 3 287.803 0.124 4 
1 -2 295.718 0.118 10 
1 5 316.436 0.112 3 
1 0 326.797 0.107 9 
1 7 344.676 0.102 2 
1 4 361.309 0.051 6 
1 5 375.524 0.037 5 
1 8 394.424 0.028 3 
1 5 413.868 0.023 7 
1 8 431.780 0.016 4 
1 9 451.220 0.017 4 
1 8 475.494 0.014 5 
1 11 494.249 0.017 3 
1 12 513.699 0.024 3 
1 11 540.067 0.050 5 
1 12 565.140 0.102 4 
1 13 581.453 0.216 4 
1 16 605.397 0.227 2 
1 15 634.639 0.238 4 
1 16 664.934 0.250 4 
1 17 689.337 0.262 3 
1 18 705.075 0.276 3 
1 19 731.798 0.289 3 
1 20 761.728 0.304 3 
1 21 792.851 0.319 3 
2 -35 144.446 0.358 38 
2 -34 147.947 0.341 37 
2 -33 151.133 0.325 36 
2 -32 153.389 0.310 35 
2 -31 157.304 0.295 34 
2 -30 162.141 0.281 33 
2 -29 164.852 0.267 32 
2 -28 168.472 0.255 31 
2 -27 174.479 0.243 30 
2 -26 180.408 0.231 30 
2 -25 183.975 0.220 29 
2 -24 187.069 0.210 28 
2 -23 193.952 0.200 27 
2 -22 200.635 0.190 26 
2 -21 206.116 0.181 25 
2 -20 210.618 0.172 25 
2 -19 217.280 0.164 24 
2 -18 220.971 0.156 23 
2 -17 228.645 0.149 22 
2 -16 238.583 0.142 21 
2 -15 245.729 0.135 21 
2 -14 250.544 0.129 20 
2 -13 262.834 0.123 19 
2 -12 275.033 0.117 19 
2 -11 277.534 0.111 18 
2 -10 289.926 0.106 17 
2 -9 300.422 0.101 16 
2 -8 308.558 0.096 16 
2 -7 315.403 0.091 15 
2 -6 333.183 0.087 15 
2 -5 337.808 0.083 14 
2 -4 355.688 0.079 13 
2 -3 366.701 0.075 13 
2 -2 381.214 0.072 12 
2 -1 396.775 0.068 12 
2 0 410.591 0.065 11 
2 1 427.999 0.042 11 
2 2 445.039 0.034 10 
2 3 459.508 0.027 10 
2 4 485.644 0.027 9 
2 5 490.874 0.040 9 
2 6 521.482 0.069 9 
2 7 535.237 0.180 8 
2 8 552.277 0.300 8 
2 9 583.316 0.315 8 
2 10 595.226 0.331 7 
2 11 615.871 0.347 7 
2 12 646.728 0.365 7 
2 13 667.794 0.383 6 
2 14 679.599 0.402 6 
2 15 710.898 0.422 6 
2 16 741.983 0.443 6 
2 17 753.461 0.466 5 
2 18 774.612 0.489 5 
2 19 805.356 0.513 5 
