l n nu dnu n_g
0 3 179.090 0.159 0 
0 4 212.101 0.152 0 
0 5 244.536 0.144 0 
0 6 276.919 0.138 0 
0 7 310.394 0.131 0 
0 8 344.235 0.062 0 
0 9 378.306 0.035 0 
0 10 412.380 0.038 0 
0 11 445.856 0.025 0 
0 12 478.937 0.024 0 
0 13 512.509 0.018 0 
0 14 547.192 0.017 0 
0 15 582.437 0.021 0 
0 16 618.065 0.034 0 
0 17 653.565 0.061 0 
0 18 689.118 0.172 0 
0 19 724.001 0.215 0 
0 20 758.936 0.226 0 
0 21 794.075 0.237 0 
0 22 828.902 0.249 0 
0 23 864.116 0.261 0 
0 24 900.322 0.274 0 
1 -9 175.719 0.232 12 
1 -8 185.629 0.221 11 
1 -7 190.479 0.210 11 
1 -6 208.046 0.200 10 
1 -3 218.632 0.191 7 
1 -4 230.477 0.182 9 
1 1 250.838 0.173 4 
1 -2 258.342 0.165 8 
1 3 283.403 0.157 3 
1 0 293.190 0.150 7 
1 5 316.602 0.142 2 
1 2 335.648 0.136 6 
1 5 352.100 0.129 3 
1 6 375.937 0.123 3 
1 5 394.267 0.117 5 
1 6 418.803 0.059 4 
1 9 439.121 0.044 2 
1 8 462.795 0.033 4 
1 9 490.157 0.027 3 
1 10 511.977 0.020 3 
1 11 534.658 0.020 3 
1 12 565.594 0.017 3 
1 13 598.635 0.021 3 
1 14 628.790 0.030 2 
1 15 646.816 0.060 2 
1 16 673.694 0.122 2 
1 17 706.456 0.263 2 
1 18 741.360 0.276 2 
1 19 775.024 0.289 2 
1 20 809.790 0.304 2 
1 21 844.104 0.319 1 
1 22 875.474 0.335 1 
1 23 894.324 0.352 1 
1 24 918.572 0.369 1 
2 -19 173.013 0.241 22 
2 -18 175.974 0.230 21 
2 -17 183.868 0.219 20 
2 -16 192.862 0.208 19 
2 -15 197.889 0.198 19 
2 -14 204.817 0.189 18 
2 -13 212.342 0.180 17 
2 -12 218.531 0.171 16 
2 -11 231.831 0.163 16 
2 -10 238.697 0.155 15 
2 -9 248.096 0.148 14 
2 -8 263.351 0.141 14 
2 -7 269.441 0.134 13 
2 -6 280.897 0.128 12 
2 -5 292.807 0.122 11 
2 -4 306.094 0.116 11 
2 -3 313.964 0.110 10 
2 -2 339.280 0.105 10 
2 -1 342.409 0.100 9 
2 0 373.695 0.095 9 
2 1 377.333 0.091 8 
2 2 408.163 0.087 8 
2 3 419.672 0.082 7 
2 4 442.050 0.078 7 
2 5 472.248 0.075 7 
2 6 475.434 0.046 6 
2 7 508.932 0.039 6 
2 8 540.720 0.032 6 
2 9 544.031 0.030 5 
2 10 579.083 0.047 5 
2 11 614.468 0.081 5 
2 12 627.343 0.211 4 
2 13 649.963 0.353 4 
2 14 686.391 0.371 4 
2 15 721.053 0.389 4 
2 16 735.030 0.409 3 
2 17 756.219 0.429 3 
2 18 791.063 0.451 3 
2 19 826.097 0.473 3 
2 20 860.940 0.497 3 
2 21 894.892 0.522 3 
2 22 900.841 0.548 2 
