l n nu dnu n_g
0 3 148.524 0.138 0 
0 4 179.219 0.131 0 
0 5 210.085 0.125 0 
0 6 239.736 0.119 0 
0 7 267.931 0.113 0 
0 8 296.010 0.054 0 
0 9 324.531 0.030 0 
0 10 353.018 0.033 0 
0 11 380.964 0.021 0 
0 12 409.288 0.020 0 
0 13 438.278 0.016 0 
0 14 467.333 0.015 0 
0 15 496.421 0.018 0 
0 16 525.599 0.029 0 
0 17 554.935 0.052 0 
0 18 584.485 0.146 0 
0 19 614.157 0.182 0 
0 20 643.867 0.191 0 
0 21 673.635 0.201 0 
0 22 703.041 0.211 0 
0 23 732.689 0.222 0 
0 24 761.977 0.233 0 
1 -13 154.729 0.467 16 
1 -12 157.343 0.445 15 
1 -33 160.636 0.424 37 
1 -32 164.268 0.404 36 
1 -21 169.372 0.384 25 
1 -4 173.457 0.366 8 
1 -1 177.977 0.349 5 
1 -6 181.191 0.332 10 
1 -27 186.214 0.316 31 
1 -26 191.566 0.301 31 
1 -1 196.496 0.287 6 
1 -2 200.152 0.273 7 
1 -9 206.615 0.260 14 
1 -22 213.304 0.248 27 
1 -21 220.649 0.236 26 
1 -4 224.899 0.225 10 
1 -11 230.910 0.214 17 
1 -12 239.675 0.204 18 
1 -11 248.267 0.194 17 
1 -16 253.061 0.185 23 
1 -7 261.919 0.176 14 
1 -2 271.239 0.168 9 
1 -13 277.504 0.160 20 
1 -2 287.971 0.152 10 
1 3 296.727 0.145 5 
1 -10 305.550 0.138 18 
1 5 316.358 0.131 4 
1 2 325.596 0.125 7 
1 -7 338.755 0.119 17 
1 6 346.834 0.114 4 
1 -5 361.694 0.107 15 
1 8 371.618 0.052 3 
1 -3 386.036 0.038 14 
1 8 398.091 0.028 4 
1 -1 413.131 0.023 13 
1 10 426.164 0.016 3 
1 1 443.711 0.016 12 
1 10 455.268 0.014 4 
1 3 477.584 0.017 11 
1 10 485.712 0.023 5 
1 5 510.794 0.048 11 
1 6 522.597 0.095 10 
1 13 541.450 0.201 4 
1 8 566.480 0.211 9 
1 9 575.095 0.222 9 
1 16 599.688 0.233 3 
1 11 625.989 0.244 8 
1 12 636.364 0.257 8 
1 15 658.826 0.269 6 
1 14 686.635 0.283 8 
1 15 706.623 0.297 7 
1 16 721.450 0.312 7 
1 17 747.578 0.327 7 
2 -65 151.226 0.904 68 
2 -64 152.174 0.861 67 
2 -63 154.550 0.820 66 
2 -62 157.275 0.781 65 
2 -61 158.698 0.744 64 
2 -60 161.857 0.708 63 
2 -59 163.897 0.675 62 
2 -58 167.172 0.642 61 
2 -57 168.297 0.612 60 
2 -56 171.413 0.583 60 
2 -55 173.615 0.555 59 
2 -54 175.586 0.529 58 
2 -53 177.798 0.503 57 
2 -52 179.820 0.479 56 
2 -51 183.571 0.457 55 
2 -50 186.054 0.435 54 
2 -49 189.919 0.414 53 
2 -48 193.516 0.394 52 
2 -47 197.675 0.376 51 
2 -46 201.321 0.358 50 
2 -45 205.562 0.341 50 
2 -44 206.526 0.324 49 
2 -43 209.497 0.309 48 
2 -42 214.069 0.294 47 
2 -41 218.802 0.280 46 
2 -40 222.902 0.267 45 
2 -39 227.427 0.254 44 
2 -38 231.466 0.242 43 
2 -37 235.259 0.231 43 
2 -36 237.124 0.220 42 
2 -35 241.224 0.209 41 
2 -34 247.371 0.199 40 
2 -33 253.328 0.190 39 
2 -32 258.993 0.181 38 
2 -31 264.940 0.172 38 
2 -30 266.213 0.164 37 
2 -29 272.937 0.156 36 
2 -28 280.899 0.149 35 
2 -27 288.725 0.142 34 
2 -26 293.015 0.135 34 
2 -25 297.540 0.128 33 
2 -24 306.655 0.122 32 
2 -23 316.661 0.116 31 
2 -22 321.457 0.111 31 
2 -21 326.528 0.106 30 
2 -20 336.815 0.101 29 
2 -19 346.804 0.096 29 
2 -18 350.373 0.091 28 
2 -17 357.947 0.087 27 
2 -16 368.639 0.083 26 
2 -15 377.941 0.079 26 
2 -14 381.408 0.075 25 
2 -13 394.511 0.072 24 
2 -12 406.712 0.068 24 
2 -11 409.831 0.065 23 
2 -10 426.655 0.042 22 
2 -9 435.673 0.033 22 
2 -8 445.242 0.026 21 
2 -7 464.510 0.025 21 
2 -6 465.914 0.038 20 
2 -5 488.120 0.064 19 
2 -4 493.827 0.166 19 
2 -3 512.858 0.278 18 
2 -2 523.050 0.292 18 
2 -1 539.830 0.307 17 
2 0 552.198 0.322 17 
2 1 569.243 0.338 16 
2 2 582.249 0.355 16 
2 3 602.827 0.373 15 
2 4 611.145 0.392 15 
2 5 640.651 0.411 15 
2 6 640.995 0.432 14 
2 7 670.590 0.454 14 
2 8 685.378 0.476 13 
2 9 699.877 0.500 13 
2 10 729.698 0.525 13 
2 11 733.269 0.551 12 
2 12 759.467 0.579 12 
