l n nu dnu n_g
0 2 123.397 0.124 0 
0 3 152.994 0.118 0 
0 4 182.618 0.112 0 
0 5 211.773 0.107 0 
0 6 241.331 0.102 0 
0 7 270.316 0.049 0 
0 8 298.442 0.028 0 
0 9 325.827 0.030 0 
0 10 354.452 0.020 0 
0 11 384.023 0.019 0 
0 12 413.682 0.015 0 
0 13 442.721 0.014 0 
0 14 471.851 0.017 0 
0 15 501.440 0.027 0 
0 16 531.522 0.050 0 
0 17 561.821 0.140 0 
0 18 592.379 0.176 0 
0 19 622.462 0.185 0 
0 20 652.575 0.194 0 
0 21 682.752 0.204 0 
0 22 712.722 0.214 0 
0 23 742.916 0.225 0 
1 -25 131.724 0.319 28 
1 -24 135.999 0.304 27 
1 -23 141.568 0.290 26 
1 -22 146.903 0.276 25 
1 -21 153.023 0.263 24 
1 -6 158.028 0.250 9 
1 -19 160.262 0.238 22 
1 -18 166.729 0.227 22 
1 -15 174.454 0.216 19 
1 -2 180.592 0.206 6 
1 -15 186.481 0.196 19 
1 -14 192.479 0.187 19 
1 -13 198.001 0.178 18 
1 -12 208.170 0.169 17 
1 -11 218.898 0.161 16 
1 -10 222.117 0.154 16 
1 -9 235.482 0.146 15 
1 0 248.000 0.139 6 
1 -7 252.919 0.133 14 
1 -6 270.268 0.126 13 
1 3 277.518 0.120 4 
1 -4 292.397 0.115 12 
1 5 304.184 0.109 3 
1 -2 317.709 0.104 11 
1 5 330.280 0.098 4 
1 4 346.649 0.049 6 
1 7 358.590 0.036 3 
1 8 377.254 0.027 3 
1 3 391.873 0.022 8 
1 10 407.844 0.016 2 
1 5 428.525 0.016 8 
1 8 444.018 0.013 5 
1 11 461.306 0.016 3 
1 8 485.208 0.023 7 
1 9 502.484 0.047 6 
1 14 520.329 0.094 3 
1 11 546.505 0.203 6 
1 12 568.808 0.213 5 
1 15 584.790 0.224 3 
1 16 609.076 0.235 3 
1 15 637.807 0.247 5 
1 16 662.568 0.259 4 
1 17 677.466 0.272 4 
1 20 700.539 0.286 2 
1 21 728.857 0.300 2 
1 20 757.636 0.315 4 
2 -46 132.775 0.439 48 
2 -43 140.418 0.418 46 
2 -42 143.273 0.399 45 
2 -41 146.076 0.380 44 
2 -40 147.662 0.361 43 
2 -39 150.606 0.344 42 
2 -38 154.112 0.328 41 
2 -37 157.980 0.312 40 
2 -36 162.095 0.297 39 
2 -35 164.862 0.283 38 
2 -34 167.323 0.270 37 
2 -33 172.079 0.257 37 
2 -32 176.249 0.245 36 
2 -31 178.264 0.233 35 
2 -30 182.152 0.222 34 
2 -29 187.616 0.211 33 
2 -27 199.327 0.201 31 
2 -26 203.521 0.192 31 
2 -25 206.809 0.183 30 
2 -24 212.836 0.174 29 
2 -23 216.963 0.166 28 
2 -22 222.787 0.158 27 
2 -21 230.593 0.150 27 
2 -20 236.958 0.143 26 
2 -19 239.943 0.136 25 
2 -18 249.389 0.130 24 
2 -17 259.484 0.124 23 
2 -16 265.740 0.118 23 
2 -15 270.781 0.112 22 
2 -14 282.489 0.107 21 
2 -13 293.164 0.102 21 
2 -12 296.237 0.097 20 
2 -11 307.278 0.092 19 
2 -10 317.444 0.088 18 
2 -9 323.375 0.084 18 
2 -8 332.686 0.080 17 
2 -7 349.978 0.076 17 
2 -6 352.000 0.072 16 
2 -5 371.024 0.069 15 
2 -4 380.768 0.066 15 
2 -3 394.350 0.062 14 
2 -2 410.584 0.040 14 
2 -1 421.322 0.032 13 
2 0 439.763 0.026 13 
2 1 451.855 0.025 12 
2 2 469.027 0.038 12 
2 3 486.719 0.064 11 
2 4 498.583 0.168 11 
2 5 527.043 0.286 11 
2 6 528.637 0.301 10 
2 7 558.721 0.316 10 
2 8 575.420 0.331 9 
2 9 590.096 0.348 9 
2 10 619.315 0.365 9 
2 11 633.141 0.384 8 
2 12 649.903 0.403 8 
2 13 680.481 0.423 8 
2 14 702.598 0.444 7 
2 15 710.891 0.466 7 
2 16 740.921 0.490 7 
