l n nu dnu n_g
0 2 118.682 0.121 0 
0 3 148.817 0.115 0 
0 4 177.434 0.110 0 
0 5 206.693 0.104 0 
0 6 235.577 0.099 0 
0 7 263.496 0.048 0 
0 8 290.225 0.027 0 
0 9 317.519 0.029 0 
0 10 346.002 0.019 0 
0 11 374.457 0.019 0 
0 12 402.467 0.014 0 
0 13 430.485 0.014 0 
0 14 459.296 0.017 0 
0 15 488.559 0.027 0 
0 16 517.816 0.049 0 
0 17 547.038 0.137 0 
0 18 575.900 0.171 0 
0 19 605.238 0.180 0 
0 20 634.965 0.189 0 
0 21 663.877 0.198 0 
0 22 693.263 0.208 0 
0 23 722.848 0.218 0 
1 -10 130.586 0.394 13 
1 -29 133.269 0.375 32 
1 -28 136.832 0.357 31 
1 -27 142.513 0.340 30 
1 -26 146.800 0.324 29 
1 -25 152.188 0.309 28 
1 -6 154.510 0.294 9 
1 -23 158.685 0.280 27 
1 -22 164.437 0.267 26 
1 -21 170.521 0.254 25 
1 -4 177.160 0.242 8 
1 -5 180.947 0.230 9 
1 -18 186.445 0.219 22 
1 -3 192.335 0.209 8 
1 -6 198.379 0.199 11 
1 -15 207.093 0.190 20 
1 -14 215.045 0.181 19 
1 -13 218.670 0.172 19 
1 -12 229.077 0.164 18 
1 -11 241.372 0.156 17 
1 -10 244.835 0.149 16 
1 -9 257.335 0.141 16 
1 2 269.437 0.135 5 
1 -7 275.222 0.128 15 
1 2 291.843 0.122 6 
1 -5 297.488 0.116 13 
1 2 313.952 0.111 7 
1 5 322.307 0.106 4 
1 4 338.826 0.100 6 
1 5 349.116 0.049 5 
1 6 366.091 0.036 5 
1 5 377.707 0.027 6 
1 8 394.361 0.022 4 
1 3 410.697 0.016 9 
1 10 423.247 0.016 3 
1 5 445.417 0.013 9 
1 6 459.190 0.016 8 
1 11 476.766 0.023 4 
1 8 501.486 0.047 8 
1 9 515.074 0.093 7 
1 14 534.404 0.199 3 
1 11 559.843 0.208 7 
1 12 578.597 0.219 6 
1 15 594.523 0.230 4 
1 14 620.564 0.241 6 
1 15 646.696 0.253 5 
1 16 663.882 0.266 5 
1 19 682.678 0.279 3 
1 20 709.808 0.293 3 
1 19 737.393 0.308 5 
2 -55 129.857 0.701 57 
2 -55 130.723 0.667 57 
2 -54 132.323 0.636 56 
2 -53 133.447 0.605 55 
2 -52 136.204 0.577 55 
2 -51 138.388 0.549 54 
2 -50 140.348 0.523 53 
2 -49 143.824 0.498 52 
2 -48 144.577 0.474 51 
2 -47 147.035 0.452 50 
2 -46 150.219 0.430 49 
2 -45 152.031 0.410 48 
2 -44 155.968 0.390 47 
2 -43 159.603 0.372 46 
2 -42 162.526 0.354 45 
2 -41 164.649 0.337 44 
2 -40 167.477 0.321 44 
2 -39 171.273 0.306 43 
2 -38 173.985 0.291 42 
2 -37 175.709 0.277 41 
2 -36 180.710 0.264 40 
2 -35 185.446 0.252 39 
2 -34 189.610 0.240 38 
2 -33 194.583 0.228 37 
2 -32 199.750 0.217 37 
2 -31 201.504 0.207 36 
2 -30 205.900 0.197 35 
2 -29 211.820 0.188 34 
2 -28 216.425 0.179 33 
2 -27 220.490 0.170 32 
2 -26 226.591 0.162 32 
2 -25 231.767 0.154 31 
2 -24 234.144 0.147 30 
2 -23 241.714 0.140 29 
2 -22 250.140 0.133 28 
2 -21 258.765 0.127 28 
2 -20 260.304 0.121 27 
2 -19 268.573 0.115 26 
2 -18 279.094 0.110 25 
2 -17 286.661 0.105 25 
2 -16 290.002 0.100 24 
2 -15 301.492 0.095 23 
2 -14 311.869 0.090 23 
2 -13 315.010 0.086 22 
2 -12 323.982 0.082 21 
2 -11 335.514 0.078 20 
2 -10 343.223 0.074 20 
2 -9 350.548 0.071 19 
2 -8 367.034 0.067 18 
2 -7 371.679 0.064 18 
2 -6 386.275 0.061 17 
2 -5 399.648 0.039 17 
2 -4 407.852 0.031 16 
2 -3 427.684 0.025 16 
2 -2 432.224 0.024 15 
2 -1 456.433 0.037 15 
2 0 459.829 0.060 14 
2 1 485.800 0.164 14 
2 2 490.917 0.267 13 
2 3 515.093 0.280 13 
2 4 526.661 0.294 12 
2 5 544.253 0.309 12 
2 6 567.584 0.324 11 
2 7 573.188 0.340 11 
2 8 602.543 0.357 11 
2 9 614.550 0.375 10 
2 10 631.780 0.394 10 
2 11 661.417 0.414 10 
2 12 669.984 0.434 9 
2 13 691.336 0.456 9 
2 14 720.800 0.479 9 
