l n nu dnu n_g
0 2 119.911 0.122 0 
0 3 149.802 0.116 0 
0 4 178.745 0.110 0 
0 5 208.043 0.105 0 
0 6 236.863 0.100 0 
0 7 265.484 0.048 0 
0 8 292.317 0.027 0 
0 9 319.677 0.030 0 
0 10 348.129 0.020 0 
0 11 377.114 0.019 0 
0 12 405.539 0.014 0 
0 13 433.754 0.014 0 
0 14 462.581 0.017 0 
0 15 491.910 0.027 0 
0 16 521.684 0.049 0 
0 17 551.154 0.138 0 
0 18 580.623 0.172 0 
0 19 610.096 0.181 0 
0 20 639.776 0.190 0 
0 21 669.402 0.200 0 
0 22 699.013 0.210 0 
0 23 728.836 0.220 0 
1 -16 131.867 0.354 19 
1 -27 134.583 0.337 30 
1 -26 138.959 0.321 29 
1 -25 144.172 0.306 28 
1 -24 149.942 0.291 27 
1 -9 154.871 0.277 12 
1 -22 156.569 0.264 25 
1 -21 162.359 0.252 25 
1 -20 168.889 0.240 24 
1 -7 175.332 0.228 11 
1 -2 180.202 0.217 6 
1 -17 185.805 0.207 21 
1 -6 191.256 0.197 11 
1 -5 197.689 0.188 10 
1 -14 206.363 0.179 19 
1 -13 215.396 0.170 18 
1 -12 219.064 0.162 18 
1 -11 230.061 0.154 17 
1 -10 242.974 0.147 16 
1 -9 246.073 0.140 15 
1 -8 260.097 0.133 15 
1 3 271.702 0.127 4 
1 -6 279.006 0.121 14 
1 3 295.549 0.115 5 
1 -4 301.248 0.110 12 
1 5 319.434 0.105 4 
1 -2 326.956 0.097 11 
1 7 345.201 0.049 3 
1 0 355.823 0.035 10 
1 7 372.617 0.026 4 
1 2 387.945 0.021 9 
1 9 401.198 0.015 3 
1 8 421.300 0.016 5 
1 5 435.579 0.013 8 
1 12 452.085 0.016 2 
1 7 475.734 0.023 8 
1 8 489.674 0.046 7 
1 13 509.162 0.092 3 
1 10 534.546 0.199 7 
1 11 551.833 0.209 6 
1 14 569.318 0.219 4 
1 13 595.558 0.230 6 
1 14 620.369 0.241 5 
1 15 634.986 0.253 5 
1 18 656.916 0.266 3 
1 17 684.811 0.279 5 
1 18 712.173 0.293 5 
1 19 734.197 0.308 4 
2 -53 127.793 0.636 55 
2 -52 130.566 0.606 54 
2 -51 132.534 0.577 53 
2 -50 134.267 0.550 52 
2 -49 136.169 0.524 52 
2 -48 139.669 0.499 51 
2 -47 141.914 0.475 50 
2 -46 144.094 0.452 49 
2 -45 145.837 0.431 48 
2 -44 148.336 0.410 47 
2 -43 152.036 0.391 46 
2 -42 154.817 0.372 45 
2 -41 158.210 0.354 44 
2 -40 161.509 0.338 43 
2 -39 163.940 0.321 42 
2 -38 167.071 0.306 42 
2 -37 170.921 0.292 41 
2 -36 174.523 0.278 40 
2 -35 175.769 0.264 39 
2 -34 180.008 0.252 38 
2 -33 184.750 0.240 37 
2 -32 189.473 0.228 36 
2 -31 195.132 0.218 35 
2 -30 200.217 0.207 35 
2 -29 202.049 0.197 34 
2 -28 207.149 0.188 33 
2 -27 212.822 0.179 32 
2 -26 217.290 0.170 31 
2 -25 222.166 0.162 30 
2 -24 229.152 0.155 30 
2 -23 233.634 0.147 29 
2 -22 237.111 0.140 28 
2 -21 245.592 0.134 27 
2 -20 254.625 0.127 26 
2 -19 261.479 0.121 26 
2 -18 264.979 0.115 25 
2 -17 275.227 0.110 24 
2 -16 286.335 0.105 24 
2 -15 288.920 0.100 23 
2 -14 298.142 0.095 22 
2 -13 309.479 0.090 21 
2 -12 315.829 0.086 21 
2 -11 321.468 0.082 20 
2 -10 333.191 0.078 19 
2 -9 344.861 0.074 19 
2 -8 348.770 0.071 18 
2 -7 366.193 0.067 17 
2 -6 374.257 0.064 17 
2 -5 386.848 0.061 16 
2 -4 402.642 0.039 16 
2 -3 409.842 0.031 15 
2 -2 430.951 0.026 15 
2 -1 435.894 0.024 14 
2 0 459.765 0.037 14 
2 1 465.507 0.061 13 
2 2 489.303 0.165 13 
2 3 498.951 0.271 12 
2 4 518.581 0.285 12 
2 5 537.617 0.299 11 
2 6 548.809 0.314 11 
2 7 577.881 0.330 11 
2 8 582.289 0.346 10 
2 9 607.448 0.363 10 
2 10 635.375 0.382 10 
2 11 637.042 0.401 9 
2 12 666.807 0.421 9 
2 13 696.148 0.442 9 
2 14 699.181 0.464 8 
2 15 725.978 0.487 8 
