l n nu dnu n_g
0 3 181.291 0.161 0 
0 4 214.973 0.154 0 
0 5 247.855 0.146 0 
0 6 280.604 0.139 0 
0 7 314.120 0.133 0 
0 8 348.570 0.063 0 
0 9 383.251 0.035 0 
0 10 417.858 0.039 0 
0 11 452.080 0.025 0 
0 12 485.880 0.024 0 
0 13 519.740 0.018 0 
0 14 554.534 0.018 0 
0 15 590.255 0.021 0 
0 16 626.262 0.034 0 
0 17 662.371 0.062 0 
0 18 698.282 0.174 0 
0 19 734.386 0.218 0 
0 20 769.714 0.229 0 
0 21 804.746 0.240 0 
0 22 840.983 0.252 0 
0 23 876.503 0.265 0 
0 24 911.663 0.278 0 
0 25 948.469 0.292 0 
1 -8 181.519 0.218 11 
1 -7 188.428 0.208 10 
1 -6 198.895 0.198 10 
1 -5 219.891 0.189 9 
1 -4 222.950 0.180 8 
1 -3 246.609 0.171 8 
1 0 254.902 0.163 5 
1 -1 279.294 0.155 7 
1 2 288.198 0.148 4 
1 3 317.595 0.141 4 
1 2 326.356 0.134 5 
1 5 353.187 0.128 3 
1 6 371.553 0.122 3 
1 5 393.072 0.117 4 
1 8 416.629 0.059 2 
1 7 437.546 0.043 4 
1 8 464.832 0.033 3 
1 9 489.167 0.027 3 
1 10 509.822 0.019 3 
1 11 538.401 0.020 3 
1 12 570.876 0.017 3 
1 13 601.539 0.021 2 
1 14 620.610 0.030 2 
1 15 646.905 0.060 2 
1 16 681.006 0.123 2 
1 17 716.053 0.266 2 
1 18 750.784 0.279 2 
1 19 785.124 0.293 2 
1 20 819.609 0.308 1 
1 21 849.069 0.323 1 
1 22 864.336 0.339 1 
1 23 895.013 0.356 1 
1 24 929.497 0.374 1 
2 -17 176.220 0.209 20 
2 -16 185.198 0.199 19 
2 -15 194.627 0.190 18 
2 -14 199.103 0.181 18 
2 -13 207.536 0.172 17 
2 -12 214.850 0.164 16 
2 -11 221.706 0.156 15 
2 -10 236.742 0.149 15 
2 -9 241.913 0.142 14 
2 -8 253.897 0.135 13 
2 -7 268.306 0.128 13 
2 -6 274.976 0.122 12 
2 -5 285.961 0.116 11 
2 -4 300.389 0.111 10 
2 -3 310.382 0.106 10 
2 -2 326.930 0.101 9 
2 -1 343.810 0.096 9 
2 0 360.659 0.091 8 
2 1 378.808 0.087 8 
2 2 401.487 0.083 7 
2 3 413.597 0.079 7 
2 4 447.937 0.075 7 
2 5 451.897 0.071 6 
2 6 482.242 0.047 6 
2 7 515.673 0.039 6 
2 8 517.988 0.031 5 
2 9 551.067 0.030 5 
2 10 586.605 0.047 5 
2 11 602.299 0.079 4 
2 12 623.075 0.210 4 
2 13 659.138 0.358 4 
2 14 694.241 0.376 4 
2 15 706.265 0.395 3 
2 16 731.642 0.414 3 
2 17 766.818 0.435 3 
2 18 802.681 0.457 3 
2 19 837.964 0.480 3 
2 20 860.519 0.504 2 
2 21 874.204 0.529 2 
2 22 907.986 0.555 2 
2 23 945.773 0.583 2 
