l n nu dnu n_g
0 3 166.453 0.149 0 
0 4 197.316 0.142 0 
0 5 228.304 0.135 0 
0 6 259.083 0.129 0 
0 7 290.752 0.123 0 
0 8 322.354 0.058 0 
0 9 353.463 0.033 0 
0 10 383.625 0.035 0 
0 11 414.240 0.023 0 
0 12 445.838 0.022 0 
0 13 478.449 0.017 0 
0 14 511.240 0.016 0 
0 15 543.741 0.020 0 
0 16 576.025 0.032 0 
0 17 607.948 0.057 0 
0 18 640.337 0.160 0 
0 19 673.138 0.200 0 
0 20 706.203 0.210 0 
0 21 739.126 0.220 0 
0 22 772.238 0.231 0 
0 23 804.900 0.243 0 
0 24 838.179 0.255 0 
1 -15 154.272 0.236 18 
1 -14 162.784 0.225 17 
1 -5 168.198 0.214 8 
1 -12 174.462 0.204 16 
1 -5 180.082 0.194 9 
1 -10 189.924 0.185 14 
1 -9 202.310 0.176 13 
1 -8 205.706 0.168 12 
1 -7 219.835 0.160 12 
1 -2 234.692 0.152 7 
1 -5 239.486 0.145 11 
1 -4 261.376 0.138 10 
1 -3 266.815 0.132 9 
1 -2 289.215 0.125 9 
1 3 298.272 0.119 4 
1 2 321.436 0.114 6 
1 1 330.611 0.108 7 
1 6 354.106 0.105 3 
1 3 367.703 0.052 7 
1 6 386.603 0.038 4 
1 7 405.281 0.029 4 
1 6 426.252 0.023 5 
1 9 446.088 0.017 3 
1 10 466.406 0.017 3 
1 9 492.739 0.015 5 
1 10 515.017 0.018 4 
1 13 534.065 0.025 2 
1 14 561.388 0.052 2 
1 13 590.779 0.107 4 
1 14 615.815 0.229 3 
1 15 632.073 0.240 3 
1 16 658.854 0.252 3 
1 17 689.896 0.265 3 
1 18 722.163 0.278 3 
1 19 754.011 0.292 3 
1 20 783.179 0.307 2 
1 21 800.407 0.322 2 
1 22 824.224 0.338 2 
2 -29 152.470 0.310 32 
2 -28 154.407 0.295 31 
2 -27 159.495 0.281 30 
2 -26 164.641 0.267 29 
2 -25 167.521 0.255 28 
2 -24 172.195 0.243 27 
2 -23 177.766 0.231 26 
2 -22 185.103 0.220 26 
2 -21 189.185 0.209 25 
2 -20 193.526 0.200 24 
2 -19 201.289 0.190 23 
2 -18 208.087 0.181 22 
2 -17 212.804 0.172 21 
2 -16 221.644 0.164 21 
2 -15 225.412 0.156 20 
2 -14 233.834 0.149 19 
2 -13 245.341 0.142 18 
2 -12 253.396 0.135 18 
2 -11 259.305 0.129 17 
2 -10 273.866 0.122 16 
2 -9 283.021 0.117 16 
2 -8 290.289 0.111 15 
2 -7 299.917 0.106 14 
2 -6 315.722 0.101 14 
2 -5 319.689 0.096 13 
2 -4 338.489 0.091 12 
2 -3 349.647 0.087 12 
2 -2 364.449 0.083 11 
2 -1 379.930 0.079 11 
2 0 394.906 0.075 10 
2 1 410.632 0.072 10 
2 2 431.055 0.068 9 
2 3 442.349 0.043 9 
2 4 474.295 0.036 9 
2 5 475.680 0.028 8 
2 6 507.910 0.028 8 
2 7 528.685 0.043 7 
2 8 540.582 0.071 7 
2 9 572.714 0.193 7 
2 10 594.853 0.323 6 
2 11 605.234 0.339 6 
2 12 637.365 0.356 6 
2 13 669.294 0.374 6 
2 14 676.035 0.393 5 
2 15 702.563 0.412 5 
2 16 736.297 0.433 5 
2 17 769.377 0.455 5 
2 18 775.658 0.477 4 
2 19 802.338 0.501 4 
2 20 835.614 0.526 4 
