l n nu dnu n_g
0 3 147.201 0.115 0 
0 4 176.929 0.110 0 
0 5 206.065 0.104 0 
0 6 235.102 0.099 0 
0 7 263.010 0.048 0 
0 8 289.796 0.027 0 
0 9 317.659 0.029 0 
0 10 345.977 0.019 0 
0 11 373.622 0.019 0 
0 12 401.401 0.014 0 
0 13 429.775 0.014 0 
0 14 458.615 0.017 0 
0 15 487.582 0.027 0 
0 16 516.400 0.049 0 
0 17 545.212 0.136 0 
0 18 574.171 0.171 0 
0 19 603.738 0.179 0 
0 20 633.040 0.188 0 
0 21 662.315 0.197 0 
0 22 691.440 0.207 0 
0 23 720.479 0.218 0 
1 -22 135.145 0.438 25 
1 -33 138.181 0.417 36 
1 -32 142.575 0.397 35 
1 -31 147.370 0.378 34 
1 -30 151.266 0.360 33 
1 -7 154.549 0.343 10 
1 -28 156.220 0.327 31 
1 -27 160.333 0.311 31 
1 -26 166.732 0.296 30 
1 -15 172.163 0.282 19 
1 -2 177.384 0.269 6 
1 -5 180.863 0.256 9 
1 -22 186.614 0.244 26 
1 -9 191.845 0.232 14 
1 -2 196.644 0.221 7 
1 -7 203.458 0.211 12 
1 -18 210.813 0.201 23 
1 -17 216.927 0.191 22 
1 -10 221.965 0.182 17 
1 -15 231.109 0.173 21 
1 -8 241.420 0.165 14 
1 -13 245.776 0.157 19 
1 -12 255.297 0.150 19 
1 -1 266.859 0.143 8 
1 -10 272.130 0.136 17 
1 -5 283.966 0.129 13 
1 4 294.044 0.123 4 
1 -7 302.801 0.117 16 
1 6 316.500 0.112 3 
1 -5 325.149 0.106 14 
1 6 339.663 0.101 4 
1 1 349.501 0.049 9 
1 8 364.883 0.036 3 
1 3 375.842 0.027 8 
1 8 391.556 0.022 4 
1 1 405.174 0.015 11 
1 10 419.418 0.016 3 
1 3 438.830 0.013 10 
1 10 449.049 0.016 4 
1 5 473.300 0.023 10 
1 6 484.981 0.045 9 
1 13 503.774 0.091 3 
1 8 528.520 0.196 9 
1 9 538.957 0.206 8 
1 14 560.468 0.216 4 
1 11 586.689 0.227 8 
1 12 600.381 0.239 7 
1 17 619.553 0.250 3 
1 14 646.791 0.263 7 
1 15 669.409 0.276 6 
1 16 683.074 0.290 6 
1 19 707.351 0.304 4 
1 18 734.322 0.320 6 
2 -60 138.008 0.747 63 
2 -59 139.723 0.711 62 
2 -58 142.082 0.677 61 
2 -57 143.258 0.645 60 
2 -56 146.305 0.614 59 
2 -55 147.985 0.585 58 
2 -54 150.624 0.557 57 
2 -53 153.878 0.531 56 
2 -52 156.318 0.505 55 
2 -51 159.319 0.481 54 
2 -50 161.389 0.458 53 
2 -49 164.161 0.437 52 
2 -48 167.766 0.416 52 
2 -47 169.343 0.396 51 
2 -46 171.847 0.377 50 
2 -45 173.986 0.359 49 
2 -44 176.316 0.342 48 
2 -43 180.188 0.326 47 
2 -42 184.340 0.310 46 
2 -41 188.299 0.296 45 
2 -40 192.841 0.281 44 
2 -39 196.413 0.268 44 
2 -38 201.242 0.255 43 
2 -37 201.883 0.243 42 
2 -36 206.718 0.232 41 
2 -35 211.830 0.221 40 
2 -34 216.383 0.210 39 
2 -33 221.062 0.200 38 
2 -32 224.930 0.190 37 
2 -31 230.252 0.181 37 
2 -30 232.653 0.173 36 
2 -29 236.791 0.165 35 
2 -28 243.422 0.157 34 
2 -27 250.376 0.149 33 
2 -26 257.989 0.142 33 
2 -25 260.154 0.135 32 
2 -24 266.164 0.129 31 
2 -23 274.652 0.123 30 
2 -22 283.972 0.117 30 
2 -21 286.553 0.111 29 
2 -20 293.776 0.106 28 
2 -19 304.033 0.101 27 
2 -18 313.737 0.096 27 
2 -17 315.654 0.092 26 
2 -16 325.986 0.087 25 
2 -15 336.561 0.083 24 
2 -14 342.845 0.079 24 
2 -13 348.183 0.075 23 
2 -12 360.342 0.072 22 
2 -11 371.074 0.068 22 
2 -10 375.397 0.065 21 
2 -9 391.909 0.062 20 
2 -8 398.811 0.039 20 
2 -7 410.724 0.031 19 
2 -6 427.059 0.025 19 
2 -5 431.404 0.024 18 
2 -4 453.958 0.037 18 
2 -3 456.173 0.060 17 
2 -2 479.585 0.161 16 
2 -1 484.755 0.263 16 
2 0 507.770 0.277 15 
2 1 513.608 0.290 15 
2 2 539.385 0.305 15 
2 3 542.769 0.320 14 
2 4 571.465 0.336 14 
2 5 577.237 0.353 13 
2 6 601.012 0.371 13 
2 7 618.209 0.389 12 
2 8 629.883 0.409 12 
2 9 659.380 0.429 12 
2 10 665.248 0.451 11 
2 11 689.270 0.473 11 
2 12 717.627 0.497 11 
2 13 720.091 0.522 10 
