l n nu dnu n_g
0 2 122.319 0.123 0 
0 3 152.091 0.117 0 
0 4 181.409 0.112 0 
0 5 210.539 0.106 0 
0 6 239.997 0.101 0 
0 7 268.802 0.049 0 
0 8 296.573 0.027 0 
0 9 323.861 0.030 0 
0 10 352.415 0.020 0 
0 11 381.876 0.019 0 
0 12 411.122 0.015 0 
0 13 439.964 0.014 0 
0 14 468.837 0.017 0 
0 15 498.414 0.027 0 
0 16 528.333 0.050 0 
0 17 558.578 0.140 0 
0 18 588.775 0.175 0 
0 19 618.779 0.184 0 
0 20 649.000 0.193 0 
0 21 678.670 0.202 0 
0 22 708.267 0.213 0 
0 23 738.965 0.223 0 
1 -18 130.500 0.341 21 
1 -25 134.407 0.325 28 
1 -24 139.959 0.310 27 
1 -23 145.539 0.295 26 
1 -22 150.520 0.281 25 
1 -11 156.557 0.268 14 
1 -20 158.755 0.255 23 
1 -19 164.384 0.243 23 
1 -18 171.129 0.231 22 
1 -3 178.296 0.220 7 
1 -4 183.226 0.210 9 
1 -15 189.717 0.200 19 
1 -6 194.814 0.190 11 
1 -13 202.831 0.181 18 
1 -12 213.709 0.172 17 
1 -11 219.108 0.164 16 
1 -10 227.448 0.156 16 
1 -9 241.710 0.149 15 
1 0 248.043 0.142 6 
1 -7 259.562 0.135 14 
1 2 274.310 0.129 5 
1 -5 279.516 0.123 13 
1 2 298.428 0.117 6 
1 -3 304.260 0.111 11 
1 4 323.666 0.106 5 
1 -1 331.436 0.098 10 
1 6 350.502 0.049 4 
1 1 361.986 0.036 9 
1 8 378.813 0.027 3 
1 3 396.573 0.022 9 
1 8 410.033 0.016 4 
1 9 429.133 0.016 4 
1 6 449.308 0.013 7 
1 11 462.494 0.016 3 
1 12 484.892 0.023 3 
1 9 507.914 0.047 6 
1 12 522.075 0.094 4 
1 13 545.373 0.202 4 
1 12 571.354 0.213 6 
1 13 589.820 0.223 5 
1 16 607.957 0.234 3 
1 17 634.888 0.246 3 
1 16 662.001 0.258 5 
1 17 684.682 0.271 4 
1 18 699.717 0.285 4 
1 21 725.853 0.299 2 
1 22 753.625 0.314 2 
2 -48 132.714 0.468 50 
2 -47 133.553 0.446 49 
2 -46 134.959 0.425 48 
2 -44 141.603 0.405 47 
2 -43 143.742 0.385 46 
2 -42 145.988 0.367 45 
2 -41 147.788 0.350 44 
2 -40 150.446 0.333 43 
2 -39 154.260 0.317 42 
2 -38 158.460 0.302 41 
2 -37 162.028 0.288 40 
2 -36 164.754 0.274 39 
2 -34 171.502 0.261 38 
2 -33 175.650 0.248 37 
2 -32 177.989 0.237 36 
2 -31 181.992 0.225 35 
2 -30 187.476 0.215 34 
2 -29 192.517 0.204 33 
2 -28 198.631 0.195 32 
2 -27 202.808 0.185 32 
2 -26 205.673 0.177 31 
2 -25 211.631 0.168 30 
2 -24 215.930 0.160 29 
2 -23 220.782 0.153 28 
2 -22 228.605 0.145 27 
2 -21 235.893 0.138 27 
2 -20 237.291 0.132 26 
2 -19 246.392 0.125 25 
2 -18 256.068 0.120 24 
2 -17 264.233 0.114 24 
2 -16 267.035 0.108 23 
2 -15 278.045 0.103 22 
2 -14 289.521 0.098 22 
2 -13 292.657 0.094 21 
2 -12 302.656 0.089 20 
2 -11 313.360 0.085 19 
2 -10 320.638 0.081 19 
2 -9 326.153 0.077 18 
2 -8 341.254 0.073 17 
2 -7 349.467 0.070 17 
2 -6 360.167 0.067 16 
2 -5 378.735 0.063 16 
2 -4 381.484 0.060 15 
2 -3 405.465 0.040 15 
2 -2 408.254 0.031 14 
2 -1 433.055 0.026 13 
2 0 437.139 0.024 13 
2 1 464.336 0.037 13 
2 2 466.215 0.061 12 
2 3 495.584 0.167 12 
2 4 499.891 0.272 11 
2 5 525.785 0.285 11 
2 6 541.415 0.300 10 
2 7 556.125 0.315 10 
2 8 585.265 0.330 10 
2 9 591.762 0.347 9 
2 10 615.986 0.364 9 
2 11 647.017 0.382 9 
2 12 650.901 0.402 8 
2 13 675.914 0.422 8 
2 14 705.187 0.443 8 
2 15 722.212 0.465 7 
2 16 735.899 0.488 7 
