l n nu dnu n_g
0 3 148.163 0.137 0 
0 4 178.946 0.130 0 
0 5 209.256 0.124 0 
0 6 239.027 0.118 0 
0 7 267.089 0.113 0 
0 8 294.653 0.053 0 
0 9 323.161 0.030 0 
0 10 351.592 0.032 0 
0 11 379.559 0.021 0 
0 12 407.793 0.020 0 
0 13 436.569 0.015 0 
0 14 465.687 0.015 0 
0 15 494.774 0.018 0 
0 16 523.841 0.029 0 
0 17 553.073 0.052 0 
0 18 582.511 0.146 0 
0 19 612.070 0.182 0 
0 20 641.703 0.191 0 
0 21 671.518 0.200 0 
0 22 700.582 0.210 0 
0 23 730.791 0.221 0 
0 24 759.794 0.232 0 
1 -35 148.481 0.493 38 
1 -28 153.642 0.470 31 
1 -9 155.965 0.448 12 
1 -32 158.377 0.426 35 
1 -31 161.458 0.406 35 
1 -30 166.484 0.387 34 
1 -15 171.443 0.368 19 
1 -4 175.679 0.351 8 
1 -3 179.067 0.334 7 
1 -12 184.685 0.318 16 
1 -25 189.195 0.303 29 
1 -8 194.754 0.289 13 
1 -1 198.235 0.275 6 
1 -6 204.629 0.262 11 
1 -17 211.480 0.249 22 
1 -20 218.843 0.237 25 
1 -7 223.045 0.226 13 
1 -10 229.710 0.215 16 
1 -11 238.727 0.205 17 
1 -8 247.117 0.195 14 
1 -15 251.604 0.186 22 
1 -6 261.514 0.177 13 
1 -1 271.045 0.169 8 
1 -12 277.342 0.161 19 
1 -1 288.138 0.153 9 
1 4 297.048 0.146 4 
1 -9 306.339 0.139 18 
1 4 317.671 0.132 5 
1 1 326.811 0.126 8 
1 2 340.569 0.120 8 
1 5 348.709 0.114 5 
1 -4 365.092 0.108 15 
1 7 373.035 0.052 4 
1 -2 391.509 0.039 14 
1 7 399.305 0.028 5 
1 0 420.297 0.023 13 
1 9 427.875 0.016 4 
1 2 450.990 0.017 12 
1 5 459.772 0.014 9 
1 12 481.278 0.017 3 
1 5 497.369 0.024 10 
1 12 511.295 0.048 4 
1 7 537.277 0.097 10 
1 8 547.806 0.203 9 
1 15 568.737 0.214 3 
1 10 595.655 0.224 9 
1 11 606.528 0.235 8 
1 16 627.737 0.247 5 
1 13 655.595 0.260 8 
1 14 674.159 0.272 7 
1 15 689.003 0.286 7 
1 16 715.431 0.300 7 
1 17 741.734 0.315 6 
2 -65 143.512 0.897 68 
2 -63 147.317 0.855 66 
2 -62 148.925 0.814 65 
2 -61 151.526 0.775 64 
2 -60 154.016 0.738 63 
2 -59 157.585 0.703 62 
2 -58 158.283 0.670 61 
2 -57 160.720 0.638 60 
2 -56 165.516 0.607 59 
2 -55 167.183 0.579 58 
2 -54 169.976 0.551 57 
2 -53 171.225 0.525 57 
2 -52 174.376 0.500 56 
2 -51 175.480 0.476 55 
2 -50 177.914 0.453 54 
2 -49 180.962 0.432 53 
2 -48 184.919 0.411 52 
2 -47 188.302 0.392 51 
2 -46 192.249 0.373 50 
2 -45 195.952 0.355 49 
2 -44 200.002 0.338 48 
2 -43 203.326 0.322 48 
2 -42 205.209 0.307 47 
2 -41 208.399 0.292 46 
2 -40 212.932 0.278 45 
2 -39 217.651 0.265 44 
2 -38 222.484 0.252 43 
2 -37 226.163 0.240 42 
2 -36 230.771 0.229 41 
2 -35 235.269 0.218 41 
2 -34 236.574 0.208 40 
2 -33 241.134 0.198 39 
2 -32 247.134 0.188 38 
2 -31 253.589 0.179 37 
2 -30 260.420 0.171 37 
2 -29 264.169 0.163 36 
2 -28 267.557 0.155 35 
2 -27 275.624 0.148 34 
2 -26 283.773 0.141 33 
2 -25 291.489 0.134 33 
2 -24 292.646 0.127 32 
2 -23 301.776 0.121 31 
2 -22 311.058 0.116 30 
2 -21 319.734 0.110 30 
2 -20 321.432 0.105 29 
2 -19 331.517 0.100 28 
2 -18 342.500 0.095 27 
2 -17 348.442 0.091 27 
2 -16 353.680 0.086 26 
2 -15 364.425 0.082 25 
2 -14 375.646 0.078 25 
2 -13 377.944 0.075 24 
2 -12 390.702 0.071 23 
2 -11 404.986 0.068 23 
2 -10 407.056 0.064 22 
2 -9 424.331 0.041 21 
2 -8 433.944 0.033 21 
2 -7 443.804 0.026 20 
2 -6 462.976 0.025 20 
2 -5 465.179 0.038 19 
2 -4 488.317 0.064 18 
2 -3 492.134 0.166 18 
2 -2 513.837 0.279 17 
2 -1 521.329 0.293 17 
2 0 542.415 0.308 16 
2 1 550.517 0.323 16 
2 2 574.740 0.339 15 
2 3 580.389 0.356 15 
2 4 609.331 0.374 15 
2 5 611.675 0.393 14 
2 6 639.320 0.413 14 
2 7 652.594 0.433 13 
2 8 668.267 0.455 13 
2 9 697.681 0.478 13 
2 10 700.187 0.501 12 
2 11 728.234 0.527 12 
2 12 751.045 0.553 11 
