l n nu dnu n_g
0 2 118.865 0.121 0 
0 3 148.846 0.115 0 
0 4 177.590 0.110 0 
0 5 206.802 0.104 0 
0 6 235.620 0.099 0 
0 7 263.756 0.048 0 
0 8 290.461 0.027 0 
0 9 317.718 0.029 0 
0 10 346.237 0.019 0 
0 11 374.748 0.019 0 
0 12 402.819 0.014 0 
0 13 430.883 0.014 0 
0 14 459.694 0.017 0 
0 15 489.010 0.027 0 
0 16 518.245 0.049 0 
0 17 547.489 0.137 0 
0 18 576.758 0.171 0 
0 19 606.309 0.180 0 
0 20 635.424 0.189 0 
0 21 665.135 0.198 0 
0 22 694.379 0.208 0 
0 23 723.763 0.219 0 
1 -10 129.870 0.394 13 
1 -29 132.161 0.375 32 
1 -28 136.207 0.357 31 
1 -27 140.855 0.340 30 
1 -26 145.849 0.324 29 
1 -25 151.305 0.308 28 
1 -6 154.625 0.294 9 
1 -23 157.484 0.280 26 
1 -22 163.034 0.266 26 
1 -21 169.453 0.254 25 
1 -4 175.626 0.242 8 
1 -3 179.801 0.230 7 
1 -18 185.611 0.219 22 
1 -5 191.598 0.209 10 
1 -6 196.796 0.199 11 
1 -15 205.213 0.189 20 
1 -14 214.241 0.180 19 
1 -13 217.701 0.172 19 
1 -12 227.545 0.164 18 
1 -11 239.830 0.156 17 
1 -10 244.333 0.148 16 
1 -9 255.406 0.141 16 
1 2 268.996 0.135 5 
1 -7 273.532 0.128 14 
1 -2 289.967 0.122 10 
1 3 296.796 0.116 5 
1 0 312.077 0.111 10 
1 5 321.792 0.105 4 
1 2 336.990 0.100 8 
1 7 348.355 0.049 3 
1 6 364.886 0.036 5 
1 7 376.447 0.027 4 
1 8 393.975 0.022 4 
1 3 408.869 0.016 9 
1 10 422.776 0.016 3 
1 5 444.791 0.013 9 
1 10 457.112 0.016 4 
1 11 476.690 0.023 4 
1 8 500.756 0.047 7 
1 11 513.090 0.093 6 
1 14 534.447 0.199 3 
1 11 560.222 0.208 7 
1 12 576.091 0.219 6 
1 15 594.354 0.230 4 
1 14 620.775 0.241 6 
1 15 646.343 0.253 5 
1 16 661.362 0.266 5 
1 19 682.575 0.279 3 
1 20 710.277 0.293 3 
1 19 736.713 0.308 5 
2 -56 127.457 0.696 58 
2 -55 129.734 0.662 57 
2 -54 131.259 0.631 56 
2 -53 133.728 0.601 55 
2 -52 135.268 0.572 54 
2 -51 136.917 0.545 54 
2 -50 139.472 0.519 53 
2 -49 141.600 0.494 52 
2 -48 143.869 0.471 51 
2 -47 145.271 0.448 50 
2 -46 149.480 0.427 49 
2 -45 151.834 0.407 48 
2 -44 154.663 0.387 47 
2 -43 158.306 0.369 46 
2 -42 161.681 0.351 45 
2 -41 164.262 0.335 44 
2 -40 166.020 0.319 44 
2 -39 170.061 0.303 43 
2 -38 174.056 0.289 42 
2 -37 175.116 0.275 41 
2 -36 178.672 0.262 40 
2 -35 183.802 0.250 39 
2 -34 188.155 0.238 38 
2 -33 193.332 0.226 37 
2 -32 198.165 0.216 37 
2 -31 201.498 0.205 36 
2 -30 204.350 0.196 35 
2 -29 210.377 0.186 34 
2 -28 215.042 0.177 33 
2 -27 219.232 0.169 32 
2 -26 225.132 0.161 31 
2 -25 231.454 0.153 31 
2 -24 232.955 0.146 30 
2 -23 240.033 0.139 29 
2 -22 248.416 0.132 28 
2 -21 256.924 0.126 28 
2 -20 260.345 0.120 27 
2 -19 266.412 0.114 26 
2 -18 276.920 0.109 25 
2 -17 286.542 0.104 25 
2 -16 288.269 0.099 24 
2 -15 299.370 0.094 23 
2 -14 310.258 0.090 23 
2 -13 314.568 0.085 22 
2 -12 322.048 0.081 21 
2 -11 333.406 0.077 20 
2 -10 343.108 0.074 20 
2 -9 348.001 0.070 19 
2 -8 364.306 0.067 18 
2 -7 371.940 0.064 18 
2 -6 383.306 0.061 17 
2 -5 400.030 0.039 17 
2 -4 404.702 0.031 16 
2 -3 427.873 0.025 16 
2 -2 429.084 0.023 15 
2 -1 455.871 0.037 15 
2 0 457.114 0.060 14 
2 1 485.903 0.164 14 
2 2 487.512 0.265 13 
2 3 515.843 0.278 13 
2 4 522.218 0.292 12 
2 5 544.998 0.306 12 
2 6 563.000 0.322 11 
2 7 574.288 0.338 11 
2 8 603.353 0.355 11 
2 9 609.242 0.372 10 
2 10 632.742 0.391 10 
2 11 661.961 0.411 10 
2 12 665.196 0.431 9 
2 13 691.090 0.453 9 
2 14 721.122 0.475 9 
