solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url
1635721458409799680,"Gaia DR2 2078929961307827200",2078929961307827200,48454187,2015.5,296.673064568752,0.1064358444523209,44.348536996734914,0.13263113390997147,23.879219985479033,0.13236218902147884,180.40817,117.28388125267591,0.24826966202032408,3.0892100037207184,0.26818040610763233,0.044742208,0.114043236,-0.034865443,0.079480246,0.342604,0.08514483,0.19741523,-0.02749892,0.034678828,0.083512455,199,199,187,12,55.8759,4678.271,0.6205724632054087,142.06584513126182,31,true,2.447119,1.5981248900425948,0.032999921953410526,-0.08413353,23,15,0.14082158,0,26,false,211,3.1981652322959535E7,7710.173815229507,4147.981,6.9261136,23,1.745554964420531E7,23115.450381915292,755.1464,7.2465544,22,2.0277139569916345E7,38106.14799407664,532.1225,6.4944034,1.179823,0,0.752151,0.32044077,0.43171024,-2.797215130724412,1.3839749947001085,9,6000.0,4.5,0.0,"NOT_AVAILABLE",78.16025265224671,9.600985556821065,316.16449458962023,63.5752581562414,100001,5996.75,5960.5,6026.0,0.2865,0.0863,0.4511,0.1607,0.0469,0.2241,200111,1.3713899,1.3581089,1.3881214,2.191192,2.1769984,2.2053854,"http://geadata.esac.esa.int/data-server/datalink/links?ID=2078929961307827200",
1635721458409799680,"Gaia DR2 2119635153070609920",2119635153070609920,150271357,2015.5,281.2741633682519,0.020818765910035272,47.7744104120069,0.024263869950733055,3.6675907139431843,0.024258270220443173,151.18929,4.667954939218247,0.040975010556016066,-2.755355205177537,0.04347960898178395,-0.06415679,-0.26366982,-0.24138832,-0.009066437,0.35549513,-0.08206498,-0.3846634,-0.16368015,-0.03847017,0.10072411,206,206,203,3,7.843188,397.6177,0.0,0.0,31,true,284.28928,1.623820059030824,0.006191761298974734,-0.024872543,23,17,0.035172537,0,27,false,227,926675.1702660107,277.624474822401,3337.8728,10.771047,25,503909.4718431386,653.4588783575679,771.14185,11.095507,25,610750.9615353304,580.6959805448881,1051.7568,10.297259,1.2028599,0,0.79824734,0.32446003,0.4737873,2.7931160120861285,0.832859826049918,6,5500.0,4.5,0.0,"NOT_AVAILABLE",77.01205265905466,20.74474389330643,292.9595762003999,70.31650367272522,100001,5847.0,5789.0,6137.8877,0.672,0.4309,0.918,0.3098,0.2139,0.4786,200111,1.6041952,1.4557458,1.6365012,2.7098267,2.6788278,2.7408257,"http://geadata.esac.esa.int/data-server/datalink/links?ID=2119635153070609920",
