l n nu dnu n_g
0 3 147.363 0.115 0 
0 4 176.940 0.110 0 
0 5 206.613 0.104 0 
0 6 235.489 0.099 0 
0 7 263.152 0.048 0 
0 8 290.020 0.027 0 
0 9 317.943 0.029 0 
0 10 346.244 0.019 0 
0 11 373.908 0.019 0 
0 12 401.678 0.014 0 
0 13 430.102 0.014 0 
0 14 458.971 0.017 0 
0 15 487.902 0.027 0 
0 16 516.623 0.049 0 
0 17 545.512 0.136 0 
0 18 574.684 0.171 0 
0 19 604.149 0.179 0 
0 20 633.178 0.188 0 
0 21 662.807 0.198 0 
0 22 691.976 0.207 0 
0 23 721.093 0.218 0 
1 -26 135.123 0.441 29 
1 -33 139.571 0.420 36 
1 -32 144.043 0.400 35 
1 -31 148.146 0.381 34 
1 -24 152.605 0.362 27 
1 -9 154.397 0.345 12 
1 -28 157.882 0.329 32 
1 -27 162.647 0.313 31 
1 -26 168.195 0.298 30 
1 -11 174.025 0.284 15 
1 -2 178.310 0.270 6 
1 -9 181.518 0.258 13 
1 -22 187.947 0.245 27 
1 -5 193.366 0.234 10 
1 -2 198.131 0.223 7 
1 -9 204.025 0.212 14 
1 -18 212.484 0.202 23 
1 -17 217.736 0.192 23 
1 -12 223.586 0.183 18 
1 -15 233.149 0.174 21 
1 -6 242.571 0.166 13 
1 -13 246.515 0.158 20 
1 -12 257.305 0.151 19 
1 1 268.007 0.143 6 
1 -10 273.196 0.137 17 
1 -1 286.183 0.130 9 
1 4 294.909 0.124 4 
1 -7 305.133 0.118 16 
1 6 317.563 0.112 3 
1 -5 327.113 0.107 14 
1 6 340.980 0.101 4 
1 -3 351.470 0.049 13 
1 8 365.842 0.036 3 
1 -1 378.032 0.027 12 
1 8 392.368 0.022 4 
1 1 407.776 0.016 11 
1 10 420.245 0.016 3 
1 3 441.294 0.013 10 
1 10 450.372 0.016 4 
1 9 474.194 0.023 6 
1 6 488.088 0.045 9 
1 13 504.594 0.091 3 
1 8 529.637 0.197 9 
1 9 541.771 0.207 8 
1 14 561.341 0.217 4 
1 11 588.123 0.228 8 
1 12 604.410 0.239 7 
1 17 620.607 0.251 3 
1 14 647.400 0.264 7 
1 15 672.174 0.277 6 
1 16 685.977 0.291 6 
1 19 708.171 0.305 4 
1 18 734.796 0.321 6 
2 -61 136.099 0.753 64 
2 -60 140.910 0.717 63 
2 -59 141.984 0.683 62 
2 -58 143.059 0.650 61 
2 -57 144.965 0.619 60 
2 -56 147.141 0.590 59 
2 -55 150.296 0.562 58 
2 -54 151.550 0.535 57 
2 -53 154.780 0.510 56 
2 -51 161.333 0.485 54 
2 -50 163.498 0.462 53 
2 -49 165.159 0.440 52 
2 -48 167.849 0.419 52 
2 -47 171.238 0.399 51 
2 -46 173.316 0.380 50 
2 -45 174.569 0.362 49 
2 -44 178.640 0.345 48 
2 -43 182.165 0.328 47 
2 -42 185.467 0.313 46 
2 -41 189.927 0.298 45 
2 -40 193.907 0.284 44 
2 -39 198.558 0.270 44 
2 -38 202.238 0.257 43 
2 -37 203.391 0.245 42 
2 -36 207.977 0.233 41 
2 -35 212.811 0.222 40 
2 -34 218.360 0.212 39 
2 -33 222.329 0.202 38 
2 -32 226.553 0.192 37 
2 -31 231.396 0.183 37 
2 -30 233.215 0.174 36 
2 -29 239.227 0.166 35 
2 -28 245.517 0.158 34 
2 -27 252.838 0.150 33 
2 -26 259.612 0.143 33 
2 -25 260.592 0.136 32 
2 -24 268.075 0.130 31 
2 -23 276.961 0.124 30 
2 -22 286.192 0.118 30 
2 -21 287.059 0.112 29 
2 -20 296.152 0.107 28 
2 -19 306.802 0.102 27 
2 -18 314.426 0.097 27 
2 -17 317.707 0.092 26 
2 -16 328.615 0.088 25 
2 -15 338.534 0.084 24 
2 -14 343.517 0.080 24 
2 -13 350.446 0.076 23 
2 -12 363.212 0.072 22 
2 -11 371.401 0.069 22 
2 -10 378.526 0.066 21 
2 -9 395.095 0.063 20 
2 -8 399.214 0.039 20 
2 -7 414.128 0.032 19 
2 -6 427.407 0.025 19 
2 -5 434.973 0.024 18 
2 -4 456.185 0.037 18 
2 -3 458.066 0.060 17 
2 -2 483.110 0.163 17 
2 -1 485.801 0.264 16 
2 0 512.355 0.277 16 
2 1 514.275 0.291 15 
2 2 542.734 0.305 15 
2 3 544.765 0.320 14 
2 4 572.059 0.336 14 
2 5 581.171 0.353 13 
2 6 601.404 0.371 13 
2 7 622.989 0.390 12 
2 8 630.920 0.409 12 
2 9 659.788 0.429 12 
2 10 670.679 0.451 11 
2 11 689.310 0.473 11 
2 12 718.318 0.497 11 
2 13 726.698 0.522 10 
