l n nu dnu n_g
0 3 177.050 0.158 0 
0 4 210.184 0.150 0 
0 5 242.012 0.143 0 
0 6 274.281 0.136 0 
0 7 307.730 0.130 0 
0 8 341.175 0.062 0 
0 9 374.938 0.035 0 
0 10 408.559 0.038 0 
0 11 441.479 0.025 0 
0 12 474.149 0.024 0 
0 13 507.680 0.018 0 
0 14 542.206 0.017 0 
0 15 577.170 0.021 0 
0 16 612.444 0.034 0 
0 17 647.511 0.061 0 
0 18 682.306 0.170 0 
0 19 716.807 0.213 0 
0 20 751.420 0.224 0 
0 21 786.265 0.235 0 
0 22 821.426 0.246 0 
0 23 856.025 0.259 0 
0 24 891.213 0.272 0 
1 -6 169.982 0.218 9 
1 -9 179.286 0.207 12 
1 -8 185.219 0.197 12 
1 -7 195.688 0.188 11 
1 -6 214.292 0.179 10 
1 -5 217.219 0.171 9 
1 -4 237.561 0.162 9 
1 1 249.055 0.155 4 
1 -2 265.974 0.147 8 
1 3 281.492 0.140 3 
1 0 300.974 0.134 7 
1 3 314.858 0.127 4 
1 4 340.613 0.121 4 
1 3 352.572 0.115 5 
1 6 377.225 0.112 3 
1 7 396.095 0.056 3 
1 6 419.164 0.042 4 
1 9 441.039 0.031 2 
1 10 461.839 0.025 2 
1 9 488.850 0.019 4 
1 10 514.794 0.019 3 
1 11 534.384 0.016 3 
1 12 562.105 0.020 3 
1 13 594.620 0.028 3 
1 14 627.484 0.058 3 
1 15 654.113 0.118 2 
1 16 671.645 0.249 2 
1 17 701.095 0.262 2 
1 18 734.540 0.275 2 
1 19 767.612 0.289 2 
1 20 802.560 0.303 2 
1 21 836.459 0.318 2 
1 22 870.573 0.334 1 
1 23 902.650 0.351 1 
2 -20 170.558 0.223 23 
2 -19 173.180 0.213 22 
2 -18 181.150 0.203 21 
2 -17 189.223 0.193 20 
2 -16 195.856 0.184 20 
2 -15 200.252 0.175 19 
2 -14 209.676 0.167 18 
2 -13 214.248 0.159 17 
2 -12 224.751 0.151 16 
2 -11 236.200 0.144 16 
2 -10 239.847 0.137 15 
2 -9 255.186 0.131 14 
2 -8 265.940 0.124 14 
2 -7 273.302 0.118 13 
2 -6 285.153 0.113 12 
2 -5 298.892 0.107 12 
2 -4 304.978 0.102 11 
2 -3 323.285 0.097 10 
2 -2 336.823 0.093 10 
2 -1 352.631 0.088 9 
2 0 370.532 0.084 9 
2 1 388.906 0.080 8 
2 2 404.419 0.076 8 
2 3 432.677 0.073 7 
2 4 437.827 0.069 7 
2 5 470.447 0.046 7 
2 6 487.356 0.037 6 
2 7 504.121 0.030 6 
2 8 538.603 0.029 6 
2 9 557.684 0.045 5 
2 10 573.845 0.075 5 
2 11 609.362 0.205 5 
2 12 643.185 0.349 5 
2 13 646.218 0.367 4 
2 14 679.466 0.385 4 
2 15 713.677 0.404 4 
2 16 747.300 0.425 4 
2 17 756.805 0.446 3 
2 18 782.689 0.468 3 
2 19 817.472 0.491 3 
2 20 853.805 0.516 3 
2 21 887.858 0.542 3 
