num_points variable r2 ev sigma diff
4 mass_cc 0.638670726742 0.640963565373 0.414467101827 0.00902178590752
4 Y_surf 0.45499203678 0.45746572572 0.592995851826 0.0359155678321
4 L 0.990965634759 0.990966019989 0.265326311012 0.0987088598745
4 radius 0.977014393268 0.977092369144 0.368355424472 0.0220084348452
4 M 0.919136039673 0.919701557876 0.58210170014 0.047971421875
4 Y 0.0810513197956 0.0843137218779 0.821236422106 0.0263123359375
4 Z 0.908501608865 0.909116430188 0.377972763167 0.00106708203125
4 alpha 0.111322224513 0.112755315576 0.771747447194 0.211336429687
4 overshoot 0.305030364371 0.305095189584 0.495001688739 0.0594102617188
4 diffusion 0.432807349564 0.437437051125 0.289227448422 0.560029933594
4 age 0.919081075461 0.919081200424 0.340889243457 0.226226321535
4 X_c 0.917188957365 0.918492870224 0.487550383356 0.0399402334256
4 mass_cc 0.635961576047 0.638210057274 0.4164861765 0.00908740940427
4 Y_surf 0.458499271878 0.461174903811 0.576719097028 0.0355971166374
4 L 0.991435459478 0.991447563227 0.271408534602 0.0984807962655
4 radius 0.976326563313 0.976423481033 0.364184965138 0.0219258731447
4 M 0.917559632688 0.917912585096 0.598410358153 0.0491682695312
4 Y 0.0566322473354 0.0593779541865 0.868282507942 0.027485765625
4 Z 0.916652488186 0.917276356458 0.363313334595 0.000973046875
4 alpha 0.126726280544 0.126728011117 0.81504380005 0.218040234375
4 overshoot 0.309621406315 0.309625717931 0.505278041351 0.0616572148437
4 diffusion 0.419242298146 0.423683465758 0.290776824558 0.43994375
4 age 0.918635454589 0.918640060654 0.344474583684 0.22000364541
4 X_c 0.909050664395 0.909987610607 0.510641540281 0.0415394709157
4 mass_cc 0.637768989465 0.639647609395 0.411123173713 0.00920666498654
4 Y_surf 0.456405865287 0.457459392989 0.602323706103 0.036298539917
4 L 0.991148980121 0.991150104601 0.270566118882 0.0963238256958
4 radius 0.974492444824 0.974527142467 0.376727615139 0.0222226217815
4 M 0.921943152465 0.922428273081 0.583337800425 0.0481122929688
4 Y 0.0679548216278 0.0696228977783 0.867739847534 0.0275437148437
4 Z 0.918864175609 0.919768000594 0.364053817436 0.0009684453125
4 alpha 0.116558915657 0.118436705257 0.795033786656 0.215619160156
4 overshoot 0.317832141772 0.318931467612 0.496790817601 0.0612063671875
4 diffusion 0.409473863103 0.41410894445 0.288556572792 0.506093515625
4 age 0.926780309989 0.926785297001 0.34007641773 0.217656628093
4 X_c 0.908848927411 0.910383196589 0.510751292309 0.0418779547835
4 mass_cc 0.62046936759 0.624538422868 0.416674980033 0.00908876528269
4 Y_surf 0.45385277345 0.457218786464 0.602493730933 0.0368736536326
4 L 0.991672286516 0.991680989239 0.277278541088 0.101549323296
4 radius 0.978810792347 0.97889959345 0.367318437547 0.0218862788204
4 M 0.92697683189 0.927649834034 0.556601598795 0.0467091132813
4 Y 0.0446747619847 0.0526191850662 0.825251313672 0.0262024296875
4 Z 0.924769825502 0.925834749674 0.363047360171 0.00104992578125
4 alpha 0.102116441267 0.103238417075 0.769010881346 0.20857440625
4 overshoot 0.317143166708 0.320198414442 0.482272706284 0.0611837617187
4 diffusion 0.438583923343 0.439637528383 0.29088442885 0.552487648437
4 age 0.933880220555 0.933887787669 0.320481273017 0.213793734739
4 X_c 0.913305000845 0.915798599114 0.491258489999 0.0404424875974
4 mass_cc 0.616973562602 0.622587317703 0.418637946716 0.00947874887505
4 Y_surf 0.470274120812 0.472126349549 0.592466411973 0.0364747055515
4 L 0.992190107869 0.992190145042 0.259102208191 0.0956033551041
4 radius 0.978228395526 0.978390728483 0.358021910181 0.0215455200321
4 M 0.91905351273 0.919733706769 0.589348211605 0.0490089492187
4 Y 0.0538193907874 0.0553629975183 0.837761446398 0.0267446679687
4 Z 0.914978789836 0.916587950349 0.379695260017 0.0010062578125
4 alpha 0.114917598313 0.115689155664 0.771326496028 0.209591667969
4 overshoot 0.337285690693 0.337610231318 0.485034232167 0.0588153398438
4 diffusion 0.411769198428 0.411857498253 0.287292680058 0.471492070313
4 age 0.917085212004 0.91709632105 0.336582543073 0.219193504257
4 X_c 0.913061783041 0.91402157405 0.506002942156 0.0410816186768
4 mass_cc 0.620468946506 0.621549405418 0.412545542059 0.00907306197872
4 Y_surf 0.482464809369 0.482600811671 0.587047308364 0.0357581019672
4 L 0.990016429666 0.990023369493 0.271525109048 0.0977196610012
4 radius 0.973798123826 0.973885819161 0.373817314356 0.0221718325712
4 M 0.920660018573 0.92225276356 0.583552939006 0.048386640625
4 Y 0.0498370920233 0.0700480940781 0.855882515713 0.0271715859375
4 Z 0.914951178055 0.915658631701 0.366688443256 0.00097275
4 alpha 0.116591682714 0.116946759045 0.761176714796 0.206908890625
4 overshoot 0.316243978418 0.318628526133 0.494759323818 0.0603038046875
4 diffusion 0.420077976192 0.421084278052 0.28670996681 0.457904722656
4 age 0.930357140503 0.930386695798 0.332001598774 0.212729625632
4 X_c 0.908919865512 0.911437556364 0.504237549917 0.0406606313351
4 mass_cc 0.617192683324 0.620123304154 0.428185515084 0.00937985788108
4 Y_surf 0.465778339519 0.46678044556 0.599615980575 0.0362913676607
4 L 0.990117296342 0.990133948807 0.270096160126 0.0984319136491
4 radius 0.975435653572 0.975610555413 0.370956725135 0.0222290933039
4 M 0.922996425065 0.923415013938 0.581468801687 0.0474498789063
4 Y 0.0712358287601 0.0742759962776 0.832575839334 0.0264855234375
4 Z 0.913153801694 0.913291596263 0.382894443447 0.00105073828125
4 alpha 0.108572555441 0.108692055829 0.79111617438 0.213824175781
4 overshoot 0.29410332883 0.294127136952 0.487693490693 0.0606336289062
4 diffusion 0.420459881839 0.421506489865 0.284655244108 0.482317734375
4 age 0.926532512293 0.926642966894 0.334029906484 0.218563952525
4 X_c 0.913241620146 0.914682108887 0.49873665769 0.0400933069413
4 mass_cc 0.627082732053 0.629309160047 0.418559289534 0.00919148224149
4 Y_surf 0.464111839524 0.465776858429 0.586202285002 0.035755045949
4 L 0.992536072917 0.992550882945 0.274176004634 0.10017423981
4 radius 0.975420074349 0.975463053851 0.369046037158 0.0217058509423
4 M 0.924606641236 0.925559306396 0.571391503603 0.0475595742187
4 Y 0.0624604145673 0.0678659570598 0.841522268014 0.0268423867188
4 Z 0.920182656083 0.920884160768 0.358721953083 0.00107517578125
4 alpha 0.104836447794 0.107591989929 0.778402253082 0.2105629375
4 overshoot 0.32390183335 0.324590566397 0.483452296094 0.05869659375
4 diffusion 0.391208567412 0.394236942468 0.294086146401 0.484544960937
4 age 0.924501114446 0.924563879474 0.32337884922 0.213733587487
4 X_c 0.914264517048 0.915455780228 0.502896621584 0.0408645520654
4 mass_cc 0.625399355634 0.625866106566 0.407485230615 0.00891349166011
4 Y_surf 0.450689305261 0.4555589287 0.588188247421 0.0361462916317
4 L 0.992111767121 0.992121332598 0.265239646363 0.0996257098695
4 radius 0.978071819938 0.978238589085 0.368450491592 0.021830679168
4 M 0.918507712902 0.918862667414 0.597244081277 0.0495825507812
4 Y 0.0595033837175 0.0623260643355 0.864848176414 0.0274994375
4 Z 0.912398329388 0.912699257454 0.373640306447 0.0010642734375
4 alpha 0.113370541419 0.114698031636 0.806740345352 0.217319785156
4 overshoot 0.287001138345 0.287193110765 0.481847919847 0.061238984375
4 diffusion 0.422657393246 0.42380444587 0.295569662921 0.489931585937
4 age 0.914844680391 0.914846017831 0.349361657435 0.228392476937
4 X_c 0.908600651808 0.909963295799 0.524834343856 0.0420252853561
4 mass_cc 0.62900557703 0.631608935783 0.418894369928 0.00938138955748
4 Y_surf 0.476412438745 0.483443569373 0.569623035736 0.0355721468064
4 L 0.990746541249 0.99075006591 0.280664669896 0.0983985823138
4 radius 0.978807826624 0.978869021842 0.384752471645 0.0226027033891
4 M 0.919969473913 0.9203540992 0.58824918919 0.0488553828125
4 Y 0.0658905639517 0.0689389322492 0.823019611033 0.026301859375
4 Z 0.921239403873 0.922119824866 0.366016410798 0.00109715234375
4 alpha 0.105865391049 0.106996659325 0.774231439867 0.211503191406
4 overshoot 0.319561743843 0.319571320822 0.492098455436 0.0618688828125
4 diffusion 0.4340263662 0.434090595752 0.290707105086 0.537562625
4 age 0.917857774723 0.9180579296 0.339824663995 0.227964840165
4 X_c 0.910738449688 0.911726040433 0.50149011725 0.0407245036911
4 mass_cc 0.627900487631 0.629117880924 0.413953672016 0.00914641230639
4 Y_surf 0.474055454718 0.47424799576 0.586807699357 0.0366739084225
4 L 0.991855989245 0.991869090682 0.26859257396 0.0996788748723
4 radius 0.975681122453 0.975709130606 0.367193776301 0.0221739231884
4 M 0.923814581002 0.924350176539 0.56838970007 0.0469455820313
4 Y 0.0782836080913 0.0810107665691 0.821028937617 0.0261514453125
4 Z 0.909581949683 0.910137476185 0.374514553499 0.00099073046875
4 alpha 0.111369094131 0.111611256539 0.777126755114 0.210410246094
4 overshoot 0.31699011506 0.317493834099 0.484178618901 0.0588831679688
4 diffusion 0.435318855894 0.443294721432 0.282092472956 0.477906175781
4 age 0.932008483356 0.932023069603 0.330677144559 0.213547163035
4 X_c 0.912348715896 0.913484524231 0.500225386329 0.0402070027128
4 mass_cc 0.634442514704 0.636870663938 0.419587568693 0.0092916048945
4 Y_surf 0.465072407947 0.46646723772 0.58051668518 0.0352449402599
4 L 0.989839968055 0.989844938285 0.263106614861 0.0960331871149
4 radius 0.977234432644 0.97734605273 0.366959315911 0.0220316995052
4 M 0.924137995473 0.925623028031 0.572373144803 0.0469481914063
4 Y 0.0669238188936 0.0775773744431 0.844460516242 0.0266666992187
4 Z 0.919347084832 0.920749257139 0.367430804563 0.00096024609375
4 alpha 0.0981571579213 0.0996043282691 0.799035135453 0.215882800781
4 overshoot 0.292517756864 0.293222458694 0.505123278228 0.0625638671875
4 diffusion 0.412482647159 0.415102504188 0.294743604044 0.4791163125
4 age 0.92045897197 0.920467269811 0.341635345247 0.217315493668
4 X_c 0.909993019845 0.911781076679 0.509356783064 0.0411268857939
4 mass_cc 0.619824862927 0.621322407626 0.428294411339 0.00942674028217
4 Y_surf 0.460518493413 0.463435781895 0.58096631811 0.0357479703766
4 L 0.992038101927 0.992063478604 0.263466147463 0.097262674823
4 radius 0.978400606233 0.97859764387 0.367785523303 0.021446983749
4 M 0.919527816248 0.919681355384 0.567961741382 0.047338046875
4 Y 0.0789884632493 0.0792610233467 0.847920390726 0.0270940546875
4 Z 0.92418361764 0.925089259142 0.363642588523 0.00099517578125
4 alpha 0.0926631123422 0.0927295025078 0.758618838285 0.208545496094
4 overshoot 0.329196329943 0.329199539113 0.500557227224 0.060769375
4 diffusion 0.425409058222 0.427944220195 0.290008058954 0.502516390625
4 age 0.934452744522 0.934456797196 0.323244819777 0.215368145743
4 X_c 0.912966797017 0.913665543617 0.504403542911 0.0409553554157
4 mass_cc 0.627883200775 0.629261415204 0.413066153228 0.00905908574631
4 Y_surf 0.453644101163 0.45699020121 0.58582021595 0.0357553295651
4 L 0.98988430957 0.989889099705 0.264714761757 0.096506182155
4 radius 0.972014445794 0.972019042266 0.370080197721 0.0221298517167
4 M 0.916044437269 0.916360548886 0.606370763019 0.0497444570313
4 Y 0.051679640063 0.0538414108804 0.847504853452 0.0269902695312
4 Z 0.91659278583 0.916682308389 0.370083465162 0.001023953125
4 alpha 0.118848687099 0.120222622993 0.764688352095 0.208174285156
4 overshoot 0.300374805002 0.300403009521 0.495982593774 0.0624598828125
4 diffusion 0.412094845784 0.415055206451 0.282330422734 0.462344316406
4 age 0.915886885463 0.915889821998 0.337198265129 0.223119939657
4 X_c 0.910564434146 0.911989922793 0.518171435221 0.0418172982906
4 mass_cc 0.62668374002 0.628978166169 0.407141410964 0.00894570331736
4 Y_surf 0.458598128758 0.458645729405 0.600442984726 0.0362457062485
4 L 0.991264714092 0.991282924455 0.27491058916 0.0986037457867
4 radius 0.977317569587 0.97737445792 0.381715064866 0.0226447919608
4 M 0.921266070932 0.921633719277 0.582538592685 0.0476589882812
4 Y 0.0676300694239 0.0706522354141 0.84099249237 0.0268761757812
4 Z 0.913020727078 0.913282458984 0.376095227856 0.0009864140625
4 alpha 0.0942356464204 0.094377601743 0.781774632557 0.21299228125
4 overshoot 0.318429269304 0.318527520145 0.482935425987 0.0595278671875
4 diffusion 0.406578016158 0.407519674288 0.292204882661 0.484176160156
4 age 0.92404365336 0.924200136001 0.338109035813 0.218418841756
4 X_c 0.911110714823 0.912925172748 0.511199386051 0.041353484956
4 mass_cc 0.637907741975 0.641612523802 0.424956213083 0.00937575442525
4 Y_surf 0.431587172248 0.433507563075 0.597685753208 0.0368094941575
4 L 0.991026037181 0.991048167003 0.266185727589 0.0986492964239
4 radius 0.973638510406 0.973679521739 0.375589992891 0.0217606652373
4 M 0.921079569451 0.921529512774 0.581423758223 0.048236171875
4 Y 0.0699087364905 0.0711329784561 0.858896690919 0.0270991679688
4 Z 0.915456502223 0.916607784787 0.377806326388 0.0011433984375
4 alpha 0.108906675146 0.109192737874 0.792325836831 0.213767996094
4 overshoot 0.318243904111 0.31849852301 0.487996439045 0.0594368710938
4 diffusion 0.424463195555 0.424489859156 0.290877957873 0.525621949219
4 age 0.914011961767 0.914113086495 0.338330548542 0.221665236468
4 X_c 0.913195597913 0.913776266318 0.502921631454 0.0410760757157
4 mass_cc 0.623266707115 0.62386231343 0.418117965093 0.0091438572387
4 Y_surf 0.463572520452 0.463589279495 0.578106983299 0.0355536578525
4 L 0.990905830527 0.990907739619 0.269794515973 0.0973065727787
4 radius 0.974899569792 0.974929204161 0.372038980105 0.021903010072
4 M 0.922056957168 0.92264249646 0.567321321124 0.0476202695313
4 Y 0.0665646997019 0.0728450568422 0.819787569313 0.0262465039062
4 Z 0.914049470634 0.915006071551 0.374038421703 0.00106489453125
4 alpha 0.116958477075 0.117489418367 0.781657471584 0.211031820313
4 overshoot 0.31319582955 0.313225679732 0.490300479863 0.0627887460938
4 diffusion 0.417716748219 0.419142999407 0.288811534708 0.475136570313
4 age 0.921747504787 0.921752892691 0.338040546066 0.223168103568
4 X_c 0.912203001861 0.913199508072 0.503542844498 0.0406583760866
4 mass_cc 0.642704507637 0.644130904461 0.416297770127 0.00943100000159
4 Y_surf 0.47124605304 0.473019992557 0.596618160534 0.036563220776
4 L 0.991781973733 0.991790146082 0.26588159022 0.0972450102609
4 radius 0.979410607402 0.979490465521 0.360657107371 0.0218529734905
8 M 0.942848853454 0.942924181556 0.58649981167 0.0418103007813
8 Y 0.182654642072 0.183469919256 0.799127840696 0.025106578125
8 Z 0.946797639873 0.94688080361 0.331499321434 0.0005887109375
8 alpha 0.179622345026 0.181740391107 0.751461276308 0.196081925781
8 overshoot 0.367018998502 0.371993876779 0.482206327905 0.0501128203125
8 diffusion 0.492735345172 0.492950062414 0.300901072059 0.256044074219
8 age 0.944763851762 0.944797105344 0.319094090703 0.153822210005
8 X_c 0.94741424911 0.947420464938 0.486361230256 0.0325209721221
8 mass_cc 0.787326003387 0.7877238245 0.32748245341 0.00571995091716
8 Y_surf 0.576477048775 0.577344325466 0.560795875861 0.0304553158541
8 L 0.995214064416 0.995214064942 0.297876337047 0.0829829664874
8 radius 0.987154347826 0.987163160822 0.377739205547 0.0180326465802
8 M 0.940432178521 0.940645891191 0.613276158973 0.0431553515625
8 Y 0.171560163305 0.173092376168 0.857734831058 0.0263756054688
8 Z 0.951792039293 0.951847847866 0.324800361742 0.0005324453125
8 alpha 0.175405199096 0.17569775731 0.776019696509 0.20143646875
8 overshoot 0.383116034951 0.3879620212 0.491312710503 0.0514557421875
8 diffusion 0.476616542096 0.477661475537 0.294263459393 0.265423023438
8 age 0.930702298307 0.930915317592 0.312567574014 0.148536767022
8 X_c 0.943877670083 0.943971628911 0.502839370381 0.0337060164574
8 mass_cc 0.787583236902 0.787631796035 0.322754612982 0.00565342939646
8 Y_surf 0.555700840946 0.55570470985 0.575269052889 0.031039286395
8 L 0.994830216952 0.994830380722 0.295797734862 0.0799177889012
8 radius 0.98520142728 0.985203792617 0.388567316514 0.0186965642186
8 M 0.941362579866 0.941362603731 0.571200699334 0.0401961054687
8 Y 0.155441718557 0.156363526239 0.789419415718 0.0247723984375
8 Z 0.953773302596 0.953779175637 0.321812531804 0.0005340390625
8 alpha 0.17417389138 0.174204936275 0.795952074481 0.205842308594
8 overshoot 0.359089122916 0.359096717824 0.487739862948 0.0523196796875
8 diffusion 0.515907690125 0.515908610876 0.304919720063 0.265163277344
8 age 0.934958272408 0.934958403473 0.31806005731 0.148809933234
8 X_c 0.94866265103 0.948708712365 0.478015631442 0.0320796561257
8 mass_cc 0.784502300965 0.784502407945 0.319294596857 0.0056090239516
8 Y_surf 0.592133663617 0.592202919797 0.556463018476 0.0303191071553
8 L 0.995191338456 0.995202388915 0.284187627853 0.0784757747846
8 radius 0.97971464673 0.979751252075 0.374373772265 0.017803975985
8 M 0.939746026063 0.940001744694 0.613711124947 0.043150828125
8 Y 0.173702118994 0.175671697459 0.843472317416 0.0259851328125
8 Z 0.953408718992 0.95346029929 0.327281178108 0.00053609375
8 alpha 0.159007595818 0.160482871542 0.780239662179 0.204327101563
8 overshoot 0.392097467179 0.398571932911 0.471117994264 0.0498390195312
8 diffusion 0.504877143122 0.506669001494 0.289425034313 0.229481363281
8 age 0.945076968852 0.945080235536 0.314046982772 0.152444631129
8 X_c 0.945833950654 0.945841920251 0.49359382301 0.0330482703583
8 mass_cc 0.786410696531 0.787543548425 0.31819422213 0.00552583128485
8 Y_surf 0.545487152387 0.547080170245 0.582020864323 0.0309026194797
8 L 0.994875929895 0.994879844782 0.297593042992 0.0826780974334
8 radius 0.984241147149 0.984250803973 0.399928246099 0.0188465751392
8 M 0.940656158684 0.940763365058 0.612441868674 0.0427446796875
8 Y 0.175436345991 0.177657536317 0.856617581256 0.0266903164062
8 Z 0.954840678474 0.954846388115 0.31547966811 0.00054015234375
8 alpha 0.166373697404 0.166375613328 0.749695652004 0.196170292969
8 overshoot 0.356763271352 0.357259040885 0.480816668457 0.05051853125
8 diffusion 0.522343953238 0.52296237282 0.298682583632 0.244101257813
8 age 0.931470243243 0.931506169852 0.313062242085 0.147655319814
8 X_c 0.946216355847 0.946239596288 0.499207057817 0.0331169274211
8 mass_cc 0.790994153193 0.791293658554 0.324496954453 0.00556517385416
8 Y_surf 0.561504075032 0.562937271781 0.614358663854 0.0324240614221
8 L 0.994298414866 0.994298433576 0.299043329738 0.083255983484
8 radius 0.984776975132 0.984778004453 0.398853645736 0.0185829442414
8 M 0.94345353485 0.94351313807 0.573842447887 0.0405505898437
8 Y 0.16837650476 0.170186173279 0.76058970658 0.0240375976562
8 Z 0.954842500516 0.954856552829 0.3290154574 0.00047326171875
8 alpha 0.158683750214 0.158683752844 0.786012522004 0.203769984375
8 overshoot 0.379365107947 0.379369707158 0.482783726304 0.0519119765625
8 diffusion 0.501901239358 0.502003333054 0.298980966835 0.244528570312
8 age 0.940671386337 0.940831285192 0.309741750327 0.144304779408
8 X_c 0.944691849757 0.94472377109 0.487630931044 0.0331705904653
8 mass_cc 0.779088676428 0.77914975544 0.316560024332 0.00567261956759
8 Y_surf 0.577864449405 0.578692986823 0.557313483473 0.0296180268563
8 L 0.994412449361 0.994416062033 0.288682204166 0.0812792219402
8 radius 0.982296506166 0.982298567555 0.378464595131 0.0175517793007
8 M 0.939077863493 0.939540710729 0.609894859934 0.042466984375
8 Y 0.150307095704 0.164240885619 0.809972400516 0.0254194570313
8 Z 0.950900524617 0.95094709359 0.333824846902 0.00049386328125
8 alpha 0.150360387558 0.156328897548 0.792886617101 0.207177097656
8 overshoot 0.374584551809 0.375978426633 0.493822872379 0.0515107226563
8 diffusion 0.500205230269 0.501013373207 0.303948353302 0.220759472656
8 age 0.931257921502 0.931260142829 0.33718450635 0.157061196349
8 X_c 0.944953004606 0.94517703582 0.484340839618 0.0326776219229
8 mass_cc 0.783485873507 0.78389565378 0.33739731081 0.00603374109482
8 Y_surf 0.577884112624 0.578854606964 0.599803393899 0.0326662009728
8 L 0.993517366832 0.993517435934 0.294439772869 0.0819280204914
8 radius 0.984256318207 0.984270565138 0.393022976298 0.0181122227476
8 M 0.939371292458 0.939511720263 0.603591727395 0.0429112929688
8 Y 0.15956459583 0.16490248911 0.85312098353 0.0261099960938
8 Z 0.949916503862 0.949934861915 0.326240361239 0.000597578125
8 alpha 0.172023796281 0.174703745068 0.783543239919 0.20185796875
8 overshoot 0.389940588318 0.396508072711 0.466308875786 0.0493640859375
8 diffusion 0.522229896261 0.522920486541 0.303817850582 0.28410134375
8 age 0.932340332561 0.932340585973 0.31823947527 0.155156731201
8 X_c 0.946262844603 0.946268456307 0.482281609933 0.0321559666129
8 mass_cc 0.787649859667 0.788800213578 0.315877451663 0.00557131106768
8 Y_surf 0.572453954621 0.572654094359 0.600980318728 0.0320715715647
8 L 0.994959044559 0.994959046616 0.287430799865 0.0802538352877
8 radius 0.983499918152 0.9835010166 0.385696403438 0.0186179063955
8 M 0.938578454198 0.938661466318 0.613086349861 0.0424032265625
8 Y 0.171299596692 0.173794167773 0.794253263627 0.0250010820313
8 Z 0.949958483256 0.950109679036 0.316777633217 0.0004494453125
8 alpha 0.165890728985 0.166463423152 0.753161006491 0.198511175781
8 overshoot 0.363691296278 0.364385715614 0.483748503763 0.05095890625
8 diffusion 0.513072854906 0.513321612824 0.299080337945 0.223437628906
8 age 0.925864811578 0.925877256731 0.322230871613 0.146597064311
8 X_c 0.945587065081 0.945734576795 0.487113371528 0.0329698278169
