l n nu dnu n_g
0 3 147.515 0.137 0 
0 4 178.343 0.130 0 
0 5 209.016 0.124 0 
0 6 239.061 0.118 0 
0 7 267.008 0.113 0 
0 8 294.824 0.053 0 
0 9 323.380 0.030 0 
0 10 351.716 0.033 0 
0 11 379.491 0.021 0 
0 12 407.593 0.020 0 
0 13 436.404 0.015 0 
0 14 465.299 0.015 0 
0 15 494.160 0.018 0 
0 16 523.039 0.029 0 
0 17 552.208 0.052 0 
0 18 581.807 0.145 0 
0 19 610.893 0.181 0 
0 20 640.335 0.191 0 
0 21 669.867 0.200 0 
0 22 699.437 0.210 0 
0 23 728.917 0.221 0 
0 24 758.449 0.232 0 
1 -11 154.934 0.538 14 
1 -36 157.130 0.512 39 
1 -35 161.513 0.488 39 
1 -22 166.357 0.464 26 
1 -11 169.309 0.442 15 
1 -2 173.761 0.421 6 
1 -3 176.180 0.401 7 
1 -12 180.567 0.382 16 
1 -29 186.207 0.364 33 
1 -28 191.198 0.347 33 
1 -1 195.598 0.330 6 
1 -4 199.284 0.314 9 
1 -15 204.882 0.299 20 
1 -24 211.962 0.285 29 
1 -23 218.271 0.272 28 
1 -6 222.936 0.259 12 
1 -11 227.943 0.246 17 
1 -12 236.320 0.235 18 
1 -11 244.236 0.223 17 
1 -18 249.963 0.213 24 
1 -9 256.283 0.203 16 
1 -4 265.417 0.193 11 
1 -3 273.385 0.184 10 
1 -14 280.221 0.175 22 
1 1 289.347 0.167 7 
1 0 297.626 0.159 8 
1 -11 307.910 0.151 20 
1 4 316.057 0.144 5 
1 -3 326.294 0.137 13 
1 0 339.346 0.131 10 
1 3 346.463 0.124 7 
1 -6 362.102 0.118 16 
1 7 369.579 0.110 4 
1 -4 384.914 0.054 15 
1 9 396.100 0.039 3 
1 -2 410.348 0.029 14 
1 9 423.911 0.023 4 
1 0 438.944 0.017 13 
1 11 452.532 0.017 3 
1 2 471.239 0.014 12 
1 11 481.759 0.017 4 
1 4 505.782 0.024 11 
1 9 513.417 0.048 8 
1 10 537.688 0.097 7 
1 7 553.404 0.206 10 
1 14 568.200 0.216 4 
1 9 594.981 0.227 10 
1 10 607.403 0.238 9 
1 15 626.221 0.250 5 
1 12 653.959 0.262 9 
1 13 670.611 0.275 8 
1 16 686.233 0.289 7 
1 15 713.748 0.304 8 
1 16 739.234 0.319 7 
1 17 754.162 0.335 7 
2 -68 153.463 1.019 71 
2 -67 155.583 0.971 70 
2 -66 157.141 0.925 69 
2 -65 160.520 0.880 68 
2 -64 161.869 0.839 67 
2 -63 164.666 0.799 66 
2 -62 166.078 0.761 65 
2 -61 170.652 0.724 64 
2 -60 169.714 0.690 64 
2 -59 173.455 0.657 63 
2 -58 174.232 0.626 62 
2 -57 175.620 0.596 61 
2 -56 179.588 0.568 60 
2 -55 180.838 0.541 59 
2 -54 184.532 0.515 58 
2 -53 187.403 0.490 57 
2 -52 191.499 0.467 56 
2 -51 195.240 0.445 55 
2 -50 198.420 0.424 54 
2 -49 202.554 0.403 54 
2 -48 204.744 0.384 53 
2 -47 206.973 0.366 52 
2 -46 209.878 0.348 51 
2 -45 214.644 0.332 50 
2 -44 218.391 0.316 49 
2 -43 223.012 0.301 48 
2 -42 226.590 0.287 47 
2 -41 230.918 0.273 46 
2 -40 234.701 0.260 46 
2 -39 236.020 0.248 45 
2 -38 240.145 0.236 44 
2 -37 244.918 0.225 43 
2 -36 250.637 0.214 42 
2 -35 255.945 0.204 41 
2 -34 262.033 0.194 41 
2 -33 263.840 0.185 40 
2 -32 268.656 0.176 39 
2 -31 276.034 0.168 38 
2 -30 283.076 0.160 37 
2 -29 290.688 0.152 37 
2 -28 291.882 0.145 36 
2 -27 298.986 0.138 35 
2 -26 306.955 0.131 34 
2 -25 316.019 0.125 33 
2 -24 320.311 0.119 33 
2 -23 325.877 0.113 32 
2 -22 336.051 0.108 31 
2 -21 345.878 0.103 31 
2 -20 348.941 0.098 30 
2 -19 356.740 0.093 29 
2 -18 366.839 0.089 28 
2 -17 375.957 0.085 28 
2 -16 378.648 0.081 27 
2 -15 389.949 0.077 26 
2 -14 403.422 0.073 26 
2 -13 405.586 0.070 25 
2 -12 419.171 0.066 24 
2 -11 433.625 0.042 24 
2 -10 435.947 0.033 23 
2 -9 453.588 0.027 22 
2 -8 462.845 0.025 22 
2 -7 473.241 0.038 21 
2 -6 491.511 0.065 21 
2 -5 494.726 0.167 20 
2 -4 518.205 0.282 20 
2 -3 520.667 0.296 19 
2 -2 544.993 0.311 18 
2 -1 549.809 0.326 18 
2 0 574.261 0.342 17 
2 1 579.399 0.359 17 
2 2 604.835 0.377 17 
2 3 608.717 0.396 16 
2 4 637.790 0.416 16 
2 5 641.867 0.437 15 
2 6 667.485 0.459 15 
2 7 681.188 0.482 14 
2 8 697.256 0.506 14 
2 9 725.129 0.531 14 
2 10 727.148 0.558 13 
2 11 756.186 0.586 13 
