l n nu dnu n_g
0 3 147.575 0.116 0 
0 4 177.734 0.110 0 
0 5 207.238 0.105 0 
0 6 236.552 0.100 0 
0 7 264.508 0.048 0 
0 8 291.542 0.027 0 
0 9 319.618 0.030 0 
0 10 348.017 0.020 0 
0 11 375.761 0.019 0 
0 12 403.625 0.014 0 
0 13 432.237 0.014 0 
0 14 461.222 0.017 0 
0 15 490.093 0.027 0 
0 16 519.042 0.049 0 
0 17 547.861 0.137 0 
0 18 576.963 0.171 0 
0 19 606.581 0.180 0 
0 20 635.746 0.189 0 
0 21 665.434 0.198 0 
0 22 694.988 0.208 0 
0 23 724.093 0.219 0 
1 -34 142.055 0.454 37 
1 -33 145.638 0.433 36 
1 -32 149.820 0.412 35 
1 -13 153.804 0.392 16 
1 -20 155.197 0.374 23 
1 -29 159.258 0.356 33 
1 -28 164.498 0.339 32 
1 -23 169.872 0.323 27 
1 -8 174.115 0.308 12 
1 -3 179.035 0.293 7 
1 -10 182.706 0.279 14 
1 -23 188.496 0.266 27 
1 -4 194.734 0.253 9 
1 -1 198.585 0.241 6 
1 -8 204.738 0.229 13 
1 -19 212.422 0.219 24 
1 -18 219.169 0.208 24 
1 -9 223.140 0.198 15 
1 -14 231.824 0.189 20 
1 -11 241.936 0.180 17 
1 -14 246.642 0.171 20 
1 -13 255.405 0.163 20 
1 -2 266.868 0.155 9 
1 -7 272.494 0.148 14 
1 -8 282.788 0.141 16 
1 3 293.722 0.134 5 
1 -8 301.342 0.128 16 
1 5 314.624 0.122 4 
1 4 322.940 0.116 5 
1 1 337.251 0.110 9 
1 6 346.485 0.103 4 
1 -3 362.251 0.051 14 
1 8 371.046 0.037 3 
1 -1 389.461 0.028 13 
1 8 397.800 0.022 4 
1 3 418.541 0.016 11 
1 6 427.801 0.016 7 
1 11 448.372 0.013 3 
1 4 463.018 0.016 10 
1 11 478.103 0.023 4 
1 6 502.354 0.047 10 
1 9 511.258 0.093 7 
1 14 534.482 0.198 3 
1 9 557.961 0.208 8 
1 10 567.552 0.219 8 
1 15 592.417 0.230 5 
1 12 618.407 0.241 7 
1 13 631.194 0.253 7 
1 18 652.094 0.266 4 
1 15 679.025 0.279 7 
1 16 702.182 0.293 6 
1 17 715.764 0.308 6 
1 20 740.578 0.323 4 
2 -61 143.705 0.764 64 
2 -60 144.339 0.728 63 
2 -59 145.419 0.693 62 
2 -58 148.074 0.660 61 
2 -57 150.147 0.629 60 
2 -56 153.649 0.599 59 
2 -55 155.024 0.570 58 
2 -54 158.122 0.543 57 
2 -53 161.148 0.517 56 
2 -52 163.565 0.493 55 
2 -51 167.099 0.469 54 
2 -50 168.852 0.447 54 
2 -49 171.096 0.425 53 
2 -48 173.825 0.405 52 
2 -47 175.588 0.386 51 
2 -46 178.529 0.368 50 
2 -45 182.152 0.350 49 
2 -44 185.675 0.333 48 
2 -42 193.622 0.317 46 
2 -41 197.847 0.302 45 
2 -40 201.696 0.288 45 
2 -39 203.155 0.274 44 
2 -38 207.222 0.261 43 
2 -37 211.688 0.249 42 
2 -36 216.926 0.237 41 
2 -35 221.270 0.226 40 
2 -34 225.212 0.215 39 
2 -33 229.673 0.205 39 
2 -32 233.382 0.195 38 
2 -31 235.838 0.186 37 
2 -30 241.651 0.177 36 
2 -29 248.821 0.168 35 
2 -28 255.911 0.160 34 
2 -27 261.097 0.153 34 
2 -26 263.491 0.145 33 
2 -25 271.413 0.139 32 
2 -24 279.671 0.132 31 
2 -23 287.942 0.126 31 
2 -22 288.907 0.120 30 
2 -21 298.293 0.114 29 
2 -20 308.659 0.109 28 
2 -19 316.184 0.103 28 
2 -18 319.464 0.098 27 
2 -17 330.409 0.094 26 
2 -16 340.592 0.089 25 
2 -15 345.275 0.085 25 
2 -14 351.947 0.081 24 
2 -13 363.784 0.077 23 
2 -12 373.221 0.073 23 
2 -11 378.328 0.070 22 
2 -10 394.348 0.067 21 
2 -9 400.996 0.063 21 
2 -8 411.995 0.040 20 
2 -7 429.469 0.033 20 
2 -6 431.841 0.026 19 
2 -5 453.359 0.025 18 
2 -4 458.625 0.037 18 
2 -3 477.280 0.063 17 
2 -2 487.463 0.164 17 
2 -1 504.140 0.274 16 
2 0 516.425 0.287 16 
2 1 533.765 0.302 15 
2 2 545.429 0.317 15 
2 3 567.719 0.333 14 
2 4 575.076 0.349 14 
2 5 604.009 0.367 14 
2 6 605.164 0.385 13 
2 7 633.783 0.404 13 
2 8 649.091 0.425 12 
2 9 662.440 0.446 12 
2 10 691.409 0.468 12 
2 11 698.201 0.492 11 
2 12 721.429 0.516 11 
