l n nu dnu n_g
0 3 147.998 0.115 0 
0 4 176.980 0.109 0 
0 5 206.086 0.104 0 
0 6 235.049 0.099 0 
0 7 262.761 0.047 0 
0 8 289.423 0.027 0 
0 9 316.634 0.029 0 
0 10 345.112 0.019 0 
0 11 373.372 0.019 0 
0 12 401.153 0.014 0 
0 13 429.234 0.014 0 
0 14 458.020 0.017 0 
0 15 487.217 0.027 0 
0 16 516.272 0.049 0 
0 17 545.389 0.136 0 
0 18 574.236 0.171 0 
0 19 603.663 0.179 0 
0 20 632.745 0.188 0 
0 21 662.051 0.197 0 
0 22 691.280 0.207 0 
0 23 720.422 0.218 0 
1 -9 130.206 0.389 12 
1 -30 133.210 0.370 33 
1 -29 137.205 0.353 32 
1 -28 141.575 0.336 31 
1 -27 146.636 0.320 30 
1 -26 150.667 0.305 29 
1 -5 154.446 0.290 8 
1 -24 157.986 0.276 28 
1 -23 162.995 0.263 27 
1 -22 169.327 0.251 26 
1 -5 175.019 0.239 9 
1 -2 179.502 0.227 6 
1 -19 184.982 0.216 23 
1 -6 190.617 0.206 11 
1 -3 196.240 0.196 8 
1 -10 204.137 0.187 15 
1 -15 212.647 0.178 20 
1 -14 216.708 0.170 20 
1 -13 224.505 0.162 19 
1 -12 236.240 0.154 18 
1 -3 243.198 0.147 9 
1 -10 250.569 0.140 17 
1 -9 264.934 0.133 16 
1 0 270.083 0.127 7 
1 -7 283.078 0.121 15 
1 4 294.306 0.115 4 
1 -5 303.270 0.109 14 
1 6 317.965 0.104 3 
1 -3 327.354 0.097 12 
1 6 342.957 0.048 4 
1 -1 354.407 0.035 11 
1 8 368.953 0.026 3 
1 1 384.491 0.021 10 
1 8 396.363 0.015 4 
1 5 416.252 0.015 9 
1 8 428.086 0.013 5 
1 11 446.647 0.016 3 
1 6 468.000 0.022 8 
1 11 478.903 0.045 4 
1 12 502.620 0.091 4 
1 9 524.661 0.195 7 
1 14 536.096 0.205 3 
1 15 560.615 0.215 3 
1 12 585.544 0.225 6 
1 13 599.950 0.237 6 
1 16 620.574 0.249 4 
1 15 647.289 0.261 6 
1 16 672.814 0.274 5 
1 17 686.553 0.288 5 
1 20 708.048 0.302 3 
2 -58 127.307 0.687 60 
2 -56 133.132 0.655 58 
2 -55 134.121 0.623 57 
2 -54 134.489 0.594 57 
2 -53 137.567 0.565 56 
2 -52 139.267 0.539 55 
2 -51 142.224 0.513 54 
2 -50 143.930 0.488 53 
2 -49 146.036 0.465 52 
2 -48 147.913 0.443 51 
2 -47 151.285 0.422 50 
2 -46 154.901 0.402 49 
2 -45 157.351 0.383 48 
2 -44 161.909 0.364 47 
2 -43 163.497 0.347 46 
2 -42 165.613 0.331 46 
2 -41 168.906 0.315 45 
2 -40 172.408 0.300 44 
2 -39 174.403 0.286 43 
2 -38 177.204 0.272 42 
2 -37 181.715 0.259 41 
2 -36 185.771 0.247 40 
2 -35 190.754 0.235 39 
2 -34 195.589 0.224 39 
2 -33 200.331 0.213 38 
2 -32 201.341 0.203 37 
2 -31 206.281 0.193 36 
2 -30 211.984 0.184 35 
2 -29 216.847 0.175 34 
2 -28 221.194 0.167 33 
2 -27 226.547 0.159 33 
2 -26 231.176 0.151 32 
2 -25 234.026 0.144 31 
2 -24 241.509 0.137 30 
2 -23 249.459 0.131 29 
2 -22 257.860 0.125 29 
2 -21 259.492 0.119 28 
2 -20 267.320 0.113 27 
2 -19 277.055 0.108 26 
2 -18 285.696 0.103 26 
2 -17 287.840 0.098 25 
2 -16 298.863 0.093 24 
2 -15 310.084 0.089 24 
2 -14 313.572 0.084 23 
2 -13 321.701 0.080 22 
2 -12 332.236 0.076 21 
2 -11 342.027 0.073 21 
2 -10 345.866 0.069 20 
2 -9 361.046 0.066 19 
2 -8 370.667 0.063 19 
2 -7 378.906 0.060 18 
2 -6 397.851 0.039 18 
2 -5 399.041 0.030 17 
2 -4 420.708 0.025 16 
2 -3 426.558 0.023 16 
2 -2 445.787 0.036 15 
2 -1 455.272 0.060 15 
2 0 474.245 0.160 14 
2 1 483.839 0.263 14 
2 2 506.618 0.276 13 
2 3 513.920 0.290 13 
2 4 542.419 0.305 13 
2 5 543.919 0.320 12 
2 6 571.093 0.336 12 
2 7 584.606 0.353 11 
2 8 601.177 0.370 11 
2 9 630.603 0.389 11 
2 10 633.185 0.408 10 
2 11 659.815 0.429 10 
2 12 687.890 0.450 10 
2 13 690.418 0.473 9 
2 14 718.342 0.496 9 
