n_tracks variable cv ev
2 Y_surf -0.00964235753125 0.225755695279
2 L -0.91822442477 0.562677743065
2 radius -0.186767367201 0.185184223757
2 M 0.0460383727517 0.0738569700088
2 Y -0.12337838401 0.00820404571018
2 Z -3.83708920437 -0.0129705918911
2 alpha -0.161335290836 -0.135703843038
2 overshoot -0.246111563895 -0.000826405304812
2 diffusion -0.09268505462 1.68197404894e-05
2 age 0.422598627426 0.427673438101
2 X_c 0.395300018061 0.475152874521
2 mass_cc -0.447815629487 0.0511244630768
2 Y_surf -0.751866221997 -0.0298234407755
2 L -0.624988459847 0.00975148068809
2 radius 0.202674538177 0.223185586276
2 M -1.005892437 -0.502500904283
2 Y -0.912168235718 -0.352309985476
2 Z 0.498546565875 0.499595436498
2 alpha -0.97423154624 -0.015352127202
2 overshoot -2.76200993277 -1.62747763492
2 diffusion -0.0926030762859 -8.10928690933e-05
2 age -0.687730855284 -0.409798946632
2 X_c 0.382345235963 0.389103655707
2 mass_cc -0.521262773386 -0.509872764136
2 Y_surf -1.08829032323 -0.18681465816
2 L -0.39766182236 -0.015722310709
2 radius 0.438849463039 0.442624904981
2 M 0.0897203249107 0.124800950172
2 Y -0.926780279069 -0.00459883066667
2 Z 0.032486990744 0.104815223697
2 alpha -1.43372890435 -3.27965205473e-05
2 overshoot -0.119994741374 -0.0174299334476
2 diffusion -0.0931755770468 -8.46765516993e-06
2 age -0.0203877268924 0.134346037308
2 X_c 0.542122676724 0.547686468692
2 mass_cc -0.218551309978 0.00560992659316
2 Y_surf -0.229938301911 -0.00238441667962
2 L -0.411587796421 -0.0102769687768
2 radius 0.425603943915 0.425620818128
2 M -0.289927385828 0.0961106563468
2 Y -0.636583847518 0.00245790864267
2 Z 0.44516621152 0.786700561034
2 alpha -0.20792852817 -0.000787788411857
2 overshoot -0.24155498882 0.00160779002257
2 diffusion -0.0932213402679 -2.03604372961e-06
2 age 0.218979160817 0.255794344489
2 X_c 0.520814695509 0.52859667756
2 mass_cc -0.795771511516 -0.126671165681
2 Y_surf -0.867242885246 0.00719493639843
2 L 0.235649068053 0.302751801134
2 radius -0.09258197567 0.243160846567
2 M -0.0228061028177 0.176485635192
2 Y -0.250637321693 -0.131958268569
2 Z 0.289723206137 0.337361624471
2 alpha -0.707420766048 -0.662462188572
2 overshoot -0.0489997927155 0.00236758542615
2 diffusion -0.0931884878575 -5.04074734065e-06
2 age 0.261673381861 0.463239073071
2 X_c 0.51845548627 0.52705265033
2 mass_cc -0.411768665664 0.00453197340439
2 Y_surf -0.296891441564 0.17991802466
2 L 0.462887615499 0.481917235581
2 radius -0.395706694915 0.0476913561385
2 M -1.02449619023 -0.980254438232
2 Y -0.593635326521 -0.481163535853
2 Z -0.015443394763 0.164285006253
2 alpha -0.208564788237 -0.0715106767518
2 overshoot -0.105766003002 -0.0152022549785
2 diffusion -0.0932568053902 -4.89499264011e-07
2 age -0.469895511519 -0.431233769924
2 X_c 0.497335943573 0.508149683376
2 mass_cc -1.78626339749 -1.53635919951
2 Y_surf -0.520351178335 0.178521594083
2 L -1.24537427953 -1.12257835097
2 radius 0.174139741183 0.2345891332
2 M 0.10815968308 0.215943035824
2 Y -0.756445026468 -0.74680017184
2 Z -0.156465725894 0.0653556767791
2 alpha -1.88896722095 -0.00252486077292
2 overshoot -0.22170662504 -0.00233102799772
2 diffusion -0.0906824087308 0.000469929286612
2 age -0.0196538627266 0.0170033494556
2 X_c 0.586435642819 0.644920607096
2 mass_cc -0.541716587489 -0.00123552832408
2 Y_surf 0.264524907063 0.265367438812
2 L 0.29701873721 0.395149151748
2 radius 0.259277899577 0.300371950234
4 M 0.355814209131 0.423266028081
4 Y -0.991110630561 -0.170353258983
4 Z -0.343401393981 -0.00373882333264
4 alpha -0.248475778645 -0.0469923285822
4 overshoot -0.169866155297 -0.0455758883135
4 diffusion -0.0916347821646 0.000184252302155
4 age 0.29603339538 0.308189965627
4 X_c 0.673925205806 0.697941533445
4 mass_cc -0.277632816286 0.105790154427
4 Y_surf 0.22217644473 0.28238630814
4 L 0.835635110857 0.842809886606
4 radius 0.194213976143 0.347713172542
4 M 0.314662157938 0.335541274154
4 Y -0.737712726003 -0.317643145991
4 Z 0.227063582156 0.338041007734
4 alpha -0.930734473871 -0.347475281077
4 overshoot -0.106373823754 -0.0676309113803
4 diffusion -0.0494342569027 0.00623544384493
4 age 0.623260443019 0.624114786912
4 X_c 0.48628126902 0.641206925154
4 mass_cc 0.127624456407 0.136995189624
4 Y_surf 0.337069385366 0.406118272109
4 L 0.29385819061 0.419145320347
4 radius 0.523321565264 0.554963129378
4 M 0.551706993735 0.59598990066
4 Y -0.481307093293 -0.347287089781
4 Z 0.521599626017 0.629918781595
4 alpha -0.23241233415 -0.196346565392
4 overshoot -0.0187719418676 -0.0148138465179
4 diffusion -0.0812669882073 -0.000548783890416
4 age 0.601460030249 0.607778747514
4 X_c 0.559805019527 0.581664670022
4 mass_cc -0.469616735884 -0.228744488659
4 Y_surf -0.590591891967 -0.368838940642
4 L 0.645151504514 0.646028251229
4 radius 0.461048283175 0.520753491411
4 M 0.300606807455 0.313304340255
4 Y -0.291152013198 -0.0918866522364
4 Z 0.499208920028 0.500056065517
4 alpha -0.181359951891 -0.162637879397
4 overshoot -0.72127716395 -0.48982137633
4 diffusion -0.337928712544 -0.22500679055
4 age 0.54976492223 0.576141932785
4 X_c 0.459816805956 0.54365982475
4 mass_cc -1.04412696913 -0.0643746809106
4 Y_surf -0.103398743704 0.249200160967
4 L 0.527662955023 0.586539202159
4 radius 0.413359727597 0.433342388423
4 M 0.421566626886 0.442243983176
4 Y -0.463548283797 -0.301343403559
4 Z 0.518486413993 0.534799996789
4 alpha -0.990244867173 -0.607133179552
4 overshoot -0.0906427431857 -0.0411644175898
4 diffusion -0.0931078817246 2.0943241152e-05
4 age 0.551147930533 0.559147596426
4 X_c 0.679434462669 0.679445867152
4 mass_cc 0.244930004458 0.244955083129
4 Y_surf -0.115108782697 0.0756173691871
4 L 0.650974855143 0.651311008014
4 radius 0.585830960478 0.58652168278
4 M 0.577079076932 0.580998130996
4 Y -0.282844703113 0.0109400879555
4 Z 0.583891224773 0.645187790758
4 alpha -0.347087764613 -0.262198407872
4 overshoot -0.843955367018 -0.187403502526
4 diffusion -0.0322678068869 0.00522593452234
4 age 0.385937050527 0.443400057077
4 X_c 0.719732374286 0.72014556564
4 mass_cc 0.150696101338 0.169325284888
4 Y_surf 0.352117125908 0.371038003046
4 L 0.663621424916 0.667921848721
4 radius 0.449963629217 0.485999832556
4 M 0.190291979829 0.293330272643
4 Y -0.623485576917 -0.164016802787
4 Z 0.578951903 0.641470320714
4 alpha -0.246934851249 -0.158700445154
4 overshoot -0.180171984405 0.0104327928657
4 diffusion -0.266370248697 -0.0189029509546
4 age 0.239249053538 0.263084391993
4 X_c 0.52641126001 0.527788510405
4 mass_cc -0.0312259307614 0.0665656259647
4 Y_surf 0.435629609641 0.445224901677
4 L 0.0605153470155 0.277072990349
4 radius 0.553497284076 0.553869585689
4 M -0.634396234985 0.200087574756
4 Y -0.0693685685341 -0.0659852895143
4 Z -0.00452484388521 0.528141410861
4 alpha -0.487113000232 -0.332968747963
4 overshoot -0.210263207164 -0.00156655712213
4 diffusion -0.0909195699919 0.000280081927591
4 age 0.488260781746 0.540049480493
4 X_c 0.559187510218 0.600218524093
4 mass_cc -0.775485485234 -0.245755862955
4 Y_surf -0.595687191565 -0.0717457383824
4 L -0.356876319341 0.3576935628
4 radius 0.342159215705 0.42440845046
4 M 0.213482847265 0.273546341149
4 Y -0.0254784533909 -0.0181820040008
4 Z -0.768461049054 0.319750381973
4 alpha -0.163566770209 -0.133861833581
4 overshoot -0.997148755938 -0.516191720112
4 diffusion -2.43662843255 -0.460157100034
4 age 0.559953262598 0.605096280291
4 X_c -0.0957417029956 0.368006148136
4 mass_cc -0.582620648609 0.124178009641
4 Y_surf 0.0470630084829 0.0740884772007
4 L -0.0505696988504 0.169344260686
4 radius 0.427447819276 0.711836527558
4 M 0.349359809181 0.435391459134
4 Y -0.746067557797 -0.328967939632
4 Z 0.399344710861 0.455351423781
4 alpha -0.384190013831 -0.37250306995
4 overshoot -2.30903606521 -0.58877605298
4 diffusion -0.0535202484974 -0.0375373533354
4 age -0.205177675627 0.0483519370617
4 X_c 0.516061306693 0.521191302565
4 mass_cc -0.372355403217 -0.116167049317
4 Y_surf -0.135107688677 -0.0327652589366
4 L 0.799459605264 0.811022947719
4 radius 0.306939722416 0.388112666857
4 M 0.190840188548 0.273611886821
4 Y -1.2283604862 -0.813762812801
4 Z -0.24690071913 0.0300401934199
4 alpha -0.084206766203 -0.0829843183655
4 overshoot -0.132691081793 0.0024054695213
4 diffusion -0.0765438303706 -0.0551474763492
4 age 0.0669961421437 0.142886623417
4 X_c 0.443983007502 0.4442853897
4 mass_cc -0.18790345954 -0.102986690044
4 Y_surf 0.251438166753 0.251438387093
4 L 0.718252078285 0.723976973599
4 radius 0.149372392279 0.2484026867
4 M 0.600659424786 0.607790339267
4 Y -0.556846329266 -0.0663084353313
4 Z 0.572825738719 0.57305909559
4 alpha -0.763242426054 -0.149809532318
4 overshoot -0.705897366628 -0.414157572614
4 diffusion -0.0526394856635 0.00540149473778
4 age 0.589217487539 0.589811582453
4 X_c 0.678767553108 0.680741046255
4 mass_cc -0.245780744865 0.0600559290801
4 Y_surf 0.260825942833 0.32179646955
4 L 0.716557706906 0.716917941427
4 radius 0.612966371791 0.620139953123
4 M 0.447330094435 0.496348928088
4 Y -0.312841509252 -0.22775709122
4 Z 0.0830373139933 0.203988092409
4 alpha -0.913487416775 -0.129393277528
4 overshoot -0.169741906947 -0.0601663165127
4 diffusion -0.0919082914022 0.000197077763614
4 age 0.583983923382 0.63429859435
4 X_c 0.561708030548 0.564523776369
4 mass_cc 0.169012188558 0.213291357205
4 Y_surf 0.485225196383 0.488897943986
4 L 0.42295034284 0.431600860783
4 radius 0.448563061776 0.570204132783
4 M 0.647931858563 0.655176231652
4 Y -0.214310313812 -0.0492590210411
4 Z 0.158806937348 0.271101818489
4 alpha -1.5625415227 -0.0174101349718
4 overshoot -2.00172638377 -1.13064685171
4 diffusion -0.0929066773457 -1.6014733994e-05
4 age 0.457103478838 0.480039607444
4 X_c 0.61535833861 0.615609180854
4 mass_cc 0.0872113099292 0.25083366598
4 Y_surf -0.340276211621 -0.00373735079585
4 L 0.421900809006 0.422914442818
4 radius 0.849741277446 0.860243508079
4 M 0.551350025879 0.578086525177
4 Y -0.713219137995 -0.645376483755
4 Z -0.0406704313919 0.100245647049
4 alpha -0.448907255821 -0.21417937863
4 overshoot -0.636916202928 -0.611737055277
4 diffusion 0.00727906235927 0.00729127327405
4 age 0.612206702398 0.61265786755
4 X_c 0.320641202642 0.475610303368
4 mass_cc -0.509743571438 -0.402649693204
4 Y_surf 0.415090298126 0.532577564789
4 L 0.601544961779 0.626204616174
4 radius 0.488152574062 0.54159507598
4 M 0.393804268567 0.423083384398
4 Y -0.728880078026 -0.165251101827
4 Z 0.265143348709 0.370730469673
4 alpha -0.484572993858 -0.445446813166
4 overshoot -2.19697599004 -0.814729079118
4 diffusion -0.0931697503041 1.68543223522e-05
4 age 0.531607138196 0.547916909049
4 X_c 0.461805942212 0.46547972171
4 mass_cc -0.80907070915 -0.40081282355
4 Y_surf -0.041834391724 0.125486620486
4 L 0.613249673585 0.65172563958
4 radius 0.595770871541 0.601012395102
4 M 0.575455265279 0.664393402372
4 Y -1.41770761281 -0.819788830091
4 Z -0.205611860171 0.0356478731556
4 alpha -0.0290721270592 -0.0289871820105
4 overshoot -0.528485231427 -0.527968320483
4 diffusion -0.227747612733 -0.226140888786
4 age 0.153352123351 0.218166816662
4 X_c 0.596147983403 0.597582580372
4 mass_cc 0.0483764455843 0.0486165117088
4 Y_surf -1.28997575437 0.143720929731
4 L 0.701960730826 0.71182135654
4 radius 0.689259749408 0.723425937893
4 M 0.228169912274 0.246761017423
4 Y -0.326884262497 0.015182250815
4 Z -0.297968737068 0.182912510644
4 alpha -0.637542941657 -0.584661462171
4 overshoot -0.116815633439 -0.080445750729
4 diffusion -0.0885609017645 0.000351685973898
4 age 0.586271601843 0.587205350296
4 X_c 0.641892666953 0.676947364998
4 mass_cc -0.0985185440494 -0.0419860154879
4 Y_surf 0.294857162999 0.3239580923
4 L 0.263268735312 0.322296544557
4 radius 0.549267997389 0.619206001693
4 M 0.19243761507 0.19611106525
4 Y -0.141434692508 -0.0963418367195
4 Z 0.774525845586 0.782434481304
4 alpha -0.825468617705 -0.654082186844
4 overshoot -0.623307180039 -0.343590087978
4 diffusion -7.28455060385 -2.97414156089
4 age 0.332427049172 0.332607834496
4 X_c 0.236504948149 0.421665275494
4 mass_cc -0.177675541571 0.0651170957701
4 Y_surf 0.649693510748 0.661536083331
4 L 0.260394931419 0.260530268544
4 radius 0.374646118193 0.409167174701
4 M 0.281341748544 0.436877671716
4 Y -1.46561711897 -1.42149317744
4 Z -0.725909753447 -0.027192836032
4 alpha -1.23415245053 -0.0368829382208
4 overshoot -1.04799541812 -0.579236619153
4 diffusion -0.0928218039634 4.68372480663e-05
4 age 0.488714863064 0.502515899151
4 X_c 0.478987222225 0.525341093221
4 mass_cc -0.364512002152 -0.197680889886
4 Y_surf 0.0266994825629 0.087219778292
4 L 0.629259601037 0.642840523939
4 radius 0.497249348118 0.55267558325
8 M 0.422371502757 0.457589731909
8 Y -0.599212418902 -0.588929972304
8 Z 0.13613810551 0.407725414612
8 alpha -0.497480052092 -0.445589152548
8 overshoot -0.0983701075003 -0.0983041347927
8 diffusion -0.0284208384209 0.0197856610713
8 age 0.520711136181 0.538406422825
8 X_c 0.448980932266 0.531826411312
8 mass_cc 0.0909653768834 0.10288792702
8 Y_surf 0.302172537218 0.325200604907
8 L 0.625443911964 0.643576534966
8 radius 0.605926110536 0.611426485415
8 M 0.555407200507 0.593650228278
8 Y -0.444602563325 -0.444530594018
8 Z 0.0363882236452 0.183329427991
8 alpha -0.433918906961 -0.431272529074
8 overshoot -0.214828215556 -0.09899656468
8 diffusion -1.23899383401 -0.685586247595
8 age 0.409667762517 0.429428166884
8 X_c 0.688967161185 0.694446310307
8 mass_cc 0.0508513435189 0.0535735243844
8 Y_surf 0.0312716159386 0.305106934592
8 L 0.833718728954 0.840205552887
8 radius 0.60707820896 0.627273624799
8 M 0.463947564283 0.508626411566
8 Y -1.05017375677 -0.293373694062
8 Z -0.082904262377 0.0758388174301
8 alpha -0.494759463784 -0.425697442458
8 overshoot -1.71477309898 -1.09346910883
8 diffusion -0.566615232585 -0.518635301443
8 age 0.620251474439 0.636831500318
8 X_c 0.557624089678 0.576291285217
8 mass_cc -0.782400860807 -0.040270186004
8 Y_surf 0.509309843531 0.51225253413
8 L 0.753092246778 0.753164878957
8 radius 0.637157357438 0.640363023109
8 M 0.604975563316 0.613386716126
8 Y -0.53057375333 -0.422135260564
8 Z 0.721794726434 0.721808305041
8 alpha -0.358396988564 -0.310310323675
8 overshoot -1.25640179956 -0.61922140783
8 diffusion -0.655185543409 -0.400829110591
8 age 0.365466967333 0.396790753275
8 X_c 0.62512120796 0.640861530867
8 mass_cc 0.107880818929 0.253001276587
8 Y_surf 0.642185932046 0.645895592277
8 L 0.536316132537 0.545128568829
8 radius 0.706374638107 0.716474958868
8 M 0.71830409658 0.742921584372
8 Y -0.290817681343 -0.227026208795
8 Z -0.104852886057 0.0751553701614
8 alpha -0.287018295111 -0.110510843664
8 overshoot -0.181587397737 -0.151097306371
8 diffusion 0.0225759199732 0.0228409156697
8 age 0.672507719561 0.675882935703
8 X_c 0.712247397395 0.71227088591
8 mass_cc 0.229293209295 0.246630640721
8 Y_surf 0.567989154126 0.568224300201
8 L 0.747921604277 0.747988072479
8 radius 0.73443575998 0.743072580876
8 M 0.738793969124 0.751492296797
8 Y -0.399284738832 -0.0692822505575
8 Z 0.455889498104 0.458307170615
8 alpha -0.385211481165 -0.242195459936
8 overshoot -0.921501408128 -0.664770104559
8 diffusion 0.00434421366833 0.02864039246
8 age 0.565301494637 0.565307749795
8 X_c 0.734659154419 0.746306457573
8 mass_cc 0.0244095875489 0.0255244285358
8 Y_surf 0.347969162853 0.387781285844
8 L 0.858179070546 0.858757891854
8 radius 0.692770897006 0.701767306225
8 M 0.629322528161 0.632472747895
8 Y -0.286175003079 -0.265883048143
8 Z 0.414497904183 0.538772323623
8 alpha -0.173885184564 -0.13125903679
8 overshoot -0.40523976899 -0.344119033745
8 diffusion -0.0460873239877 -0.040432141271
8 age 0.624116796541 0.624129190975
8 X_c 0.64217487163 0.654706329003
8 mass_cc 0.097922934139 0.0989971515106
8 Y_surf 0.426839933672 0.49486268023
8 L 0.838356937727 0.841068675059
8 radius 0.678815025728 0.682718946593
8 M 0.663817052988 0.66396401275
8 Y -0.437135817063 -0.209385601983
8 Z 0.614570777596 0.648903026326
8 alpha -0.681041443459 -0.677994226911
8 overshoot -1.155173112 -1.05463485983
8 diffusion -0.00657182742889 0.0157840692565
8 age 0.55788227741 0.559247983846
8 X_c 0.639428574753 0.64209479863
8 mass_cc -0.11953753922 -0.0432173586317
8 Y_surf 0.232374459062 0.274854103902
8 L 0.848684611538 0.848784641918
8 radius 0.596547775634 0.597073295296
8 M 0.563712961422 0.569161328059
8 Y -0.529855945447 -0.352252366591
8 Z 0.197962915791 0.288612184566
8 alpha -0.369497985901 -0.364808416904
8 overshoot -0.102681917079 -0.0928353845561
8 diffusion -0.0854206103515 -0.0845369961277
8 age 0.412624269325 0.450325336451
8 X_c 0.510249557823 0.511822524924
8 mass_cc -0.196806739547 -0.193094937023
8 Y_surf -0.0526028575289 0.254212773862
8 L 0.831080994832 0.833963334756
8 radius 0.524180148328 0.538412365556
8 M 0.650979413539 0.653294756839
8 Y -0.464661328315 -0.462507306852
8 Z 0.443259903956 0.464264551734
8 alpha -0.620847671005 -0.601817069597
8 overshoot -0.243802831472 -0.22258275797
8 diffusion -0.321584238866 -0.321392542079
8 age 0.664570352743 0.666350055987
8 X_c 0.711691775596 0.715815948944
8 mass_cc -0.0674679292299 -0.0498978754854
8 Y_surf 0.384519589343 0.392399256644
8 L 0.817619118584 0.820167847305
8 radius 0.595747965108 0.599451680013
8 M 0.741848404605 0.747255512469
8 Y -0.8152559247 -0.811631364785
8 Z 0.705082517786 0.749893186802
8 alpha -0.22826872097 -0.222660115703
8 overshoot -0.0429961764615 -0.0400767935388
8 diffusion -0.0851394663235 0.000538951433721
8 age 0.671074514616 0.678852019424
8 X_c 0.736976579645 0.741782717321
8 mass_cc 0.0893482872133 0.123020748899
8 Y_surf -0.140569633794 -0.102052150675
8 L 0.726589064809 0.767496803573
8 radius 0.672516314779 0.691270663411
8 M 0.473439307067 0.535145270653
8 Y -0.587992953942 -0.144111371853
8 Z 0.524069994496 0.567174200004
8 alpha -0.209785996561 -0.176763769224
8 overshoot -1.3161357743 -0.731122027017
8 diffusion 0.0521051103281 0.0529814848371
8 age 0.297143926049 0.298333255124
8 X_c 0.586264831122 0.586510546766
8 mass_cc -0.37041409715 -0.232975447996
8 Y_surf 0.561287710393 0.573353176136
8 L 0.839268474562 0.842096916988
8 radius 0.472876140739 0.475334825827
8 M 0.584131712071 0.604002148708
8 Y -0.58671433503 -0.549367409562
8 Z 0.22011386558 0.285009501155
8 alpha -0.534521403039 -0.525070777473
8 overshoot -0.0300667742563 -0.00739151339132
8 diffusion -0.767822254017 -0.556888292303
8 age 0.662523990773 0.673608618755
8 X_c 0.713674383723 0.73184904418
8 mass_cc 0.117647181432 0.121007322274
8 Y_surf 0.232690996859 0.42833203899
8 L 0.846716417775 0.846814491189
8 radius 0.655769252045 0.67411162024
8 M 0.692750174955 0.692782646883
8 Y -0.758023262345 -0.403651415612
8 Z 0.586193965827 0.586359783776
8 alpha -0.223761190851 -0.204703454848
8 overshoot -0.784096809211 -0.755003125605
8 diffusion -1.22602271031 -1.12445002879
8 age 0.390275169499 0.403574838196
8 X_c 0.715865490307 0.716300636164
8 mass_cc 0.0549796736598 0.0561474863533
8 Y_surf 0.184520760917 0.420988454771
8 L 0.754998258643 0.774197834316
8 radius 0.782877873381 0.783508284373
8 M 0.460646523408 0.470829026663
8 Y -0.477267734858 -0.271751763356
8 Z 0.77084134599 0.782627599082
8 alpha -0.449140194116 -0.417063016214
8 overshoot -0.0376679504872 -0.0299862166385
8 diffusion -0.227368534823 -0.216304144058
8 age 0.242275969781 0.281015157405
8 X_c 0.68155533406 0.682799002068
8 mass_cc -0.069796632412 -0.0541955992837
8 Y_surf 0.450515390784 0.458796336383
8 L 0.776584428386 0.794968400081
8 radius 0.354666955169 0.357552018144
8 M 0.605519164025 0.650655636694
8 Y -0.24572004704 -0.151563157767
8 Z 0.567744904608 0.56823462209
8 alpha -0.395702090959 -0.32940482842
8 overshoot -0.150207398358 -0.0295869083943
8 diffusion -0.105921139401 -0.06108818014
8 age 0.464314802246 0.51993967362
8 X_c 0.684052162353 0.69708090962
8 mass_cc 0.234800414758 0.276612086997
8 Y_surf 0.326205154445 0.332643925304
8 L 0.874293820995 0.87447482666
8 radius 0.528289412564 0.600764193519
8 M 0.603675389659 0.623537711798
8 Y -0.502619706269 -0.213450660545
8 Z -0.111435574162 0.104837541011
8 alpha -0.373706232874 -0.222903922587
8 overshoot -0.827206485324 -0.554213485268
8 diffusion -0.0269304053461 0.0278529967642
8 age 0.61490626134 0.638778003973
8 X_c 0.644591121885 0.646224076235
