num_trees variable cv ev
2 radius 0.971116984184 0.971174383348
2 M 0.926278220094 0.92655385266
2 Y 0.0187825873609 0.025873851209
2 Z 0.948047446932 0.948175089289
2 alpha -0.17961480408 -0.17693051297
2 overshoot 0.411790129613 0.412129399992
2 diffusion 0.383391945862 0.383979846233
2 age 0.942868675636 0.943162961776
2 X_c 0.937141260982 0.937280282665
2 mass_cc 0.751625850924 0.751792452637
2 Y_surf 0.840850115439 0.840852367302
2 L 0.98940920571 0.989438252769
2 radius 0.977790930675 0.977818805956
2 M 0.922237869984 0.922459090341
2 Y 0.00604904552982 0.0060588132309
2 Z 0.955474563799 0.95582970269
2 alpha -0.191570413993 -0.190299889183
2 overshoot 0.47043488189 0.476498404674
2 diffusion 0.474454203867 0.475179678532
2 age 0.912806166308 0.913496363055
2 X_c 0.937375099262 0.937390889745
2 mass_cc 0.766036676858 0.768008278289
2 Y_surf 0.786613090434 0.78701410745
2 L 0.991149921521 0.991151653663
2 radius 0.974677383348 0.974694139197
2 M 0.924259003505 0.924304850484
2 Y -0.0717206515602 -0.0714042595397
2 Z 0.962344302467 0.962351683177
2 alpha -0.252778314001 -0.243610033704
2 overshoot 0.446692312619 0.450176518485
2 diffusion 0.503070917687 0.503080585864
2 age 0.941082525606 0.941192771181
2 X_c 0.939252104121 0.939253940971
2 mass_cc 0.779985720753 0.780675823119
2 Y_surf 0.858491564343 0.858492039328
2 L 0.987565142047 0.987565150416
2 radius 0.967557680564 0.967582798953
2 M 0.920907156769 0.920917085184
2 Y -0.0397888825059 -0.0390172621283
2 Z 0.957522782393 0.957523633059
2 alpha -0.139790304851 -0.135915050666
2 overshoot 0.383594985003 0.385295908958
2 diffusion 0.444867590761 0.44491958581
2 age 0.933076187414 0.933201885421
2 X_c 0.932636947543 0.932898883911
2 mass_cc 0.715821873537 0.717564969833
2 Y_surf 0.815260040346 0.815279865683
2 L 0.988599570777 0.988600216025
2 radius 0.979995036864 0.979998597573
2 M 0.919892997592 0.920927317022
2 Y -0.0793029570085 -0.0598395515702
2 Z 0.955829099135 0.955914557598
2 alpha -0.150611884929 -0.143220496805
2 overshoot 0.34620522404 0.346211359662
2 diffusion 0.369323033159 0.369412675303
2 age 0.92973162709 0.92986303751
2 X_c 0.929270081459 0.92970924575
2 mass_cc 0.766530114982 0.766911593855
2 Y_surf 0.830259702067 0.830831736056
2 L 0.988915989363 0.988916590419
2 radius 0.96855134581 0.968648343376
2 M 0.922368904656 0.922528426365
2 Y -0.0388695618196 -0.0369276432071
2 Z 0.948290222405 0.948298599314
2 alpha -0.235260630337 -0.234060882594
2 overshoot 0.43253972347 0.437035379548
2 diffusion 0.433090562477 0.433851790246
2 age 0.91244936775 0.913099511765
2 X_c 0.938362262411 0.938369918295
2 mass_cc 0.74488855646 0.747369042293
2 Y_surf 0.824788577453 0.824865803315
2 L 0.989511735603 0.989512377827
2 radius 0.977261740925 0.977261748187
2 M 0.925901157303 0.92641534677
2 Y -0.0503790666256 -0.0392104666542
2 Z 0.95138189843 0.951443700004
2 alpha -0.230692210148 -0.230619652436
2 overshoot 0.406627568816 0.409228900644
2 diffusion 0.430567067675 0.431365134548
2 age 0.936209318944 0.936332783752
2 X_c 0.93728557416 0.937308158777
2 mass_cc 0.764886418778 0.765812743941
2 Y_surf 0.818159014429 0.818464140355
2 L 0.988952370024 0.988963920114
2 radius 0.97078890102 0.970816403189
2 M 0.926997429807 0.927036736213
2 Y 0.0362696778888 0.0372071682782
2 Z 0.949870372313 0.950177472045
2 alpha -0.204229274563 -0.204227043911
2 overshoot 0.43183461089 0.43183644889
2 diffusion 0.438034792286 0.438717256771
2 age 0.921078466912 0.921244192233
2 X_c 0.935745577216 0.935788730642
2 mass_cc 0.767980390386 0.768106922747
2 Y_surf 0.822372925495 0.822374201808
2 L 0.990832479187 0.990840520683
2 radius 0.974201339654 0.974239490439
2 M 0.924848198118 0.924848738017
2 Y -0.00716933795614 -0.00698699707058
2 Z 0.953301207775 0.953422601747
2 alpha -0.0914722135185 -0.0883097461108
2 overshoot 0.391281543113 0.391328291813
2 diffusion 0.371473819286 0.374446688018
2 age 0.918720179061 0.919189264494
2 X_c 0.936859374208 0.936860540437
2 mass_cc 0.772149687158 0.772273855063
2 Y_surf 0.804096996356 0.804626346256
2 L 0.98852073539 0.988534729126
2 radius 0.971692058794 0.971722961589
2 M 0.929535020864 0.930187600707
2 Y -0.0270651768253 -0.0165984775376
2 Z 0.970212861864 0.970279192315
2 alpha -0.169389300163 -0.164371462949
2 overshoot 0.335839278053 0.335842325937
2 diffusion 0.522206785984 0.522393490813
2 age 0.925850249901 0.925909000154
2 X_c 0.936348964334 0.936428367044
2 mass_cc 0.727077298664 0.727458357093
2 Y_surf 0.816513306543 0.817032426344
2 L 0.991846423885 0.991846582295
2 radius 0.979281267468 0.979382725635
4 M 0.939458533535 0.939501215215
4 Y 0.175967889922 0.175972148454
4 Z 0.962246727771 0.962849947726
4 alpha -0.0304609085495 -0.0226576706173
4 overshoot 0.54924045935 0.554541083538
4 diffusion 0.44914166912 0.452147358672
4 age 0.929732678916 0.929920755459
4 X_c 0.949441837732 0.949700223472
4 mass_cc 0.794117520425 0.797148796782
4 Y_surf 0.837045679853 0.837316473469
4 L 0.993084092818 0.993087182385
4 radius 0.984308539964 0.984308624722
4 M 0.940087603773 0.94030311124
4 Y 0.145734102474 0.147277377951
4 Z 0.96689072155 0.967056108243
4 alpha -0.0561239835475 -0.0516125908886
4 overshoot 0.520685577584 0.525114856076
4 diffusion 0.580969230159 0.581127410644
4 age 0.943569308704 0.943910618995
4 X_c 0.951799897351 0.951803047231
4 mass_cc 0.795452474609 0.796625127098
4 Y_surf 0.887191441371 0.887387607506
4 L 0.993076997244 0.993081401987
4 radius 0.98256619458 0.982590629531
4 M 0.943455760772 0.943608398226
4 Y 0.181088245347 0.185908603474
4 Z 0.968202994348 0.968281125208
4 alpha 0.0840502053537 0.0843893378828
4 overshoot 0.48131919851 0.484245540545
4 diffusion 0.56100026115 0.561026158488
4 age 0.941432434524 0.941441826699
4 X_c 0.954801386387 0.95480910118
4 mass_cc 0.818133715395 0.818998328851
4 Y_surf 0.864613051897 0.864617572264
4 L 0.993391988048 0.993394111712
4 radius 0.986316804125 0.98631837372
4 M 0.943455830632 0.944103095105
4 Y 0.151620180932 0.163966734124
4 Z 0.974128260823 0.974148156025
4 alpha -0.0457154684014 -0.0332268452625
4 overshoot 0.487368006146 0.487408880909
4 diffusion 0.594805820368 0.596108078855
4 age 0.950120527752 0.950212519567
4 X_c 0.956302785396 0.95631951466
4 mass_cc 0.802164492792 0.803446792678
4 Y_surf 0.861944540075 0.862146056137
4 L 0.993691238786 0.99369125655
4 radius 0.987356032405 0.987444921091
4 M 0.946697530446 0.946812357118
4 Y 0.213800112381 0.213848416534
4 Z 0.968517478011 0.969159765834
4 alpha 0.0625921584228 0.0632577617079
4 overshoot 0.462038378027 0.462847773221
4 diffusion 0.599067358756 0.599102140283
4 age 0.953020968734 0.953024826934
4 X_c 0.953782404353 0.953838964248
4 mass_cc 0.817877683974 0.81871031375
4 Y_surf 0.855786774156 0.85579484612
4 L 0.993705637562 0.993707872001
4 radius 0.987242735319 0.98724564993
4 M 0.946222047436 0.946224017947
4 Y 0.176318309201 0.176357982735
4 Z 0.968202000663 0.96835198121
4 alpha 0.0366837967659 0.0371434099421
4 overshoot 0.553225148832 0.553246242684
4 diffusion 0.579445686868 0.579454359111
4 age 0.968613099826 0.96861931145
4 X_c 0.955554467862 0.955556088044
4 mass_cc 0.840923337189 0.840923423678
4 Y_surf 0.851754839076 0.852017443673
4 L 0.994237916385 0.994240872486
4 radius 0.980456801079 0.980458324704
4 M 0.941960979777 0.942648377276
4 Y 0.147688284783 0.164809150335
4 Z 0.96922526297 0.96925510501
4 alpha 0.0236662752229 0.0238335249436
4 overshoot 0.523568499741 0.527973677374
4 diffusion 0.601794017794 0.601971232133
4 age 0.935429790378 0.935504769906
4 X_c 0.952274855033 0.952331227163
4 mass_cc 0.797851748667 0.799798219315
4 Y_surf 0.873743827581 0.874805085374
4 L 0.994981787004 0.994985850157
4 radius 0.986538133683 0.986588812956
4 M 0.943052268746 0.943238773941
4 Y 0.172461901045 0.172620537004
4 Z 0.966151322182 0.966413358984
4 alpha 0.00372075313073 0.0134834199143
4 overshoot 0.551020346259 0.553843484372
4 diffusion 0.559587380451 0.55963066996
4 age 0.93344983989 0.934039848274
4 X_c 0.952401300176 0.952440733266
4 mass_cc 0.786569470044 0.789016009177
4 Y_surf 0.879533976173 0.879750910646
4 L 0.993534911034 0.993538034352
4 radius 0.98568052009 0.985700265906
4 M 0.93841166048 0.938413708042
4 Y 0.125719205082 0.126364953811
4 Z 0.967820208499 0.96807152498
4 alpha -0.00258838421967 0.00785274431246
4 overshoot 0.545091855456 0.548536886024
4 diffusion 0.535939158829 0.538964890092
4 age 0.927167287492 0.927788434509
4 X_c 0.950425242966 0.950497458677
4 mass_cc 0.795263320116 0.796651480516
4 Y_surf 0.860330992249 0.860540155087
4 L 0.992784092178 0.992796245131
4 radius 0.983375783755 0.983388912992
4 M 0.944676069938 0.944691349692
4 Y 0.240520056319 0.24134734649
4 Z 0.971675277282 0.971764792838
4 alpha 0.0799377814883 0.0824176165341
4 overshoot 0.493308260287 0.493330003265
4 diffusion 0.485845012434 0.488726013146
4 age 0.943388986067 0.94347567346
4 X_c 0.955226065611 0.955253293799
4 mass_cc 0.804756285797 0.80476392699
4 Y_surf 0.870922334148 0.871206821244
4 L 0.993776219211 0.993798212838
4 radius 0.979500634302 0.979500966313
4 M 0.937216822045 0.937894065327
4 Y 0.158349506979 0.164772041978
4 Z 0.970895569903 0.970964463538
4 alpha 0.0477854313767 0.0583289191436
4 overshoot 0.55517750977 0.557125235968
4 diffusion 0.563415244896 0.564781749551
4 age 0.93994275297 0.940353086044
4 X_c 0.95190253669 0.951911678316
4 mass_cc 0.793712131545 0.796499620921
4 Y_surf 0.860233977429 0.860546558555
4 L 0.991921992033 0.991923016262
4 radius 0.982880814755 0.982985468592
4 M 0.937569379501 0.937915030785
4 Y 0.177248791763 0.185513632901
4 Z 0.970177946931 0.970178802442
4 alpha 0.0631675285945 0.0637079483567
4 overshoot 0.509331413821 0.5093344059
4 diffusion 0.551604959359 0.551733666307
4 age 0.947119562771 0.947124491124
4 X_c 0.954785299577 0.954846968353
4 mass_cc 0.821389250665 0.821643632952
4 Y_surf 0.870545423785 0.870619669686
4 L 0.993450391974 0.993453276933
4 radius 0.980584550803 0.980629231816
4 M 0.942370828004 0.942430597674
4 Y 0.171475127863 0.173172006095
4 Z 0.971549806783 0.971597661597
4 alpha -0.00933518759783 -0.00426931626041
4 overshoot 0.564108765988 0.564122716803
4 diffusion 0.514349804129 0.514960039586
4 age 0.938023092796 0.938323266061
4 X_c 0.958028361212 0.95803324429
4 mass_cc 0.831576259069 0.83199446016
4 Y_surf 0.87603701031 0.876153764683
4 L 0.992839033615 0.992839320262
4 radius 0.98677702512 0.986783277293
4 M 0.939812767246 0.94024751051
4 Y 0.155151059922 0.166203158289
4 Z 0.967455673045 0.967648023335
4 alpha 0.0441871409361 0.0589497073824
4 overshoot 0.523341772604 0.526003511589
4 diffusion 0.540903502927 0.540912314407
4 age 0.951013534318 0.951110648178
4 X_c 0.948516722469 0.948963442761
4 mass_cc 0.807894732748 0.808287989187
4 Y_surf 0.8700702518 0.870756426565
4 L 0.992561345761 0.992622256037
4 radius 0.982851343136 0.982952821195
4 M 0.943761168039 0.943947569207
4 Y 0.123463399561 0.125104084199
4 Z 0.969854321418 0.969911352447
4 alpha 0.0228889584044 0.0229502810562
4 overshoot 0.57350141917 0.574900568744
4 diffusion 0.583848743631 0.583968833012
4 age 0.968246956806 0.968247494327
4 X_c 0.953394198549 0.953399480993
4 mass_cc 0.814245963804 0.815216642114
4 Y_surf 0.857909650767 0.858209456053
4 L 0.993128103821 0.99312926911
4 radius 0.983837174297 0.983846714339
4 M 0.940684675652 0.940823190553
4 Y 0.16883514031 0.169742744593
4 Z 0.964283386192 0.964595184058
4 alpha 0.0020046165273 0.00266279262805
4 overshoot 0.485931325116 0.49499400606
4 diffusion 0.485491788951 0.488928962912
4 age 0.939636266433 0.940132798497
4 X_c 0.94947601091 0.949569981042
4 mass_cc 0.804201914023 0.806882754469
4 Y_surf 0.862369300449 0.862474942832
4 L 0.993323602169 0.993323708342
4 radius 0.983021432837 0.983028092992
4 M 0.939763444125 0.93986350309
4 Y 0.191484156349 0.193143872451
4 Z 0.972337020214 0.9724395416
4 alpha 0.028698067638 0.041419798423
4 overshoot 0.451636033442 0.451880875134
4 diffusion 0.602557954926 0.60321046281
4 age 0.955860577546 0.955954725725
4 X_c 0.954527022579 0.954607067033
4 mass_cc 0.802612327578 0.802715135697
4 Y_surf 0.875585419437 0.876046837788
4 L 0.992795992153 0.992800794883
4 radius 0.985298750113 0.985304197859
4 M 0.940974727066 0.940983835442
4 Y 0.179878082327 0.180901076745
4 Z 0.97123341404 0.971247065569
4 alpha 0.0703634985527 0.0798631434715
4 overshoot 0.395762139311 0.396053905009
4 diffusion 0.578304766313 0.578366276493
4 age 0.946955644206 0.946960383417
4 X_c 0.954865826224 0.954866468463
4 mass_cc 0.81984321726 0.819859019113
4 Y_surf 0.891503210828 0.891534430316
4 L 0.993288205297 0.993288373353
4 radius 0.985094026911 0.985098459832
4 M 0.940797545149 0.941397406043
