l n nu dnu n_g
0 3 177.731 0.158 0 
0 4 211.005 0.151 0 
0 5 243.251 0.144 0 
0 6 275.469 0.137 0 
0 7 308.780 0.130 0 
0 8 342.453 0.062 0 
0 9 376.330 0.035 0 
0 10 410.130 0.038 0 
0 11 443.329 0.025 0 
0 12 476.164 0.024 0 
0 13 509.710 0.018 0 
0 14 544.298 0.017 0 
0 15 579.445 0.021 0 
0 16 614.751 0.034 0 
0 17 650.147 0.061 0 
0 18 685.101 0.171 0 
0 19 719.806 0.214 0 
0 20 754.667 0.225 0 
0 21 789.425 0.236 0 
0 22 824.521 0.248 0 
0 23 859.420 0.260 0 
0 24 894.733 0.273 0 
1 -4 168.841 0.217 7 
1 -9 178.083 0.207 12 
1 -8 185.454 0.197 11 
1 -7 193.446 0.188 11 
1 -6 211.580 0.179 10 
1 -5 217.959 0.170 9 
1 -4 234.318 0.162 9 
1 1 249.677 0.154 4 
1 -2 262.543 0.147 8 
1 3 282.419 0.140 3 
1 0 297.582 0.133 7 
1 5 315.571 0.127 2 
1 4 338.850 0.121 4 
1 3 352.136 0.115 5 
1 6 376.572 0.112 3 
1 5 395.286 0.056 5 
1 6 419.087 0.042 4 
1 9 440.252 0.031 2 
1 8 462.081 0.025 4 
1 9 489.565 0.019 3 
1 10 513.694 0.019 3 
1 11 534.130 0.016 3 
1 12 563.558 0.020 3 
1 13 596.405 0.028 3 
1 14 628.584 0.059 2 
1 15 650.945 0.118 2 
1 16 671.877 0.249 2 
1 17 703.267 0.262 2 
1 18 736.930 0.275 2 
1 19 771.554 0.289 2 
1 20 805.909 0.303 2 
1 21 839.525 0.318 2 
1 22 873.528 0.334 1 
1 23 900.679 0.351 1 
2 -19 172.955 0.241 22 
2 -18 178.358 0.230 21 
2 -17 186.490 0.219 20 
2 -16 195.139 0.208 20 
2 -15 198.906 0.198 19 
2 -14 208.129 0.189 18 
2 -13 213.316 0.180 17 
2 -12 222.385 0.171 16 
2 -11 235.140 0.163 16 
2 -10 238.340 0.155 15 
2 -9 251.940 0.148 14 
2 -8 265.497 0.141 14 
2 -7 271.245 0.134 13 
2 -6 283.296 0.128 12 
2 -5 296.226 0.122 11 
2 -4 305.438 0.116 11 
2 -3 319.459 0.110 10 
2 -2 337.804 0.105 10 
2 -1 347.895 0.100 9 
2 0 372.005 0.095 9 
2 1 383.795 0.091 8 
2 2 405.952 0.087 8 
2 3 427.128 0.082 7 
2 4 439.554 0.078 7 
2 5 472.479 0.075 7 
2 6 480.941 0.047 6 
2 7 506.182 0.039 6 
2 8 540.726 0.032 6 
2 9 550.618 0.030 5 
2 10 576.058 0.046 5 
2 11 611.490 0.080 5 
2 12 637.084 0.215 4 
2 13 647.011 0.351 4 
2 14 681.152 0.369 4 
2 15 717.185 0.387 4 
2 16 746.936 0.407 3 
2 17 752.411 0.427 3 
2 18 787.238 0.449 3 
2 19 821.115 0.471 3 
2 20 857.110 0.495 3 
2 21 891.786 0.519 3 
