l n nu dnu n_g
0 2 126.631 0.126 0 
0 3 156.521 0.120 0 
0 4 186.559 0.115 0 
0 5 216.046 0.109 0 
0 6 246.209 0.104 0 
0 7 276.121 0.050 0 
0 8 305.236 0.028 0 
0 9 333.453 0.031 0 
0 10 362.185 0.020 0 
0 11 392.154 0.020 0 
0 12 422.733 0.015 0 
0 13 453.152 0.014 0 
0 14 483.039 0.017 0 
0 15 513.082 0.028 0 
0 16 543.393 0.051 0 
0 17 574.570 0.144 0 
0 18 605.521 0.180 0 
0 19 636.505 0.189 0 
0 20 667.918 0.198 0 
0 21 698.834 0.208 0 
0 22 729.386 0.219 0 
0 23 760.044 0.230 0 
1 -22 134.969 0.291 25 
1 -21 139.955 0.277 24 
1 -20 146.114 0.264 23 
1 -19 152.550 0.251 22 
1 -18 159.173 0.239 21 
1 -17 161.581 0.228 20 
1 -16 168.506 0.217 20 
1 -7 176.051 0.207 11 
1 -4 182.092 0.197 8 
1 -13 190.154 0.188 17 
1 -12 195.560 0.179 17 
1 -11 202.448 0.170 16 
1 -10 215.238 0.162 15 
1 -9 223.743 0.154 14 
1 -8 230.711 0.147 14 
1 -7 246.935 0.140 13 
1 0 254.053 0.133 6 
1 -5 267.405 0.127 12 
1 4 282.309 0.121 3 
1 -3 290.940 0.115 11 
1 4 309.952 0.110 4 
1 -1 319.254 0.104 10 
1 6 337.068 0.100 3 
1 1 351.392 0.049 9 
1 6 365.562 0.036 4 
1 7 384.394 0.027 4 
1 4 400.872 0.022 7 
1 9 417.333 0.016 3 
1 6 438.824 0.016 7 
1 7 458.305 0.014 6 
1 10 474.382 0.017 4 
1 9 498.296 0.024 6 
1 10 521.258 0.049 5 
1 13 536.942 0.097 3 
1 14 561.098 0.208 3 
1 13 588.841 0.219 5 
1 14 612.554 0.230 4 
1 15 628.346 0.241 4 
1 18 654.029 0.253 2 
1 17 683.415 0.266 4 
1 18 713.395 0.279 4 
1 19 739.229 0.293 3 
1 20 754.697 0.308 3 
1 21 778.352 0.323 3 
2 -42 132.161 0.413 44 
2 -41 134.423 0.393 43 
2 -41 134.132 0.374 43 
2 -38 143.975 0.356 41 
2 -37 148.236 0.339 40 
2 -36 149.208 0.323 39 
2 -35 151.269 0.308 38 
2 -34 156.672 0.293 37 
2 -33 160.653 0.279 36 
2 -32 164.024 0.266 35 
2 -31 166.628 0.253 34 
2 -30 170.821 0.241 33 
2 -29 176.119 0.230 33 
2 -28 180.988 0.219 32 
2 -27 182.309 0.208 31 
2 -26 188.088 0.198 30 
2 -25 194.646 0.189 29 
2 -24 201.444 0.180 28 
2 -23 205.517 0.171 28 
2 -22 210.144 0.163 27 
2 -21 215.706 0.155 26 
2 -20 219.858 0.148 25 
2 -19 227.680 0.141 24 
2 -18 236.794 0.134 24 
2 -17 241.576 0.128 23 
2 -16 247.103 0.122 22 
2 -15 257.986 0.116 21 
2 -14 269.596 0.111 21 
2 -13 271.980 0.105 20 
2 -12 283.402 0.100 19 
2 -11 295.709 0.095 18 
2 -10 301.109 0.091 18 
2 -9 308.410 0.087 17 
2 -8 320.938 0.082 16 
2 -7 330.560 0.079 16 
2 -6 339.015 0.075 15 
2 -5 358.428 0.071 15 
2 -4 360.474 0.068 14 
2 -3 384.281 0.065 14 
2 -2 388.868 0.062 13 
2 -1 412.176 0.040 12 
2 0 419.534 0.032 12 
2 1 444.081 0.026 11 
2 2 450.081 0.025 11 
2 3 479.677 0.039 11 
2 4 481.454 0.063 10 
2 5 509.791 0.172 10 
2 6 525.024 0.285 9 
2 7 540.150 0.300 9 
2 8 571.282 0.314 9 
2 9 578.879 0.330 8 
2 10 602.426 0.347 8 
2 11 634.088 0.364 8 
2 12 642.992 0.382 7 
2 13 665.015 0.401 7 
2 14 695.909 0.421 7 
2 15 719.127 0.443 6 
2 16 726.492 0.465 6 
2 17 757.791 0.488 6 
