name value uncertainty
Period 3.96697 0.001
I_Amplitude 0.552 0.000395979797464467
I_Skewness 3.99925 0.001
I_acuteness 1.16511 0.001
I_R21 0.46107 0.00227
I_R31 0.25464 0.00195
I_A1 0.20816 4e-04
I_A2 0.09598 0.00044
I_A3 0.05301 0.00039
V_Amplitude 0.684 0.0548997704913236
V_Skewness 1.92508 0.001
V_acuteness 1.07416 0.001
V_R21 0.50989 0.18537
V_R31 0.28021 0.12531
V_A1 0.3882 0.06772
V_A2 0.19794 0.06314
V_A3 0.10878 0.04479
