name value uncertainty
Period 5.55021 0.001
I_Amplitude 0.562 0.000367695526217005
I_Skewness 3.41938 0.001
I_acuteness 1.12272 0.001
I_R21 0.43106 0.0018
I_R31 0.19258 0.00174
I_A1 0.2268 0.00037
I_A2 0.09776 0.00037
I_A3 0.04368 0.00039
V_Amplitude 0.905 0.0192191623126504
V_Skewness 2.47784 0.001
V_acuteness 2.68934 0.001
V_R21 0.4203 0.05496
V_R31 0.16465 0.05181
V_A1 0.37789 0.01839
V_A2 0.15882 0.01928
V_A3 0.06222 0.01934
