name value uncertainty
Period 3.38045 0.001
I_Amplitude 0.503 0.000339411254969543
I_Skewness 3.32296 0.001
I_acuteness 1.40033 0.001
I_R21 0.39736 0.00172
I_R31 0.19708 0.00162
I_A1 0.20949 0.00033
I_A2 0.08325 0.00034
I_A3 0.04129 0.00033
V_Amplitude 0.849 0.00585484414822461
V_Skewness 2.99134 0.001
V_acuteness 1.79563 0.001
V_R21 0.39252 0.01807
V_R31 0.1945 0.01618
V_A1 0.35809 0.00544
V_A2 0.14056 0.00611
V_A3 0.06965 0.00569
