name value uncertainty
Period 6.93573 0.001
I_Amplitude 0.558 0.000523259018078045
I_Skewness 3.09844 0.001
I_acuteness 0.82873 0.001
I_R21 0.39517 0.0025
I_R31 0.17842 0.00238
I_A1 0.23247 0.00053
I_A2 0.09187 0.00054
I_A3 0.04148 0.00055
V_Amplitude 0.94 0.0112005714139949
V_Skewness 2.42729 0.001
V_acuteness 0.96958 0.001
V_R21 0.41318 0.03015
V_R31 0.14799 0.03044
V_A1 0.39005 0.00996
V_A2 0.16116 0.01102
V_A3 0.05772 0.01178
