l n nu dnu n_g
0 2 119.280 0.121 0 
0 3 149.182 0.115 0 
0 4 178.075 0.110 0 
0 5 207.211 0.105 0 
0 6 236.008 0.100 0 
0 7 264.328 0.048 0 
0 8 291.028 0.027 0 
0 9 318.353 0.029 0 
0 10 346.802 0.019 0 
0 11 375.452 0.019 0 
0 12 403.664 0.014 0 
0 13 431.748 0.014 0 
0 14 460.567 0.017 0 
0 15 489.832 0.027 0 
0 16 519.388 0.049 0 
0 17 548.962 0.137 0 
0 18 578.162 0.172 0 
0 19 607.296 0.180 0 
0 20 636.783 0.189 0 
0 21 666.587 0.199 0 
0 22 695.445 0.209 0 
0 23 724.827 0.219 0 
1 -15 130.991 0.374 18 
1 -28 134.926 0.356 31 
1 -27 138.339 0.339 30 
1 -26 143.845 0.323 29 
1 -25 148.957 0.308 28 
1 -20 153.795 0.293 23 
1 -23 155.751 0.279 26 
1 -22 160.476 0.266 26 
1 -21 167.087 0.253 25 
1 -10 173.830 0.241 14 
1 -3 179.201 0.230 7 
1 -18 183.547 0.219 22 
1 -17 189.579 0.208 22 
1 -2 194.772 0.198 7 
1 -9 202.540 0.189 14 
1 -14 211.744 0.180 19 
1 -13 217.207 0.171 18 
1 -12 224.322 0.163 18 
1 -11 236.556 0.155 17 
1 0 243.896 0.148 6 
1 -9 251.829 0.141 16 
1 -6 267.257 0.134 13 
1 -5 271.764 0.128 13 
1 -6 286.353 0.122 14 
1 5 296.497 0.116 3 
1 -4 308.302 0.110 13 
1 5 321.348 0.105 4 
1 -2 333.453 0.099 12 
1 7 347.418 0.049 3 
1 0 362.086 0.036 11 
1 7 374.615 0.026 4 
1 8 392.682 0.022 4 
1 7 405.375 0.015 5 
1 10 422.249 0.016 3 
1 5 442.600 0.013 8 
1 10 454.092 0.016 4 
1 11 476.546 0.023 4 
1 8 497.939 0.046 7 
1 13 510.505 0.092 3 
1 14 534.438 0.199 4 
1 11 558.907 0.208 6 
1 14 572.740 0.219 4 
1 15 593.985 0.230 4 
1 14 621.279 0.241 6 
1 15 643.658 0.253 5 
1 18 657.843 0.266 3 
1 19 682.969 0.279 3 
1 18 710.098 0.293 5 
1 19 737.791 0.308 5 
2 -55 127.633 0.621 57 
2 -53 131.329 0.592 55 
2 -52 134.341 0.564 54 
2 -51 136.233 0.537 53 
2 -50 137.265 0.511 53 
2 -49 139.971 0.487 52 
2 -48 143.742 0.464 51 
2 -47 143.966 0.442 50 
2 -46 146.095 0.421 49 
2 -45 149.243 0.401 48 
2 -44 152.133 0.381 47 
2 -43 156.332 0.363 46 
2 -42 159.487 0.346 45 
2 -41 162.524 0.330 44 
2 -40 164.753 0.314 43 
2 -39 168.347 0.299 43 
2 -38 171.896 0.285 42 
2 -37 174.143 0.271 41 
2 -36 176.623 0.258 40 
2 -35 180.290 0.246 39 
2 -34 185.063 0.234 38 
2 -33 190.425 0.223 37 
2 -32 195.635 0.212 36 
2 -31 200.552 0.202 36 
2 -30 201.777 0.193 35 
2 -29 207.195 0.183 34 
2 -28 212.694 0.175 33 
2 -27 217.198 0.166 32 
2 -26 221.973 0.159 31 
2 -25 228.604 0.151 31 
2 -24 232.658 0.144 30 
2 -23 236.252 0.137 29 
2 -22 244.668 0.130 28 
2 -21 253.074 0.124 27 
2 -20 260.353 0.118 27 
2 -19 262.777 0.113 26 
2 -18 272.695 0.107 25 
2 -17 283.312 0.102 25 
2 -16 287.337 0.097 24 
2 -15 294.986 0.093 23 
2 -14 306.519 0.088 22 
2 -13 314.053 0.084 22 
2 -12 318.569 0.080 21 
2 -11 328.994 0.076 20 
2 -10 341.923 0.073 20 
2 -9 344.530 0.069 19 
2 -8 358.949 0.066 18 
2 -7 372.549 0.063 18 
2 -6 377.670 0.060 17 
2 -5 398.377 0.039 17 
2 -4 401.014 0.031 16 
2 -3 422.242 0.025 15 
2 -2 428.990 0.023 15 
2 -1 449.151 0.036 14 
2 0 457.881 0.060 14 
2 1 479.546 0.162 13 
2 2 487.301 0.265 13 
2 3 514.225 0.278 13 
2 4 516.878 0.292 12 
2 5 545.548 0.306 12 
2 6 554.362 0.322 11 
2 7 575.541 0.338 11 
2 8 599.860 0.355 10 
2 9 604.900 0.372 10 
2 10 633.786 0.391 10 
2 11 653.858 0.410 9 
2 12 662.949 0.431 9 
2 13 693.248 0.452 9 
2 14 719.178 0.475 9 
2 15 722.378 0.499 8 
