l n nu dnu n_g
0 3 147.198 0.115 0 
0 4 176.541 0.109 0 
0 5 205.844 0.104 0 
0 6 235.043 0.099 0 
0 7 262.649 0.047 0 
0 8 289.376 0.027 0 
0 9 317.118 0.029 0 
0 10 345.403 0.019 0 
0 11 373.205 0.019 0 
0 12 400.871 0.014 0 
0 13 429.152 0.014 0 
0 14 458.001 0.017 0 
0 15 486.987 0.027 0 
0 16 515.771 0.049 0 
0 17 544.710 0.136 0 
0 18 573.391 0.170 0 
0 19 603.059 0.179 0 
0 20 632.220 0.188 0 
0 21 661.126 0.197 0 
0 22 690.777 0.207 0 
0 23 719.614 0.217 0 
1 -33 136.297 0.413 36 
1 -32 140.664 0.393 35 
1 -31 144.345 0.375 34 
1 -30 149.476 0.357 33 
1 -17 152.859 0.340 20 
1 -22 155.431 0.324 25 
1 -27 158.790 0.308 31 
1 -26 163.972 0.294 30 
1 -25 169.908 0.280 29 
1 -4 175.602 0.266 8 
1 -3 178.954 0.254 7 
1 -22 183.177 0.241 26 
1 -21 189.917 0.230 26 
1 -2 194.734 0.219 7 
1 -5 200.052 0.209 10 
1 -14 207.991 0.199 19 
1 -17 215.202 0.189 22 
1 -10 218.984 0.180 16 
1 -15 227.906 0.172 21 
1 -14 237.984 0.163 20 
1 -13 244.092 0.156 19 
1 -12 251.563 0.148 19 
1 -5 263.534 0.141 12 
1 0 270.250 0.134 7 
1 -9 279.849 0.128 17 
1 4 292.444 0.122 4 
1 -7 299.044 0.116 15 
1 4 313.606 0.111 5 
1 3 321.965 0.105 6 
1 2 336.736 0.100 8 
1 5 346.221 0.049 5 
1 4 362.451 0.036 7 
1 7 371.908 0.026 4 
1 8 389.664 0.021 4 
1 5 400.397 0.015 7 
1 10 417.957 0.016 3 
1 3 433.476 0.013 10 
1 10 447.255 0.016 4 
1 5 470.532 0.022 10 
1 8 479.832 0.045 7 
1 13 502.495 0.091 3 
1 8 523.975 0.195 8 
1 13 534.715 0.204 4 
1 14 559.440 0.215 5 
1 11 583.550 0.225 7 
1 12 594.513 0.237 7 
1 17 618.087 0.248 3 
1 14 644.573 0.261 7 
1 15 664.005 0.274 6 
1 18 680.428 0.288 4 
1 17 705.918 0.302 6 
1 18 733.565 0.317 6 
2 -59 138.514 0.759 62 
2 -58 139.614 0.722 61 
2 -57 142.019 0.688 60 
2 -56 144.245 0.655 59 
2 -55 147.462 0.624 58 
2 -54 148.033 0.594 57 
2 -53 151.708 0.566 56 
2 -52 153.390 0.539 55 
2 -51 156.268 0.513 54 
2 -50 159.702 0.489 53 
2 -49 162.416 0.466 52 
2 -48 165.357 0.444 51 
2 -47 167.837 0.422 51 
2 -46 170.120 0.402 50 
2 -45 172.507 0.383 49 
2 -44 174.153 0.365 48 
2 -43 177.451 0.348 47 
2 -42 181.291 0.331 46 
2 -41 184.755 0.315 45 
2 -40 189.346 0.300 44 
2 -39 193.966 0.286 43 
2 -38 198.210 0.272 43 
2 -37 200.910 0.259 42 
2 -36 203.462 0.247 41 
2 -35 208.555 0.235 40 
2 -34 213.612 0.224 39 
2 -33 218.482 0.213 38 
2 -32 222.096 0.203 37 
2 -31 226.817 0.194 37 
2 -30 231.486 0.184 36 
2 -29 233.326 0.176 35 
2 -28 239.495 0.167 34 
2 -27 246.677 0.159 33 
2 -26 253.865 0.152 32 
2 -25 259.522 0.144 32 
2 -24 261.874 0.138 31 
2 -23 270.170 0.131 30 
2 -22 279.343 0.125 29 
2 -21 286.033 0.119 29 
2 -20 289.234 0.113 28 
2 -19 299.352 0.108 27 
2 -18 309.855 0.103 26 
2 -17 313.841 0.098 26 
2 -16 321.225 0.093 25 
2 -15 331.942 0.089 24 
2 -14 341.002 0.084 24 
2 -13 344.122 0.080 23 
2 -12 354.869 0.077 22 
2 -11 368.844 0.073 22 
2 -10 370.958 0.069 21 
2 -9 385.680 0.066 20 
2 -8 398.167 0.063 20 
2 -7 404.148 0.039 19 
2 -6 424.168 0.032 19 
2 -5 426.614 0.025 18 
2 -4 446.610 0.024 17 
2 -3 455.386 0.037 17 
2 -2 471.525 0.062 16 
2 -1 484.570 0.163 16 
2 0 499.238 0.271 15 
2 1 513.185 0.285 15 
2 2 530.924 0.299 14 
2 3 542.261 0.314 14 
2 4 566.495 0.330 13 
2 5 571.941 0.346 13 
2 6 600.666 0.363 13 
2 7 607.467 0.382 12 
2 8 629.020 0.401 12 
2 9 654.271 0.421 11 
2 10 659.137 0.442 11 
2 11 688.517 0.464 11 
2 12 708.132 0.487 10 
2 13 716.796 0.511 10 
