M Y Z alpha diffusion overshoot age X_c Y_surf
1.070490990234374218e+00 2.768954814453150615e-01 2.268001757812516950e-02 1.830590731445328023e+00 5.410743945312530140e-02 2.088886718749999039e-01 6.992327420318178000e+00 8.047765710333973366e-02 2.752225988788525868e-01
1.044146370117190248e+00 2.991139970703155515e-01 2.196352929687517622e-02 1.904342667968755176e+00 3.308014453124976523e-02 2.425236435546886393e-01 6.734732181317896860e+00 1.165702486434276319e-01 2.982405829463908864e-01
1.092332874023439038e+00 2.619080244140652991e-01 2.274399902343762769e-02 1.883347661132830586e+00 1.865566953124984939e-01 1.786168134765621363e-01 6.633623780055557972e+00 9.182098661784471316e-02 2.575730452636373902e-01
1.074113944335937765e+00 2.645994736328148300e-01 2.208172851562504105e-02 1.850607503906262385e+00 4.325432734375011523e-01 1.861083066406248043e-01 7.199413683132642738e+00 8.940101473392748910e-02 2.548290095061552796e-01
1.077449309570312153e+00 2.642724062500015347e-01 2.256101660156251479e-02 1.789139229492203054e+00 3.467833134765631042e-01 1.690180439453128347e-01 7.246262800915681090e+00 7.919602990157056932e-02 2.557436797622689717e-01
1.077354292968751182e+00 2.701838037109404733e-01 2.234890332031263735e-02 1.926858798828138930e+00 2.648106083984363979e-01 2.042827373046875172e-01 7.050505474177476195e+00 7.856332178225898522e-02 2.643674905559891819e-01
1.066000963867186568e+00 2.682924404296889165e-01 2.261984570312498485e-02 1.871050099609387729e+00 2.667114873046857459e-01 1.924022675781252301e-01 7.270034912611925471e+00 9.551844108898609187e-02 2.614115757374420035e-01
1.081360087890627986e+00 2.661519472656287411e-01 2.145765722656267638e-02 1.833378787109388064e+00 2.941416728515614532e-01 2.092722558593750892e-01 6.934689255268087216e+00 8.684231549464020705e-02 2.594998111628901705e-01
1.057969004882814090e+00 2.749034707031268177e-01 2.206558984375006985e-02 1.930408821289076204e+00 2.334564384765606126e-01 2.107933222656250272e-01 7.507083928538583528e+00 8.232911401507912730e-02 2.694183343474151338e-01
1.068099051757814610e+00 2.771041298828154087e-01 2.136470898437514004e-02 1.835139011718761592e+00 9.011714550781202426e-02 2.155189501953128639e-01 6.766416272886437433e+00 9.421277969310959399e-02 2.741973362271867831e-01
1.036227530273435837e+00 2.691767988281259516e-01 2.050286132812492376e-02 1.866388086914075650e+00 2.388375371093724719e-01 1.923338906250000313e-01 7.803199502537460752e+00 9.009270166923645518e-02 2.632157239565854345e-01
1.062004965820314784e+00 2.836277470703152948e-01 2.236127929687517155e-02 1.904837363281254303e+00 5.424647626953154056e-01 2.313328564453128733e-01 7.082481438348598779e+00 1.005055893143603357e-01 2.725530959353330007e-01
1.069748398437501358e+00 2.661178330078143861e-01 2.148138769531256209e-02 1.886715290039077564e+00 4.149696279296880563e-01 2.030418359375001369e-01 7.303191983677406185e+00 8.966397779239838883e-02 2.568176061715869429e-01
1.073742824218752778e+00 2.693983769531274608e-01 2.217146386718761575e-02 1.888914343750012881e+00 3.718689101562501209e-01 1.979506865234377799e-01 7.170361753291074614e+00 8.467160441675586346e-02 2.612703280997781818e-01
1.114091781250003965e+00 2.545099960937534656e-01 2.318376464843767415e-02 1.894653449218766772e+00 2.899964628906236963e-01 1.843469111328120413e-01 6.373428781393059239e+00 1.023115200975638628e-01 2.484993332468261318e-01
1.075104597656251881e+00 2.714618349609393966e-01 2.181655859375004891e-02 1.913788513671887959e+00 4.088576318359383732e-01 1.960097373046879587e-01 7.120122838250413366e+00 7.984588690101823705e-02 2.617579659514951418e-01
1.084687184570314322e+00 2.696227558593775608e-01 2.164537304687509309e-02 1.876389759765643594e+00 1.842636669921860759e-01 1.892535800781249833e-01 6.762837949362414669e+00 6.852213979590944526e-02 2.648807018559271031e-01
1.070471024414065386e+00 2.766749365234408842e-01 2.161727539062517633e-02 1.852987658203135934e+00 1.468281181640611610e-01 2.119328535156254079e-01 6.939623951792314394e+00 8.068322330815881627e-02 2.731522019646500099e-01
1.080400684570317127e+00 2.799442031250023444e-01 2.256109472656261591e-02 1.983168836914073418e+00 5.303784140625018573e-01 2.282770634765629580e-01 6.746651791382106467e+00 1.152849807872661919e-01 2.688042732721371286e-01
1.093422364257814472e+00 2.648063242187531086e-01 2.199806445312515318e-02 1.825197671875015581e+00 2.367114150390605132e-01 2.005950000000002453e-01 6.666502891196255831e+00 8.882848114188601762e-02 2.593219869930340482e-01
1.086845869140627530e+00 2.638699550781274938e-01 2.272331054687511814e-02 1.895119052734387077e+00 2.812015498046862017e-01 2.088095839843751855e-01 6.965722385493609892e+00 9.617752883472011072e-02 2.576838330725356729e-01
1.034507507812497007e+00 2.811981455078140235e-01 2.136707421875005952e-02 1.792318063476571854e+00 2.112701689453103659e-01 2.294432910156253558e-01 8.000346045774234582e+00 7.938268361544814633e-02 2.758502414628936639e-01
1.094644614257814785e+00 2.642554482421909379e-01 2.220024414062517215e-02 1.866129512695325232e+00 4.430432500000001106e-01 2.006612841796871771e-01 6.815315441224759851e+00 8.785461079865818090e-02 2.551384002932050032e-01
1.076802060546878659e+00 2.748033984375025107e-01 2.263392285156265449e-02 1.945166125976575344e+00 1.436652900390611998e-01 2.105132792968752442e-01 6.903667502710158388e+00 9.502751408277894385e-02 2.716215358652172562e-01
1.044643355468747981e+00 2.738481933593763795e-01 2.064216796874998594e-02 1.769438584960948635e+00 3.478012119140632685e-01 2.136513261718751833e-01 7.766887766421265660e+00 8.133773156122446613e-02 2.653572508827127252e-01
1.031795088867186960e+00 2.904515224609394708e-01 2.065206933593760272e-02 1.831990806640630520e+00 2.491990693359354136e-01 2.546646064453134684e-01 7.511295257238990608e+00 8.892635952949524969e-02 2.845383610771134442e-01
1.038004645507809576e+00 2.751182089843757783e-01 2.130671484374997357e-02 1.801761845703138132e+00 2.565318574218720671e-01 1.946120361328122772e-01 7.961016922858898504e+00 7.054353928255426009e-02 2.688924299840707022e-01
1.056741099609373791e+00 2.751936513671894291e-01 2.210225878906250940e-02 1.867238723632824060e+00 4.181836337890645350e-01 2.081648769531248833e-01 7.677668959062217802e+00 7.404278797129762446e-02 2.656116199012686363e-01
1.031920293945313372e+00 2.910957968750017555e-01 2.131730859375013248e-02 1.863345584960944157e+00 2.229762373046847712e-01 2.486789082031259368e-01 7.435112197075683937e+00 9.772193295198437768e-02 2.858885911466387264e-01
1.076887114257813360e+00 2.771880800781277299e-01 2.288649707031267799e-02 1.840669230468753748e+00 3.658879619140622541e-01 2.267333408203127121e-01 6.808159068493765176e+00 1.133332283524027123e-01 2.698562098633980333e-01
1.072446353515625228e+00 2.732171230468773970e-01 2.343339453125011310e-02 1.926143332031265976e+00 1.294311865234371028e-01 2.035542304687500692e-01 6.680054555670046135e+00 1.159117451161391504e-01 2.701793510710770452e-01
1.102128794921877208e+00 2.596138945312530533e-01 2.292470703125013692e-02 1.857080685546891097e+00 3.377730966796872458e-01 1.741449951171876176e-01 6.701842632869153604e+00 8.208606110604271811e-02 2.521217976250025306e-01
1.100555058593752245e+00 2.607191982421909748e-01 2.243997460937518368e-02 1.901909593750014116e+00 4.752612910156253645e-01 1.969175283203121740e-01 6.574054735436979158e+00 1.035806711087044474e-01 2.508790090773282411e-01
1.097932377929689896e+00 2.603304023437519321e-01 2.158011035156257723e-02 1.843647905273452015e+00 4.130560302734370692e-01 1.765879492187505395e-01 6.552330761682806148e+00 9.215244475179434902e-02 2.502724427123912410e-01
1.083467889648439986e+00 2.637429501953152955e-01 2.168499121093762916e-02 1.905266522460952405e+00 2.670273251953109162e-01 1.957636035156252174e-01 6.925375556042009606e+00 8.579168178013013568e-02 2.574314936269208043e-01
1.060946715820313857e+00 2.788179306640650723e-01 2.174515917968761897e-02 1.868818032226567949e+00 4.637190351562512913e-01 2.245012187500006751e-01 7.150209555717018439e+00 1.011463085967328757e-01 2.690375654766042901e-01
1.033980050781249549e+00 2.925363701171893038e-01 2.151781445312516208e-02 1.829951492187505746e+00 1.338694482421865783e-01 2.461699287109384571e-01 7.475434011810385471e+00 8.518029965302556517e-02 2.890803808432548805e-01
1.058685143554690011e+00 2.733294785156269446e-01 2.156749218750007163e-02 1.915781722656263453e+00 3.418633261718748151e-01 2.208786972656250902e-01 7.477182017746181408e+00 8.586837257892174224e-02 2.656801015068405714e-01
1.041670664062498419e+00 2.707764501953136005e-01 2.146087402343745815e-02 1.808867905273448207e+00 2.918803066406246427e-01 1.875809521484373688e-01 7.887408664337141495e+00 7.889555483687012150e-02 2.637235506236806915e-01
1.029926801757814259e+00 2.985618017578151595e-01 2.114478320312520102e-02 1.863400434570313013e+00 1.341936142578112612e-01 2.594222216796897573e-01 7.265233698367576487e+00 9.686069193780000308e-02 2.954315183110106657e-01
1.082947333007815871e+00 2.714076816406281734e-01 2.299752343750018427e-02 1.893324151367202335e+00 1.161489863281246065e-01 2.003672294921874653e-01 6.957839697913143162e+00 7.811703107485651332e-02 2.686140335043178395e-01
