M Y Z alpha diffusion overshoot age Y_surf X_c mass_cc
1.051823167480477439e+00 2.745983916015645732e-01 2.212952392578127273e-02 1.926225437988291267e+00 9.796398344726512386e-01 1.914449897460953065e-01 6.832658437133415141e+00 2.367414551301996462e-01 8.467595634830883677e-02 1.521018206312534961e-02
1.064801675781249513e+00 2.680227509765635840e-01 2.144459472656265811e-02 2.023589008300788361e+00 1.019585140624985176e+00 1.715226108398446581e-01 7.024958098344384894e+00 2.310416087465785862e-01 8.551584380576042477e-02 2.314055168393422401e-02
1.078751028808592194e+00 2.703505629882808070e-01 2.074860205078133193e-02 2.007153541992205525e+00 1.085886251464833530e+00 1.409939702148448049e-01 5.913255477964077578e+00 2.316434734623945002e-01 1.198069658537157939e-01 2.220291091669585395e-02
1.059833122558601515e+00 2.664050546875006975e-01 1.967332763671878967e-02 1.964002639160175701e+00 1.051718151855463690e+00 1.610072973632828142e-01 6.284987363283446982e+00 2.274425669229146740e-01 7.296111960569007238e-02 7.097668340774354601e-03
1.086302898437498943e+00 2.669499194335956394e-01 2.273694335937509817e-02 2.024875308593766299e+00 1.051064501953110630e+00 1.763754741210951937e-01 6.491449186929949100e+00 2.316898539778307342e-01 1.124263110015960299e-01 2.432911356296370980e-02
1.095165534179693534e+00 2.613278740234405428e-01 2.227167138671882693e-02 1.889582954589863695e+00 1.037362809082018167e+00 1.470751533203131234e-01 6.482562236275763112e+00 2.247109187506690919e-01 7.101325353611320779e-02 1.472500950837687082e-02
1.059607074218753109e+00 2.648932128906271721e-01 2.234155859375018191e-02 1.982668655273448932e+00 1.014721699707018088e+00 2.175579721679704315e-01 7.344556626132360044e+00 2.288615558142561013e-01 6.240157687044670803e-02 1.217885061181773511e-02
1.082107869628908370e+00 2.654146298828135575e-01 2.234622070312521774e-02 1.967025786132830634e+00 1.061584777343739239e+00 1.583560893554699645e-01 6.441793633226598814e+00 2.295567153377459368e-01 8.410549129111355438e-02 1.286665370920637118e-02
1.064085327148440951e+00 2.730507104492214121e-01 2.476906005859390650e-02 1.853037042480464969e+00 9.062879643554575537e-01 2.244972636718771952e-01 6.782533835245017961e+00 2.375445331933409288e-01 1.205747494583901819e-01 1.898853768890649066e-02
1.075017922851565944e+00 2.696404614257841281e-01 2.367348730468755297e-02 1.911672270507818183e+00 9.712838388671746204e-01 1.958931577148456671e-01 6.841111716008932753e+00 2.340265954710468721e-01 1.062324254556690634e-01 2.249959879786650116e-02
1.055496401855478661e+00 2.681025668945339890e-01 2.257673583984383045e-02 1.882850055175793846e+00 9.613205268554617655e-01 1.849825937500017559e-01 6.784090655319507057e+00 2.313936404491662713e-01 8.084872397045227144e-02 7.134799188896842441e-03
1.069473838867188498e+00 2.820061689453135512e-01 2.422587597656259209e-02 1.928232450683595056e+00 9.196010629882676035e-01 2.089196484375012985e-01 6.279074451349940134e+00 2.457656111209783334e-01 1.526720532836983724e-01 3.336332003935122553e-02
1.082680157226562523e+00 2.721217949218778798e-01 2.219130664062502964e-02 1.948809443359383664e+00 1.009834884765613117e+00 1.615560468750009693e-01 6.562780242109107043e+00 2.347948425742220069e-01 1.046517568607615578e-01 3.146730370888067146e-02
1.075841747070315879e+00 2.711334296875010930e-01 2.255718701171895504e-02 1.977693067871112431e+00 1.092664159667959600e+00 1.612510375976567156e-01 6.731607497456793432e+00 2.345140559966595595e-01 6.248000658543075708e-02 1.583017316557019938e-02
1.067952626464848231e+00 2.752453935546906871e-01 2.355330175781245039e-02 1.851589150878908407e+00 9.402201572265520557e-01 1.968846503906268863e-01 6.721831574009964783e+00 2.378750009428707013e-01 1.177786645308361024e-01 2.654485116131393221e-02
1.072194676757814547e+00 2.629489731445326939e-01 2.219750341796881965e-02 1.935423228027348896e+00 1.029811422851545588e+00 1.815669633789075421e-01 7.460041396879676157e+00 2.262847439387312420e-01 6.838310526375210308e-02 2.157653789419480828e-02
1.089447162597666274e+00 2.610887373046914539e-01 2.282077001953119674e-02 1.851616808105495782e+00 9.436690576171778977e-01 1.740946308593773750e-01 6.415571688580337550e+00 2.256257255164243747e-01 5.244480160845111510e-02 3.950070979803222901e-03
1.073827522949224678e+00 2.732958325195290472e-01 2.160323388671878467e-02 1.990069060546891588e+00 1.021481600097651432e+00 1.424861718750010942e-01 5.737136242678331222e+00 2.369340172279785495e-01 1.038778622313199923e-01 1.079873570599998792e-02
1.089496609375006475e+00 2.596400229492222267e-01 2.278488867187506220e-02 1.884230193847671542e+00 1.047610531738266904e+00 1.737326362304703609e-01 6.773045056029804556e+00 2.233223769683544135e-01 6.383695407178086034e-02 1.120178099030630717e-02
1.078708648925781999e+00 2.697141435546887567e-01 2.292220751953137625e-02 1.965186743652362011e+00 1.072430630859362521e+00 1.597720439453133023e-01 6.497853770602571188e+00 2.334663191529818549e-01 9.906411593074353206e-02 1.981307531464354676e-02
1.062077300292971094e+00 2.672409912109385832e-01 2.243208349609381036e-02 1.964373328125005980e+00 1.005976467773423533e+00 1.901045649414073446e-01 7.248072894803876842e+00 2.304111476444581919e-01 8.852902521669513136e-02 2.203934522374894830e-02
1.075750963378914626e+00 2.654676254882837316e-01 2.386573925781268479e-02 1.902639089843759956e+00 9.760999609374874098e-01 2.079476298828151493e-01 7.175872518669939915e+00 2.294879529881615754e-01 4.517676924442777520e-02 8.403238309430280384e-03
1.066612503906254839e+00 2.667144433593768849e-01 2.250723388671889771e-02 1.939865721191417425e+00 1.001580296874980514e+00 1.938444536132825635e-01 7.121800492409411376e+00 2.301974558556677819e-01 6.357059301817093167e-02 1.369149698307246636e-02
1.073930797363284118e+00 2.736187446289086722e-01 2.330889111328131313e-02 1.831112874511722000e+00 9.235689028320227534e-01 1.909167236328148110e-01 6.326106389545416597e+00 2.363791153743191598e-01 1.433014686080984201e-01 2.830904204012185676e-02
1.072226208496103173e+00 2.669545283203146324e-01 2.264380224609388245e-02 1.936589287597674902e+00 1.001987833007805140e+00 1.969794389648464594e-01 6.738074832859043184e+00 2.311521367621678369e-01 5.470901704689092732e-02 6.905067161180005950e-03
1.063280155761728185e+00 2.749289726562487157e-01 2.003339501953136509e-02 1.954683377929699928e+00 9.443895180663993694e-01 1.376954345703131077e-01 6.124949051136527878e+00 2.348131968954527138e-01 7.302498808739123215e-02 1.490508510934993383e-02
1.035587795898447183e+00 2.774639194335937753e-01 2.002168359375007881e-02 1.969238428222668702e+00 1.013458304687495648e+00 1.700896455078136360e-01 6.963019068275177581e+00 2.361480988972708417e-01 6.109390445797782676e-02 1.641891060084199605e-02
1.077768513183595012e+00 2.744800053710956811e-01 2.289708154296878073e-02 1.889593416015634242e+00 9.523541381835873842e-01 1.879596992187526350e-01 6.127834676247099210e+00 2.377184283035424506e-01 1.435193317900853582e-01 2.883599398987990448e-02
1.075533324707036886e+00 2.621340561523470281e-01 2.131704882812505281e-02 1.968135961425798053e+00 1.057819505371078606e+00 2.010029086914090768e-01 6.462419477118981348e+00 2.266783363905269522e-01 7.380820643310201379e-02 7.756351600756014250e-03
1.071972802734379338e+00 2.756771049804698781e-01 2.292490283203130544e-02 1.878289956542981587e+00 9.322040986328102852e-01 1.687322670898452615e-01 6.224473036024421368e+00 2.381557274279774428e-01 1.133156856683363300e-01 2.072354715063066261e-02
1.075284666503915521e+00 2.628737617187535958e-01 2.236885107421887273e-02 1.899120715332049070e+00 9.996277441406092867e-01 2.017572016601591467e-01 6.810662007728743639e+00 2.266679150300527912e-01 4.088258715801376675e-02 4.304710488225955110e-03
1.057666828613287757e+00 2.772628388671887767e-01 2.142581738281257656e-02 1.907465104003916778e+00 9.377270229492147280e-01 1.748017460937512091e-01 6.350218304126864055e+00 2.384867429902318148e-01 1.186904101429510916e-01 2.406646645442372251e-02
1.080298667968753401e+00 2.715260307617193281e-01 2.172676806640632188e-02 1.972732698242203098e+00 1.062908170410146402e+00 1.433714541015634059e-01 6.215809439912724166e+00 2.339271764408567822e-01 1.039837283427080122e-01 2.284260350438294118e-02
1.078020170410165512e+00 2.643899194335968539e-01 2.294179541015631263e-02 1.852460348632819276e+00 9.420980244140497728e-01 2.082640869140654494e-01 6.747510591501447941e+00 2.279479092462869394e-01 7.720244062972227150e-02 1.290866000250805168e-02
1.058764495117195059e+00 2.651507875976568118e-01 2.226550244140639012e-02 1.922583623535161879e+00 9.850351030273299946e-01 2.065398144531264135e-01 7.570339395981033448e+00 2.281680130975377307e-01 6.195263611488332350e-02 1.693036558226659188e-02
1.044207357910158951e+00 2.715175253906266239e-01 1.970404736328132747e-02 1.983494519531261213e+00 1.034230022949208072e+00 1.824017197265639378e-01 6.967103839315092806e+00 2.309382837600593152e-01 9.305153942145813484e-02 2.492345005430688168e-02
1.066803071289072813e+00 2.655570126953152310e-01 2.334219677734398340e-02 1.927881832031257847e+00 9.752779638671692508e-01 2.239663066406267777e-01 6.885731307797679612e+00 2.307419242340173204e-01 7.109558105141315643e-02 7.299946604896365501e-03
1.065011524414075428e+00 2.710154638671893879e-01 2.339110888671875471e-02 1.806817295898440090e+00 9.146420527343659401e-01 1.721187871093763089e-01 6.538454924335162843e+00 2.338405401653259608e-01 1.016873253801628962e-01 1.235889027500114250e-02
1.070637298828128747e+00 2.734939765625028496e-01 2.414859912109383264e-02 1.883201431640628032e+00 9.794049584960844435e-01 1.897860371093763598e-01 6.789271384954497890e+00 2.368409429889878348e-01 1.098371716574445406e-01 2.308618732713280802e-02
1.072608146972664267e+00 2.732271254882818190e-01 2.350641748046887122e-02 1.956714645996115109e+00 9.738870136718708048e-01 1.850287460937521944e-01 6.536313634450495513e+00 2.373740572848269947e-01 5.964884050592671183e-02 9.620563043154865476e-03
1.065030997070315566e+00 2.645715292968782162e-01 2.211881103515634869e-02 2.010379874023450419e+00 1.003988485351549498e+00 2.117797172851589582e-01 6.938275106786170987e+00 2.294341430064935350e-01 7.390609005261218611e-02 1.109813973681663193e-02
1.076035685546876453e+00 2.674933833007829276e-01 2.299412011718776627e-02 1.936944458496110189e+00 1.037047812499988897e+00 1.928138217773454899e-01 6.974520833367125583e+00 2.313891381600068908e-01 6.773112173204105801e-02 1.674181799200868265e-02
1.067715545898441087e+00 2.649923193359401963e-01 2.110183007812518538e-02 1.987170973144550601e+00 1.092900094726547033e+00 1.941552592773447827e-01 6.802389066236290027e+00 2.287437538924655955e-01 6.179421769935379560e-02 1.103329249124590690e-02
1.063183337890631686e+00 2.748699687500024691e-01 2.396683496093755805e-02 1.889319730957034427e+00 9.740576933593632081e-01 2.069905712890638683e-01 6.925219872359303253e+00 2.382587596228501470e-01 1.139956146802460213e-01 2.493640969617381964e-02
1.088664466796875452e+00 2.753358945312519013e-01 2.393610351562498739e-02 1.889418589355476907e+00 9.181273237304606871e-01 1.673326132812520406e-01 5.777061211382870098e+00 2.392212735304190818e-01 1.608352908347684962e-01 2.697155246079381910e-02
1.089678025390620419e+00 2.691233261718755654e-01 2.364066210937516496e-02 1.954818670410167547e+00 1.014627813476549179e+00 1.678959916992201484e-01 6.739343950948851081e+00 2.334494606965790697e-01 1.061876884983539299e-01 3.003620827572284213e-02
1.093185042480464109e+00 2.744662202148452912e-01 2.418434570312500212e-02 1.968175786621106482e+00 9.776348901367092337e-01 1.749611044921891845e-01 6.253285601827000662e+00 2.392936146643762918e-01 1.354002036798951369e-01 3.264644291517374702e-02
1.077722737792975671e+00 2.690969179687534019e-01 2.202499316406256874e-02 1.863770436523443097e+00 9.695628242187369628e-01 1.718882905273453332e-01 6.159720845820516821e+00 2.317066717453307445e-01 1.370842989271314205e-01 2.393945300713428218e-02
1.048807901855474567e+00 2.806344951171891866e-01 2.051556835937501377e-02 1.884257028320311944e+00 9.277789614257785367e-01 1.807099682617204772e-01 6.695411085209464375e+00 2.396604869862397624e-01 1.155775379730214769e-01 3.243712174159080197e-02
1.088156787109379353e+00 2.556776655273465537e-01 2.083456152343759679e-02 1.946324892089865033e+00 1.134469286621077266e+00 1.657059516601580573e-01 6.166670846461910216e+00 2.193650197043792716e-01 9.953073663289355166e-02 8.241124136587027124e-03
1.072349421386727730e+00 2.648685263671907153e-01 2.234422851562509540e-02 1.894497510253920103e+00 1.044980111328112748e+00 1.737152734375009000e-01 7.005770133000257083e+00 2.277608896615746781e-01 6.665743406029235596e-02 1.446556663954758244e-02
1.116458107421875567e+00 2.614958471679693086e-01 2.410961376953151686e-02 1.898440339355489170e+00 1.132326490722641577e+00 1.391393217773448099e-01 6.418491257113036141e+00 2.260335804482152267e-01 9.072859624821191793e-02 2.336284310730699088e-02
1.086673625000005972e+00 2.595994970703159876e-01 2.247692919921883206e-02 1.908731001464861521e+00 1.015479484863263115e+00 1.987082001953155708e-01 6.633808146887117729e+00 2.242899389686309475e-01 5.252142330479274424e-02 5.801746589441327331e-03
1.063384924316416846e+00 2.724288642578142627e-01 2.340446435546887291e-02 1.912372752441423351e+00 9.466458530273363925e-01 1.943788012695332190e-01 6.605988553213068215e+00 2.364482790159584402e-01 6.771726979871764418e-02 7.470875955531536793e-03
1.070806378906254741e+00 2.729195639648456240e-01 2.375257470703137294e-02 1.914210141113291685e+00 9.653078881835850389e-01 1.929329335937515766e-01 6.598987029485922307e+00 2.369605291715231599e-01 1.071595275831005584e-01 1.922531465252071484e-02
1.082756124023441346e+00 2.646330541992211738e-01 2.274048388671885343e-02 1.945346197753921480e+00 1.035770108398419875e+00 1.756577602539073635e-01 6.793879706914865757e+00 2.287861400247074295e-01 7.380178339077819727e-02 1.619456926291240259e-02
1.079484297363292544e+00 2.626326889648464280e-01 2.256786035156248260e-02 1.860158288085955514e+00 9.521081757812398516e-01 1.628737221679702474e-01 6.296913502333413071e+00 2.268951441933662050e-01 1.002212612000482339e-01 9.194493251735352812e-03
1.082622957519542073e+00 2.635939570312538227e-01 2.316421044921880210e-02 1.821617205566413267e+00 9.242593266601425439e-01 1.976384389648465356e-01 6.776895331560726987e+00 2.268424095256814099e-01 5.824095261752381542e-02 1.015978776218638170e-02
1.078170831542968777e+00 2.751285175781276182e-01 2.341867529296874986e-02 1.940653857421885897e+00 9.783574580078043814e-01 1.927553969726588379e-01 6.174851284896062609e+00 2.393924887408362401e-01 1.498905318645529505e-01 2.876121567462862003e-02
1.074830533691413015e+00 2.694839565429698602e-01 2.276192626953138509e-02 1.926047603515644191e+00 1.014900044433585391e+00 1.680515556640637675e-01 6.460633280615458496e+00 2.333251799120782954e-01 8.093426388258050108e-02 1.218217187068137454e-02
1.080687988769539754e+00 2.675923510742221900e-01 2.303407617187498702e-02 1.853931145507819567e+00 9.696605961913978833e-01 1.693397568359387151e-01 6.547925105788809930e+00 2.302409819067877395e-01 9.936782841389937837e-02 1.911798016425172303e-02
1.069240133789075564e+00 2.746059145507810384e-01 2.221010009765619214e-02 1.789245486328125301e+00 8.489555512695231565e-01 1.360700083007823358e-01 5.855282367382979913e+00 2.356580018203915661e-01 1.105042868023282943e-01 1.087966716023797478e-02
1.057673129394539391e+00 2.722953515625021748e-01 2.357561718750012664e-02 1.963956344238284801e+00 9.548295175781132960e-01 2.168395351562516782e-01 7.099996029734333192e+00 2.364312602002678065e-01 7.964206402213086511e-02 1.495800814038879094e-02
1.057947121582025085e+00 2.806638740234398410e-01 2.190671484375002892e-02 1.969477469238289702e+00 9.077650385742155326e-01 1.976297744140645962e-01 6.774636292476094113e+00 2.430444313584088356e-01 1.344581011823920147e-01 4.004513676080625334e-02
1.080354632324223685e+00 2.612874926757842720e-01 2.397212158203129717e-02 1.950257685546879616e+00 9.761423769531086814e-01 2.290286875000032973e-01 6.996952224364557438e+00 2.273673483354461677e-01 8.822754243589192580e-02 1.392509029700779791e-02
1.086982127929686515e+00 2.664994375000017124e-01 2.387070996093762845e-02 1.948630312011723653e+00 1.027887620117171830e+00 1.918591914062523773e-01 6.985073933959206727e+00 2.310567345165639164e-01 8.837564227531939653e-02 2.500024270747029653e-02
1.068267483398445350e+00 2.697367016601557865e-01 2.222894384765630726e-02 1.933890128906274430e+00 9.361200961914047936e-01 1.608679428710954040e-01 6.225296797851331831e+00 2.328601306168763541e-01 8.155132849198737377e-02 6.812313722106065443e-03
1.071886302246105149e+00 2.622070166015666448e-01 2.262340283203130922e-02 1.857815811523452654e+00 9.974501386718599427e-01 1.955515634765642996e-01 7.083891300268642333e+00 2.257016246041667895e-01 4.983019433559789102e-02 6.598786832424969814e-03
1.077622219726565467e+00 2.651668144531258431e-01 2.137495068359390044e-02 1.967222079589868500e+00 1.091463798339833646e+00 1.612045620117202593e-01 6.296600211315756646e+00 2.284083149504891053e-01 7.733868057292746234e-02 1.001975509524097828e-02
1.070327703613281223e+00 2.673495112304712373e-01 2.322989843750020850e-02 2.006085575683600464e+00 1.016019761230453788e+00 2.129717895507832193e-01 7.016965192898828363e+00 2.322234045489074694e-01 7.004761806853973538e-02 1.454549525103618693e-02
1.088607073242179535e+00 2.796355966796901793e-01 2.308330664062504395e-02 1.916109276367201186e+00 9.442861782226517064e-01 1.684595634765643224e-01 6.097603136942991497e+00 2.423590702490968363e-01 1.490555102461616210e-01 4.118821639687814118e-02
1.085106811523442127e+00 2.691049150390642519e-01 2.361561474609390893e-02 1.960172670410169404e+00 1.015003533691391402e+00 1.834120209960954095e-01 6.425826029942522943e+00 2.342008776764710476e-01 7.343101378971139681e-02 1.286371659816630368e-02
1.089193182128910919e+00 2.640160722656259007e-01 2.190555517578129940e-02 1.919280077636748461e+00 1.012978144531240909e+00 1.510573291015635533e-01 6.076143475875924516e+00 2.272863992604922667e-01 7.291107143450814565e-02 7.642705952982923115e-03
1.058615250976574274e+00 2.755598676757824439e-01 2.220938964843754276e-02 1.853009232910156623e+00 9.086114560546802998e-01 1.634175620117201133e-01 6.399655597484598779e+00 2.363345107397189226e-01 1.025867291943676624e-01 1.695745308138938909e-02
1.041634630371097048e+00 2.842206533203151531e-01 2.100920947265627267e-02 1.891969051757814047e+00 9.002585605468692576e-01 2.167781015625024621e-01 6.744415017763699005e+00 2.437934312629103928e-01 1.424623120147065214e-01 4.072873047814522945e-02
1.069403508300785788e+00 2.683061215820329859e-01 2.295997216796894988e-02 1.923061687011721643e+00 1.060014246093734291e+00 1.856344467773448637e-01 7.448484374088661042e+00 2.306773061599857455e-01 6.005105066785958179e-02 2.195362131835094932e-02
1.077857530273442110e+00 2.665163378906253988e-01 2.071958740234389196e-02 1.960584635742198323e+00 1.074224776367180612e+00 1.443113291015636346e-01 6.467428257307517470e+00 2.279628250022956715e-01 7.152233880295139068e-02 1.647541232011278528e-02
1.072729188476565287e+00 2.660148823242195482e-01 2.036240429687516743e-02 2.000449243652357101e+00 1.119074041503896888e+00 1.496874150390636315e-01 6.541468647121199353e+00 2.281564438933505468e-01 6.922439858385998068e-02 1.493385661712035191e-02
1.074372119628914879e+00 2.693248110351566527e-01 2.081578710937502866e-02 1.919293566406269358e+00 9.640160781249934585e-01 1.479533432617198274e-01 6.308853362038950863e+00 2.311114088086485274e-01 5.832295877488199304e-02 1.061429466927419143e-02
1.084648283203136998e+00 2.672700541992188983e-01 2.115602490234375077e-02 1.882320184082046266e+00 9.027756425781154892e-01 1.397022753906258519e-01 6.110262833412047456e+00 2.293384622796150740e-01 6.506393747420004259e-02 9.578675393832091975e-03
1.080784990234377352e+00 2.736544702148444586e-01 2.306930712890635157e-02 1.914698362792980557e+00 9.710071591796776147e-01 1.720619731445325318e-01 5.906020113720704678e+00 2.378905074381933715e-01 1.526173853209215892e-01 2.496944059935272270e-02
1.099453746582032432e+00 2.665468833007848537e-01 2.408332568359374676e-02 1.855321393066416746e+00 9.514516333007712046e-01 1.887032197265653410e-01 6.111798555315063552e+00 2.317100422135690840e-01 1.410783718725384384e-01 2.464113439098937833e-02
1.043821225585943591e+00 2.785830063476570917e-01 1.985684814453134162e-02 1.953467212402353326e+00 9.898592553710885422e-01 1.632507299804699108e-01 6.848689074756723727e+00 2.371465447429969009e-01 7.890948453894938708e-02 2.630159747166687864e-02
1.030812885742198981e+00 2.736277646484399639e-01 1.819501708984381724e-02 1.866469396484377929e+00 9.429151254882727207e-01 1.923024218750013781e-01 6.856268697844123849e+00 2.282299259867822949e-01 1.145894686455767308e-01 2.943039532336715752e-02
1.078189188964845169e+00 2.787566347656262322e-01 2.442886914062515277e-02 1.900450123046877327e+00 9.411939433593659032e-01 1.885104687500013809e-01 6.699931912511225995e+00 2.420161041350708253e-01 1.190317417061599742e-01 3.345431755757528186e-02
1.083972133300781904e+00 2.744513793945322910e-01 2.386322802734385656e-02 1.885406480468759804e+00 9.969179853515556244e-01 1.575579404296886810e-01 6.420037229037897752e+00 2.368596791670559143e-01 1.179953870739185035e-01 2.844025364209735313e-02
1.072307358886724238e+00 2.702815483398463559e-01 2.185657714843753166e-02 1.915677648925788512e+00 9.696741572265527020e-01 1.727486918945329297e-01 6.227251213854783529e+00 2.335186501554734062e-01 1.226892675933116128e-01 2.130346875267491447e-02
1.071996419921871002e+00 2.769024902343772410e-01 2.361773583984372316e-02 2.006484422851564808e+00 9.147981723632750972e-01 2.205028666992216446e-01 6.671003627125123181e+00 2.420885962690793036e-01 1.422594975141722173e-01 3.623141880716088115e-02
1.062912083984377531e+00 2.822479521484402287e-01 2.348830078124998846e-02 1.906005206054686374e+00 9.076247382812396847e-01 2.219117216796900327e-01 6.366921353259583860e+00 2.452380517803361415e-01 1.705526285798975306e-01 3.882573918189118761e-02
1.060589147949221545e+00 2.724889394531266329e-01 2.221099316406265414e-02 1.949034593261731230e+00 1.029980204101548447e+00 1.725068364257817399e-01 7.013205474711075027e+00 2.347051255725822461e-01 7.307566740101163749e-02 1.862944425521090991e-02
1.067475277832036218e+00 2.628311835937532370e-01 2.213193359375003819e-02 1.970819309570327471e+00 1.009354390136707247e+00 2.106401806640663121e-01 6.352565796313258240e+00 2.287334391170411096e-01 1.094739251544292608e-01 6.191762594792564120e-03
1.083230101074220242e+00 2.742961591796884702e-01 2.456557177734380176e-02 1.920398210449224985e+00 9.787075522460841892e-01 1.805179121093764549e-01 6.576099354826820509e+00 2.382951391637463667e-01 1.201362973112580917e-01 2.826262006912877781e-02
1.075313555664074050e+00 2.683358818359397602e-01 2.358135839843753662e-02 1.834819795410167487e+00 9.142726669921797944e-01 1.665758974609387322e-01 6.202253118744833316e+00 2.326777571144519885e-01 1.043377108255305746e-01 8.841461486211182538e-03
1.078195796386722582e+00 2.660326601562521542e-01 2.244362792968757070e-02 1.914997275878917771e+00 1.041301666503891443e+00 1.916385434570331558e-01 7.097814629480566850e+00 2.293432504396090976e-01 7.113611765260835496e-02 2.170535205615702068e-02
1.081978583007823902e+00 2.633826274414104440e-01 2.242557373046878341e-02 1.819236196289074625e+00 9.939398500976426298e-01 1.573610434570320848e-01 6.743025864415534976e+00 2.252441964078034653e-01 7.358942793250956849e-02 1.536137321985533988e-02
1.059230043945310396e+00 2.829110175781274217e-01 2.284499951171865134e-02 2.016683065429688781e+00 8.541614990234333016e-01 2.226636577148462248e-01 6.586506003449366098e+00 2.466800004906379573e-01 1.622846224240032942e-01 4.287556954540299586e-02
1.060389597656255400e+00 2.663002890625016383e-01 2.092261718750008589e-02 1.969213877441423177e+00 1.065122264648432848e+00 1.854703071289084959e-01 6.802643559226535075e+00 2.287677854893255258e-01 5.844612015733975652e-02 7.968235626573222721e-03
1.079416266113279343e+00 2.646838256835956638e-01 2.259525927734391815e-02 2.012207175292983319e+00 1.063373592773420917e+00 1.790102431640640257e-01 6.973660373091625786e+00 2.289466875114450073e-01 7.639705581725660111e-02 1.953030817466312394e-02
1.072143133789063674e+00 2.641925356445337658e-01 2.282816894531264698e-02 1.987249685546885747e+00 1.002271379394515272e+00 2.118816503906275905e-01 6.948895298302700141e+00 2.293732043840892298e-01 7.436424095478255669e-02 1.229817911073963904e-02
1.074541236328125482e+00 2.739605253906265969e-01 2.322325146484383387e-02 1.964685717773454465e+00 9.861353242187435031e-01 1.875432148437520263e-01 6.446866705379829199e+00 2.384101849262859063e-01 1.013978310903119323e-01 2.006889376439542280e-02
1.082856226562501689e+00 2.707278779296889426e-01 2.288236572265636357e-02 1.907676607910175459e+00 9.928594311523381011e-01 1.563043525390638011e-01 6.464615286442398023e+00 2.337002272023555316e-01 9.825202782351506736e-02 2.228915554449711553e-02
1.045569052734385718e+00 2.688295532226574469e-01 2.189444384765628152e-02 1.938218288085940655e+00 9.715804780273354924e-01 2.065039936523465069e-01 7.003111405046468896e+00 2.314439232471912355e-01 7.437374905738430853e-02 5.986422798564467081e-03
1.076629701660157146e+00 2.682847929687512400e-01 2.287917285156257016e-02 1.953725348144543572e+00 1.027734046874985152e+00 1.725346562500013614e-01 6.845600963803139649e+00 2.316732408009840039e-01 9.152720228604308006e-02 2.284242966984093015e-02
1.074511683105469961e+00 2.657215390625016216e-01 2.141769531250009226e-02 1.978683312988298360e+00 1.081726745117173483e+00 1.670916162109385983e-01 6.472136271708057720e+00 2.289130906281343358e-01 8.104490409564779618e-02 1.375741434251337610e-02
1.084612972656250340e+00 2.609705781250022949e-01 2.115023681640631689e-02 1.980879521972678914e+00 1.106698055664049107e+00 1.694023710937521410e-01 6.384549435084625024e+00 2.242023497955810407e-01 6.895367672730162711e-02 1.012357050265158195e-02
1.076136014160157472e+00 2.697501665039075958e-01 2.307714501953144273e-02 1.969074572265639977e+00 1.023563078613269894e+00 1.793651962890638329e-01 6.780091305441180438e+00 2.335612919786302089e-01 7.597097341903098766e-02 1.785031443616437105e-02
1.075162757324227503e+00 2.690093857421904655e-01 2.309891406249996865e-02 1.913751962402356677e+00 9.851890615234258908e-01 1.799132983398455399e-01 6.214874976728693490e+00 2.334913108093446266e-01 1.201468379647320089e-01 1.427187737318466425e-02
1.080116974609376834e+00 2.660030317382828802e-01 2.320699462890622039e-02 1.952497929687507794e+00 9.992230400390476053e-01 1.860191127929706478e-01 6.797311066136425772e+00 2.303744017409163347e-01 1.078757539918421132e-01 2.320066953263238974e-02
1.076624295898436889e+00 2.699269746093757583e-01 2.273755029296893604e-02 1.960545746093764308e+00 1.060205360351549997e+00 1.620665590820321578e-01 6.849136595590358034e+00 2.327790986231678960e-01 7.680391545430698130e-02 2.132403618550863383e-02
1.066690763183596902e+00 2.637029287109401987e-01 2.092559277343749788e-02 1.957773020507824535e+00 1.056086270019515272e+00 1.819212817382830916e-01 6.503035117405077337e+00 2.258758569115918713e-01 8.893335301759340561e-02 1.163858403741615567e-02
1.070886151367192562e+00 2.683923925781275255e-01 2.137925683593755802e-02 1.908157165039075176e+00 1.031132402832019901e+00 1.609776289062509191e-01 6.691849596375317510e+00 2.295992209922623761e-01 9.218109476776022160e-02 2.284754780254014475e-02
1.085817611328128374e+00 2.735375576171876766e-01 2.258624316406264779e-02 1.935913242675797896e+00 1.019231832519525316e+00 1.387194331054694973e-01 6.235020253803404522e+00 2.359531290251246083e-01 9.960547297066052463e-02 2.507114695499725390e-02
1.082815104980468401e+00 2.761403071289059707e-01 2.279486230468767000e-02 1.927707658691415693e+00 1.016018123046865451e+00 1.498407978515633454e-01 5.810842335450067786e+00 2.392455830456568788e-01 1.584074490512539790e-01 2.915396546785416210e-02
1.053335125976573972e+00 2.708785170898451722e-01 2.151434179687519363e-02 1.906253153320322413e+00 1.072682955566392149e+00 1.803041835937501669e-01 6.988878612810909274e+00 2.326044272607379060e-01 6.512329009526882095e-02 1.273182406091214781e-02
1.082936395019530984e+00 2.672319721679706772e-01 2.274543945312505755e-02 1.995084147949238051e+00 1.060226146484360976e+00 1.854329204101581585e-01 6.495015757323053585e+00 2.319907791225349070e-01 8.385349571912772970e-02 1.585320119364676608e-02
1.075211317382817500e+00 2.650962250976584000e-01 2.164589111328124593e-02 1.960984194824236582e+00 1.042225372070300082e+00 1.777317104492210642e-01 6.415603272099946963e+00 2.286690413666608301e-01 6.726069824033689692e-02 8.187844805229649997e-03
