M Y Z alpha diffusion overshoot age Y_surf X_c mass_cc
1.019424742675799189e+00 2.797351088867234270e-01 2.194407568359372021e-02 1.778639707519539037e+00 9.956459121093609310e-01 1.921610620117177592e-01 6.596217369891040683e+00 2.424320611697506067e-01 1.303139495908444689e-01 6.513319419224770403e-03
1.009893097167990472e+00 2.831604365234417497e-01 2.204676855468734251e-02 1.749971174804694662e+00 1.086537025878888452e+00 1.892152529296858565e-01 6.923642066852769617e+00 2.446197520734813280e-01 1.206820631478903588e-01 1.000310644628513677e-02
1.010132175292983936e+00 2.787945903320330765e-01 2.024801269531249087e-02 1.868053695800798497e+00 1.108503104980451015e+00 2.360844072265617932e-01 6.821538349262251444e+00 2.409373420683004752e-01 1.336233873787964210e-01 1.247333470724767794e-02
1.017399932128917328e+00 2.787901997070333371e-01 2.133379101562490887e-02 1.924053032714846401e+00 9.941888417968588465e-01 2.329960986328126205e-01 6.496787828986124502e+00 2.422179439606650386e-01 1.802819835661968184e-01 1.781615164920800562e-02
1.015981034667984728e+00 2.823314438476580146e-01 2.163238427734376704e-02 1.853275921386736913e+00 1.157126411132791244e+00 2.335184213867178837e-01 6.382518527043799850e+00 2.470972270493091705e-01 1.575244951120021442e-01 9.864056439064286183e-03
9.855836752929842959e-01 2.813976235351580701e-01 1.898529101562500612e-02 1.957038059082055081e+00 1.264879263671860432e+00 2.493999326171854047e-01 6.821186311413349301e+00 2.453605867960892417e-01 1.209786184848909707e-01 2.174313295249747594e-03
1.044642894531264465e+00 2.737411123046902262e-01 2.253233886718753257e-02 1.834602477050795155e+00 1.034494454101542393e+00 1.997871694335943971e-01 6.277492261840656340e+00 2.385658925111029949e-01 1.299077075481339938e-01 5.825809637541398515e-03
9.930065849609566175e-01 2.874189433593786758e-01 2.127276367187486833e-02 1.800860932128916403e+00 1.091885682128887813e+00 2.061697460937482185e-01 6.932993666125803145e+00 2.482329282018514438e-01 1.288858010500172901e-01 1.105787384685585559e-02
1.023119531250016978e+00 2.785364282226600596e-01 2.125129638671864954e-02 1.809732099609382416e+00 9.830884145507667871e-01 1.700173325195306895e-01 6.408216845840918552e+00 2.397231662474239577e-01 1.369356775808241167e-01 8.877992795815919588e-03
1.013285165527358478e+00 2.857650292968774153e-01 2.231490917968748100e-02 1.887107602539070283e+00 1.046845211914040785e+00 2.362019667968744130e-01 6.669777777122884999e+00 2.492200510467405261e-01 1.407925279937457808e-01 1.466133950235848533e-02
1.000228120605485937e+00 2.851166635742218847e-01 2.144180957031240065e-02 1.862050303710951482e+00 1.136214973144510143e+00 2.069663994140616137e-01 6.507540111247198666e+00 2.481054280145462698e-01 1.606114389590723723e-01 9.598134609926750951e-03
1.022378579589860337e+00 2.763109082031279806e-01 2.193939843749995525e-02 1.844259609375011211e+00 1.045775950195294568e+00 2.372140214843744543e-01 6.738052406046946885e+00 2.409795460058501426e-01 1.307139929800461842e-01 6.436739774151509740e-03
1.002634353515639232e+00 2.781533359375025771e-01 2.212684570312501570e-02 1.891220770996095757e+00 1.010388184570296888e+00 2.284195200195306419e-01 6.893675338890959736e+00 2.430723889756162825e-01 1.534752237206224168e-01 6.140024626184520037e-03
9.955142758789202739e-01 2.871101171875032887e-01 2.142941308593747374e-02 1.827969740722669600e+00 1.109475946777323641e+00 2.349198432617169430e-01 6.815189020979063983e+00 2.501083167073869795e-01 1.448131691942437793e-01 1.183637638360458995e-02
1.018018903808606046e+00 2.835629790039085329e-01 2.293571289062500476e-02 1.927487410644523225e+00 1.036880592285139846e+00 2.722849433593749757e-01 6.701740857999406664e+00 2.478792092092965693e-01 2.029251563957573945e-01 2.931672115357767880e-02
1.007998901855480245e+00 2.765566430664089248e-01 2.042536132812499197e-02 1.975079362304693387e+00 1.053475042968734288e+00 2.231778344726562668e-01 6.403118741550460236e+00 2.415301360070315762e-01 1.605874677000493633e-01 6.421675716581276040e-03
1.021959865722669836e+00 2.758473051757829864e-01 1.946340283203122634e-02 1.882961756347673044e+00 1.114388732421860428e+00 1.953471503906253348e-01 6.252105219679894965e+00 2.375935138731654628e-01 1.351532595110365720e-01 7.968968969406839409e-03
9.978090000000104931e-01 2.806174418945329152e-01 2.056717773437492097e-02 1.947500947265635274e+00 9.224136508788859379e-01 2.415953945312499795e-01 6.909865820278481507e+00 2.446987130853124637e-01 1.398494302401582234e-01 9.497151625041465317e-03
1.025818139160173947e+00 2.785732231445336993e-01 2.149995947265626386e-02 1.813527772949232952e+00 1.032210251464826811e+00 1.925011337890626395e-01 6.521742544400774833e+00 2.411467335484430152e-01 9.752241148087405220e-02 3.098416169628279409e-03
9.995228188476718012e-01 2.840518505859406795e-01 2.164424951171872377e-02 1.793054086914068979e+00 1.038502935058572385e+00 2.269315097656231794e-01 6.976813789579090042e+00 2.465477374932255328e-01 1.288272412333698880e-01 8.502646643654498612e-03
1.002152320312513334e+00 2.851957128906278949e-01 2.084288720703122988e-02 1.901648577148448149e+00 1.098940012695295732e+00 2.039478496093750648e-01 6.427476823973548470e+00 2.472936038338771625e-01 1.560160749592857665e-01 1.267691472943886614e-02
1.009522680664080463e+00 2.805053671875027410e-01 2.201483349609383022e-02 1.824371476562513417e+00 1.146118125488261086e+00 2.440901914062484912e-01 6.947343956645650742e+00 2.441751295628679652e-01 1.085663840437665201e-01 3.410327952179239858e-03
1.008784993164080435e+00 2.835534975585975448e-01 2.105817822265616812e-02 1.798416846679700809e+00 1.114977591308576210e+00 1.839678862304677254e-01 6.529297772332722793e+00 2.449845486435724695e-01 1.450021624573104018e-01 1.161916808425950132e-02
9.987489501953261684e-01 2.845644404296900909e-01 2.145726269531244082e-02 1.847333794921888872e+00 1.114130497558570632e+00 2.471753916015608232e-01 6.963355162759283346e+00 2.477867743471702244e-01 1.401049795686992727e-01 1.264782480674310136e-02
9.876872109375132158e-01 2.760061606445329829e-01 1.841757373046869206e-02 2.022703145507827927e+00 1.174301499023422846e+00 2.456710722656250123e-01 7.004913920955425866e+00 2.390930430923930705e-01 1.173476699463049944e-01 3.874860023163289365e-03
1.024160521972671933e+00 2.800402519531290935e-01 2.266896142578125883e-02 1.791710346191412118e+00 1.009930881347639975e+00 2.141679892578120525e-01 6.437011658154577098e+00 2.442687796282195511e-01 1.556591689671990020e-01 1.018661494134498469e-02
9.990420576172086564e-01 2.888300952148479261e-01 2.187621777343743551e-02 1.780040147460949740e+00 1.107894408691386223e+00 1.971507124023414992e-01 6.655728630264711398e+00 2.507313157053860930e-01 1.393992598816657935e-01 8.962431645186643564e-03
1.008649997070329762e+00 2.842016176757833357e-01 2.127085058593746955e-02 1.847947487792982679e+00 1.136641968261694613e+00 2.234691782226548018e-01 6.824664886348886128e+00 2.461351175219687049e-01 1.208104852824673919e-01 1.212061239376822398e-02
1.011438936035171654e+00 2.879292363281277245e-01 2.206619091796881496e-02 1.834770899414070788e+00 1.088465446777323598e+00 2.434399096679674135e-01 6.562892120344061553e+00 2.505952219618864940e-01 1.561412958952231311e-01 1.813108317617888668e-02
1.005879335449237688e+00 2.798885214843786495e-01 2.144243066406235909e-02 1.752358818847663313e+00 1.040101437499984405e+00 1.972057871093730597e-01 6.958713667543255710e+00 2.415255180470042840e-01 1.270990944912814558e-01 6.843426019088611444e-03
9.977588359375170191e-01 2.832578076171908266e-01 2.115808593750003255e-02 1.836078891601573559e+00 1.122159695312480832e+00 2.221036435546860921e-01 6.681186209674335963e+00 2.471221777970217803e-01 1.299921092219487040e-01 2.011637125272437536e-03
9.804305893554843276e-01 2.880388081054711114e-01 2.013361376953114526e-02 1.869899180175797371e+00 1.146228297363258042e+00 2.394222363281227339e-01 7.185779106898798396e+00 2.488163205384009979e-01 1.180631843961706118e-01 1.098350663507432178e-02
1.020664540527360220e+00 2.768127851562531827e-01 2.131839208984378717e-02 1.807051956542979676e+00 1.070596332519512472e+00 2.149150834960921741e-01 6.686280866149236779e+00 2.404853480167952196e-01 1.034347898184983378e-01 2.109371840102995492e-03
1.015875505371113485e+00 2.814284111328160254e-01 2.273208984374993843e-02 1.755731326660156189e+00 9.944292666015488447e-01 1.982646850585920717e-01 6.666322947770639828e+00 2.442012612974653052e-01 1.446136925335144152e-01 7.927090677600032859e-03
9.914462275390807378e-01 2.875030502929719622e-01 2.084374414062496392e-02 1.776633813476575785e+00 1.093119704589822661e+00 2.155014609374979739e-01 7.142851756831496424e+00 2.477515554897826988e-01 9.886254182847746541e-02 7.985208337489080668e-03
1.009483514160172790e+00 2.801190458984401110e-01 2.170829833984379287e-02 1.924013623535166362e+00 1.105147592285138813e+00 2.434628994140625169e-01 6.719581391388993907e+00 2.448754109671852364e-01 1.412740120359345652e-01 8.779823980202520681e-03
9.976276596679819475e-01 2.885912558593783372e-01 2.101295410156239080e-02 1.854440173339847897e+00 1.043816813476545757e+00 2.343176538085927907e-01 6.920999114402414776e+00 2.487914253016077770e-01 1.450211399705751414e-01 2.181615296141336743e-02
1.008177281738301012e+00 2.801303334960977831e-01 2.149538671874993978e-02 1.771467868164077641e+00 1.088400738281232627e+00 2.001577387695299415e-01 6.775377143807704172e+00 2.429991082456265383e-01 1.261563641028186078e-01 3.634853236664188636e-03
1.009351705078144423e+00 2.838022426757855210e-01 2.269429638671873958e-02 1.755885077636720748e+00 1.003994243652328144e+00 2.083790107421862325e-01 6.703885425270285303e+00 2.471174933086133785e-01 1.410697919150936674e-01 6.595508081347158970e-03
1.009285559570326507e+00 2.841468642578159343e-01 2.190772509765618464e-02 1.855638430664071858e+00 1.075168991210922353e+00 2.146576928710931254e-01 6.553349964394625360e+00 2.470471266541826583e-01 1.625516349155319284e-01 1.451822769806917351e-02
1.005993116699232637e+00 2.878941215820339239e-01 2.285834912109380515e-02 1.858346846191410329e+00 1.005535516113260197e+00 2.393769106445299000e-01 6.675522274425463642e+00 2.518001904356229059e-01 1.480860536649225845e-01 1.128088945938718161e-02
1.032871397949230552e+00 2.695796499023468407e-01 2.436210986328153985e-02 1.966416792968744165e+00 1.042731557128891540e+00 2.860677983398443591e-01 6.767495742832674743e+00 2.380798824694875804e-01 1.572019442506415177e-01 2.516369999037747565e-03
9.982644003906446795e-01 2.871911953125039219e-01 2.166247167968732984e-02 1.798873272949224500e+00 1.055264967773420937e+00 1.978745346679668671e-01 6.812103480451450643e+00 2.477954460969560568e-01 1.407770630936201472e-01 1.224722245589677204e-02
1.024936582519545336e+00 2.771369814453155112e-01 2.204582958984380517e-02 1.857420560058602232e+00 1.018641500976545045e+00 2.250927158203118450e-01 6.485774815178242392e+00 2.421198837052797037e-01 1.347857693101238985e-01 5.006466140783446747e-03
1.004320842773454014e+00 2.863401396484410166e-01 2.269741845703126398e-02 1.791448184082032435e+00 1.008761411132795160e+00 2.268222602539046451e-01 6.688015822763865081e+00 2.497461679414622604e-01 1.591597819662927960e-01 1.216556304429702688e-02
9.875903105468910592e-01 2.869794868164090573e-01 2.081218945312498722e-02 1.887591459960953566e+00 1.132331933105447996e+00 2.428863598632795273e-01 6.962151316048290184e+00 2.493491141400785427e-01 1.189571671838039468e-01 6.273445541698382220e-03
9.982257138672031571e-01 2.868072871093778065e-01 2.271312451171875538e-02 1.924053407714846120e+00 1.041486535644511324e+00 2.369284248046867603e-01 6.744673158823438541e+00 2.513611244348778473e-01 1.559312876116443203e-01 1.072675190811835794e-02
9.986999477539240111e-01 2.876564487304725248e-01 2.168589501953117199e-02 1.789459979980475790e+00 1.065252904785140009e+00 1.955423691406239506e-01 6.718638897809120714e+00 2.485122634524677132e-01 1.421400900566375802e-01 1.204192067838824945e-02
1.013724082519549041e+00 2.792394711914092942e-01 2.109760839843746738e-02 1.795498966796888363e+00 1.069198612792950698e+00 1.994043657226554911e-01 6.782514527110416580e+00 2.410163571257784021e-01 9.776619069515569971e-02 3.274264434589310539e-03
1.009469277343770344e+00 2.861914072265667186e-01 2.273653173828123555e-02 1.768724343750003758e+00 9.506744335937337143e-01 2.189750693359355238e-01 6.761154556212026989e+00 2.489635492446955756e-01 1.229529391745113470e-01 6.843533373609509383e-03
1.032442528320330233e+00 2.734386250000032104e-01 2.164998193359382594e-02 1.794423768554703980e+00 1.080719848144514605e+00 2.020006928710932625e-01 6.688478238250078256e+00 2.368441244295508841e-01 9.420694322013252464e-02 2.306738424993519127e-03
1.017179058105487144e+00 2.799775253906286454e-01 2.109855126953127241e-02 1.807907542968766323e+00 1.092606878906229317e+00 2.058331542968742656e-01 6.737871769561964541e+00 2.421978979220831552e-01 9.272778069279567770e-02 4.257774523403329986e-03
1.017791349121105693e+00 2.786926909179712752e-01 2.324920214843754010e-02 1.937929048339841920e+00 9.666885727538900852e-01 2.647264951171875991e-01 6.799832252204864425e+00 2.448755876052986225e-01 1.639395235281499164e-01 1.277515656100296042e-02
9.905559218750144002e-01 2.907410952148467564e-01 2.134751318359371514e-02 1.869510899414074112e+00 1.092935303710912631e+00 2.428431435546854200e-01 6.899997022504289035e+00 2.530978034514414499e-01 1.310848871034181740e-01 1.336853893809472095e-02
1.013279552734386080e+00 2.813152114257840841e-01 2.261581396484371731e-02 1.824544173828123172e+00 9.728314291991994045e-01 2.473237192382800043e-01 6.760864930531947259e+00 2.455586166463165909e-01 1.710783433279585708e-01 1.582526311485972850e-02
1.016739666992208191e+00 2.800235942382856558e-01 2.219145361328113061e-02 1.735857573242195251e+00 1.045022050781233336e+00 1.908158583984356504e-01 6.679445674388086118e+00 2.428853696524630457e-01 1.327845290868111539e-01 5.266850419049197256e-03
1.016859940917986149e+00 2.817695639648469808e-01 2.135796386718749260e-02 1.845316599121110235e+00 1.113173370117168215e+00 2.036004365234365399e-01 6.390965840022610145e+00 2.450791141687644337e-01 1.489383928538101365e-01 1.029830756173711476e-02
9.987336357422043065e-01 2.815899072265653502e-01 2.083891406249997399e-02 1.837295558593767808e+00 1.093034979003883800e+00 2.321144301757797068e-01 6.965191616333274993e+00 2.446349270410942689e-01 1.146351192214759424e-01 4.336936916886034547e-03
9.998610610351730266e-01 2.778393134765658190e-01 1.959476171874995412e-02 1.874646712890634337e+00 1.071187140624984435e+00 2.050205385742177311e-01 6.743047910893689156e+00 2.388332579624232455e-01 1.252837029751117659e-01 5.971636131717948832e-03
1.010862685058612431e+00 2.840235566406287271e-01 2.231895703125002378e-02 1.837455150878916532e+00 1.052749162597637733e+00 2.129177890624988079e-01 6.477954422151610991e+00 2.482057123658011621e-01 1.389528203788972516e-01 4.551480278875494855e-03
1.018858762207048629e+00 2.846881518554716939e-01 2.243196289062508730e-02 1.791572016601572725e+00 1.037873616210921002e+00 2.128212021484366945e-01 6.688701625169015230e+00 2.467558260140439441e-01 1.130654073604798193e-01 9.487151857481231076e-03
9.902462070312665343e-01 2.869292617187529926e-01 2.117629687499991004e-02 1.841681895996094553e+00 1.002871761718734600e+00 2.106627167968739833e-01 7.054702193551771749e+00 2.466781600366217408e-01 1.289476388469041057e-01 1.302228037977605675e-02
1.022365515625014876e+00 2.803112700195342644e-01 2.210453173828126963e-02 1.888463131835948605e+00 1.057216666503886682e+00 2.053904868164063424e-01 6.262260157179303732e+00 2.449428164736615621e-01 1.522456407465802575e-01 7.496765632507278176e-03
9.977907939453289909e-01 2.834732226562524660e-01 2.137790673828124377e-02 1.811572551269538867e+00 9.925358427734147782e-01 2.368649467773418227e-01 7.110570166564499139e+00 2.460059026502762203e-01 1.077651178823109818e-01 5.362760714997936128e-03
9.843231123047037068e-01 2.883428671875029048e-01 2.070455517578128832e-02 1.851360799804708357e+00 1.149960806152320103e+00 2.558199536132787499e-01 6.930670663433218692e+00 2.516956286499326678e-01 1.108373360133779184e-01 2.083336181334987693e-03
1.013885532226573849e+00 2.847392192382836584e-01 2.170852929687495242e-02 1.930112122558603760e+00 1.045810471679667453e+00 2.313002958984372304e-01 6.518710073593112497e+00 2.484788374818671930e-01 1.612099193860479784e-01 1.809132194962021628e-02
1.005143658203144108e+00 2.838341801757850447e-01 2.165562548828116329e-02 1.785179366210945862e+00 1.028218998535137985e+00 2.016883652343733346e-01 6.805043574101572013e+00 2.460198344703855566e-01 1.217840830226754045e-01 6.212451086604835193e-03
1.023807871582045337e+00 2.783723291015650636e-01 2.100309375000002088e-02 1.928212722656262423e+00 1.025406982421860791e+00 2.195429887695319326e-01 6.639836709591519615e+00 2.410399363768415681e-01 1.103485819990363964e-01 1.011613994572799734e-02
1.006055664550796536e+00 2.789520239257840539e-01 2.144724023437492161e-02 1.827559298339858529e+00 1.077223447753886232e+00 2.370538466796860422e-01 6.828539112419234947e+00 2.434534078226213427e-01 1.424423638008371074e-01 5.350306066925451277e-03
1.022716570800795921e+00 2.766351889648462903e-01 2.083475634765629900e-02 1.853059878417991246e+00 1.133346666503885602e+00 2.250664770507807555e-01 6.566161853321553998e+00 2.406652493363203860e-01 1.147467838874818707e-01 4.780822388204908867e-03
1.019547702148451807e+00 2.794445000000024271e-01 2.088366406249996671e-02 1.871578356445327884e+00 1.079746255859354909e+00 2.011566518554693539e-01 6.446535960799709919e+00 2.421610907021613246e-01 1.229089832133029303e-01 6.861232278029947250e-03
1.009498413085952340e+00 2.815651791992209718e-01 2.240539843749993557e-02 1.858135141601569895e+00 1.026121551269510324e+00 2.447937753906239688e-01 6.776286616335864821e+00 2.462942300826549691e-01 1.618211525704452425e-01 1.239237908733145828e-02
1.018085711425795070e+00 2.788335698242202509e-01 2.210106542968748311e-02 1.894337458007820274e+00 1.030716566894511077e+00 2.333173041992186170e-01 6.719178521801326909e+00 2.435670039980970536e-01 1.491229085194012427e-01 1.184947370132282025e-02
1.016578269042982985e+00 2.810506894531279443e-01 2.269035302734379728e-02 1.936178687500009099e+00 1.053292550781232739e+00 2.355931376953132594e-01 6.298869797921678781e+00 2.475932114841142007e-01 1.768228337446201281e-01 9.506195074132103504e-03
9.986438417968915848e-01 2.860857216796888758e-01 2.147706103515630363e-02 1.999394750488297623e+00 1.159663775878884584e+00 2.521702031249998810e-01 6.629037155740881815e+00 2.512089116598759664e-01 1.426690810136677645e-01 9.444066467000602344e-03
9.860946972656394749e-01 2.817481020507831557e-01 1.988353271484375254e-02 1.888063970703146133e+00 1.198865089843728304e+00 2.511762382812475769e-01 7.213691466679782671e+00 2.448295045724475649e-01 9.495996983512787482e-02 1.321830325463266330e-03
1.016953108886730739e+00 2.672751127929713366e-01 2.169410644531259702e-02 2.004203138183594746e+00 1.066117927734359982e+00 2.619892416992190554e-01 6.868017112227540188e+00 2.349854163045769773e-01 1.584416642020731458e-01 2.610017379164789909e-03
1.000963308105482064e+00 2.776985117187530938e-01 2.232339111328131287e-02 1.924800700195308911e+00 8.907132929687332501e-01 2.648888676757804594e-01 7.201521057482917598e+00 2.431247374579866005e-01 1.243533119946607785e-01 2.022887271078037744e-03
1.017648101074231093e+00 2.825519233398469665e-01 2.245318847656245509e-02 1.839095066406251755e+00 1.009821216796855881e+00 2.284375390624990843e-01 6.721544890949011197e+00 2.455214936585554675e-01 1.523498986914714470e-01 1.620021233417025253e-02
1.002608829589859196e+00 2.815559194335967574e-01 2.253407910156238550e-02 1.821810699707036685e+00 1.010898883300761275e+00 2.415648867187477344e-01 6.884286889318874003e+00 2.463551143412257283e-01 1.570626955116053158e-01 7.031448624759156774e-03
1.025631625000013258e+00 2.842175600585978845e-01 2.254344189453122427e-02 1.845770318847660629e+00 1.014947213378891266e+00 2.148431523437496216e-01 6.303210873402617764e+00 2.476473651370069140e-01 1.770938947305136513e-01 1.979403884433867181e-02
1.018698421386737163e+00 2.783911577148473482e-01 2.062965039062494496e-02 1.800238342285177762e+00 1.168370111328104644e+00 1.826301186523429654e-01 6.799154594654905459e+00 2.395252423043641998e-01 8.990877958131666958e-02 5.681919512055513995e-03
9.971011191406425889e-01 2.865549243164087767e-01 2.112218212890624655e-02 1.858930562988299284e+00 1.149734815429661161e+00 2.266635131835915695e-01 6.630385210664672790e+00 2.502053349499870349e-01 1.357006198813261733e-01 6.259347464478657100e-03
1.013637672851580795e+00 2.810512084960969936e-01 2.103459277343740566e-02 1.787434112792987140e+00 1.159348711914042207e+00 1.807245576171866985e-01 6.443268466632962266e+00 2.434852562423639177e-01 1.407082817378510764e-01 7.031601956803871546e-03
1.005475592285171915e+00 2.798061850585963350e-01 2.091444677734371690e-02 1.960486380859389310e+00 1.096197497070296123e+00 2.370083945312500828e-01 6.733175544535372481e+00 2.439979756437235248e-01 1.351878156067701786e-01 7.303849727261108385e-03
1.017425291503919027e+00 2.848158510742216931e-01 2.357060253906249209e-02 1.839688628417962990e+00 9.493650888671683052e-01 2.467032749023425897e-01 6.849636496336038327e+00 2.484642397974670958e-01 1.541456986697505860e-01 1.783359076630159842e-02
9.796112700195498402e-01 2.904656054687528854e-01 2.058266796874989521e-02 1.799380145507826878e+00 1.086826887207007930e+00 2.238836494140594435e-01 7.191686327457757599e+00 2.505787974727527456e-01 9.789195077294619851e-02 6.089433555692997692e-03
1.009444387695328960e+00 2.807206406250030706e-01 2.285476123046874253e-02 1.851246784667968770e+00 9.855483037109223909e-01 2.307206508789055310e-01 6.703983531418250763e+00 2.458168561518737916e-01 1.652235328305776962e-01 8.836012423975535962e-03
1.007898066406260673e+00 2.834693920898454511e-01 2.139655615234366953e-02 1.937486034667974533e+00 9.468341347656056284e-01 2.482532070312501449e-01 6.770319899570805156e+00 2.472632965812692762e-01 1.584259000438186793e-01 1.861160444118220569e-02
1.004776721679706997e+00 2.855471928710975882e-01 2.232771240234366836e-02 1.761349404785162331e+00 1.057095291015606620e+00 2.088559619140606671e-01 6.972453173174803176e+00 2.473056806670249907e-01 1.159816045495642989e-01 8.449553957436500146e-03
1.005926701660174505e+00 2.835247441406277824e-01 2.066270703124993904e-02 1.804415269042977332e+00 1.067994229492170488e+00 2.098962060546867570e-01 7.003927905646286867e+00 2.431129357146209757e-01 1.104764473343946979e-01 1.427437751355052457e-02
1.016756639648451310e+00 2.743960410156277563e-01 2.169576416015637360e-02 1.905649504394543392e+00 1.092563262207014274e+00 2.441370156249993151e-01 6.616054991581908240e+00 2.406076253681818100e-01 1.404803313882043991e-01 1.404277689022267626e-03
1.019516670410173464e+00 2.842569882812534532e-01 2.262754296875000778e-02 1.823455791015633265e+00 1.051532999023420345e+00 2.146793784179676645e-01 6.435874059079983667e+00 2.478040423947353021e-01 1.535555462432901530e-01 1.209744814271225023e-02
1.035526664062515367e+00 2.791380991210966611e-01 2.133509326171877107e-02 1.872160886230488597e+00 1.064539343261701410e+00 1.808637124023439458e-01 5.985704023828027687e+00 2.425223985016598249e-01 1.493416207674418683e-01 9.693649136400344507e-03
1.020081174316419093e+00 2.831297583007826857e-01 2.142151025390628960e-02 1.914703031250015952e+00 1.081835736816392890e+00 2.105515141601568274e-01 6.536248931168730181e+00 2.457397660130036521e-01 1.163048440577756915e-01 1.231252926806731228e-02
1.000228195800793252e+00 2.822423706054711379e-01 2.157107714843744736e-02 1.861632641113290410e+00 9.994618041991962798e-01 2.411076474609364639e-01 6.960817317363709122e+00 2.460808481410132198e-01 1.328164702276741493e-01 7.499266713720071850e-03
1.020288790527362321e+00 2.814458911132841634e-01 2.189180859374997151e-02 1.808414077636739226e+00 1.147822518554669768e+00 2.001234130859366467e-01 6.412487351354655196e+00 2.451417243545609415e-01 1.373835977483196247e-01 7.140268352949992979e-03
1.016440078125017576e+00 2.814614897460971932e-01 2.177431640624998346e-02 1.808816424316418647e+00 1.098059888671854667e+00 2.172812617187485085e-01 6.620540371080858577e+00 2.446756979501706897e-01 1.368930729037649285e-01 1.014866739387697107e-02
1.010310227050795095e+00 2.886276699218782715e-01 2.200782226562508076e-02 1.856143646484382792e+00 1.035927649902324887e+00 2.242966118164052558e-01 6.301840118967685811e+00 2.518417104338888657e-01 1.620403014113393492e-01 1.430839498772585455e-02
1.003655660156261620e+00 2.783812583007825858e-01 2.076677929687494734e-02 1.929312343750010594e+00 1.032185595214822893e+00 2.429158471679690456e-01 6.937025561243935989e+00 2.419078573768770890e-01 1.456489080812364556e-01 1.237344498859942708e-02
9.909150488281415203e-01 2.828163149414084088e-01 1.987179052734373494e-02 1.901365927734395944e+00 1.187592454589821767e+00 2.336957910156232110e-01 6.888915833836018798e+00 2.454359944821154493e-01 1.080602652635552080e-01 3.070457278285428516e-03
1.015659337402353701e+00 2.767160761718771567e-01 2.176954687499998292e-02 1.903772260742192524e+00 9.845947578124816246e-01 2.445410297851562109e-01 6.809421688800195049e+00 2.413151731741004224e-01 1.551646822097794698e-01 1.247162072729093504e-02
9.980798041992351433e-01 2.822416542968768094e-01 2.073506738281250678e-02 1.900442327148450961e+00 1.060619234374977848e+00 2.427403593749987432e-01 7.063508971119847324e+00 2.453420770294272579e-01 1.082603177641443398e-01 6.380151508703203397e-03
1.034305197265639853e+00 2.757406728515657823e-01 2.072205859375008188e-02 1.841464860839865381e+00 1.088997484374982117e+00 2.011360097656253731e-01 6.436351767981103755e+00 2.383149088844195296e-01 1.093878594962818251e-01 8.101997935997610686e-03
9.952423881836038877e-01 2.875012880859407205e-01 2.134422314453114644e-02 1.915563963378906331e+00 8.651365756835777132e-01 2.374320737304675688e-01 6.916935091222483400e+00 2.502394228430591672e-01 1.420896051661897086e-01 1.483033756794833319e-02
1.006475296875016578e+00 2.819873730468783202e-01 2.187026220703136570e-02 1.806619281250009479e+00 1.083165120605447562e+00 2.365717011718728446e-01 6.935659437718340925e+00 2.453325812984108178e-01 9.638977088122883952e-02 1.398791272091418547e-03
9.953620078125182680e-01 2.848990913085970300e-01 2.157401367187494409e-02 1.758504687011730683e+00 1.067663794433574287e+00 2.163672871093726136e-01 6.981543934418695585e+00 2.471686596883947706e-01 1.218404249648182558e-01 4.452919354084596340e-03
1.009266909667982048e+00 2.869606679687538020e-01 2.197067675781241847e-02 1.852108186035158477e+00 1.047788423828110105e+00 2.233194960937492646e-01 6.616573742450955642e+00 2.486536443834993504e-01 1.732632270355940474e-01 2.250531737104822724e-02
1.007595979492201366e+00 2.801301132812515360e-01 2.015412255859371990e-02 1.908284504882827415e+00 1.181741345214827765e+00 2.187735727539061314e-01 6.408283366666512215e+00 2.443229576009600390e-01 1.265963816104291595e-01 2.171095828931243581e-03
9.919996655273558561e-01 2.761242402343768165e-01 1.934594482421865547e-02 1.931280486328130097e+00 1.004930060058575547e+00 2.401035883789061076e-01 7.351770577291033781e+00 2.377333834318296202e-01 1.113635879438777260e-01 8.911175867849684823e-03
1.019990424316426170e+00 2.819859472656291444e-01 2.249233642578122444e-02 1.764554938476568191e+00 1.022577538574203526e+00 1.967503662109360285e-01 6.741604560223731113e+00 2.442542386588994474e-01 1.228729475364053886e-01 9.533987098826338449e-03
9.880587343750087959e-01 2.737745756835952005e-01 1.930251318359361978e-02 1.950781697753913857e+00 9.831090595702914881e-01 2.503696191406252769e-01 7.568644967873390250e+00 2.367086127072919322e-01 1.096427466047234373e-01 6.525007661791111697e-03
1.022064892578139483e+00 2.811910610351585627e-01 2.183767871093752339e-02 1.874045242187511784e+00 1.043652082031232498e+00 2.458406938476565551e-01 6.545200554433997731e+00 2.452557912177648347e-01 1.531518322947564847e-01 1.558181990668067000e-02
1.010167316894544864e+00 2.773821176757837459e-01 2.246034228515616377e-02 1.775618783691407909e+00 9.704205463867002779e-01 2.336042094726545060e-01 7.184020297744144301e+00 2.408912463692812200e-01 1.301975258688296000e-01 7.321576993975486766e-03
9.999234506836095493e-01 2.853082836914092590e-01 2.093679199218739448e-02 1.808733256347662577e+00 1.062877298339827359e+00 2.026464936523426075e-01 6.870167975270621064e+00 2.455365630079296146e-01 1.449868650337684528e-01 1.653544054664992866e-02
1.004678771972673745e+00 2.813805957031277893e-01 2.179423974609370762e-02 1.767180061035162231e+00 1.017262478027323835e+00 2.214668950195293473e-01 7.137428125799312184e+00 2.434359684091940146e-01 1.142216170239373774e-01 7.181142702575202610e-03
