M Y Z alpha diffusion overshoot age X_c Y_surf
1.010523177734378164e+00 2.729553720703122854e-01 2.032879394531235395e-02 1.908170635742207244e+00 8.159436289062481640e-01 1.592445996093751481e-01 4.379074465337643218e+00 3.748710819537341421e-01 2.571612496153758975e-01
1.011712795898439987e+00 2.744298193359373528e-01 2.105244140624985480e-02 1.929012227539081747e+00 9.183691748046854952e-01 1.584864248046875812e-01 4.377627651463393832e+00 3.734108346165031511e-01 2.575697670328584987e-01
1.004643577148441658e+00 2.724460878906249661e-01 1.934639648437484066e-02 1.922610928710960065e+00 7.510253124999982655e-01 1.551305302734376224e-01 4.446308933063246371e+00 3.703557135079985629e-01 2.570652938652739361e-01
1.008412714843752722e+00 2.738312011718747052e-01 2.075636816406235124e-02 1.907774970703143946e+00 8.357492910156225641e-01 1.561689501953126280e-01 4.452734572026972870e+00 3.717924827014383871e-01 2.580631610250888053e-01
9.972771669921886017e-01 2.721990888671872444e-01 1.809037304687487885e-02 1.924328941406270532e+00 7.506728330078111799e-01 1.488737177734376360e-01 4.451668252328593312e+00 3.685650862243589621e-01 2.572116239955373196e-01
1.008163264648440860e+00 2.728128466796874152e-01 1.993534179687485308e-02 1.905540875976583060e+00 7.937569716796862851e-01 1.565616630859377467e-01 4.384300376211106354e+00 3.755286577561829930e-01 2.569900560366146780e-01
1.009234221679690569e+00 2.731332392578124102e-01 2.050293847656235388e-02 1.914467030273456993e+00 8.280245439453109979e-01 1.591014267578126362e-01 4.405800929128434795e+00 3.753147607911242467e-01 2.573014452529057694e-01
1.014547451171876169e+00 2.755912490234373458e-01 2.148823535156236739e-02 1.900843184570329969e+00 8.905499726562485785e-01 1.561367744140625402e-01 4.279770648426949542e+00 3.785994324671311251e-01 2.594776564146369924e-01
1.014616981445314758e+00 2.751567050781251744e-01 2.135310742187486108e-02 1.922423886718767960e+00 8.926560869140611754e-01 1.552131220703126813e-01 4.314663583332086105e+00 3.744079020913486100e-01 2.588462184342390504e-01
1.017361082031251085e+00 2.765340283203126526e-01 2.187035742187485102e-02 1.905430475585955019e+00 8.897878359374992163e-01 1.546227558593749885e-01 4.242188756109062098e+00 3.780832488659010560e-01 2.602054278363143403e-01
1.009625713867190466e+00 2.720259462890621260e-01 1.969452050781235475e-02 1.901874824218769744e+00 7.810864482421864263e-01 1.540235175781251575e-01 4.309920205743782873e+00 3.797392919262404520e-01 2.564550593882214957e-01
1.003911323242191012e+00 2.724619921874996686e-01 1.958245214843734941e-02 1.905771776367208847e+00 7.504207382812482230e-01 1.561386474609376407e-01 4.468114977304725954e+00 3.727006740285705999e-01 2.572720119767831215e-01
1.007423088867190897e+00 2.714065537109371373e-01 1.917329394531236755e-02 1.906694458984395935e+00 7.796179941406242708e-01 1.535467753906251120e-01 4.331759526514258773e+00 3.775068777690342992e-01 2.560226859623834228e-01
1.016577240234376456e+00 2.760358349609375872e-01 2.175218066406236356e-02 1.909739894531267579e+00 8.864695654296864680e-01 1.550744345703125304e-01 4.275324299356927149e+00 3.764656502152055606e-01 2.600532839095680560e-01
1.007160344726566459e+00 2.736568925781248107e-01 2.031461035156234551e-02 1.919258048828145657e+00 8.054909824218727810e-01 1.597071250000000331e-01 4.469495778828467714e+00 3.695444278582441511e-01 2.579186752242788594e-01
1.009528404296878179e+00 2.731044912109372724e-01 2.022574707031235541e-02 1.907626088867207637e+00 8.122699570312483797e-01 1.597552910156251060e-01 4.392251425111564522e+00 3.745711282512803053e-01 2.571815020946203734e-01
1.007355707031253322e+00 2.725655527343748830e-01 1.982205175781234785e-02 1.914222291015645450e+00 8.084201728515608698e-01 1.553180029296876430e-01 4.403774381696851314e+00 3.740435381733191456e-01 2.565538545572215723e-01
1.013686254882815163e+00 2.735325332031247059e-01 2.066860937499986201e-02 1.904685191406269462e+00 8.584782080078108280e-01 1.565308056640626611e-01 4.284694696811139458e+00 3.789453782108599400e-01 2.573132657817898128e-01
1.001445828125002269e+00 2.728036669921869994e-01 1.959376855468734913e-02 1.884252587890644870e+00 7.138454199218736695e-01 1.547541777343751368e-01 4.503964939724419025e+00 3.729648379629723065e-01 2.582388123835415161e-01
1.013441101562502444e+00 2.738978701171873031e-01 2.090859374999986392e-02 1.903283647460957129e+00 8.728822050781233077e-01 1.562211650390626649e-01 4.300393956009445517e+00 3.790878772230184546e-01 2.575953118627150595e-01
1.013205388671877483e+00 2.755205546875001965e-01 2.157817285156235151e-02 1.926611824218767755e+00 8.764067724609357901e-01 1.576400458984375808e-01 4.393338747480949991e+00 3.721365242375087035e-01 2.595866594676357053e-01
1.009194294921877733e+00 2.713373945312496649e-01 1.947558105468735409e-02 1.893094703125020040e+00 8.065186484374986531e-01 1.512710332031250715e-01 4.282304959320638815e+00 3.821893591118949995e-01 2.554367073805063892e-01
9.931852890624999208e-01 2.711337207031249141e-01 1.748760449218737106e-02 1.926603071289083369e+00 6.839863613281236265e-01 1.472860478515626570e-01 4.544344382204052124e+00 3.648121980664228436e-01 2.569589040347199926e-01
1.011736831054690366e+00 2.742210781249998508e-01 2.098438476562484653e-02 1.930168083007832047e+00 9.114819238281230973e-01 1.587935058593751003e-01 4.376222843674081986e+00 3.739020213098436241e-01 2.574077351660905566e-01
1.001345525390625157e+00 2.715129023437496403e-01 1.829861425781236992e-02 1.898003718750018942e+00 7.836771533203116258e-01 1.476759296875000405e-01 4.319952186849148390e+00 3.780588874024563006e-01 2.559310679040168179e-01
1.009161153320313753e+00 2.764599062500001092e-01 2.162393164062484038e-02 1.908000033203142154e+00 8.477364384765604388e-01 1.554746914062501428e-01 4.451998918480937206e+00 3.695621892524550978e-01 2.609929395712192735e-01
1.022907964843752016e+00 2.781575644531257829e-01 2.310302734374983583e-02 1.884719181640642782e+00 7.216618896484385814e-01 1.490000937499999234e-01 4.221508525926231492e+00 3.784399315549818454e-01 2.646788258401167604e-01
1.012133998046877315e+00 2.781169687500004151e-01 2.230999804687483143e-02 1.914724985351581754e+00 8.179610068359364217e-01 1.559302529296874851e-01 4.467339793556710070e+00 3.656909277505213662e-01 2.627602130718202367e-01
1.016325628906252110e+00 2.787397177734379783e-01 2.323395410156232563e-02 1.888963980468768789e+00 6.717786533203140564e-01 1.504024824218749556e-01 4.449978664637660231e+00 3.674249939711466961e-01 2.658475646829464578e-01
1.003698146484379050e+00 2.724244121093746251e-01 1.941447167968734025e-02 1.911146327148459667e+00 7.508121376953105219e-01 1.552914765625000859e-01 4.499230117882469848e+00 3.689808435394761887e-01 2.570756039060501652e-01
1.020573393554689456e+00 2.771676425781255948e-01 2.274033886718734854e-02 1.900264069335955819e+00 7.377176523437513067e-01 1.522387578125000696e-01 4.303087889599130023e+00 3.738259571604388154e-01 2.632113863337610660e-01
1.014165837890627753e+00 2.745385390624999200e-01 2.117495019531236145e-02 1.925405432617206758e+00 9.211883222656233050e-01 1.567249921875001339e-01 4.327563954465841078e+00 3.743226405816099112e-01 2.576199163822254223e-01
1.021657856445314705e+00 2.778523955078130436e-01 2.313521972656233661e-02 1.899225998046893293e+00 7.051125966796885081e-01 1.498395556640626236e-01 4.319213907906381600e+00 3.715644785504835235e-01 2.644554596017175685e-01
9.978590908203145426e-01 2.725105957031245807e-01 1.847468261718736293e-02 1.914607194335958384e+00 7.050942587890612900e-01 1.496280771484376493e-01 4.515704368706356497e+00 3.652860390895356080e-01 2.581828406372729257e-01
1.012018458007814870e+00 2.738935673828124528e-01 2.098204785156235208e-02 1.920028733398455811e+00 9.110605126953105204e-01 1.571717324218751266e-01 4.374933812600718674e+00 3.746853378732424855e-01 2.570953243432791968e-01
1.010998249023440820e+00 2.724446874999997270e-01 2.016640624999985545e-02 1.907020024414082915e+00 7.997248154296863198e-01 1.569874843750002358e-01 4.366208808224729232e+00 3.757710147136469336e-01 2.566912661828989473e-01
1.016710490234377096e+00 2.766104628906255192e-01 2.200909667968733996e-02 1.921114607421892773e+00 8.702300253906242178e-01 1.548678388671876627e-01 4.337185649054868364e+00 3.718595931762976869e-01 2.605831843411469673e-01
1.022359742187502585e+00 2.780821552734382140e-01 2.328384863281232967e-02 1.908699564453143482e+00 6.742711289062512936e-01 1.527941494140624690e-01 4.356968054067589691e+00 3.694039111441528855e-01 2.651448121491684629e-01
1.018334292968751775e+00 2.765788691406254607e-01 2.224446191406234674e-02 1.909929791992205139e+00 8.195147900390624685e-01 1.517327060546876660e-01 4.307970986914150480e+00 3.729874331974074586e-01 2.614092275895172346e-01
1.010859089843752834e+00 2.724410175781245003e-01 2.024381445312485941e-02 1.892560295898457534e+00 7.685540712890609472e-01 1.578816357421875816e-01 4.352689503381724556e+00 3.791262842707401881e-01 2.572817177852346204e-01
1.020683466796876493e+00 2.775998085937503301e-01 2.284433203124984491e-02 1.893168965820331007e+00 7.695862080078131884e-01 1.511581328124999846e-01 4.283434438362860419e+00 3.753656353290035774e-01 2.632795647223986624e-01
1.011976940429689442e+00 2.749598798828123969e-01 2.125174707031235108e-02 1.925735161132830386e+00 9.349469345703105283e-01 1.576654355468751212e-01 4.365322702195608251e+00 3.736587297560706178e-01 2.579396959324456451e-01
9.992987978515642800e-01 2.722573779296871832e-01 1.849066308593736579e-02 1.917084247070333092e+00 7.333243349609364081e-01 1.489374306640627033e-01 4.461356612339011818e+00 3.683886935288566700e-01 2.576034873548406767e-01
1.018507561523439353e+00 2.764495332031254859e-01 2.233882714843734088e-02 1.910942475585955203e+00 8.459598886718739941e-01 1.525696123046876573e-01 4.332644642655100853e+00 3.719853749782819907e-01 2.608766939660357997e-01
1.008808171875003268e+00 2.725653505859372827e-01 2.012839355468735644e-02 1.913238333984395689e+00 7.884671542968734181e-01 1.573349169921875734e-01 4.413956158908745486e+00 3.739071158781610560e-01 2.570390073216287652e-01
1.021167435546876501e+00 2.781953476562503691e-01 2.302803222656233870e-02 1.884326380859392192e+00 7.048783310546882230e-01 1.517633095703124768e-01 4.274652276173930510e+00 3.761618626738573723e-01 2.648881603676282448e-01
1.014544871093752354e+00 2.770014931640628619e-01 2.229604199218733138e-02 1.915515461914080619e+00 7.880118916015625974e-01 1.536834472656250505e-01 4.419587391789672637e+00 3.685018021855583914e-01 2.622128493620287659e-01
1.012957333984376262e+00 2.757339902343751703e-01 2.162663574218734799e-02 1.908540650390642135e+00 8.925688974609355952e-01 1.554661611328126136e-01 4.365567953394689837e+00 3.740847226035891593e-01 2.596089001218805925e-01
1.011361103515627358e+00 2.735999326171873469e-01 2.076422656249985940e-02 1.904859713867206983e+00 8.626165107421849276e-01 1.572560810546876631e-01 4.381466244796594189e+00 3.752130903799069661e-01 2.573738675574903656e-01
1.009934167968752794e+00 2.731153310546874380e-01 2.048599804687485301e-02 1.912223510742206534e+00 8.405238779296860807e-01 1.576196572265626261e-01 4.395645810350547578e+00 3.747975341954225548e-01 2.570725902281264519e-01
1.003791275390627513e+00 2.717025703124998914e-01 1.887596289062485819e-02 1.907160443359396718e+00 7.743903349609358999e-01 1.522184824218751620e-01 4.411974446571153230e+00 3.720450955193622122e-01 2.563066366699291998e-01
1.002150739257814616e+00 2.726012392578122667e-01 1.867454980468736050e-02 1.916701591796896365e+00 7.614538789062491597e-01 1.475599619140628149e-01 4.384144414472632256e+00 3.700426299912354389e-01 2.574386802282929154e-01
9.954676318359368947e-01 2.709660771484374009e-01 1.774037402343738024e-02 1.923016431640644619e+00 7.505988652343733580e-01 1.487699121093752075e-01 4.467232372105363503e+00 3.709937745522021157e-01 2.559751321248894262e-01
1.013174154296877516e+00 2.731756455078120371e-01 2.048797363281235767e-02 1.888910823242206272e+00 8.362034492187477852e-01 1.559269638671875735e-01 4.267412573162689959e+00 3.818850170188027304e-01 2.570424560792841095e-01
