M Y Z alpha diffusion overshoot age X_c Y_surf
1.012117267578119595e+00 2.712488496093741763e-01 2.130732519531229607e-02 1.823081247070323041e+00 3.227387343749998916e-01 1.382828369140622626e-01 6.931403275283561705e+00 1.670442737807606992e-01 2.629398136647551620e-01
1.007373068359371127e+00 2.747585146484370910e-01 2.059879980468733510e-02 1.872413415039074547e+00 3.816901328125009707e-01 1.542947070312501168e-01 6.528119361797711129e+00 1.858899562426633567e-01 2.649154108974073329e-01
1.005681431640622625e+00 2.761962578124998458e-01 1.932182519531235737e-02 1.877423207031264196e+00 3.304946894531258783e-01 1.601721220703124227e-01 7.161239812006988004e+00 1.197134778221039253e-01 2.666890627937750224e-01
1.025283187499997473e+00 2.695041962890625253e-01 2.045032128906233010e-02 1.860586784179702580e+00 2.466703740234360009e-01 1.430213486328124894e-01 6.710791495062104595e+00 1.576310986434810990e-01 2.627100642967948874e-01
9.937960234375006197e-01 2.779308046875001992e-01 2.004368066406231677e-02 1.822125838867203029e+00 3.695989794921888394e-01 1.657146630859375747e-01 7.504736863234283462e+00 1.294579661800895065e-01 2.669265589142839068e-01
9.983156083984328077e-01 2.764778535156250383e-01 1.948773046874981846e-02 1.822009231445328448e+00 3.261783642578130471e-01 1.443315361328125213e-01 7.435964981072735291e+00 1.060358480442275403e-01 2.671477441611563308e-01
1.007719412109370882e+00 2.764643925781249956e-01 2.085785253906229444e-02 1.764712700195325557e+00 3.441419746093747345e-01 1.540999374999996174e-01 6.959670848911037488e+00 1.698656837898704364e-01 2.659447189296809677e-01
9.979627207031197544e-01 2.749987109374992245e-01 1.978253906249980223e-02 1.765792857421888407e+00 3.167463242187499306e-01 1.468321699218747001e-01 7.248691844849960653e+00 1.501858929135172216e-01 2.650048700086992670e-01
1.016409703124989683e+00 2.720746064453110069e-01 2.061688574218726103e-02 1.691154821289073018e+00 3.365807226562501087e-01 1.030818173828121354e-01 7.036994848014159309e+00 1.324287022141789061e-01 2.636171982846972628e-01
1.002667300781248105e+00 2.713467900390617027e-01 2.094132714843734144e-02 1.810151313476576540e+00 3.626725859375003469e-01 1.712007617187498443e-01 7.315731816194426251e+00 1.668278516293688341e-01 2.613844946936795810e-01
1.006366738281246898e+00 2.734818203124999014e-01 2.049044140624983398e-02 1.779143684570325457e+00 3.927600234375009380e-01 1.752981923828122457e-01 7.320006167941713215e+00 1.636814981128070501e-01 2.622251131775937272e-01
1.000845973632809027e+00 2.723179550781243408e-01 2.053581835937480504e-02 1.801802865234386486e+00 3.394845976562502199e-01 1.490726962890623342e-01 7.405588283331416832e+00 1.422015025814357125e-01 2.632391500805226214e-01
1.003332062499995736e+00 2.737238056640622919e-01 2.062486425781231286e-02 1.754859677734387891e+00 4.046829570312514557e-01 1.569078583984371278e-01 7.348016074031576750e+00 1.564026209105582321e-01 2.620460267090175543e-01
1.032434997070309945e+00 2.735412363281252701e-01 2.120264941406236128e-02 1.841681533203141319e+00 3.222221689453131366e-01 1.535387714843750584e-01 6.371305635643740750e+00 1.774709870988647464e-01 2.652493783795876192e-01
9.881893320312473694e-01 2.773112167968744268e-01 1.941857128906237726e-02 1.760281675781264266e+00 7.928906035156196852e-01 1.932102060546872224e-01 7.726170442293459395e+00 1.503922954278394675e-01 2.568071647178900019e-01
1.012432366210932466e+00 2.756673193359372998e-01 2.071186523437479332e-02 1.764334101562511359e+00 3.138809736328124211e-01 1.501159824218747385e-01 7.368666755073046915e+00 1.261462420330577705e-01 2.666561156309648073e-01
9.955494003906237843e-01 2.732596630859367992e-01 2.006695605468732796e-02 1.809910074218763931e+00 4.109086523437516236e-01 1.638846503906250807e-01 7.380349056620642223e+00 1.532643097750754635e-01 2.616654271369015516e-01
9.961578466796833231e-01 2.788582226562502653e-01 1.913145898437484255e-02 1.762623926757822312e+00 5.300192421875018489e-01 1.805149140624999482e-01 7.301502784774295485e+00 1.523402287132417099e-01 2.636375948032301242e-01
1.013332965820308740e+00 2.721195458984369542e-01 2.052576367187484985e-02 1.800624499023449454e+00 3.438672363281258804e-01 1.595900839843749086e-01 7.135216828293242664e+00 1.613560624057048531e-01 2.627217970451452000e-01
1.007008244140615849e+00 2.720066874999987894e-01 2.015869531249975602e-02 1.718558190429698485e+00 2.849180341796857530e-01 1.220358261718745146e-01 7.404303983471614892e+00 1.306425767357860257e-01 2.635018709455457242e-01
9.924731132812475431e-01 2.747153505859368239e-01 2.037160449218732711e-02 1.824676628906261922e+00 3.036285283203126184e-01 1.576882285156250563e-01 7.712587438574848520e+00 1.168615616027953580e-01 2.659906049481816082e-01
1.012446822265618884e+00 2.701792919921863767e-01 2.129615136718728680e-02 1.810679663085947411e+00 2.506619472656228531e-01 1.354466308593749169e-01 6.974518009298488863e+00 1.653653574496052325e-01 2.636490299371155310e-01
1.004194208984373615e+00 2.756294472656252159e-01 1.973392187499984143e-02 1.857849282226578858e+00 2.911352871093750294e-01 1.609458701171873896e-01 7.050113759522586676e+00 1.458248836474801691e-01 2.663963312968451458e-01
1.011254056640619403e+00 2.754117666015625243e-01 1.941114453124986525e-02 1.778462912109386673e+00 3.822115292968759626e-01 1.546000498046872507e-01 7.096671593954001267e+00 1.366017514840588698e-01 2.651666043173393494e-01
1.003783102539060668e+00 2.750031621093745327e-01 2.165800878906231838e-02 1.820687516601573908e+00 3.724279042968757225e-01 1.648168623046875891e-01 7.107355258498319728e+00 1.697814522916085700e-01 2.646755652063028097e-01
1.002293043945303941e+00 2.740874755859367129e-01 1.893569921874979634e-02 1.706357242187510170e+00 4.416219531250019092e-01 1.447020771484370805e-01 7.056710898604589666e+00 1.613520450478236057e-01 2.622164341577651880e-01
9.981495644531244160e-01 2.747857500000004394e-01 1.984845703124983249e-02 1.818933158203139389e+00 3.787263154296884871e-01 1.771920156249998934e-01 7.279396515437399628e+00 1.602623589557653772e-01 2.629537466644619736e-01
1.013696216796867722e+00 2.717505400390620163e-01 1.948251367187476754e-02 1.746065993164074737e+00 3.126297373046869610e-01 1.183202578124996629e-01 6.813162374555459699e+00 1.513940594037860854e-01 2.627985357014619994e-01
9.980294062500022489e-01 2.762098457031246790e-01 2.059173242187482475e-02 1.858594559570330595e+00 4.104317128906262990e-01 1.941692988281251975e-01 7.540196292178390713e+00 1.446711371843143468e-01 2.640333026376651682e-01
9.939951767578060204e-01 2.760357441406238177e-01 1.948649999999979218e-02 1.778649810546887089e+00 3.327437246093754020e-01 1.310462695312497317e-01 7.647656479480173353e+00 1.003468615524580887e-01 2.666732106902490740e-01
9.830171953124984263e-01 2.782777607421875743e-01 1.829735644531236757e-02 1.787455708984390101e+00 5.249805927734388922e-01 2.034459804687499540e-01 7.763171248534037616e+00 1.430901697277401630e-01 2.628403927794383255e-01
9.927284716796827002e-01 2.770846816406249968e-01 1.821044824218736105e-02 1.763105050781264005e+00 5.047151005859388251e-01 1.778462705078123762e-01 7.360774930543870553e+00 1.464466966557977923e-01 2.625336100567962072e-01
9.926645419921849012e-01 2.765275097656244019e-01 1.909298339843734302e-02 1.863661911132825866e+00 3.311365683593756049e-01 1.543737050781252285e-01 7.398511560589655645e+00 1.182544948792775691e-01 2.672155868775110132e-01
1.006473467773431274e+00 2.759982070312499425e-01 1.972476953124981808e-02 1.751754540039074826e+00 3.841004238281254812e-01 1.374033242187498172e-01 6.890382081343166654e+00 1.559032263984947431e-01 2.650041837874064221e-01
9.961678828124931329e-01 2.773324931640621660e-01 1.908652636718733211e-02 1.747155088867197836e+00 4.181126835937517550e-01 1.460559609374997292e-01 7.348847489571483926e+00 1.275241139387465472e-01 2.655655050030588660e-01
9.978457001953126015e-01 2.816375664062502615e-01 2.098424902343731455e-02 1.835368787109388444e+00 3.055227539062504993e-01 1.562560117187501429e-01 7.093044814318893110e+00 1.382034167171271866e-01 2.726102203737125751e-01
9.773545175781270800e-01 2.749221796874994905e-01 1.861664257812485970e-02 1.848340649414078163e+00 3.741570136718755935e-01 1.793606015625000827e-01 7.814594923180386843e+00 1.276942515901249853e-01 2.644353336081178840e-01
1.023043257812493945e+00 2.724529804687492174e-01 2.126931738281229167e-02 1.774666776367197940e+00 2.397908232421844532e-01 1.296903749999996636e-01 6.921865732462267218e+00 1.490044409664806613e-01 2.656667590271410417e-01
9.924829003906249225e-01 2.746912363281244773e-01 2.015121679687483652e-02 1.806903367187516540e+00 4.744780712890642738e-01 1.777046865234374329e-01 7.505065342030404096e+00 1.561746159724067828e-01 2.610440589429510183e-01
1.016993690429680575e+00 2.732631904296867753e-01 2.115593261718728621e-02 1.776551000976573258e+00 2.621550224609356938e-01 1.219781513671873013e-01 6.885095322119435757e+00 1.462995396517227931e-01 2.659593832997362850e-01
1.017342356445308793e+00 2.750237177734377036e-01 2.145178320312493558e-02 1.797896208984382183e+00 5.608708007812504004e-01 2.242714873046880719e-01 7.097204443744565161e+00 2.054609966649096064e-01 2.610357479982584605e-01
1.008655950195309403e+00 2.752658388671873069e-01 2.068047460937481874e-02 1.802103531250011992e+00 3.447565009765632960e-01 1.643079687499999497e-01 7.157015354697598752e+00 1.549684892844682138e-01 2.652129905196584092e-01
1.009160345703116413e+00 2.743904082031243252e-01 1.958703124999981726e-02 1.699236147460946755e+00 3.791836894531259161e-01 1.348196367187496081e-01 7.168077135131968980e+00 1.416410102317953723e-01 2.641703144945454773e-01
9.932713808593763849e-01 2.706430468749992380e-01 1.980369042968737475e-02 1.882322430664076895e+00 4.210552148437507469e-01 1.867627978515628007e-01 7.752689601036752975e+00 1.376439308246553972e-01 2.589374883428076091e-01
1.018952919921866984e+00 2.724592021484370519e-01 1.991169628906229797e-02 1.740188025390637661e+00 3.056545947265623675e-01 1.225219023437496696e-01 7.032152118450293976e+00 1.219196316031054966e-01 2.639573405577019805e-01
1.001591297851554208e+00 2.759904394531241256e-01 1.942679492187481677e-02 1.714191066406263841e+00 5.320694609375025141e-01 1.400169833984369616e-01 7.392689567218619473e+00 1.231254373958709791e-01 2.613598559770717866e-01
9.963231591796853914e-01 2.782828925781253293e-01 2.034154101562481512e-02 1.781244053710951292e+00 4.482380683593778503e-01 1.662528974609373544e-01 7.495132243802983929e+00 1.352691493345335172e-01 2.653422823392354024e-01
9.950784960937452128e-01 2.778143662109373579e-01 1.944476953124982949e-02 1.765361442382826107e+00 4.706105791015652295e-01 1.662238876953124611e-01 7.492404157073506710e+00 1.344371675501493113e-01 2.646226880437825280e-01
1.007155299804679549e+00 2.749623281249995443e-01 2.025780761718729353e-02 1.767854820312513509e+00 2.622740097656237612e-01 1.226779404296873405e-01 6.922065460409352333e+00 1.436612525537280527e-01 2.669027512082422504e-01
1.010229234374997453e+00 2.758704374999993991e-01 2.046454394531232665e-02 1.835700535156260749e+00 2.591774267578109137e-01 1.631192099609376778e-01 7.233222761551125757e+00 1.318315562569498112e-01 2.684077481651622743e-01
1.010069101562500293e+00 2.704275136718747308e-01 2.030979003906236216e-02 1.874432447265637069e+00 5.031869863281255295e-01 2.113462871093756690e-01 6.942658048212061672e+00 2.086369939094320780e-01 2.565131926676586516e-01
9.949387226562482756e-01 2.766501572265624986e-01 2.004722949218730108e-02 1.810387406250014930e+00 3.624367255859378689e-01 1.478188173828126339e-01 7.416253740199165279e+00 1.298739751008327059e-01 2.658517590967157118e-01
9.985277480468656153e-01 2.739711093749991333e-01 2.016618652343728918e-02 1.695619924804697032e+00 4.528458408203154817e-01 1.195908369140618877e-01 7.315641721612274218e+00 1.490993236554882806e-01 2.616718193702178841e-01
1.011834751953125000e+00 2.748398271484381872e-01 2.051395703124983191e-02 1.827154166992201567e+00 5.154248173828132051e-01 2.076011787109376394e-01 6.881884741666683070e+00 2.042728673094855452e-01 2.598566713439548481e-01
1.003036439453124817e+00 2.701883945312497093e-01 1.997950292968737190e-02 1.885817774414077164e+00 3.210139042968751522e-01 1.902904052734377127e-01 7.320319716177490221e+00 1.690159542029656681e-01 2.610702857406388966e-01
1.005453753906247805e+00 2.771810156250001933e-01 2.004662207031231852e-02 1.830070172851576693e+00 3.830514531250011623e-01 1.616537988281249727e-01 6.920472868594148785e+00 1.592008466202843309e-01 2.661080259083166699e-01
1.001204068359373700e+00 2.743543417968757336e-01 1.904735351562485482e-02 1.871849442382828022e+00 4.340985976562505289e-01 1.893833437500001271e-01 7.020089710298821117e+00 1.768509394948327706e-01 2.615181005215572729e-01
9.993637802734395281e-01 2.751238496093753594e-01 1.991156347656233491e-02 1.867489141601581304e+00 3.988146816406258899e-01 1.808809179687498325e-01 7.221286315442995374e+00 1.595842766270432755e-01 2.632679397652972209e-01
9.871111777343700711e-01 2.781669892578121361e-01 1.803252246093735994e-02 1.756047264648450401e+00 5.594384365234371659e-01 1.922837812500002019e-01 7.475800811735798135e+00 1.527108379794012705e-01 2.622863011074276773e-01
9.973454062499886863e-01 2.744310214843738160e-01 1.938039941406228747e-02 1.683281750976571400e+00 5.460269667968751239e-01 1.210354560546870462e-01 7.390220975330288766e+00 1.382242252457742127e-01 2.598513626775588725e-01
1.002946393554682958e+00 2.722576601562497478e-01 1.997104687499981490e-02 1.758848559570324710e+00 5.220496884765631895e-01 1.669769267578124494e-01 7.222216540692862452e+00 1.756089036185807806e-01 2.579775996557526208e-01
1.003691842773435816e+00 2.757733076171873798e-01 2.042375390624981760e-02 1.801272292968764122e+00 3.608890458984385652e-01 1.702191337890623657e-01 7.215128781172472472e+00 1.569582135523382993e-01 2.649710486411522847e-01
9.955739589843698445e-01 2.783800712890625029e-01 1.904979980468734374e-02 1.746872793945324132e+00 4.826165888671902771e-01 1.790015595703123852e-01 7.237819178655588992e+00 1.619795192772877090e-01 2.643422696184122289e-01
1.001634943359367647e+00 2.741688710937489337e-01 2.006058691406227903e-02 1.759325498046887981e+00 3.260098427734374193e-01 1.211466679687497328e-01 7.365380565167511051e+00 1.218380652346217896e-01 2.648472107814009990e-01
1.008005895507803285e+00 2.726611005859358450e-01 2.060431054687475103e-02 1.731923328125010153e+00 3.006546152343743672e-01 1.080371455078121129e-01 7.397894266667651486e+00 1.191159926519580609e-01 2.644854054532453924e-01
1.024758942382807847e+00 2.727017783203133372e-01 1.963718847656235542e-02 1.819595160156269431e+00 3.426307412109384498e-01 1.382843837890625482e-01 6.583995700383979077e+00 1.394190793751136637e-01 2.631840185961651923e-01
1.020482287109368391e+00 2.706661523437492445e-01 2.113674804687479605e-02 1.732594706054698896e+00 2.920397792968734696e-01 1.303626083984371631e-01 6.805221184660577016e+00 1.811446910878757033e-01 2.624945704458734319e-01
1.014180497070304776e+00 2.727759599609370644e-01 1.999092285156229762e-02 1.745467309570324366e+00 2.613202861328108306e-01 1.297804521484372253e-01 7.056491877646172917e+00 1.377047487751571764e-01 2.651565724407540237e-01
9.946534150390553553e-01 2.763750273437494132e-01 1.857811914062484221e-02 1.734825494140635804e+00 6.089023955078105566e-01 1.687383916015622043e-01 7.504540036016551063e+00 1.347194013138064694e-01 2.600249690279071713e-01
1.023816203124991775e+00 2.706965898437494467e-01 1.996280859374984298e-02 1.718846795898448132e+00 4.467814941406273999e-01 1.431903378906246305e-01 6.750243885666115773e+00 1.717267847270651793e-01 2.593884896747064017e-01
9.957884111328079157e-01 2.792184638671873498e-01 2.017324609374984354e-02 1.732146017578135133e+00 5.326389189453146766e-01 1.749060986328121181e-01 7.517142368489259319e+00 1.457876186801748686e-01 2.647129556088718694e-01
9.992424667968702323e-01 2.757669541015622672e-01 1.999111621093736108e-02 1.741576173828134566e+00 5.734476093749990566e-01 1.900474462890624494e-01 7.343564033746254438e+00 1.799647518637380872e-01 2.608432089563811895e-01
9.920007988281179800e-01 2.764816347656245954e-01 1.881654199218732795e-02 1.727228055664074446e+00 4.647595166015640045e-01 1.573050351562498284e-01 7.437873663141179037e+00 1.427236259069591673e-01 2.633031689709859902e-01
1.018048306640619627e+00 2.720627353515617797e-01 2.078324121093731713e-02 1.818761252929699923e+00 2.947424169921868398e-01 1.408047412109374730e-01 6.842553118591311545e+00 1.539103922607465980e-01 2.641869055830762258e-01
9.990347001953040484e-01 2.720609296874990646e-01 2.033597460937478646e-02 1.701867091796886333e+00 5.589197255859386093e-01 1.231177089843745742e-01 7.568064038106082414e+00 1.362033591537382682e-01 2.575898847520445845e-01
9.970677050781174833e-01 2.769301787109368918e-01 1.937846972656232652e-02 1.744588136718761451e+00 4.461951025390638592e-01 1.515589785156246649e-01 7.547090764701358090e+00 1.221876352291343670e-01 2.642932502922791804e-01
1.012622334960930903e+00 2.751590771484380693e-01 1.922188574218734042e-02 1.768508585937513811e+00 3.944993037109388867e-01 1.549246962890623303e-01 6.885436282481010473e+00 1.476146622240406825e-01 2.640558775119092871e-01
1.003292067382802744e+00 2.746755029296861217e-01 2.039360449218723809e-02 1.706448779296884766e+00 2.610599355468722349e-01 1.119014628906245534e-01 7.596160041252652206e+00 1.039964323441492366e-01 2.666702388824166992e-01
1.011205021484365529e+00 2.736438339843740852e-01 2.074325195312476042e-02 1.704212650390635631e+00 2.875401718749990843e-01 1.004739257812494319e-01 7.026018308625667785e+00 1.421002530893337723e-01 2.655298373290375102e-01
1.012852810546869486e+00 2.720175566406242140e-01 2.107621484374979162e-02 1.817871322265634637e+00 3.114166835937499100e-01 1.384864501953123606e-01 6.851464169359818612e+00 1.700456515291796922e-01 2.639240649127232996e-01
1.004413176757813275e+00 2.727356181640624988e-01 1.987238769531233379e-02 1.887397072265636799e+00 3.868706796875004406e-01 1.856612597656253361e-01 7.166031472893883425e+00 1.630911788443317745e-01 2.622578071720379489e-01
1.003198035156245282e+00 2.721076689453117980e-01 2.072341308593729156e-02 1.769099817382823181e+00 3.917845029296881942e-01 1.421397861328123347e-01 7.230604026457734257e+00 1.612598966253751820e-01 2.616989657226448385e-01
1.015069479492179738e+00 2.731842753906243981e-01 2.023353124999978381e-02 1.729548333007822070e+00 2.539459501953095222e-01 1.305940673828120402e-01 7.017783205117674505e+00 1.498094709761202403e-01 2.658781566451287048e-01
1.012560021484367079e+00 2.715759238281237331e-01 1.997677050781230049e-02 1.766795279296887289e+00 3.476569785156257697e-01 1.243807441406245967e-01 7.147614923102992179e+00 1.311323437497337319e-01 2.620926517646781639e-01
1.000603748046871244e+00 2.738800332031242069e-01 1.960478710937482716e-02 1.843670862304700009e+00 4.157473056640637599e-01 1.496087597656250157e-01 7.344051256116832072e+00 1.267763161058284849e-01 2.627374221983968527e-01
1.007588252929685124e+00 2.715506220703124418e-01 2.019538183593732814e-02 1.922903554687515726e+00 2.589783281249995461e-01 1.587079228515625162e-01 7.091792689196044996e+00 1.472873841690569563e-01 2.644219852424842809e-01
9.958607695312496899e-01 2.758843310546876260e-01 2.035837890624981120e-02 1.800917647460954285e+00 3.816285458984384205e-01 1.726294707031247877e-01 7.491767843127963289e+00 1.471323403980595579e-01 2.640503876904350400e-01
9.977612167968693546e-01 2.778559843750000313e-01 2.012856054687482341e-02 1.739686250976572479e+00 4.753224716796901061e-01 1.623106826171873407e-01 7.384187201201478423e+00 1.490048625899292600e-01 2.645366822395809336e-01
1.003567763671868729e+00 2.756270488281246100e-01 1.974299511718729042e-02 1.753736877929699567e+00 3.540450566406254107e-01 1.398029775390622620e-01 7.489809164744293035e+00 1.142503833272090902e-01 2.653549216124210797e-01
1.002021652343745517e+00 2.755009892578122455e-01 2.039803417968728827e-02 1.759369868164074813e+00 3.719087929687510674e-01 1.426374453124997221e-01 7.332532000113347159e+00 1.400299424704276319e-01 2.645267187446629364e-01
1.003129970703118712e+00 2.757025322265626022e-01 1.881819433593735075e-02 1.787597917968763772e+00 4.355999726562518326e-01 1.621298896484371088e-01 7.291308388679341945e+00 1.302052341884389064e-01 2.637484300197865394e-01
1.019711682617181259e+00 2.732362294921870660e-01 2.053710351562480774e-02 1.794593232421886730e+00 2.436804570312471607e-01 1.368574931640622605e-01 6.891353239751449422e+00 1.411993606548479219e-01 2.661222282331321409e-01
1.011894514648430166e+00 2.723976884765618722e-01 1.959173925781229619e-02 1.750060801757824747e+00 2.717809833984366485e-01 1.274698759765622025e-01 6.975218685587265988e+00 1.434137645857940790e-01 2.643485347147517817e-01
1.004672095703120549e+00 2.752025244140619553e-01 2.026560156249980135e-02 1.795365349609387762e+00 2.659507568359361640e-01 1.450006269531249059e-01 7.052371063070613566e+00 1.507788318850694087e-01 2.674528866411112205e-01
9.953458710937468368e-01 2.782109443359376821e-01 1.990591796874982902e-02 1.772391458007826159e+00 4.771734921875027680e-01 1.653238291015622918e-01 7.306169822594212881e+00 1.508686118145741717e-01 2.642744975983256639e-01
1.007001896484363890e+00 2.731481992187484997e-01 1.993549316406226582e-02 1.687720762695322563e+00 4.372884492187513183e-01 1.100874599609370785e-01 7.171047496012326938e+00 1.354198227234934548e-01 2.618308633080895231e-01
9.795092568359330398e-01 2.787491874999993846e-01 1.825457324218733232e-02 1.778679024414075771e+00 5.368640449218760047e-01 1.661359160156248571e-01 7.896196414738246183e+00 1.073586518871432333e-01 2.634470479701778167e-01
9.962106181640572045e-01 2.761356249999995516e-01 1.920068164062482818e-02 1.757029187500011913e+00 4.746261220703153483e-01 1.634930253906247688e-01 7.181934317663519529e+00 1.618581231707955093e-01 2.623853237796571203e-01
1.003907966796866447e+00 2.757085859374994175e-01 1.973388085937480968e-02 1.736288791015637711e+00 3.934620644531257039e-01 1.283420332031248723e-01 7.219155178068950462e+00 1.259798564866770054e-01 2.648902869266840931e-01
9.998591464843709087e-01 2.764538925781248602e-01 2.042475097656227048e-02 1.756513132812514311e+00 3.542027158203131521e-01 1.484889560546871212e-01 7.548222854576503771e+00 1.258020470480017694e-01 2.656235722371501629e-01
1.001977292968749156e+00 2.714568496093743288e-01 1.941366796874987796e-02 1.839265129882825978e+00 4.205996757812513476e-01 1.921453125000003315e-01 7.288922369217718966e+00 1.707592565565943243e-01 2.598156448970821986e-01
1.008897973632807643e+00 2.726316650390614438e-01 2.046606640624982695e-02 1.831966869140636778e+00 3.609792832031253340e-01 1.434101367187498588e-01 7.229195936089164221e+00 1.309554157320658718e-01 2.632808478731463175e-01
9.943715927734357862e-01 2.759979794921870178e-01 1.993078417968730670e-02 1.822196981445325159e+00 3.441473046875007102e-01 1.511598789062499060e-01 7.303398065291752062e+00 1.382731675060569487e-01 2.659284550629082422e-01
1.005474724609374482e+00 2.767072978515624504e-01 2.123890136718728505e-02 1.822418350585950364e+00 3.186173417968756194e-01 1.562977646484375871e-01 7.345400084674855279e+00 1.312814269016247537e-01 2.677011229884853627e-01
1.009956416992178196e+00 2.730269150390617350e-01 2.041587011718724518e-02 1.700376261718760773e+00 3.075854228515624289e-01 1.070012285156245052e-01 6.977648515094978521e+00 1.522089471595036159e-01 2.643280533806909860e-01
9.972766552734382284e-01 2.749820292968748192e-01 2.030425195312481404e-02 1.830582295898453671e+00 3.448377656250005696e-01 1.672494638671875589e-01 7.339192143910777233e+00 1.518472974598324698e-01 2.647801900292726107e-01
